t_onset,int_onset
0.0,-47.702
0.71,-17.587
1.61,-19.149
2.44,-61.366
2.68,-69.481
2.76,-59.939
3.05,-63.461
3.26,-66.227
3.39,-63.865
3.49,-68.725
3.64,-42.043
3.76,-55.345
3.94,-62.01
4.34,-36.702
4.57,-63.865
4.75,-63.865
4.96,-68.03
5.06,-66.787
5.14,-66.787
5.32,-60.482
5.9,-38.577
6.14,-57.44
6.33,-64.288
6.54,-66.787
6.72,-64.288
6.92,-60.767
7.11,-64.288
7.5,-40.343
7.72,-48.653
7.97,-59.428
8.39,-61.366
8.6,-48.725
8.81,-57.245
9.23,-60.767
9.65,-62.705
16.8,-63.461
17.61,-61.061
18.87,-64.734
19.26,-69.481
20.07,-69.481
21.77,-65.7
22.6,-60.767
27.8,-68.725
34.08,-65.204
35.29,-58.945
36.14,-53.407
38.72,-68.725
42.13,-61.366
43.88,-66.787
45.59,-58.945
46.05,-68.03
47.27,-55.502
48.54,-54.602
48.95,-57.844
50.65,-59.183
51.91,-50.574
52.35,-57.245
59.01,-68.725
59.36,-63.865
60.66,-67.386
61.48,-57.64
62.29,-60.482
64.02,-63.461
65.72,-55.823
66.59,-63.461
66.96,-43.461
67.43,-61.366
68.16,-58.053
68.64,-44.598
69.07,-58.268
69.51,-57.44
69.67,-42.925
70.33,-48.653
70.74,-57.054
72.32,-61.682
73.15,-63.074
73.95,-51.519
75.55,-53.918
75.96,-63.461
76.13,-68.03
76.39,-58.488
77.21,-58.945
78.85,-49.095
79.28,-63.865
80.49,-54.051
80.9,-58.713
82.15,-51.927
83.75,-61.061
83.82,-53.788
84.17,-55.345
84.57,-63.865
85.45,-56.158
85.5,-48.165
86.07,-50.664
86.33,-46.787
87.15,-48.302
87.77,-50.052
88.02,-47.449
88.85,-49.56
89.26,-57.054
90.5,-49.885
90.92,-59.679
91.23,-62.01
92.17,-47.832
92.78,-51.128
93.02,-48.097
93.84,-48.03
94.48,-51.128
94.71,-48.097
95.52,-45.959
95.95,-51.321
96.36,-60.767
97.15,-47.386
97.57,-53.407
98.83,-44.966
99.21,-53.918
99.65,-71.224
100.5,-65.7
107.99,-62.705
108.79,-60.767
109.66,-62.705
110.52,-66.227
113.76,-55.04
115.01,-57.64
117.03,-55.661
