t_onset,int_onset
0.0,-35.146
0.88,-3.3511
1.82,-2.6633
2.41,-32.445
11.99,-8.0764
12.25,-16.17
13.18,-34.617
13.61,-22.144
14.07,-21.679
14.47,-24.049
14.73,-36.243
14.89,-17.881
15.2,-34.951
15.38,-19.8
15.66,-31.629
15.83,-21.56
16.08,-32.727
16.28,-21.646
16.55,-29.721
16.73,-26.189
17.3,-7.1865
17.57,-9.7783
17.97,-4.812
18.92,-21.246
19.04,-13.823
19.29,-14.045
19.66,-4.6493
20.12,-31.243
20.52,-20.31
20.82,-35.361
20.97,-26.892
21.22,-29.985
21.37,-22.168
21.84,-26.986
22.25,-27.474
22.48,-30.977
22.69,-32.693
22.92,-28.462
23.12,-31.559
23.31,-30.361
23.54,-23.973
24.21,-33.507
24.42,-24.459
24.64,-32.345
24.83,-27.845
25.03,-33.066
25.23,-31.302
25.89,-28.525
26.35,-23.219
26.5,-14.99
26.91,-13.272
27.33,-26.828
27.59,-33.723
27.68,-20.44
28.0,-33.031
28.08,-28.274
28.18,-7.7695
28.52,-28.668
28.6,-10.188
29.03,-10.056
29.31,-32.075
29.41,-22.192
29.5,-16.231
29.8,-27.076
29.9,-18.314
30.13,-28.893
30.2,-23.823
30.3,-8.4897
30.61,-22.117
30.73,-18.847
31.05,-27.537
31.16,-15.716
31.48,-28.378
31.58,-19.568
31.78,-26.27
31.89,-19.443
31.99,-11.378
32.59,-5.3987
32.83,-7.0136
33.23,-17.535
33.61,-20.578
34.24,-1.9675
34.51,-2.2236
34.89,-1.0249
36.66,-25.798
37.08,-33.826
37.5,-28.247
37.94,-33.997
38.57,-36.96
38.78,-33.007
39.63,-33.944
40.07,-31.792
40.5,-32.995
41.34,-31.741
41.75,-35.47
42.12,-35.791
52.66,-24.473
53.2,-20.401
53.77,-19.273
54.4,-19.144
57.06,-21.409
57.64,-24.589
58.33,-19.793
58.72,-24.923
59.29,-21.197
59.97,-21.519
60.71,-24.895
61.39,-33.775
61.8,-31.489
64.88,-36.923
65.18,-3.6918
76.46,-2.479
77.51,-23.717
77.77,-32.613
77.95,-23.84
78.17,-35.726
78.38,-20.749
78.79,-25.593
79.2,-26.672
79.58,-23.173
79.99,-21.851
80.21,-39.354
80.39,-25.483
80.79,-27.728
81.0,-37.906
81.19,-22.04
81.43,-36.278
81.61,-26.358
81.82,-30.736
82.0,-25.065
82.42,-31.419
82.82,-24.477
83.03,-35.07
83.2,-24.784
83.67,-38.577
83.84,-36.209
83.96,-0.086311
84.21,-2.3186
84.56,-1.7046
85.06,-33.272
85.4,-34.391
85.82,-29.035
86.04,-34.091
86.22,-29.787
86.44,-30.8
86.62,-28.469
87.07,-34.674
87.24,-21.86
87.61,-33.984
88.61,-34.419
88.8,-35.361
89.01,-34.921
89.21,-35.392
89.38,-33.659
89.64,-35.873
89.79,-31.813
90.38,-34.011
90.47,-23.105
90.78,-38.075
90.9,-25.112
91.16,-37.519
91.27,-26.706
91.38,-33.71
91.71,-36.278
92.06,-27.898
92.82,-31.1
93.01,-22.799
93.35,-36.812
93.61,-29.576
93.85,-21.127
94.28,-36.997
94.57,-33.813
94.79,-2.6481
95.03,-2.1833
95.42,-13.701
95.81,-17.805
96.17,-1.3954
96.56,-3.0454
96.94,-1.7684
97.35,-15.061
97.58,-28.378
97.66,-17.867
97.77,-25.855
97.9,-0.64581
98.29,-11.635
98.51,-20.825
98.68,-2.1993
98.88,-10.014
99.27,-27.76
99.43,-2.0844
99.81,-11.632
100.03,-18.3
100.2,-3.3542
100.38,-6.3656
100.88,-3.7753
100.99,-6.667
101.12,-14.215
101.23,-3.4878
101.34,-11.107
101.46,-2.6993
101.67,-21.592
101.77,-1.3829
102.2,-2.5413
102.57,-5.422
102.77,-12.994
102.96,-6.756
103.32,-2.7844
103.85,-1.3835
104.23,-14.602
104.3,-15.495
104.45,-24.83
104.6,-6.8715
104.8,-1.0907
105.17,-18.919
105.31,-1.4779
105.68,-13.668
105.87,-16.443
106.04,-6.58
106.23,-5.0117
106.58,-5.6374
106.81,-12.044
106.95,-7.6102
107.17,-11.596
107.31,-9.8094
107.54,-11.386
107.66,-7.3858
107.89,-8.6979
108.03,-10.531
108.15,-17.061
108.28,-22.25
108.36,-9.1473
108.52,-18.003
108.62,-10.273
108.87,-26.243
109.22,-8.3382
109.43,-4.2033
109.61,-8.4364
109.78,-7.3821
109.97,-4.2317
110.31,-2.6144
110.51,-4.1428
110.74,-19.708
110.86,-5.761
111.09,-20.23
111.23,-15.251
111.62,-28.908
111.79,-27.124
111.98,-24.794
112.13,-4.7697
112.22,-1.9629
112.35,-13.327
112.58,-18.704
112.66,-3.2076
113.01,-2.846
113.35,-1.3062
113.57,-10.858
113.73,-14.443
113.94,-26.805
114.12,-27.202
114.32,-32.456
114.42,-31.062
114.5,-25.286
