t_onset,int_onset
0.0,-33.007
0.79,-0.92493
1.6,-0.11017
40.04,-3.44
40.49,-20.589
42.55,-16.755
44.05,-36.26
44.25,-15.042
44.54,-31.969
44.7,-15.668
44.95,-37.42
45.12,-19.962
45.36,-36.364
45.55,-25.141
45.81,-36.243
46.0,-23.869
46.22,-35.345
46.39,-20.578
46.64,-35.84
46.81,-23.584
47.06,-33.918
47.25,-19.79
47.64,-2.4491
48.79,-26.718
48.88,-18.248
49.3,-1.6525
49.81,-18.532
51.87,-1.3324
52.35,-15.587
66.4,-20.575
67.26,-27.052
68.66,-25.654
69.1,-28.945
69.92,-21.624
70.79,-22.687
71.63,-36.576
73.34,-30.274
74.17,-29.968
74.98,-29.271
75.8,-31.37
76.63,-32.367
78.35,-34.877
83.44,-17.933
84.09,-18.166
84.35,-5.5105
84.96,-13.59
85.24,-18.736
85.8,-32.086
85.94,-26.21
86.09,-26.039
86.25,-32.054
86.42,-29.746
86.82,-26.53
86.97,-30.591
87.13,-23.238
87.38,-23.192
87.52,-12.477
87.65,-12.596
87.78,-11.087
88.2,-4.648
88.63,-7.1165
89.2,-14.365
89.33,-10.567
89.5,-16.233
90.02,-13.284
90.15,-12.303
90.34,-13.604
90.92,-28.138
91.06,-20.697
91.35,-33.296
91.45,-24.562
91.74,-22.452
91.98,-9.9809
92.12,-10.066
92.25,-11.856
92.36,-9.6736
92.48,-4.5052
92.62,-1.8297
92.78,-5.3825
93.19,-1.1759
93.64,-20.44
94.2,-11.346
94.3,-15.698
94.47,-12.61
95.04,-26.108
95.13,-15.364
95.31,-14.041
95.86,-31.927
95.98,-27.983
96.1,-17.721
96.28,-32.367
96.39,-26.408
96.55,-28.791
96.81,-30.12
96.94,-20.91
97.1,-28.267
97.23,-23.033
97.49,-19.51
97.63,-23.472
97.76,-27.288
97.9,-18.032
98.05,-27.3
98.16,-22.462
98.28,-8.2775
98.42,-17.642
98.54,-17.533
98.68,-13.268
98.81,-17.873
98.94,-12.742
99.06,-12.237
99.2,-11.416
99.32,-10.939
99.46,-11.772
99.59,-16.471
99.71,-13.123
99.84,-13.387
99.98,-10.744
100.11,-14.076
100.24,-15.846
100.36,-17.082
100.49,-16.886
100.62,-16.403
100.76,-14.651
100.88,-6.7762
101.06,-6.6288
101.26,-12.31
101.42,-5.4616
101.61,-9.9591
101.8,-9.4543
101.88,-6.8249
101.98,-15.843
102.21,-9.9851
102.35,-2.7636
102.69,-2.2274
103.09,-1.722
103.65,-6.138
103.85,-2.1823
103.89,-6.0434
104.22,-0.7103
104.59,-0.52052
104.97,-12.976
105.33,-6.584
105.71,-15.76
106.05,-0.67957
106.41,-2.795
106.76,-16.6
107.0,-29.255
107.12,-19.886
107.32,-13.068
107.42,-13.781
107.49,-5.7935
107.89,-18.987
108.06,-13.258
108.14,-12.117
108.25,-13.527
108.35,-7.1865
108.51,-8.4014
108.64,-0.59145
109.0,-20.623
109.28,-29.035
109.36,-17.114
109.71,-20.984
109.92,-24.28
110.09,-22.087
110.41,-27.696
110.64,-22.466
111.19,-22.636
113.6,-19.902
119.32,-23.939
119.44,-14.225
119.52,-10.961
119.79,-17.289
119.88,-7.9749
120.11,-26.729
120.18,-20.703
120.26,-13.635
120.52,-24.863
120.59,-18.298
120.69,-19.448
121.06,-9.4733
121.46,-10.987
122.03,-35.856
122.11,-16.333
122.44,-10.77
122.65,-17.638
123.22,-27.67
123.42,-11.651
123.67,-34.24
123.84,-21.182
124.05,-32.727
124.23,-20.144
124.43,-30.154
124.63,-23.832
124.84,-30.583
125.18,-28.044
125.38,-20.626
125.77,-26.672
126.14,-18.598
126.79,-22.243
127.21,-21.282
127.34,-21.973
128.67,-12.002
128.81,-20.609
128.88,-12.115
129.24,-6.9822
129.47,-26.002
129.57,-20.969
129.66,-6.6061
130.57,-27.399
130.65,-21.419
130.83,-12.197
131.47,-24.62
131.55,-19.705
131.83,-24.138
131.92,-29.148
132.01,-17.76
132.54,-33.054
132.62,-22.917
132.9,-24.881
133.01,-31.907
133.13,-29.301
133.67,-32.624
133.76,-23.143
134.45,-26.857
134.54,-22.302
134.65,-23.323
135.02,-28.553
135.38,-1.8143
136.05,-31.803
136.23,-26.655
136.42,-20.423
136.59,-4.7903
137.17,-34.775
137.57,-30.52
137.64,-20.047
137.75,-16.887
138.05,-24.267
138.34,-34.996
138.43,-20.122
138.69,-37.111
138.78,-19.058
139.07,-28.064
139.16,-23.437
139.5,-39.965
139.61,-19.931
139.99,-2.4259
140.48,-34.433
140.58,-1.0293
141.0,-20.163
141.18,-3.7357
141.36,-3.9344
141.57,-1.4303
141.96,-17.579
142.29,-2.5758
142.55,-8.1723
142.72,-1.8369
143.07,-1.1614
143.43,-0.36488
143.84,-25.213
144.21,-23.131
144.56,-0.96335
144.99,-16.181
145.16,-15.672
145.39,-22.636
145.48,-17.666
145.74,-3.1377
145.95,-13.731
146.11,-17.749
146.29,-9.1397
146.5,-14.677
146.72,-24.508
