t_onset,int_onset
0.0,-43.188
0.87,-14.987
1.75,-15.404
16.23,-46.391
16.47,-46.672
16.67,-45.35
17.15,-47.767
17.22,-43.112
17.49,-41.976
27.45,-23.355
27.64,-24.928
27.78,-24.121
27.93,-17.307
28.09,-16.697
28.23,-15.336
28.39,-19.813
28.53,-19.997
28.66,-17.158
28.8,-17.324
28.96,-26.992
29.08,-19.326
29.24,-12.27
29.72,-23.208
30.17,-10.964
30.69,-24.634
31.12,-12.24
31.63,-27.793
32.09,-12.783
32.94,-48.798
33.01,-40.767
33.07,-13.371
33.97,-14.004
34.62,-44.598
34.89,-9.3301
35.29,-44.245
35.46,-39.939
35.63,-52.356
35.71,-45.204
35.99,-18.607
36.18,-18.333
36.28,-11.968
36.38,-10.686
36.49,-13.686
36.6,-19.13
36.7,-8.1397
36.8,-7.1871
36.92,-5.1934
37.03,-11.834
37.15,-9.2076
37.27,-11.394
37.41,-12.713
37.53,-13.437
37.62,-16.482
61.0,-55.192
61.91,-48.945
62.58,-51.419
64.24,-49.171
64.32,-48.945
66.94,-48.582
67.7,-37.46
68.07,-51.619
69.81,-44.464
73.99,-49.641
75.75,-49.403
76.68,-46.065
76.92,-46.391
77.32,-57.844
79.83,-42.851
82.93,-47.702
88.88,-28.084
89.0,-40.071
89.09,-31.875
89.24,-34.281
89.33,-37.823
89.41,-29.364
89.49,-38.875
89.56,-21.798
89.75,-30.977
89.89,-29.057
90.08,-35.71
90.25,-29.24
90.39,-26.951
90.57,-29.371
90.71,-31.579
90.88,-26.48
91.05,-26.119
91.2,-31.499
91.35,-19.128
91.53,-38.203
91.67,-28.596
91.81,-13.031
92.16,-53.284
92.42,-50.664
92.76,-26.497
92.85,-24.284
92.93,-24.301
93.09,-29.065
93.16,-27.154
93.32,-33.84
93.39,-22.127
93.54,-27.543
93.67,-24.508
93.84,-26.632
94.0,-26.162
94.16,-23.79
94.32,-36.124
94.44,-33.09
94.6,-23.79
94.75,-26.259
94.92,-23.15
95.09,-23.258
95.24,-31.969
95.4,-27.01
95.53,-14.711
95.86,-39.477
96.13,-15.752
96.44,-24.798
96.53,-25.291
96.62,-31.529
96.71,-39.183
96.78,-41.65
96.91,-28.982
97.08,-17.02
97.39,-30.883
97.57,-25.359
97.83,-29.665
98.0,-14.263
98.17,-23.265
98.43,-22.748
98.7,-18.961
98.97,-36.022
99.13,-10.586
99.45,-32.971
99.77,-35.146
100.12,-50.309
100.23,-13.915
100.56,-28.077
100.71,-20.302
100.87,-15.093
101.15,-18.075
101.47,-27.858
101.63,-20.666
101.79,-19.147
102.07,-24.198
102.37,-26.689
102.54,-18.068
102.7,-15.774
102.98,-18.861
103.25,-28.99
103.48,-17.007
103.62,-12.253
103.79,-27.702
103.93,-14.053
104.12,-28.923
104.23,-19.128
104.38,-14.329
104.67,-27.657
104.96,-28.023
105.24,-14.804
105.87,-33.296
106.31,-9.7059
106.53,-18.062
