,t0,LZ,dt_LZ,IOI
0.0,0.0,0.023931568569324175,0.0,1.0
4.0,4.0,0.008974338213496566,-0.0037393075889569022,4.0
8.0,8.0,0.008974338213496566,0.0,4.0
12.0,12.0,0.011965784284662087,0.0007478615177913804,4.0
16.0,16.0,0.005982892142331044,-0.001495723035582761,0.0
20.0,20.0,0.008974338213496566,0.0007478615177913806,4.0
24.0,24.0,0.008974338213496566,0.0,4.0
28.0,28.0,0.005982892142331044,-0.0007478615177913806,0.0
32.0,32.0,0.0418802449963173,0.008974338213496564,0.16
36.0,36.0,0.06282036749447596,0.005235030624539665,0.10810810810810811
40.0,40.0,0.056837475352144916,-0.0014957230355827616,0.14814814814814814
44.0,44.0,0.029914460711655218,-0.0067307536601224245,0.36363636363636365
48.0,48.0,0.011965784284662087,-0.004487169106748283,4.0
52.0,52.0,0.008974338213496566,-0.0007478615177913804,2.0
56.0,56.0,0.008974338213496566,0.0,4.0
60.0,60.0,0.014957230355827609,0.0014957230355827607,2.0
64.0,64.0,0.017948676426993132,0.0007478615177913808,1.3333333333333333
68.0,68.0,0.011965784284662087,-0.0014957230355827611,2.0
72.0,72.0,0.023931568569324175,0.002991446071165522,0.5714285714285714
76.0,76.0,0.02094012249815865,-0.0007478615177913808,0.6666666666666666
80.0,80.0,0.008974338213496566,-0.0029914460711655214,2.0
84.0,84.0,0.017948676426993132,0.0022435845533741415,1.3333333333333333
88.0,88.0,0.029914460711655218,0.0029914460711655214,0.3333333333333333
92.0,92.0,0.029914460711655218,0.0,0.4
96.0,96.0,0.029914460711655218,0.0,0.3333333333333333
100.0,100.0,0.014957230355827609,-0.0037393075889569022,0.6666666666666666
104.0,104.0,0.026923014640489698,0.0029914460711655223,0.36363636363636365
108.0,108.0,0.035897352853986264,0.0022435845533741415,0.4444444444444444
112.0,112.0,0.017948676426993132,-0.004487169106748283,1.0
116.0,116.0,0.03290590678282074,0.0037393075889569014,0.5714285714285714
120.0,120.0,0.011965784284662087,-0.005235030624539663,1.3333333333333333
124.0,124.0,0.0418802449963173,0.0074786151779138044,0.16666666666666666
128.0,128.0,0.05085458320981387,0.0022435845533741415,0.14814814814814814
132.0,132.0,0.04786313713864835,-0.0007478615177913799,0.19047619047619047
136.0,136.0,0.05085458320981387,0.0007478615177913799,0.13333333333333333
140.0,140.0,0.04786313713864835,-0.0007478615177913799,0.13333333333333333
144.0,144.0,0.053846029280979396,0.0014957230355827616,0.16
148.0,148.0,0.05085458320981387,-0.0007478615177913817,0.16
152.0,152.0,0.053846029280979396,0.0007478615177913817,0.13333333333333333
156.0,156.0,0.056837475352144916,0.0007478615177913799,0.14814814814814814
160.0,160.0,0.056837475352144916,0.0,0.14285714285714285
164.0,164.0,0.053846029280979396,-0.0007478615177913799,0.13793103448275862
168.0,168.0,0.053846029280979396,0.0,0.125
172.0,172.0,0.053846029280979396,0.0,0.11428571428571428
176.0,176.0,0.05085458320981387,-0.0007478615177913817,0.2
180.0,180.0,0.023931568569324175,-0.006730753660122424,0.4
184.0,184.0,0.023931568569324175,0.0,0.5714285714285714
188.0,188.0,0.011965784284662087,-0.002991446071165522,2.0
192.0,192.0,0.005982892142331044,-0.001495723035582761,0.0
196.0,196.0,0.005982892142331044,0.0,0.0
200.0,200.0,0.005982892142331044,0.0,0.0
204.0,204.0,0.005982892142331044,0.0,0.0
208.0,208.0,0.014957230355827609,0.0022435845533741415,1.3333333333333333
