,Lag_0,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Row_Avg
P9_D1_G4_M6_R2_T1,0.4339622641509434,0.32075471698113206,0.39622641509433965,0.41509433962264153,0.37735849056603776,0.2830188679245283,0.3710691823899371
P12_D1_G7_M1_R2_T1,0.4418604651162791,0.3488372093023256,0.3023255813953488,0.313953488372093,0.46511627906976744,0.3953488372093023,0.37790697674418605
P13_D0_G5_M6_R2_T1,0.40476190476190477,0.38095238095238093,0.40476190476190477,0.47619047619047616,0.35714285714285715,0.42857142857142855,0.40873015873015867
P10_D5_G5_M5_R2_T1,0.37777777777777777,0.37777777777777777,0.2,0.3333333333333333,0.35555555555555557,0.35555555555555557,0.3333333333333333
P10_D0_G5_M6_R2_T1,0.3488372093023256,0.3488372093023256,0.2558139534883721,0.5348837209302325,0.3023255813953488,0.4418604651162791,0.37209302325581395
P9_D5_G4_M6_R1_T1,0.3448275862068966,0.4827586206896552,0.2413793103448276,0.5172413793103449,0.4827586206896552,0.3448275862068966,0.40229885057471265
P13_D5_G5_M5_R2_T1,0.4318181818181818,0.38636363636363635,0.22727272727272727,0.4318181818181818,0.4090909090909091,0.38636363636363635,0.37878787878787884
P9_D6_G4_M6_R2_T1,0.35294117647058826,0.43137254901960786,0.29411764705882354,0.27450980392156865,0.43137254901960786,0.29411764705882354,0.34640522875817
P12_D5_G7_M5_R2_T1,0.417910447761194,0.34328358208955223,0.4626865671641791,0.3582089552238806,0.2835820895522388,0.43283582089552236,0.38308457711442784
P10_D1_G5_M1_R2_T1,0.4634146341463415,0.36585365853658536,0.43902439024390244,0.3902439024390244,0.36585365853658536,0.3902439024390244,0.40243902439024387
P6_D1_G1_M6_R2_T1,0.3333333333333333,0.3541666666666667,0.3958333333333333,0.25,0.4166666666666667,0.375,0.3541666666666667
P8_D1_G4_M1_R1_T1,0.52,0.36,0.44,0.4,0.38,0.44,0.42333333333333334
P5_D1_G3_M1_R1_T1,0.22580645161290322,0.5161290322580645,0.5483870967741935,0.3548387096774194,0.22580645161290322,0.4838709677419355,0.3924731182795698
P4_D1_G2_M6_R2_T1,0.38095238095238093,0.5238095238095238,0.2857142857142857,0.5238095238095238,0.5714285714285714,0.2857142857142857,0.42857142857142855
P7_D5_G1_M5_R1_T1,0.5161290322580645,0.2903225806451613,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.37096774193548393
P9_D6_G4_M6_R2_T2,0.44,0.36,0.36,0.46,0.44,0.44,0.4166666666666667
P5_D0_G3_M6_R1_T1,0.42857142857142855,0.39285714285714285,0.2857142857142857,0.2857142857142857,0.4642857142857143,0.2857142857142857,0.35714285714285715
P11_D5_G6_M5_R2_T1,0.5066666666666667,0.38666666666666666,0.49333333333333335,0.3333333333333333,0.5333333333333333,0.36,0.43555555555555553
P3_D5_G1_M5_R2_T1,0.3695652173913043,0.41304347826086957,0.2826086956521739,0.34782608695652173,0.2608695652173913,0.5217391304347826,0.36594202898550726
P6_D1_G1_M1_R2_T1,0.3,0.425,0.375,0.45,0.325,0.3,0.3625
P10_D1_G5_M6_R2_T1,0.4318181818181818,0.4318181818181818,0.4090909090909091,0.3181818181818182,0.36363636363636365,0.38636363636363635,0.39015151515151514
P13_D5_G5_M6_R1_T1,0.5185185185185185,0.2962962962962963,0.4074074074074074,0.5185185185185185,0.3333333333333333,0.37037037037037035,0.4074074074074074
P13_D6_G5_M6_R2_T1,0.4090909090909091,0.4090909090909091,0.5,0.3181818181818182,0.5,0.36363636363636365,0.41666666666666674
P9_D5_G4_M5_R2_T1,0.5094339622641509,0.5094339622641509,0.39622641509433965,0.3584905660377358,0.5283018867924528,0.39622641509433965,0.449685534591195
P6_D0_G1_M6_R2_T1,0.391304347826087,0.391304347826087,0.2826086956521739,0.2826086956521739,0.391304347826087,0.32608695652173914,0.3442028985507246
P11_D6_G6_M6_R2_T2,0.28846153846153844,0.36538461538461536,0.46153846153846156,0.2692307692307692,0.40384615384615385,0.3269230769230769,0.3525641025641026
P12_D5_G7_M6_R1_T1,0.475,0.4,0.35,0.375,0.375,0.475,0.4083333333333334
P12_D6_G7_M6_R2_T1,0.375,0.46875,0.421875,0.359375,0.4375,0.4375,0.4166666666666667
P7_D5_G1_M6_R2_T1,0.3333333333333333,0.3333333333333333,0.4222222222222222,0.3333333333333333,0.37777777777777777,0.4444444444444444,0.37407407407407406
P4_D0_G2_M6_R2_T1,0.3333333333333333,0.3076923076923077,0.28205128205128205,0.28205128205128205,0.1794871794871795,0.38461538461538464,0.2948717948717949
P7_D6_G1_M6_R1_T1,0.35714285714285715,0.5714285714285714,0.32142857142857145,0.4642857142857143,0.35714285714285715,0.4642857142857143,0.42261904761904767
P13_D6_G5_M6_R2_T2,0.4146341463414634,0.24390243902439024,0.43902439024390244,0.43902439024390244,0.36585365853658536,0.43902439024390244,0.39024390243902435
P11_D5_G6_M6_R1_T1,0.2558139534883721,0.4418604651162791,0.5581395348837209,0.32558139534883723,0.3953488372093023,0.3953488372093023,0.39534883720930236
P11_D6_G6_M6_R2_T1,0.46938775510204084,0.3469387755102041,0.42857142857142855,0.4489795918367347,0.42857142857142855,0.30612244897959184,0.4047619047619048
P12_D6_G7_M6_R2_T2,0.4794520547945205,0.4246575342465753,0.410958904109589,0.410958904109589,0.3698630136986301,0.3835616438356164,0.41324200913242004
P3_D5_G1_M6_R1_T1,0.20408163265306123,0.30612244897959184,0.2653061224489796,0.30612244897959184,0.32653061224489793,0.24489795918367346,0.2755102040816327
P3_D6_G1_M6_R2_T1,0.4444444444444444,0.4666666666666667,0.28888888888888886,0.4888888888888889,0.4444444444444444,0.35555555555555557,0.4148148148148148
P8_D1_G4_M6_R1_T1,0.5833333333333334,0.4166666666666667,0.4722222222222222,0.3611111111111111,0.4166666666666667,0.3333333333333333,0.4305555555555556
P5_D1_G3_M6_R1_T1,0.375,0.25,0.35,0.25,0.4,0.45,0.3458333333333334
P4_D1_G2_M1_R2_T1,0.3235294117647059,0.25,0.29411764705882354,0.3382352941176471,0.25,0.36764705882352944,0.303921568627451
P5_D6_G3_M6_R1_T1,0.41379310344827586,0.41379310344827586,0.3448275862068966,0.3793103448275862,0.3103448275862069,0.4827586206896552,0.39080459770114945
P5_D5_G3_M6_R2_T1,0.38461538461538464,0.38461538461538464,0.5,0.2692307692307692,0.4230769230769231,0.5,0.4102564102564103
P8_D6_G4_M6_R1_T1,0.43333333333333335,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.36666666666666664,0.37777777777777777
P3_D1_G1_M6_R2_T1,0.3695652173913043,0.32608695652173914,0.41304347826086957,0.30434782608695654,0.45652173913043476,0.2608695652173913,0.35507246376811596
P8_D5_G4_M6_R2_T1,0.4117647058823529,0.37254901960784315,0.35294117647058826,0.43137254901960786,0.39215686274509803,0.4117647058823529,0.3954248366013072
P11_D1_G6_M6_R2_T1,0.4489795918367347,0.3877551020408163,0.3673469387755102,0.46938775510204084,0.4489795918367347,0.2653061224489796,0.39795918367346944
P7_D1_G1_M6_R1_T1,0.4074074074074074,0.5185185185185185,0.5185185185185185,0.37037037037037035,0.25925925925925924,0.48148148148148145,0.4259259259259258
P4_D5_G2_M5_R2_T1,0.475,0.525,0.3,0.5,0.3,0.5,0.43333333333333335
P10_D6_G5_M6_R2_T2,0.46938775510204084,0.32653061224489793,0.46938775510204084,0.2857142857142857,0.3469387755102041,0.3673469387755102,0.3775510204081633
P8_D6_G4_M6_R1_T2,0.3793103448275862,0.41379310344827586,0.3103448275862069,0.41379310344827586,0.41379310344827586,0.3448275862068966,0.37931034482758613
P9_D1_G4_M1_R2_T1,0.4166666666666667,0.45,0.45,0.31666666666666665,0.4,0.36666666666666664,0.39999999999999997
P12_D1_G7_M6_R2_T1,0.43478260869565216,0.3333333333333333,0.3188405797101449,0.2608695652173913,0.36231884057971014,0.42028985507246375,0.35507246376811596
P13_D1_G5_M6_R2_T1,0.4146341463414634,0.4146341463414634,0.3902439024390244,0.3902439024390244,0.43902439024390244,0.2926829268292683,0.39024390243902435
P10_D6_G5_M6_R2_T1,0.46938775510204084,0.46938775510204084,0.32653061224489793,0.2857142857142857,0.24489795918367346,0.3877551020408163,0.36394557823129253
P10_D5_G5_M6_R1_T1,0.32,0.6,0.4,0.24,0.4,0.44,0.39999999999999997
