,Name,Duration,Participant,Music_Imp,Dance_Imp,Baile_Level,Guitarra_Level,Step,Artist,CTW,LZ,Assigned_Cat,Rounds,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Q4c,Q5a,Q5b,Q6a,Q6b,Abs_Av,Perf_Av,SFS,Dance_mode,Music_mode,Palo,LZ,dt_LZ,LZ_avg,dt_LZ_avg,IOI,IOI_avg,p_LZ,p_dt_LZ,p_LZ_avg,p_dt_LZ_avg,p_IOI,p_IOI_avg,g_LZ,g_dt_LZ,g_LZ_avg,g_dt_LZ_avg,g_IOI,g_IOI_avg,p_lag_0,g_lag_0,p_lag_avg,g_lag_avg,annot_frac,number,Condition,Pair
21,P6_D1_G1_M6_R1_T1,12.0,P6,MC,DI,Z3,A2,7.4,P,,0.05837102223873506,,2.0,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.05837102223873506,-0.002847366938474878,0.0494994740089414,-0.00024708556077675074,0.3280612244897959,0.3735143644234553,0.04555787101559807,-0.004271050407712308,0.034015445533598636,-8.23618535922496e-05,0.24829931972789113,0.34470680834317197,0.0199315685693241,-0.0014236834692374356,0.02388493754175204,-8.236185359224713e-05,0.0,0.2190082644628099,0.5041322314049587,0.5041322314049587,0.4338842975206611,0.4330578512396694,,3,D1_M6,P6_G1
22,P6_D1_G1_M6_R1_T1,12.3,P6,MC,DI,Z2,A2,7.5,P,,0.052676288361785284,,2.0,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.052676288361785284,-0.0007118417346187428,0.0494994740089414,-0.00024708556077675074,0.32261904761904764,0.3735143644234553,0.03416840326169853,-2.1312316990572203e-17,0.034015445533598636,-8.23618535922496e-05,0.4702380952380953,0.34470680834317197,0.022067093773180262,0.0,0.02388493754175204,-8.236185359224713e-05,0.17857142857142858,0.2190082644628099,0.5041322314049587,0.5041322314049587,0.4338842975206611,0.4330578512396694,,4,D1_M6,P6_G1
23,P6_D1_G1_M6_R1_T1,9.0,P6,MC,DI,Z3,A1,7.7,P,,0.05798274492894302,,2.0,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.05798274492894302,-0.0045299019475736725,0.0494994740089414,-0.00024708556077675074,0.39545454545454545,0.3735143644234553,0.04167509791767777,-0.0018119607790294636,0.034015445533598636,-8.23618535922496e-05,0.5454545454545454,0.34470680834317197,0.026273431295927255,-0.0009059803895147181,0.02388493754175204,-8.236185359224713e-05,0.3181818181818182,0.2190082644628099,0.5041322314049587,0.5041322314049587,0.4338842975206611,0.4330578512396694,,5,D1_M6,P6_G1
24,P6_D1_G1_M6_R1_T1,10.7,P6,MC,DI,Z2,A1,7.8,P,,0.04906232263218255,,2.25,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.04906232263218255,-2.321860652461265e-17,0.0494994740089414,-0.00024708556077675074,0.4025641025641026,0.3735143644234553,0.032963748018497614,-0.0015331975822556998,0.034015445533598636,-8.23618535922496e-05,0.43589743589743585,0.34470680834317197,0.02376456252496337,-0.0015331975822556925,0.02388493754175204,-8.236185359224713e-05,0.19230769230769232,0.2190082644628099,0.5041322314049587,0.5041322314049587,0.4338842975206611,0.4330578512396694,,6,D1_M6,P6_G1
25,P6_D1_G1_M6_R1_T1,6.3,P6,MC,DI,Z2,A1,7.9,P,,0.06548943958492227,,1.25,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.06548943958492227,-0.0014236834692374287,0.0494994740089414,-0.00024708556077675074,0.25952380952380955,0.3735143644234553,0.03274471979246109,2.7755575615628914e-17,0.034015445533598636,-8.23618535922496e-05,0.6190476190476192,0.34470680834317197,0.02847366938474876,-1.3877787807814457e-17,0.02388493754175204,-8.236185359224713e-05,0.5,0.2190082644628099,0.5041322314049587,0.5041322314049587,0.4338842975206611,0.4330578512396694,,7,D1_M6,P6_G1
26,P6_D1_G1_M6_R1_T1,11.9,P6,MC,DI,Z2,A1,7.1,P,,0.061123476945927444,,2.75,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.061123476945927444,-6.707597440443654e-18,0.0494994740089414,-0.00024708556077675074,0.25,0.3735143644234553,0.033219280948873574,0.0019931568569324003,0.034015445533598636,-8.23618535922496e-05,0.5444444444444444,0.34470680834317197,0.0325548953298961,-6.707597440443654e-18,0.02388493754175204,-8.236185359224713e-05,0.5333333333333333,0.2190082644628099,0.5041322314049587,0.5041322314049587,0.4338842975206611,0.4330578512396694,,8,D1_M6,P6_G1
27,P6_D1_G1_M6_R1_T1,9.0,P6,MC,DI,Z3,A1,7.11,P,,0.055808391994107656,,2.0,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.055808391994107656,-0.00298973528539864,0.0494994740089414,-0.00024708556077675074,0.23761904761904762,0.3735143644234553,0.052818656708709034,-0.0009965784284662296,0.034015445533598636,-8.23618535922496e-05,0.345,0.34470680834317197,0.02890077442551999,-0.0009965784284662002,0.02388493754175204,-8.236185359224713e-05,0.45,0.2190082644628099,0.5041322314049587,0.5041322314049587,0.4338842975206611,0.4330578512396694,,9,D1_M6,P6_G1
28,P6_D1_G1_M6_R1_T1,3.2,P6,MI,DC,Z1,A1,7.12,P,,0.0298973528539862,,0.5,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.0298973528539862,-0.00747433821349655,0.0494994740089414,-0.00024708556077675074,0.5,0.3735143644234553,0.0199315685693241,-0.00747433821349655,0.034015445533598636,-8.23618535922496e-05,0.0,0.34470680834317197,0.0199315685693241,0.0,0.02388493754175204,-8.236185359224713e-05,0.0,0.2190082644628099,0.5041322314049587,0.5041322314049587,0.4338842975206611,0.4330578512396694,,10,D1_M6,P6_G1
29,P12_D5_G7_M5_R1_T1,6.8,P12,MI,DI,Z2,A2,18.25,P,,0.0498289214233104,,0.75,7,6,4,6,7,7,6,6,6.0,4,6,1,5,5,7.0,7.0,6.0,7.0,6.0,5.0,5.0,4.5,5.833333333333333,5.166666666666666,D5,M5,R1,0.0498289214233104,-0.002491446071165513,0.05396676168185431,-5.8279440261176645e-05,0.43452380952380953,0.37305532349391995,0.05356609053005869,-1.3010426069826053e-17,0.05478267384551085,-5.8279440261181816e-05,0.35119047619047616,0.3627262600946812,0.03861741410306553,0.004982892142331038,0.053267408398720135,5.8279440261183645e-05,0.30952380952380953,0.31455490578297596,0.3567251461988304,0.3567251461988304,0.339766081871345,0.3450292397660819,,0,D5_M5,P12_G7
30,P12_D5_G7_M5_R1_T1,12.5,P12,MI,DI,Z2,A3,18.26,P,,0.04850015018535546,,2.0,7,6,4,6,7,7,6,6,6.0,4,6,1,5,5,7.0,7.0,6.0,7.0,6.0,5.0,5.0,4.5,5.833333333333333,5.166666666666666,D5,M5,R1,0.04850015018535546,-0.00265754247590988,0.05396676168185431,-5.8279440261176645e-05,0.35777777777777775,0.37305532349391995,0.053150849518197776,-0.001993156856932407,0.05478267384551085,-5.8279440261181816e-05,0.3744444444444444,0.3627262600946812,0.034548052186828514,0.002657542475909887,0.053267408398720135,5.8279440261183645e-05,0.45555555555555555,0.31455490578297596,0.3567251461988304,0.3567251461988304,0.339766081871345,0.3450292397660819,,1,D5_M5,P12_G7
31,P12_D5_G7_M5_R1_T1,11.9,P12,MC,DI,Z1,A2,18.3,P,,0.03274471979246109,,2.0,7,6,4,6,7,7,6,6,6.0,4,6,1,5,5,7.0,7.0,6.0,7.0,6.0,5.0,5.0,4.5,5.833333333333333,5.166666666666666,D5,M5,R1,0.03274471979246109,2.0816681711721685e-17,0.05396676168185431,-5.8279440261176645e-05,0.5238095238095238,0.37305532349391995,0.04555787101559807,-0.0007118417346187215,0.05478267384551085,-5.8279440261181816e-05,0.5178571428571428,0.3627262600946812,0.042710504077123186,-0.0007118417346186997,0.053267408398720135,5.8279440261183645e-05,0.4726190476190476,0.31455490578297596,0.3567251461988304,0.3567251461988304,0.339766081871345,0.3450292397660819,,2,D5_M5,P12_G7
32,P12_D5_G7_M5_R1_T1,11.5,P12,MC,DI,Z1,A2,18.4,P,,0.042710504077123186,,2.0,7,6,4,6,7,7,6,6,6.0,4,6,1,5,5,7.0,7.0,6.0,7.0,6.0,5.0,5.0,4.5,5.833333333333333,5.166666666666666,D5,M5,R1,0.042710504077123186,0.0007118417346187213,0.05396676168185431,-5.8279440261176645e-05,0.5952380952380951,0.37305532349391995,0.04555787101559807,-0.0007118417346187146,0.05478267384551085,-5.8279440261181816e-05,0.5714285714285714,0.3627262600946812,0.04911707968869168,-0.0007118417346187357,0.053267408398720135,5.8279440261183645e-05,0.4607142857142857,0.31455490578297596,0.3567251461988304,0.3567251461988304,0.339766081871345,0.3450292397660819,,3,D5_M5,P12_G7
33,P12_D5_G7_M5_R1_T1,11.6,P12,MI,DI,Z2,A2,18.27,P,,0.04216293351203186,,2.0,7,6,4,6,7,7,6,6,6.0,4,6,1,5,5,7.0,7.0,6.0,7.0,6.0,5.0,5.0,4.5,5.833333333333333,5.166666666666666,D5,M5,R1,0.04216293351203186,0.000766598791127831,0.05396676168185431,-5.8279440261176645e-05,0.5833333333333333,0.37305532349391995,0.03832993955639259,0.0015331975822557,0.05478267384551085,-5.8279440261181816e-05,0.6153846153846153,0.3627262600946812,0.058261508125716795,8.006416042969878e-18,0.053267408398720135,5.8279440261183645e-05,0.32124542124542127,0.31455490578297596,0.3567251461988304,0.3567251461988304,0.339766081871345,0.3450292397660819,,4,D5_M5,P12_G7
34,P12_D5_G7_M5_R1_T1,8.4,P12,MI,DI,Z3,A1,18.28,P,,0.05617078414991355,,1.5,7,6,4,6,7,7,6,6,6.0,4,6,1,5,5,7.0,7.0,6.0,7.0,6.0,5.0,5.0,4.5,5.833333333333333,5.166666666666666,D5,M5,R1,0.05617078414991355,-0.001811960779029473,0.05396676168185431,-5.8279440261176645e-05,0.28571428571428564,0.37305532349391995,0.055264803760398815,-2.6809362810550656e-17,0.05478267384551085,-5.8279440261181816e-05,0.3796536796536796,0.3627262600946812,0.05526480376039882,-0.0036239215580589445,0.053267408398720135,5.8279440261183645e-05,0.27878787878787875,0.31455490578297596,0.3567251461988304,0.3567251461988304,0.339766081871345,0.3450292397660819,,5,D5_M5,P12_G7
