,Lag_0,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Row_Avg
P13_D0_G5_M6_R1_T1,0.34545454545454546,0.4818181818181818,0.45454545454545453,0.37272727272727274,0.38181818181818183,0.42727272727272725,0.3181818181818182,0.4818181818181818,0.37272727272727274,0.32727272727272727,0.39636363636363636
P12_D1_G7_M1_R1_T1,0.3564356435643564,0.3415841584158416,0.30198019801980197,0.29207920792079206,0.3415841584158416,0.3712871287128713,0.30198019801980197,0.3316831683168317,0.27722772277227725,0.3811881188118812,0.32970297029702966
P9_D1_G4_M6_R1_T1,0.3025210084033613,0.42016806722689076,0.35294117647058826,0.33613445378151263,0.3445378151260504,0.31932773109243695,0.31092436974789917,0.40336134453781514,0.37815126050420167,0.37815126050420167,0.35462184873949576
P13_D1_G5_M1_R1_T1,0.33064516129032256,0.4032258064516129,0.31451612903225806,0.4032258064516129,0.3467741935483871,0.3870967741935484,0.3629032258064516,0.4032258064516129,0.25806451612903225,0.3870967741935484,0.35967741935483877
P6_D5_G1_M6_R2_T1,0.33663366336633666,0.2623762376237624,0.3465346534653465,0.31683168316831684,0.3118811881188119,0.3415841584158416,0.3465346534653465,0.3415841584158416,0.35148514851485146,0.24257425742574257,0.3198019801980198
P6_D6_G1_M6_R1_T1,0.30597014925373134,0.291044776119403,0.291044776119403,0.3582089552238806,0.44029850746268656,0.26119402985074625,0.3283582089552239,0.3582089552238806,0.373134328358209,0.29850746268656714,0.33059701492537313
P12_D0_G7_M6_R1_T1,0.2926829268292683,0.2804878048780488,0.36585365853658536,0.2926829268292683,0.23170731707317074,0.36585365853658536,0.4024390243902439,0.2682926829268293,0.3902439024390244,0.35365853658536583,0.324390243902439
P10_D6_G5_M6_R1_T2,0.3619047619047619,0.3047619047619048,0.3333333333333333,0.38095238095238093,0.34285714285714286,0.37142857142857144,0.3047619047619048,0.3523809523809524,0.34285714285714286,0.3523809523809524,0.3447619047619048
P7_D1_G1_M6_R2_T1,0.43617021276595747,0.26063829787234044,0.35638297872340424,0.3617021276595745,0.35638297872340424,0.3404255319148936,0.324468085106383,0.32978723404255317,0.3617021276595745,0.324468085106383,0.34521276595744677
P11_D1_G6_M6_R1_T1,0.35135135135135137,0.3621621621621622,0.34594594594594597,0.3891891891891892,0.3675675675675676,0.2756756756756757,0.3891891891891892,0.3567567567567568,0.41081081081081083,0.3783783783783784,0.3627027027027027
P8_D5_G4_M6_R1_T1,0.39552238805970147,0.3283582089552239,0.3805970149253731,0.3880597014925373,0.35074626865671643,0.29850746268656714,0.4701492537313433,0.3805970149253731,0.27611940298507465,0.34328358208955223,0.3611940298507462
P8_D6_G4_M6_R2_T1,0.3656387665198238,0.3788546255506608,0.3392070484581498,0.31277533039647576,0.29515418502202645,0.3303964757709251,0.3392070484581498,0.3744493392070485,0.30837004405286345,0.3524229074889868,0.33964757709251103
P3_D1_G1_M6_R1_T1,0.3160621761658031,0.31088082901554404,0.38341968911917096,0.38341968911917096,0.27461139896373055,0.39378238341968913,0.29015544041450775,0.37823834196891193,0.38860103626943004,0.3626943005181347,0.3481865284974094
P5_D5_G3_M6_R1_T1,0.25210084033613445,0.35294117647058826,0.3445378151260504,0.2857142857142857,0.3697478991596639,0.2773109243697479,0.3445378151260504,0.35294117647058826,0.3445378151260504,0.3445378151260504,0.32689075630252107
P5_D6_G3_M6_R2_T1,0.4392523364485981,0.3644859813084112,0.27102803738317754,0.2897196261682243,0.3177570093457944,0.3177570093457944,0.2616822429906542,0.2803738317757009,0.308411214953271,0.308411214953271,0.31588785046728973
P10_D5_G5_M6_R2_T1,0.3877551020408163,0.22959183673469388,0.23979591836734693,0.32653061224489793,0.2857142857142857,0.30612244897959184,0.30612244897959184,0.30612244897959184,0.3163265306122449,0.2755102040816326,0.2979591836734694
P10_D6_G5_M6_R1_T1,0.3173076923076923,0.34615384615384615,0.33653846153846156,0.41346153846153844,0.3557692307692308,0.3076923076923077,0.28846153846153844,0.4519230769230769,0.34615384615384615,0.34615384615384615,0.35096153846153844
P13_D1_G5_M6_R1_T1,0.2962962962962963,0.37037037037037035,0.3925925925925926,0.34074074074074073,0.362962962962963,0.34074074074074073,0.37777777777777777,0.34814814814814815,0.4074074074074074,0.362962962962963,0.36
P12_D1_G7_M6_R1_T1,0.41358024691358025,0.3395061728395062,0.3395061728395062,0.35185185185185186,0.37037037037037035,0.36419753086419754,0.3765432098765432,0.3395061728395062,0.345679012345679,0.37037037037037035,0.36111111111111105
P9_D1_G4_M1_R1_T1,0.32,0.42,0.30666666666666664,0.38,0.32,0.35333333333333333,0.31333333333333335,0.32666666666666666,0.4066666666666667,0.32,0.3466666666666667
P8_D6_G4_M6_R2_T2,0.3717277486910995,0.3089005235602094,0.33507853403141363,0.3507853403141361,0.3298429319371728,0.3036649214659686,0.2931937172774869,0.33507853403141363,0.3403141361256545,0.32460732984293195,0.32931937172774867
P6_D5_G1_M5_R1_T1,0.3217391304347826,0.3391304347826087,0.33043478260869563,0.40869565217391307,0.24347826086956523,0.4,0.43478260869565216,0.3391304347826087,0.3739130434782609,0.4,0.35913043478260864
P12_D6_G7_M6_R1_T1,0.3407821229050279,0.441340782122905,0.2737430167597765,0.40782122905027934,0.3687150837988827,0.3240223463687151,0.40782122905027934,0.3463687150837989,0.3743016759776536,0.329608938547486,0.3614525139664804
P12_D5_G7_M6_R2_T1,0.3867595818815331,0.3310104529616725,0.3623693379790941,0.27177700348432055,0.34843205574912894,0.3240418118466899,0.34494773519163763,0.3519163763066202,0.3623693379790941,0.32752613240418116,0.34111498257839723
P11_D6_G6_M6_R1_T2,0.3742690058479532,0.3333333333333333,0.3684210526315789,0.38011695906432746,0.39766081871345027,0.3157894736842105,0.3157894736842105,0.391812865497076,0.34502923976608185,0.3742690058479532,0.35964912280701755
P6_D0_G1_M6_R1_T1,0.3188405797101449,0.2391304347826087,0.38405797101449274,0.3188405797101449,0.3115942028985507,0.34057971014492755,0.34782608695652173,0.2826086956521739,0.37681159420289856,0.37681159420289856,0.3297101449275362
P13_D6_G5_M6_R1_T1,0.38235294117647056,0.29411764705882354,0.37254901960784315,0.3137254901960784,0.4411764705882353,0.3235294117647059,0.37254901960784315,0.3137254901960784,0.4019607843137255,0.29411764705882354,0.3509803921568627
P9_D5_G4_M5_R1_T1,0.3790322580645161,0.3225806451612903,0.3870967741935484,0.3790322580645161,0.2903225806451613,0.3548387096774194,0.41935483870967744,0.33064516129032256,0.3064516129032258,0.3870967741935484,0.3556451612903226
P13_D5_G5_M6_R2_T1,0.3701657458563536,0.3812154696132597,0.36464088397790057,0.39226519337016574,0.3314917127071823,0.39226519337016574,0.4198895027624309,0.3259668508287293,0.3701657458563536,0.34806629834254144,0.36961325966850833
P6_D1_G1_M1_R1_T1,0.34782608695652173,0.391304347826087,0.2956521739130435,0.4434782608695652,0.30434782608695654,0.3565217391304348,0.2608695652173913,0.4608695652173913,0.2782608695652174,0.3130434782608696,0.3452173913043478
P10_D1_G5_M6_R1_T1,0.33035714285714285,0.3392857142857143,0.3482142857142857,0.375,0.30357142857142855,0.41964285714285715,0.29464285714285715,0.25892857142857145,0.4375,0.32142857142857145,0.34285714285714286
P4_D1_G2_M1_R1_T1,0.31875,0.353125,0.303125,0.284375,0.35,0.28125,0.328125,0.3,0.353125,0.2875,0.3159375
P5_D1_G3_M6_R2_T1,0.30833333333333335,0.375,0.36666666666666664,0.375,0.31666666666666665,0.35833333333333334,0.31666666666666665,0.39166666666666666,0.35833333333333334,0.3333333333333333,0.35000000000000003
P3_D6_G1_M6_R1_T1,0.36585365853658536,0.34146341463414637,0.35609756097560974,0.40487804878048783,0.36097560975609755,0.32195121951219513,0.4097560975609756,0.3121951219512195,0.4097560975609756,0.35609756097560974,0.3639024390243902
P8_D1_G4_M6_R2_T1,0.4067796610169492,0.3728813559322034,0.4011299435028249,0.384180790960452,0.3559322033898305,0.4011299435028249,0.3954802259887006,0.3672316384180791,0.3502824858757062,0.3559322033898305,0.37909604519774015
P3_D5_G1_M6_R2_T1,0.3172043010752688,0.3279569892473118,0.40860215053763443,0.3225806451612903,0.3978494623655914,0.3709677419354839,0.3333333333333333,0.3279569892473118,0.3064516129032258,0.3602150537634409,0.3473118279569893
P12_D6_G7_M6_R1_T2,0.3855421686746988,0.3674698795180723,0.35542168674698793,0.3614457831325301,0.3313253012048193,0.3674698795180723,0.39156626506024095,0.3072289156626506,0.37349397590361444,0.3493975903614458,0.3590361445783133
P11_D6_G6_M6_R1_T1,0.3694581280788177,0.3399014778325123,0.39901477832512317,0.33004926108374383,0.3645320197044335,0.3793103448275862,0.33004926108374383,0.3251231527093596,0.3694581280788177,0.3251231527093596,0.35320197044334967
P11_D5_G6_M6_R2_T1,0.39622641509433965,0.4009433962264151,0.3443396226415094,0.3584905660377358,0.35377358490566035,0.32075471698113206,0.38207547169811323,0.38207547169811323,0.3113207547169811,0.37264150943396224,0.36226415094339626
P13_D6_G5_M6_R1_T2,0.35454545454545455,0.35454545454545455,0.35454545454545455,0.36363636363636365,0.37272727272727274,0.39090909090909093,0.35454545454545455,0.2727272727272727,0.37272727272727274,0.37272727272727274,0.3563636363636363
P7_D6_G1_M6_R2_T1,0.35233160621761656,0.3471502590673575,0.3471502590673575,0.38341968911917096,0.35233160621761656,0.34196891191709844,0.36787564766839376,0.37305699481865284,0.40414507772020725,0.35233160621761656,0.3621761658031088
P7_D5_G1_M6_R1_T1,0.34210526315789475,0.34210526315789475,0.39473684210526316,0.32456140350877194,0.3157894736842105,0.30701754385964913,0.2807017543859649,0.41228070175438597,0.2982456140350877,0.2807017543859649,0.3298245614035088
P5_D5_G3_M5_R1_T1,0.43564356435643564,0.3069306930693069,0.33663366336633666,0.36633663366336633,0.33663366336633666,0.3069306930693069,0.33663366336633666,0.36633663366336633,0.32673267326732675,0.27722772277227725,0.3396039603960396
P8_D5_G4_M5_R1_T1,0.3356643356643357,0.2937062937062937,0.36363636363636365,0.3146853146853147,0.34265734265734266,0.32867132867132864,0.40559440559440557,0.34965034965034963,0.35664335664335667,0.38461538461538464,0.3475524475524475
P11_D0_G6_M6_R2_T1,0.37714285714285717,0.32571428571428573,0.35428571428571426,0.26857142857142857,0.2742857142857143,0.34285714285714286,0.2742857142857143,0.33714285714285713,0.2914285714285714,0.2914285714285714,0.3137142857142857
P7_D1_G1_M1_R1_T1,0.40816326530612246,0.35714285714285715,0.3877551020408163,0.24489795918367346,0.4489795918367347,0.32653061224489793,0.3673469387755102,0.336734693877551,0.3673469387755102,0.41836734693877553,0.36632653061224485
P3_D0_G1_M6_R2_T1,0.3333333333333333,0.34408602150537637,0.3279569892473118,0.3548387096774194,0.25806451612903225,0.3870967741935484,0.3333333333333333,0.2903225806451613,0.3978494623655914,0.2903225806451613,0.33172043010752694
P11_D1_G6_M1_R2_T1,0.40460526315789475,0.29605263157894735,0.34539473684210525,0.33881578947368424,0.3125,0.2993421052631579,0.3618421052631579,0.39144736842105265,0.3355263157894737,0.34539473684210525,0.34309210526315786
P7_D0_G1_M6_R1_T1,0.43119266055045874,0.29357798165137616,0.4036697247706422,0.3853211009174312,0.3394495412844037,0.43119266055045874,0.3944954128440367,0.3577981651376147,0.3211009174311927,0.3302752293577982,0.36880733944954125
P4_D6_G2_M6_R2_T1,0.34545454545454546,0.3939393939393939,0.3878787878787879,0.3515151515151515,0.3939393939393939,0.2787878787878788,0.3090909090909091,0.2909090909090909,0.3151515151515151,0.36363636363636365,0.343030303030303
P4_D5_G2_M6_R1_T1,0.36528497409326427,0.3134715025906736,0.38860103626943004,0.3393782383419689,0.32124352331606215,0.3082901554404145,0.3549222797927461,0.3290155440414508,0.30569948186528495,0.34196891191709844,0.33678756476683935
P3_D1_G1_M1_R2_T1,0.4519230769230769,0.40865384615384615,0.41346153846153844,0.4230769230769231,0.4423076923076923,0.40865384615384615,0.4230769230769231,0.38461538461538464,0.4326923076923077,0.40384615384615385,0.41923076923076924
P12_D0_G7_M6_R2_T1,0.3218390804597701,0.23563218390804597,0.27011494252873564,0.21839080459770116,0.28160919540229884,0.3275862068965517,0.29310344827586204,0.2988505747126437,0.28735632183908044,0.28160919540229884,0.28160919540229884
P6_D6_G1_M6_R2_T1,0.39267015706806285,0.2198952879581152,0.3298429319371728,0.2931937172774869,0.3403141361256545,0.32460732984293195,0.2931937172774869,0.27225130890052357,0.33507853403141363,0.31413612565445026,0.31151832460732987
P6_D5_G1_M6_R1_T1,0.3779527559055118,0.28346456692913385,0.2755905511811024,0.31496062992125984,0.29133858267716534,0.36220472440944884,0.3464566929133858,0.33858267716535434,0.25196850393700787,0.3700787401574803,0.321259842519685
P13_D1_G5_M1_R2_T1,0.35537190082644626,0.30578512396694213,0.4132231404958678,0.3305785123966942,0.3140495867768595,0.359504132231405,0.3512396694214876,0.3305785123966942,0.38016528925619836,0.3760330578512397,0.3516528925619835
P9_D1_G4_M6_R2_T1,0.40825688073394495,0.3532110091743119,0.3348623853211009,0.3348623853211009,0.3302752293577982,0.44036697247706424,0.3211009174311927,0.3211009174311927,0.3623853211009174,0.38990825688073394,0.35963302752293586
P12_D1_G7_M1_R2_T1,0.30835734870317005,0.25936599423631124,0.3025936599423631,0.2968299711815562,0.3170028818443804,0.31412103746397696,0.276657060518732,0.35446685878962536,0.2622478386167147,0.28530259365994237,0.29769452449567724
P13_D0_G5_M6_R2_T1,0.37572254335260113,0.23121387283236994,0.36416184971098264,0.3179190751445087,0.2543352601156069,0.32947976878612717,0.34104046242774566,0.32947976878612717,0.28901734104046245,0.2774566473988439,0.3109826589595376
P10_D5_G5_M5_R2_T1,0.3641304347826087,0.28804347826086957,0.33695652173913043,0.3695652173913043,0.29347826086956524,0.34782608695652173,0.2608695652173913,0.3858695652173913,0.30978260869565216,0.3423913043478261,0.3298913043478261
P10_D0_G5_M6_R2_T1,0.30113636363636365,0.26136363636363635,0.3352272727272727,0.2215909090909091,0.2897727272727273,0.2556818181818182,0.23863636363636365,0.3522727272727273,0.2727272727272727,0.26136363636363635,0.2789772727272727
P9_D5_G4_M6_R1_T1,0.3697478991596639,0.226890756302521,0.42857142857142855,0.3697478991596639,0.40336134453781514,0.35294117647058826,0.3949579831932773,0.3949579831932773,0.3445378151260504,0.3445378151260504,0.3630252100840336
P13_D5_G5_M5_R2_T1,0.34065934065934067,0.26373626373626374,0.3956043956043956,0.2967032967032967,0.3791208791208791,0.3791208791208791,0.3626373626373626,0.37362637362637363,0.31868131868131866,0.45054945054945056,0.356043956043956
P9_D6_G4_M6_R2_T1,0.41626794258373206,0.3349282296650718,0.3827751196172249,0.3827751196172249,0.31100478468899523,0.3684210526315789,0.3349282296650718,0.31100478468899523,0.36363636363636365,0.39712918660287083,0.36028708133971293
P12_D5_G7_M5_R2_T1,0.3125,0.3639705882352941,0.29044117647058826,0.33455882352941174,0.28308823529411764,0.4007352941176471,0.3014705882352941,0.3602941176470588,0.3125,0.3235294117647059,0.32830882352941176
P10_D1_G5_M1_R2_T1,0.2994011976047904,0.31137724550898205,0.33532934131736525,0.31137724550898205,0.2754491017964072,0.30538922155688625,0.24550898203592814,0.23353293413173654,0.2994011976047904,0.2994011976047904,0.29161676646706586
P6_D1_G1_M6_R2_T1,0.28717948717948716,0.27692307692307694,0.3128205128205128,0.31794871794871793,0.2923076923076923,0.30256410256410254,0.3076923076923077,0.3282051282051282,0.29743589743589743,0.3384615384615385,0.30615384615384617
P8_D1_G4_M1_R1_T1,0.3251231527093596,0.3054187192118227,0.3448275862068966,0.3793103448275862,0.3399014778325123,0.3694581280788177,0.3251231527093596,0.3054187192118227,0.39408866995073893,0.3891625615763547,0.34778325123152704
P5_D1_G3_M1_R1_T1,0.34615384615384615,0.4,0.36153846153846153,0.3,0.3230769230769231,0.4076923076923077,0.36153846153846153,0.3,0.33076923076923076,0.3384615384615385,0.34692307692307695
P4_D1_G2_M6_R2_T1,0.38953488372093026,0.37790697674418605,0.3430232558139535,0.37209302325581395,0.3953488372093023,0.3023255813953488,0.4186046511627907,0.36046511627906974,0.32558139534883723,0.3546511627906977,0.363953488372093
P7_D5_G1_M5_R1_T1,0.3228346456692913,0.33070866141732286,0.3464566929133858,0.33070866141732286,0.31496062992125984,0.3228346456692913,0.25984251968503935,0.3779527559055118,0.3228346456692913,0.31496062992125984,0.3244094488188976
P9_D6_G4_M6_R2_T2,0.37073170731707317,0.35121951219512193,0.34146341463414637,0.3024390243902439,0.32682926829268294,0.2926829268292683,0.35121951219512193,0.3902439024390244,0.28780487804878047,0.3902439024390244,0.34048780487804875
P5_D0_G3_M6_R1_T1,0.3559322033898305,0.3559322033898305,0.3474576271186441,0.3559322033898305,0.3050847457627119,0.3135593220338983,0.3898305084745763,0.3220338983050847,0.3983050847457627,0.3983050847457627,0.3542372881355932
P11_D5_G6_M5_R2_T1,0.33663366336633666,0.3696369636963696,0.33663366336633666,0.2739273927392739,0.34983498349834985,0.29372937293729373,0.31683168316831684,0.30033003300330036,0.3432343234323432,0.3795379537953795,0.33003300330033003
P3_D5_G1_M5_R2_T1,0.3617021276595745,0.32978723404255317,0.3351063829787234,0.324468085106383,0.4148936170212766,0.324468085106383,0.30851063829787234,0.32978723404255317,0.32978723404255317,0.34574468085106386,0.3404255319148936
P6_D1_G1_M1_R2_T1,0.29518072289156627,0.3132530120481928,0.3253012048192771,0.26506024096385544,0.3132530120481928,0.30120481927710846,0.3192771084337349,0.28313253012048195,0.29518072289156627,0.3373493975903614,0.3048192771084337
P10_D1_G5_M6_R2_T1,0.27624309392265195,0.26519337016574585,0.2983425414364641,0.2541436464088398,0.3425414364640884,0.2430939226519337,0.32044198895027626,0.287292817679558,0.3370165745856354,0.287292817679558,0.29116022099447514
P13_D5_G5_M6_R1_T1,0.3157894736842105,0.41228070175438597,0.3157894736842105,0.3508771929824561,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.34210526315789475,0.2894736842105263,0.3157894736842105,0.32368421052631574
P13_D6_G5_M6_R2_T1,0.39226519337016574,0.30939226519337015,0.39226519337016574,0.34806629834254144,0.27624309392265195,0.36464088397790057,0.30386740331491713,0.35911602209944754,0.3756906077348066,0.30939226519337015,0.3430939226519337
P9_D5_G4_M5_R2_T1,0.4325581395348837,0.3116279069767442,0.3953488372093023,0.2930232558139535,0.32558139534883723,0.4046511627906977,0.31627906976744186,0.3209302325581395,0.3116279069767442,0.3767441860465116,0.3488372093023256
P6_D0_G1_M6_R2_T1,0.33689839572192515,0.2994652406417112,0.29411764705882354,0.35294117647058826,0.27807486631016043,0.25668449197860965,0.2727272727272727,0.29411764705882354,0.32085561497326204,0.21390374331550802,0.2919786096256684
P11_D6_G6_M6_R2_T2,0.43601895734597157,0.2559241706161137,0.2938388625592417,0.3459715639810427,0.35545023696682465,0.3127962085308057,0.33649289099526064,0.3459715639810427,0.3080568720379147,0.35071090047393366,0.3341232227488152
P12_D5_G7_M6_R1_T1,0.40963855421686746,0.3253012048192771,0.4036144578313253,0.3132530120481928,0.3493975903614458,0.3795180722891566,0.3674698795180723,0.28313253012048195,0.3313253012048193,0.3795180722891566,0.35421686746987946
P12_D6_G7_M6_R2_T1,0.38076923076923075,0.2923076923076923,0.3730769230769231,0.3,0.40384615384615385,0.3153846153846154,0.36923076923076925,0.3230769230769231,0.36153846153846153,0.35,0.34692307692307695
P7_D5_G1_M6_R2_T1,0.3817204301075269,0.3172043010752688,0.3978494623655914,0.3924731182795699,0.3279569892473118,0.41397849462365593,0.3548387096774194,0.3763440860215054,0.3387096774193548,0.3763440860215054,0.367741935483871
P4_D0_G2_M6_R2_T1,0.4782608695652174,0.484472049689441,0.4906832298136646,0.4658385093167702,0.484472049689441,0.4658385093167702,0.38509316770186336,0.4161490683229814,0.43478260869565216,0.4782608695652174,0.45838509316770193
P7_D6_G1_M6_R1_T1,0.36752136752136755,0.3504273504273504,0.3333333333333333,0.37606837606837606,0.1794871794871795,0.41025641025641024,0.3333333333333333,0.3504273504273504,0.3162393162393162,0.2905982905982906,0.33076923076923076
P13_D6_G5_M6_R2_T2,0.4556213017751479,0.33136094674556216,0.39644970414201186,0.3668639053254438,0.40828402366863903,0.33727810650887574,0.3254437869822485,0.42011834319526625,0.33136094674556216,0.28994082840236685,0.36627218934911243
P11_D5_G6_M6_R1_T1,0.38764044943820225,0.33707865168539325,0.39325842696629215,0.25842696629213485,0.4157303370786517,0.34269662921348315,0.34269662921348315,0.3539325842696629,0.37640449438202245,0.33707865168539325,0.35449438202247185
P11_D6_G6_M6_R2_T1,0.2914572864321608,0.3768844221105528,0.3417085427135678,0.3165829145728643,0.35678391959798994,0.41708542713567837,0.3065326633165829,0.27638190954773867,0.3316582914572864,0.4472361809045226,0.34623115577889446
P12_D6_G7_M6_R2_T2,0.30976430976430974,0.28619528619528617,0.3063973063973064,0.3063973063973064,0.30976430976430974,0.31313131313131315,0.32996632996632996,0.2996632996632997,0.3333333333333333,0.32323232323232326,0.3117845117845118
P3_D5_G1_M6_R1_T1,0.255,0.235,0.235,0.215,0.235,0.24,0.23,0.22,0.205,0.22,0.229
P3_D6_G1_M6_R2_T1,0.3333333333333333,0.40860215053763443,0.3924731182795699,0.27956989247311825,0.3172043010752688,0.3172043010752688,0.4032258064516129,0.3064516129032258,0.3870967741935484,0.34408602150537637,0.34892473118279577
P8_D1_G4_M6_R1_T1,0.3673469387755102,0.3401360544217687,0.4013605442176871,0.3877551020408163,0.3741496598639456,0.2789115646258503,0.2925170068027211,0.43537414965986393,0.29931972789115646,0.3673469387755102,0.354421768707483
