,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.023931568569324175,0.0,4000.0,4
4.0,4.0,0.014957230355827609,-0.0022435845533741415,3200.0,5
8.0,8.0,0.02094012249815865,0.0014957230355827607,3200.0,5
12.0,12.0,0.029914460711655218,0.0022435845533741415,1600.0,10
16.0,16.0,0.029914460711655218,0.0,1066.6666666666667,15
20.0,20.0,0.038888798925151784,0.0022435845533741415,941.1764705882352,17
24.0,24.0,0.04786313713864835,0.0022435845533741415,666.6666666666666,24
28.0,28.0,0.0418802449963173,-0.0014957230355827616,888.8888888888889,18
32.0,32.0,0.053846029280979396,0.002991446071165523,761.9047619047619,21
36.0,36.0,0.04487169106748283,-0.0022435845533741415,727.2727272727273,22
40.0,40.0,0.026923014640489698,-0.004487169106748283,3200.0,5
44.0,44.0,0.005982892142331044,-0.005235030624539664,0.0,0
48.0,48.0,0.014957230355827609,0.0022435845533741415,2666.6666666666665,6
52.0,52.0,0.026923014640489698,0.0029914460711655223,2666.6666666666665,6
56.0,56.0,0.005982892142331044,-0.005235030624539664,0.0,0
60.0,60.0,0.026923014640489698,0.005235030624539664,1230.7692307692307,13
64.0,64.0,0.03290590678282074,0.0014957230355827598,1333.3333333333333,12
68.0,68.0,0.035897352853986264,0.0007478615177913817,761.9047619047619,21
72.0,72.0,0.038888798925151784,0.0007478615177913799,761.9047619047619,21
76.0,76.0,0.038888798925151784,0.0,842.1052631578947,19
80.0,80.0,0.04487169106748283,0.0014957230355827616,1000.0,16
84.0,84.0,0.014957230355827609,-0.007478615177913805,5333.333333333333,3
88.0,88.0,0.02094012249815865,0.0014957230355827607,5333.333333333333,3
92.0,92.0,0.005982892142331044,-0.0037393075889569022,0.0,0
96.0,96.0,0.026923014640489698,0.005235030624539664,1454.5454545454545,11
100.0,100.0,0.035897352853986264,0.0022435845533741415,1066.6666666666667,15
104.0,104.0,0.029914460711655218,-0.0014957230355827616,1777.7777777777778,9
108.0,108.0,0.005982892142331044,-0.005982892142331044,0.0,0
112.0,112.0,0.03290590678282074,0.006730753660122424,1333.3333333333333,12
116.0,116.0,0.02094012249815865,-0.0029914460711655214,4000.0,4
120.0,120.0,0.005982892142331044,-0.0037393075889569022,0.0,0
124.0,124.0,0.011965784284662087,0.001495723035582761,5333.333333333333,3
128.0,128.0,0.023931568569324175,0.002991446071165522,1600.0,10
132.0,132.0,0.0418802449963173,0.004487169106748282,800.0,20
136.0,136.0,0.038888798925151784,-0.0007478615177913799,1230.7692307692307,13
140.0,140.0,0.029914460711655218,-0.0022435845533741415,1230.7692307692307,13
144.0,144.0,0.014957230355827609,-0.0037393075889569022,8000.0,2
148.0,148.0,0.005982892142331044,-0.0022435845533741415,0.0,0
152.0,152.0,0.014957230355827609,0.0022435845533741415,8000.0,2
156.0,156.0,0.005982892142331044,-0.0022435845533741415,0.0,0
160.0,160.0,0.023931568569324175,0.004487169106748283,1777.7777777777778,9
164.0,164.0,0.035897352853986264,0.0029914460711655223,1454.5454545454545,11
168.0,168.0,0.02094012249815865,-0.003739307588956903,2285.714285714286,7
172.0,172.0,0.03290590678282074,0.0029914460711655214,1454.5454545454545,11
176.0,176.0,0.014957230355827609,-0.004487169106748282,8000.0,2
180.0,180.0,0.008974338213496566,-0.0014957230355827607,16000.0,1
184.0,184.0,0.023931568569324175,0.0037393075889569022,1454.5454545454545,11
188.0,188.0,0.026923014640489698,0.0007478615177913808,1777.7777777777778,9
192.0,192.0,0.0418802449963173,0.0037393075889569014,666.6666666666666,24
196.0,196.0,0.04786313713864835,0.0014957230355827616,666.6666666666666,24
200.0,200.0,0.038888798925151784,-0.0022435845533741415,1142.857142857143,14
204.0,204.0,0.03290590678282074,-0.0014957230355827616,1600.0,10
