,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.026923014640489698,0.0,3200.0,5
4.0,4.0,0.017948676426993132,-0.0022435845533741415,3200.0,5
8.0,8.0,0.029914460711655218,0.0029914460711655214,1454.5454545454545,11
12.0,12.0,0.03290590678282074,0.0007478615177913799,1142.857142857143,14
16.0,16.0,0.038888798925151784,0.0014957230355827616,941.1764705882352,17
20.0,20.0,0.03290590678282074,-0.0014957230355827616,1230.7692307692307,13
24.0,24.0,0.04786313713864835,0.003739307588956903,941.1764705882352,17
28.0,28.0,0.04786313713864835,0.0,842.1052631578947,19
32.0,32.0,0.035897352853986264,-0.0029914460711655214,800.0,20
36.0,36.0,0.04487169106748283,0.0022435845533741415,888.8888888888889,18
40.0,40.0,0.029914460711655218,-0.003739307588956903,1230.7692307692307,13
44.0,44.0,0.026923014640489698,-0.0007478615177913799,2666.6666666666665,6
48.0,48.0,0.02094012249815865,-0.0014957230355827616,2666.6666666666665,6
52.0,52.0,0.026923014640489698,0.0014957230355827616,1777.7777777777778,9
56.0,56.0,0.029914460711655218,0.0007478615177913799,1454.5454545454545,11
60.0,60.0,0.04487169106748283,0.003739307588956903,695.6521739130435,23
64.0,64.0,0.03290590678282074,-0.002991446071165523,1066.6666666666667,15
68.0,68.0,0.038888798925151784,0.0014957230355827616,941.1764705882352,17
72.0,72.0,0.023931568569324175,-0.0037393075889569022,1777.7777777777778,9
76.0,76.0,0.029914460711655218,0.0014957230355827607,1777.7777777777778,9
80.0,80.0,0.029914460711655218,0.0,1230.7692307692307,13
84.0,84.0,0.038888798925151784,0.0022435845533741415,1066.6666666666667,15
88.0,88.0,0.0418802449963173,0.0007478615177913799,842.1052631578947,19
92.0,92.0,0.06581181356564147,0.005982892142331043,432.43243243243245,37
96.0,96.0,0.06282036749447596,-0.0007478615177913782,592.5925925925926,27
100.0,100.0,0.053846029280979396,-0.0022435845533741415,592.5925925925926,27
104.0,104.0,0.06282036749447596,0.0022435845533741415,571.4285714285714,28
108.0,108.0,0.053846029280979396,-0.0022435845533741415,551.7241379310345,29
112.0,112.0,0.059828921423310436,0.0014957230355827598,551.7241379310345,29
116.0,116.0,0.035897352853986264,-0.005982892142331043,1142.857142857143,14
