,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.017948676426993132,0.0,5333.333333333333,3
4.0,4.0,0.005982892142331044,-0.0029914460711655223,0.0,0
8.0,8.0,0.005982892142331044,0.0,0.0,0
12.0,12.0,0.005982892142331044,0.0,0.0,0
16.0,16.0,0.005982892142331044,0.0,0.0,0
20.0,20.0,0.005982892142331044,0.0,0.0,0
24.0,24.0,0.005982892142331044,0.0,0.0,0
28.0,28.0,0.005982892142331044,0.0,0.0,0
32.0,32.0,0.005982892142331044,0.0,0.0,0
36.0,36.0,0.005982892142331044,0.0,0.0,0
40.0,40.0,0.005982892142331044,0.0,0.0,0
44.0,44.0,0.005982892142331044,0.0,0.0,0
48.0,48.0,0.005982892142331044,0.0,0.0,0
52.0,52.0,0.005982892142331044,0.0,0.0,0
56.0,56.0,0.005982892142331044,0.0,0.0,0
60.0,60.0,0.011965784284662087,0.001495723035582761,8000.0,2
64.0,64.0,0.017948676426993132,0.0014957230355827611,8000.0,2
68.0,68.0,0.02094012249815865,0.0007478615177913799,5333.333333333333,3
72.0,72.0,0.029914460711655218,0.0022435845533741415,1454.5454545454545,11
76.0,76.0,0.026923014640489698,-0.0007478615177913799,1600.0,10
80.0,80.0,0.04786313713864835,0.005235030624539663,727.2727272727273,22
84.0,84.0,0.04786313713864835,0.0,842.1052631578947,19
88.0,88.0,0.023931568569324175,-0.005982892142331044,2000.0,8
92.0,92.0,0.0418802449963173,0.004487169106748282,888.8888888888889,18
96.0,96.0,0.02094012249815865,-0.005235030624539663,2285.714285714286,7
100.0,100.0,0.005982892142331044,-0.0037393075889569022,0.0,0
104.0,104.0,0.005982892142331044,0.0,0.0,0
108.0,108.0,0.005982892142331044,0.0,0.0,0
112.0,112.0,0.005982892142331044,0.0,0.0,0
116.0,116.0,0.005982892142331044,0.0,0.0,0
120.0,120.0,0.014957230355827609,0.0022435845533741415,3200.0,5
124.0,124.0,0.023931568569324175,0.0022435845533741415,1454.5454545454545,11
128.0,128.0,0.0418802449963173,0.004487169106748282,1000.0,16
132.0,132.0,0.029914460711655218,-0.0029914460711655214,1600.0,10
136.0,136.0,0.023931568569324175,-0.0014957230355827607,1777.7777777777778,9
140.0,140.0,0.03290590678282074,0.0022435845533741406,1333.3333333333333,12
144.0,144.0,0.038888798925151784,0.0014957230355827616,761.9047619047619,21
148.0,148.0,0.04487169106748283,0.0014957230355827616,800.0,20
152.0,152.0,0.038888798925151784,-0.0014957230355827616,666.6666666666666,24
156.0,156.0,0.04786313713864835,0.0022435845533741415,800.0,20
160.0,160.0,0.04786313713864835,0.0,727.2727272727273,22
164.0,164.0,0.053846029280979396,0.0014957230355827616,551.7241379310345,29
168.0,168.0,0.029914460711655218,-0.005982892142331045,1777.7777777777778,9
172.0,172.0,0.029914460711655218,0.0,1600.0,10
