,t0,LZ,dt_LZ,IOI
0.0,0.0,0.02094012249815865,0.0,1.3333333333333333
4.0,4.0,0.008974338213496566,-0.0029914460711655214,4.0
8.0,8.0,0.011965784284662087,0.0007478615177913804,4.0
12.0,12.0,0.008974338213496566,-0.0007478615177913804,2.0
16.0,16.0,0.011965784284662087,0.0007478615177913804,2.0
20.0,20.0,0.014957230355827609,0.0007478615177913804,1.3333333333333333
24.0,24.0,0.008974338213496566,-0.0014957230355827607,4.0
28.0,28.0,0.005982892142331044,-0.0007478615177913806,0.0
32.0,32.0,0.005982892142331044,0.0,0.0
36.0,36.0,0.008974338213496566,0.0007478615177913806,4.0
40.0,40.0,0.008974338213496566,0.0,2.0
44.0,44.0,0.008974338213496566,0.0,2.0
48.0,48.0,0.014957230355827609,0.0014957230355827607,1.3333333333333333
52.0,52.0,0.014957230355827609,0.0,1.0
56.0,56.0,0.02094012249815865,0.0014957230355827607,0.6666666666666666
60.0,60.0,0.05085458320981387,0.0074786151779138044,0.16
64.0,64.0,0.05085458320981387,0.0,0.13333333333333333
68.0,68.0,0.04487169106748283,-0.0014957230355827598,0.21052631578947367
72.0,72.0,0.04487169106748283,0.0,0.17391304347826086
76.0,76.0,0.038888798925151784,-0.0014957230355827616,0.2857142857142857
80.0,80.0,0.011965784284662087,-0.0067307536601224245,4.0
84.0,84.0,0.008974338213496566,-0.0007478615177913804,2.0
88.0,88.0,0.014957230355827609,0.0014957230355827607,1.3333333333333333
92.0,92.0,0.017948676426993132,0.0007478615177913808,1.3333333333333333
96.0,96.0,0.011965784284662087,-0.0014957230355827611,4.0
100.0,100.0,0.005982892142331044,-0.001495723035582761,0.0
104.0,104.0,0.017948676426993132,0.0029914460711655223,0.5
108.0,108.0,0.005982892142331044,-0.0029914460711655223,0.0
112.0,112.0,0.023931568569324175,0.004487169106748283,0.4444444444444444
116.0,116.0,0.017948676426993132,-0.0014957230355827607,1.0
120.0,120.0,0.029914460711655218,0.0029914460711655214,0.25
124.0,124.0,0.04786313713864835,0.004487169106748283,0.19047619047619047
128.0,128.0,0.029914460711655218,-0.004487169106748283,0.2857142857142857
132.0,132.0,0.035897352853986264,0.0014957230355827616,0.3076923076923077
136.0,136.0,0.023931568569324175,-0.0029914460711655223,0.5714285714285714
140.0,140.0,0.02094012249815865,-0.0007478615177913808,1.0
144.0,144.0,0.038888798925151784,0.004487169106748283,0.3333333333333333
148.0,148.0,0.029914460711655218,-0.0022435845533741415,0.2
152.0,152.0,0.04786313713864835,0.004487169106748283,0.2222222222222222
156.0,156.0,0.017948676426993132,-0.0074786151779138044,0.5714285714285714
160.0,160.0,0.014957230355827609,-0.0007478615177913808,0.6666666666666666
164.0,164.0,0.04487169106748283,0.007478615177913805,0.16
168.0,168.0,0.04786313713864835,0.0007478615177913799,0.14814814814814814
172.0,172.0,0.053846029280979396,0.0014957230355827616,0.15384615384615385
176.0,176.0,0.02094012249815865,-0.008226476695705186,0.6666666666666666
180.0,180.0,0.029914460711655218,0.0022435845533741415,0.4444444444444444
