Time, Value
19.076414952316284,0
39.73662103814697,1
69.81257401335144,0
73.84200905722047,1
92.77988502098083,0
105.40380109346009,1
108.62358788365174,0
111.57160909727477,1
116.23552611062622,0
127.55324502288818,1
136.28296499046326,0
157.61510793515015,1
166.55836901335144,0
183.82573687983702,1
192.6301347806549,0
250.23629689318847,1
258.3869019885559,0
331.23026687220766,1
340.9217901163483,0
