Time, Value
70.38327899046325,5
73.41822107629395,4
82.48203496757507,3
97.36423717547608,4
107.79551878637696,5
135.1761390667572,4
137.11622912397766,3
151.24292897901915,4
162.67292004577638,3
166.6299280629425,5
171.06778802670289,3
174.90676501335145,4
188.6905649332428,2
200.2433899065399,5
203.42666306675721,4
208.95594518310546,5
215.43246210871888,4
218.1112219370575,3
227.88606103242492,5
235.41849593133546,2
242.2118360076294,4
275.52308095040894,4
276.3818808455048,3
289.9268849217987,4
309.01992509536746,5
323.7599008664856,5
324.7539228245239,4
328.9360459847412,3
337.5629898397827,5
364.41524207629396,5
