Time,Qom,ComX,ComY,AomX1,AomY1,AomX2,AomY2
0,304273,0.18547674840247627,0.6597664274687047,0.09427083333333333,0.24351851851851852,0.2635416666666667,0.41944444444444445
17,3420503,0.4697089313630676,0.5148452354002385,0.10833333333333334,0.24537037037037038,0.2671875,0.49722222222222223
33,3734302,0.4910659041558056,0.5285346047217074,0.128125,0.2851851851851852,0.2682291666666667,0.4027777777777778
50,3831609,0.5150506170351672,0.5450687392782083,0.140625,0.28425925925925927,0.26927083333333335,0.4
67,4103160,0.47583216083762264,0.5342125714399705,0.11145833333333334,0.25277777777777777,0.265625,0.42777777777777776
83,3759173,0.498111969762587,0.5260754074347183,0.0953125,0.21296296296296297,0.265625,0.3638888888888889
100,4008620,0.510291148876255,0.5335179761687637,0.128125,0.28888888888888886,0.265625,0.48148148148148145
117,3196643,0.47482735680968025,0.5129336596525144,0.15885416666666666,0.27314814814814814,0.26458333333333334,0.4361111111111111
133,3881173,0.49311235490211336,0.5239782875969216,0.16458333333333333,0.2962962962962963,0.26510416666666664,0.4148148148148148
150,4288597,0.5365148919914835,0.5648918606455419,0.18489583333333334,0.2962962962962963,0.265625,0.40370370370370373
167,3920729,0.4844820025816627,0.5103096737971529,0.18802083333333333,0.29814814814814816,0.265625,0.4046296296296296
184,3537411,0.5204538170124045,0.5319961467005945,0.1671875,0.30092592592592593,0.265625,0.4083333333333333
200,4182996,0.5181309102375428,0.5307896676165792,0.1546875,0.30277777777777776,0.26510416666666664,0.41944444444444445
217,3191651,0.4811890166719356,0.5072302449479966,0.14166666666666666,0.30092592592592593,0.26458333333333334,0.42777777777777776
234,3388695,0.5040675185248303,0.5358236274501608,0.16041666666666668,0.30092592592592593,0.26614583333333336,0.4351851851851852
250,3547856,0.5293147553703326,0.5464017180767453,0.15729166666666666,0.3,0.26510416666666664,0.4148148148148148
267,3737712,0.48198464492337373,0.5348480800653012,0.15885416666666666,0.2962962962962963,0.2635416666666667,0.41203703703703703
284,3482672,0.5132363072568036,0.5366226154537113,0.16666666666666666,0.2962962962962963,0.2635416666666667,0.41944444444444445
300,3933192,0.5129966462883921,0.5366077033427114,0.15364583333333334,0.29074074074074074,0.26979166666666665,0.42962962962962964
317,3226750,0.46859674853438704,0.5240842967783776,0.1296875,0.2861111111111111,0.2760416666666667,0.5703703703703704
334,3699186,0.488784153290751,0.5382195647106429,0.16145833333333334,0.28425925925925927,0.28072916666666664,0.41944444444444445
350,3676125,0.5086306238453082,0.5491460505287497,0.17604166666666668,0.27870370370370373,0.2869791666666667,0.4222222222222222
367,3935837,0.46644146030755335,0.5267867649856284,0.14791666666666667,0.27685185185185185,0.2890625,0.4222222222222222
