Time,Qom,ComX,ComY,AomX1,AomY1,AomX2,AomY2
0,493289,0.045073490979256926,0.6329576407879897,0.0,0.2898148148148148,0.0953125,0.5333333333333333
33,2201812,0.437119365351129,0.643356203133298,0.0,0.32314814814814813,0.06666666666666667,0.5305555555555556
67,2336185,0.47457936251659577,0.6093397446248033,0.0,0.3277777777777778,0.07864583333333333,0.5324074074074074
100,1211215,0.39705226303408836,0.6165065037999035,0.0,0.3314814814814815,0.0734375,0.5148148148148148
133,2605728,0.4477188664581773,0.6197096792001938,0.0,0.3388888888888889,0.07708333333333334,0.4703703703703704
167,2086104,0.4822960151335536,0.635755913273597,0.0,0.3277777777777778,0.09479166666666666,0.4703703703703704
200,941731,0.4310170430170611,0.6645593809382621,0.025520833333333333,0.3768518518518518,0.07916666666666666,0.4583333333333333
234,1987019,0.4520523494197423,0.6757575595327399,0.11770833333333333,0.5120370370370371,0.1875,0.5833333333333334
267,3114326,0.47310888957193314,0.617209025264155,0.0,0.337037037037037,0.10208333333333333,0.5120370370370371
300,1431589,0.3692981452777299,0.6192005837181234,0.0,0.3351851851851852,0.09947916666666666,0.5120370370370371
334,2461251,0.3907402951537653,0.6575886886760401,0.0,0.3287037037037037,0.1203125,0.512962962962963
367,3017357,0.3910766314553874,0.6167553510989672,0.0,0.37037037037037035,0.10729166666666666,0.5925925925925926
400,1681057,0.3222105716695905,0.5987803187496297,0.0,0.31851851851851853,0.13697916666666668,0.5120370370370371
434,2595653,0.3881884611502385,0.6558392852716959,0.0,0.3111111111111111,0.15208333333333332,0.5370370370370371
467,2823433,0.42246784968128054,0.6306416898624241,0.0,0.30833333333333335,0.16354166666666667,0.5092592592592593
501,1402988,0.36503741775885945,0.613771395605506,0.0,0.31203703703703706,0.16458333333333333,0.49074074074074076
534,2308767,0.41577931148783454,0.674227333688726,0.03333333333333333,0.3111111111111111,0.16979166666666667,0.49166666666666664
567,2638464,0.46059938088821123,0.640595091675673,0.0,0.3074074074074074,0.1546875,0.475
601,1197967,0.41544655706292405,0.6166772123105227,0.008333333333333333,0.3138888888888889,0.1625,0.4444444444444444
634,2630917,0.4489190789592881,0.6459173152822268,0.0546875,0.3509259259259259,0.13489583333333333,0.44814814814814813
667,2637178,0.48639284093799,0.6561900279600223,0.0625,0.6157407407407407,0.12135416666666667,0.687962962962963
701,1110729,0.4671226481662044,0.6407770540622254,0.0578125,0.6074074074074074,0.11041666666666666,0.6805555555555556
734,2055972,0.43824201369230714,0.7004345642118918,0.51875,0.10740740740740741,0.6380208333333334,0.14722222222222223
767,2459827,0.45891911830418697,0.6629281705432792,0.04791666666666667,0.35185185185185186,0.12916666666666668,0.4648148148148148
801,1208495,0.40738004622140217,0.6346647383422875,0.08489583333333334,0.32222222222222224,0.16354166666666667,0.4546296296296296
834,2501535,0.39389738367309135,0.6803150802444335,0.0,0.31851851851851853,0.16614583333333333,0.45555555555555555
868,3296168,0.39856071726066955,0.6477200121024935,0.0,0.31203703703703706,0.1625,0.537962962962963
901,2324766,0.25920178274573297,0.6061964750988399,0.0,0.32222222222222224,0.14947916666666666,0.5138888888888888
934,2766317,0.34868186842228616,0.6744433476525461,0.0,0.3212962962962963,0.1296875,0.537962962962963
968,3080630,0.4336652053854784,0.6348595483295202,0.0,0.33611111111111114,0.08385416666666666,0.5138888888888888
1001,1417702,0.3916405662561667,0.601104865087617,0.0,0.34074074074074073,0.1078125,0.5305555555555556
1034,2464730,0.39806970299485145,0.6822570911906661,0.0,0.3388888888888889,0.10833333333333334,0.5120370370370371
1068,2916669,0.42628516825757967,0.6557446131820872,0.0,0.35648148148148145,0.13333333333333333,0.5287037037037037
1101,1493612,0.38408817782552185,0.5964564456027601,0.0,0.35833333333333334,0.1109375,0.5055555555555555
1134,2895997,0.4131759889527394,0.6467251481575736,0.0,0.3611111111111111,0.0984375,0.5138888888888888
1168,3041092,0.436915955409,0.6604644683919827,0.0,0.362962962962963,0.1296875,0.5333333333333333
1201,1470408,0.39737515313210114,0.6184465209907979,0.0020833333333333333,0.36666666666666664,0.1140625,0.5055555555555555
1235,2476486,0.38207479729678795,0.6916237324744581,0.0,0.3675925925925926,0.1375,0.5407407407407407
1268,3171306,0.411921281570064,0.6585654164188133,0.0,0.362962962962963,0.1265625,0.5194444444444445
1301,1897108,0.3393627121628465,0.6033075719971116,0.0234375,0.4009259259259259,0.13697916666666668,0.5777777777777777
1335,2750896,0.3739196296558164,0.6753194908535659,0.0,0.35555555555555557,0.15104166666666666,0.47314814814814815
1368,3233455,0.41431012937399775,0.6603849817907769,0.0,0.3527777777777778,0.16510416666666666,0.4981481481481482
1401,1807321,0.3654653198827621,0.5960402205293953,0.0,0.3472222222222222,0.17083333333333334,0.4981481481481482
1435,2719959,0.38720297576176693,0.6784799503309507,0.0453125,0.34629629629629627,0.1765625,0.49722222222222223
1468,3142659,0.4265151139396076,0.6605053269174876,0.0421875,0.33796296296296297,0.196875,0.5861111111111111
1502,1701384,0.4053018852348049,0.5958567358495593,0.04791666666666667,0.3490740740740741,0.196875,0.5703703703703704
1535,2599548,0.4127475135821689,0.6777262584937132,0.05416666666666667,0.48333333333333334,0.19791666666666666,0.600925925925926
1568,3154894,0.44455225506387863,0.6596014844684928,0.03229166666666667,0.47685185185185186,0.19947916666666668,0.5981481481481481
1602,1664280,0.4340389506523341,0.593619721774915,0.05677083333333333,0.45925925925925926,0.2,0.600925925925926
1635,3020966,0.4172251104172197,0.6381080238719815,0.06822916666666666,0.4185185185185185,0.20104166666666667,0.5555555555555556
1668,3088027,0.4348793302460329,0.6692421958649877,0.06875,0.3768518518518518,0.2015625,0.6833333333333333
1702,1618490,0.4153664671622933,0.6126095099387334,0.08385416666666666,0.4601851851851852,0.20052083333333334,0.6916666666666667
1735,2519501,0.3935238687062107,0.6897231619659198,0.4703125,0.3212962962962963,0.5458333333333333,0.6861111111111111
1768,3216838,0.4137845152923979,0.6686766151638256,0.0,0.34074074074074073,0.17083333333333334,0.46111111111111114
1802,2012912,0.35439152591287315,0.6063703954124029,0.0,0.3824074074074074,0.1390625,0.5166666666666667
1835,3252410,0.3068199078401349,0.6704025120631345,0.0,0.34074074074074073,0.15052083333333333,0.5407407407407407
1869,3324576,0.39229328228622234,0.667012440082585,0.0,0.34074074074074073,0.12395833333333334,0.5407407407407407
1902,1599390,0.41159493912522904,0.60714861429809,0.0,0.34444444444444444,0.08854166666666667,0.49166666666666664
1935,2434926,0.3902943031345375,0.7035444004367187,0.0,0.33611111111111114,0.10625,0.5157407407407407
1969,3123114,0.4339639644318138,0.6595918537644728,0.0,0.34074074074074073,0.10104166666666667,0.5148148148148148
2002,1555127,0.41596979599576106,0.612486087536164,0.0,0.35833333333333334,0.1,0.4898148148148148
2035,2300788,0.4059117947669814,0.7099181860816897,0.008333333333333333,0.362962962962963,0.10572916666666667,0.4787037037037037
2069,2850269,0.44508583773145627,0.6857542692234261,0.0,0.36018518518518516,0.115625,0.49537037037037035
2102,1552000,0.4209535105911727,0.6132556408696067,0.0,0.37037037037037035,0.13333333333333333,0.4962962962962963
2135,2922754,0.4119350122136519,0.6505365525497908,0.0,0.3712962962962963,0.13385416666666666,0.5287037037037037
2169,2954344,0.42891868807564953,0.692894265441242,0.0,0.3611111111111111,0.13541666666666666,0.5342592592592592
2202,1526872,0.4001838828827825,0.6379809136054093,0.0,0.4166666666666667,0.06979166666666667,0.5611111111111111
2236,2328328,0.37750628549220727,0.714037384814816,0.0,0.43425925925925923,0.0953125,0.5388888888888889
2269,2821303,0.4255787136519899,0.6899348335647539,0.0,0.40185185185185185,0.11458333333333333,0.5555555555555556
2302,1519754,0.42774399535494995,0.62774185639401,0.0,0.42685185185185187,0.04739583333333333,0.5666666666666667
2336,2181183,0.41053081296174293,0.7252494505147996,0.0,0.44537037037037036,0.03697916666666667,0.5768518518518518
2369,2649378,0.4442625859179651,0.7043198504202369,0.0,0.4740740740740741,0.04583333333333333,0.5768518518518518
2402,1357238,0.45649257597660353,0.6414816961058113,0.0,0.5009259259259259,0.021354166666666667,0.5731481481481482
