Time,Qom,ComX,ComY,AomX1,AomY1,AomX2,AomY2
0,1511542,0.15798288925867313,0.6219503242629296,0.050520833333333334,0.23796296296296296,0.26875,0.562962962962963
33,1757874,0.35365445792047656,0.6219452177902272,0.08333333333333333,0.23148148148148148,0.23125,0.5675925925925925
67,1667887,0.3280600178923992,0.633016831742465,0.049479166666666664,0.23055555555555557,0.20625,0.5777777777777777
100,1684106,0.3504423804825824,0.6074576643169861,0.08645833333333333,0.20555555555555555,0.20520833333333333,0.5351851851851852
133,1438478,0.3949099246159251,0.587350251961268,0.07395833333333333,0.16666666666666666,0.1765625,0.44814814814814813
167,1350068,0.3543719391202271,0.6718115837841474,0.09114583333333333,0.1962962962962963,0.17239583333333333,0.3712962962962963
200,2033639,0.4124569665101165,0.5891040077345022,0.046875,0.14444444444444443,0.14375,0.5268518518518519
234,1338670,0.33960242294279647,0.613848675537273,0.07916666666666666,0.15185185185185185,0.1984375,0.5481481481481482
267,1659137,0.2813774865838887,0.6355774523698722,0.05520833333333333,0.1388888888888889,0.21458333333333332,0.5425925925925926
300,1852441,0.2913415112366152,0.6125264468362035,0.03802083333333333,0.18981481481481483,0.221875,0.5666666666666667
334,2258296,0.3163403144081496,0.5599832285870342,0.13333333333333333,0.1675925925925926,0.23125,0.5879629629629629
367,2468936,0.2277474957414179,0.6125367537241114,0.13020833333333334,0.18981481481481483,0.24270833333333333,0.5851851851851851
400,2876104,0.2796413771314714,0.5875505277792972,0.15729166666666666,0.24444444444444444,0.2682291666666667,0.5787037037037037
434,2841188,0.2956001226790226,0.5575063041573795,0.16302083333333334,0.24722222222222223,0.29375,0.5740740740740741
467,2388378,0.2622566486108285,0.6021708382874936,0.159375,0.25555555555555554,0.31197916666666664,0.5925925925925926
501,2732129,0.33793099477855304,0.5880229894112017,0.175,0.28425925925925927,0.32760416666666664,0.5962962962962963
534,2238008,0.37497210945142573,0.5606315738023376,0.17760416666666667,0.2935185185185185,0.3390625,0.5962962962962963
567,1562023,0.3357047119344594,0.6134838484974173,0.19479166666666667,0.29814814814814816,0.3453125,0.5842592592592593
601,1978492,0.4325880877119206,0.6030060272803357,0.19583333333333333,0.30277777777777776,0.3484375,0.5833333333333334
