Time,Qom,ComX,ComY,AomX1,AomY1,AomX2,AomY2
0,191218,0.5432073955947313,0.5555552553358722,0.5307291666666667,0.26481481481481484,0.6369791666666667,0.5898148148148148
17,3188836,0.5266356920349098,0.5506202149903252,0.5447916666666667,0.2675925925925926,0.5791666666666667,0.6083333333333333
33,3242436,0.5252878703054329,0.5361593061855688,0.5255208333333333,0.2953703703703704,0.578125,0.5574074074074075
50,3685774,0.5269877278490216,0.5005586876179322,0.5229166666666667,0.40185185185185185,0.5640625,0.5259259259259259
67,3359853,0.5192235448681336,0.5536186264035294,0.5213541666666667,0.36574074074074076,0.5661458333333333,0.5268518518518519
83,3495642,0.51438851396968,0.5049654777026387,0.4078125,0.5157407407407407,0.4625,0.6268518518518519
100,3174365,0.5290097566757445,0.5082613691008834,0.4036458333333333,0.49537037037037035,0.4630208333333333,0.6231481481481481
117,3314029,0.5131318322551391,0.5354296182705123,0.4083333333333333,0.5101851851851852,0.4640625,0.5962962962962963
133,3138696,0.522702117475697,0.5302333814802448,0.3984375,0.5111111111111111,0.46510416666666665,0.6018518518518519
150,4048732,0.5221312059862199,0.502085169527791,0.4,0.5101851851851852,0.4661458333333333,0.625
167,3447677,0.5141217631828618,0.5432268693770714,0.4125,0.5101851851851852,0.4661458333333333,0.5916666666666667
184,3425247,0.5114654090091897,0.5425578270543538,0.4041666666666667,0.46574074074074073,0.43854166666666666,0.5472222222222223
200,3149726,0.5372637977411898,0.5120605890562945,0.42239583333333336,0.5157407407407407,0.4671875,0.6166666666666667
217,2964671,0.5191044612327979,0.5175241554815206,0.4119791666666667,0.5037037037037037,0.46927083333333336,0.5907407407407408
234,2957560,0.5268316605016748,0.5321159258908621,0.4114583333333333,0.5101851851851852,0.46927083333333336,0.5916666666666667
250,3603475,0.5255831191303765,0.5085916642191836,0.5098958333333333,0.4638888888888889,0.5510416666666667,0.537962962962963
267,3152922,0.5148291144360162,0.5640259322528024,0.565625,0.09444444444444444,0.6291666666666667,0.14722222222222223
284,3343329,0.5182706926115658,0.5228906774477596,0.5072916666666667,0.4444444444444444,0.5505208333333333,0.5648148148148148
300,3209433,0.5324540665230693,0.5257290661275338,0.5536458333333333,0.08981481481481482,0.6338541666666667,0.20555555555555555
317,3300157,0.5170416171046307,0.5370672056354132,0.5645833333333333,0.12129629629629629,0.6203125,0.2490740740740741
