Time,Qom,ComX,ComY,AomX1,AomY1,AomX2,AomY2
0,1746513,0.16451798645835064,0.5758292353795078,0.0921875,0.30092592592592593,0.2947916666666667,0.549074074074074
33,2397266,0.32043082706855786,0.6006223096088071,0.0,0.30833333333333335,0.2708333333333333,0.5657407407407408
67,2956317,0.32365480515254846,0.6539822193552917,0.025,0.2564814814814815,0.2703125,0.5638888888888889
100,3392431,0.35306965482496183,0.6362563977801693,0.09895833333333333,0.3416666666666667,0.27708333333333335,0.5638888888888889
133,2201946,0.3402886817217589,0.5967204821115976,0.09322916666666667,0.3592592592592593,0.28229166666666666,0.562962962962963
167,2520033,0.3510435959982138,0.6684458115047318,0.12760416666666666,0.36944444444444446,0.28541666666666665,0.55
200,2687914,0.4221587869037725,0.6598131766864564,0.14166666666666666,0.32592592592592595,0.2875,0.6018518518518519
234,1769341,0.3904046263434617,0.6174127521468706,0.14114583333333333,0.30462962962962964,0.28854166666666664,0.6055555555555555
267,2713479,0.37082965320995676,0.6641295789430253,0.1390625,0.30185185185185187,0.2921875,0.6055555555555555
300,3687199,0.38252653273076215,0.630663295674616,0.09375,0.30092592592592593,0.2984375,0.6138888888888889
334,3441880,0.35219327264460126,0.5717752310967865,0.0765625,0.2962962962962963,0.30520833333333336,0.6166666666666667
367,3505785,0.28138420080428966,0.6368433806683229,0.090625,0.28888888888888886,0.3125,0.5481481481481482
400,4318262,0.29711131734441626,0.6188444600491451,0.0,0.2851851851851852,0.31979166666666664,0.6481481481481481
434,3860266,0.23407067228333484,0.595732158910331,0.0,0.28425925925925927,0.32135416666666666,0.6129629629629629
467,4312612,0.23627067323121118,0.636562926322798,0.0,0.25555555555555554,0.321875,0.5972222222222222
501,4433933,0.28381521011744354,0.6345972895596053,0.0,0.2490740740740741,0.17447916666666666,0.5814814814814815
534,2406683,0.27827656753091295,0.618787780695425,0.0,0.2222222222222222,0.171875,0.5648148148148148
567,2378225,0.3260111407930284,0.684501853817993,0.1734375,0.32037037037037036,0.3145833333333333,0.5138888888888888
601,2674355,0.44043223720454716,0.6607750522330861,0.17447916666666666,0.32592592592592595,0.3145833333333333,0.5120370370370371
634,1498202,0.42311886493777207,0.630476953312976,0.1375,0.32037037037037036,0.3109375,0.5287037037037037
667,1984213,0.4097187172991677,0.7018036524080609,0.15208333333333332,0.3138888888888889,0.3072916666666667,0.5194444444444445
701,2567338,0.44294547301199394,0.667330443266744,0.1515625,0.30462962962962964,0.30520833333333336,0.5305555555555556
734,1524419,0.426730932339359,0.6261057722221942,0.15885416666666666,0.29907407407407405,0.3026041666666667,0.5314814814814814
767,1957094,0.39694807337222093,0.7033711840484279,0.1640625,0.29444444444444445,0.2994791666666667,0.5314814814814814
801,2734910,0.4125583173516984,0.6688471304560499,0.15,0.2861111111111111,0.3026041666666667,0.5277777777777778
834,2860087,0.33189627787109277,0.5966179217754696,0.0,0.2111111111111111,0.084375,0.5703703703703704
868,3603439,0.21153607865407645,0.669211024164334,0.0,0.17037037037037037,0.290625,0.5935185185185186
901,6227968,0.2256293910121782,0.6326782999658126,0.0,0.20092592592592592,0.3072916666666667,0.6064814814814815
934,4821090,0.21305049597186526,0.6121511022211591,0.0,0.2490740740740741,0.3078125,0.6194444444444445
968,3514673,0.322784782657353,0.6338801696751284,0.0,0.2611111111111111,0.28802083333333334,0.5814814814814815
1001,3236745,0.33621512941628084,0.6517934003542538,0.0,0.26481481481481484,0.28125,0.5833333333333334
1034,2715944,0.2936569004644426,0.6081014764963789,0.0734375,0.2722222222222222,0.28489583333333335,0.5333333333333333
1068,2825099,0.3133944153741752,0.6563490715035316,0.09791666666666667,0.28703703703703703,0.2890625,0.5564814814814815
1101,2727908,0.3506483180823302,0.6560765822774842,0.07864583333333333,0.2972222222222222,0.2921875,0.5370370370370371
1134,1862084,0.36631073230092376,0.6065971245121058,0.10104166666666667,0.3,0.2916666666666667,0.5398148148148149
1168,2080173,0.3622135269318145,0.680407975237672,0.12239583333333333,0.30462962962962964,0.2942708333333333,0.5388888888888889
1201,2244897,0.38270491409702384,0.6769544932845966,0.13541666666666666,0.3037037037037037,0.29791666666666666,0.5388888888888889
1235,1656673,0.3942055679264003,0.6096331109487597,0.13802083333333334,0.3138888888888889,0.3020833333333333,0.5407407407407407
1268,2745518,0.32160616753377685,0.637959929399277,0.04479166666666667,0.3148148148148148,0.3067708333333333,0.5583333333333333
1301,3490938,0.31482192160817524,0.6278498469147515,0.0067708333333333336,0.30833333333333335,0.31354166666666666,0.5888888888888889
1335,3751144,0.3104060286619673,0.5709119779834474,0.0,0.30833333333333335,0.3182291666666667,0.5824074074074074
