t_onset,int_onset
0.0,-84.288
0.84,-50.396
1.81,-40.709
3.85,-63.461
4.09,-23.512
4.63,-27.524
5.1,-31.043
5.89,-43.58
6.27,-48.441
6.39,-24.027
6.67,-27.48
6.91,-27.793
7.36,-32.901
7.44,-27.136
7.47,-26.087
7.54,-28.603
7.85,-30.618
8.75,-26.369
8.98,-27.884
9.47,-31.081
9.69,-33.308
9.94,-30.565
10.19,-32.936
10.43,-34.574
10.62,-29.02
10.89,-27.651
11.15,-26.729
12.23,-57.245
12.31,-40.018
12.66,-44.966
12.77,-41.459
12.9,-38.968
13.03,-36.83
13.08,-35.176
13.26,-27.424
13.48,-27.76
14.04,-36.26
14.53,-30.583
14.8,-25.165
15.02,-26.933
15.26,-26.452
15.45,-25.389
15.8,-30.718
15.88,-24.002
17.25,-41.212
17.47,-25.533
17.75,-26.292
17.99,-24.206
18.19,-26.287
18.41,-30.353
18.61,-21.785
19.86,-23.79
20.19,-29.095
20.34,-28.49
20.48,-28.427
20.55,-26.57
20.89,-27.568
21.04,-24.121
21.2,-25.291
21.49,-27.208
21.64,-28.975
21.8,-28.455
21.93,-27.728
22.06,-26.167
22.2,-28.762
22.29,-27.154
22.5,-31.639
22.79,-32.075
23.24,-31.109
23.36,-25.949
23.48,-25.394
23.73,-25.022
23.94,-23.944
24.17,-20.487
24.91,-28.247
25.37,-26.441
25.53,-23.445
25.67,-27.178
25.79,-24.531
25.94,-25.112
26.2,-28.997
26.38,-31.081
26.5,-28.212
26.79,-29.379
26.91,-29.935
27.02,-23.215
27.9,-36.417
27.98,-34.158
28.08,-30.81
28.2,-31.469
28.28,-26.497
28.38,-26.447
28.62,-28.968
28.72,-26.53
28.81,-28.827
28.87,-24.508
29.04,-24.146
29.25,-31.205
29.43,-24.155
29.88,-22.104
30.58,-29.91
30.82,-27.294
31.02,-29.746
31.12,-28.769
31.2,-25.414
31.66,-23.355
32.16,-28.968
32.36,-25.675
32.64,-29.217
32.81,-26.822
33.24,-27.812
33.5,-34.091
33.94,-32.423
34.04,-32.226
34.18,-24.961
34.45,-29.91
34.69,-31.1
34.89,-33.054
35.0,-26.787
35.1,-26.21
35.38,-27.202
35.61,-29.819
36.03,-33.557
36.1,-30.709
36.26,-15.489
36.73,-26.525
36.95,-22.529
37.2,-21.378
37.31,-19.955
37.55,-22.07
37.77,-24.078
37.9,-23.071
38.1,-22.205
38.36,-21.56
38.47,-23.273
38.99,-32.716
39.08,-28.441
39.18,-21.215
39.56,-27.214
39.64,-22.01
39.97,-27.094
40.15,-22.734
40.44,-21.815
40.82,-21.215
41.29,-28.849
41.49,-24.666
41.74,-22.902
42.25,-28.575
42.49,-24.743
42.68,-21.792
42.95,-25.165
43.21,-28.945
43.42,-23.652
43.89,-28.497
43.99,-25.891
44.32,-24.215
45.03,-29.286
45.14,-26.002
45.3,-26.071
45.53,-25.141
45.75,-23.316
45.98,-16.775
46.22,-16.731
46.45,-18.539
46.7,-19.248
46.92,-20.214
47.18,-21.35
47.36,-20.252
47.62,-24.661
47.83,-25.242
48.05,-29.08
48.24,-22.694
48.5,-23.033
48.68,-24.775
48.93,-28.953
49.38,-25.736
49.81,-32.659
50.12,-39.834
50.26,-40.825
50.36,-41.779
50.46,-43.421
50.56,-30.8
50.7,-27.871
50.88,-23.215
51.03,-24.455
51.34,-26.839
51.72,-22.469
51.85,-17.153
52.17,-24.163
52.39,-28.281
52.48,-24.446
52.58,-22.399
52.67,-19.118
53.21,-24.98
53.32,-23.86
53.48,-21.516
53.54,-19.457
53.99,-26.998
54.04,-22.597
54.15,-21.237
54.29,-20.304
54.45,-20.646
54.63,-21.01
55.04,-19.928
55.09,-19.565
55.33,-21.746
55.45,-22.64
55.58,-19.78
55.86,-21.292
55.98,-19.949
56.11,-20.532
56.46,-22.35
56.74,-23.258
56.95,-22.291
57.39,-26.927
57.5,-23.701
57.59,-21.785
57.7,-21.052
57.8,-22.05
57.87,-22.274
57.99,-25.839
58.19,-22.604
58.38,-21.301
58.55,-21.707
58.61,-19.226
58.75,-23.832
58.84,-21.63
59.09,-20.948
59.35,-27.581
59.71,-23.496
59.99,-22.999
60.55,-24.104
60.73,-21.118
60.82,-20.79
61.12,-22.49
61.4,-24.245
61.67,-23.84
62.05,-24.087
62.2,-22.654
62.31,-22.226
62.55,-22.873
62.93,-25.69
63.04,-21.88
63.18,-23.492
63.31,-24.193
63.42,-21.481
63.71,-25.335
63.81,-23.869
64.15,-27.214
64.33,-26.391
64.51,-23.162
64.96,-29.762
65.08,-30.266
65.2,-26.028
65.32,-26.055
65.64,-22.501
65.97,-25.609
66.24,-26.06
66.37,-25.155
66.6,-32.412
66.75,-27.349
66.94,-27.543
67.15,-29.395
67.21,-28.518
67.38,-26.741
67.52,-28.923
67.58,-27.239
67.73,-30.773
67.9,-32.022
68.28,-28.923
68.48,-31.157
68.65,-31.081
68.78,-30.745
68.9,-29.738
69.09,-27.884
69.16,-23.405
69.59,-27.997
69.68,-27.76
69.83,-28.879
69.9,-25.165
70.16,-31.302
70.3,-26.14
70.46,-25.108
70.64,-24.607
70.86,-25.87
71.18,-33.382
71.26,-30.8
71.31,-32.043
71.43,-30.484
71.65,-32.39
71.78,-29.45
71.94,-26.14
72.38,-26.77
72.53,-24.271
72.69,-18.316
73.07,-20.81
73.42,-20.58
73.56,-20.255
73.8,-21.828
74.17,-28.274
74.25,-21.589
74.4,-20.263
74.59,-18.19
74.84,-22.291
75.5,-29.035
76.04,-28.26
76.48,-32.602
76.71,-34.064
76.9,-33.272
77.37,-37.401
77.67,-36.417
78.13,-29.148
78.71,-33.684
78.95,-36.612
79.16,-31.409
79.62,-41.366
79.72,-38.759
79.92,-42.597
80.85,-27.696
81.49,-30.529
81.88,-30.396
82.38,-31.772
82.8,-29.902
83.17,-34.746
83.48,-31.969
83.73,-30.231
83.96,-30.921
84.19,-37.865
84.42,-45.35
84.48,-42.281
84.63,-33.494
84.89,-33.382
85.09,-30.388
85.29,-32.501
85.71,-33.646
85.95,-35.613
86.14,-28.462
86.3,-23.881
86.62,-28.747
87.02,-31.499
87.25,-27.178
87.48,-34.011
87.68,-33.078
87.9,-29.179
88.14,-27.937
88.54,-30.736
88.85,-31.854
88.97,-21.789
89.46,-23.409
89.92,-27.722
90.26,-29.065
90.79,-28.603
91.12,-34.804
91.23,-32.15
91.31,-27.904
91.68,-27.43
91.94,-27.858
92.36,-27.793
92.52,-31.081
92.67,-27.064
92.82,-26.297
93.31,-33.997
93.38,-33.284
93.49,-22.195
93.81,-27.257
94.12,-29.41
94.38,-24.803
95.04,-30.502
95.14,-24.202
95.31,-23.496
