t_onset,int_onset
0.0,-90.309
1.02,-22.81
2.12,-30.449
7.65,-45.751
7.93,-42.888
8.12,-39.159
8.32,-39.553
8.49,-30.609
8.68,-30.782
9.53,-45.35
10.91,-57.844
11.0,-38.399
11.17,-38.268
11.23,-33.971
11.65,-32.681
11.84,-30.996
12.7,-40.51
12.81,-41.65
13.16,-44.332
13.52,-46.281
13.6,-47.575
13.67,-30.423
13.72,-30.035
14.26,-40.152
14.47,-38.355
14.65,-41.121
14.74,-41.335
14.84,-37.48
14.95,-21.621
15.82,-33.345
16.24,-34.037
16.59,-34.24
16.72,-34.996
16.78,-31.629
17.34,-34.158
17.71,-40.398
17.86,-29.713
18.4,-38.532
18.81,-48.441
18.9,-46.672
19.02,-43.227
19.34,-45.013
19.81,-45.155
20.22,-46.672
20.41,-42.043
20.59,-39.087
20.81,-38.421
21.17,-39.183
21.87,-53.284
22.04,-49.325
22.17,-45.907
22.26,-45.598
22.43,-44.376
22.7,-48.165
22.79,-51.033
22.87,-50.755
22.95,-47.449
23.06,-44.116
23.23,-46.172
23.37,-38.117
23.55,-37.519
23.74,-41.522
24.21,-43.906
24.27,-42.597
24.37,-38.736
25.0,-52.247
25.08,-46.119
25.18,-48.725
25.28,-45.301
25.36,-44.032
25.5,-41.366
25.85,-49.095
26.08,-50.309
26.18,-49.721
26.3,-48.582
26.39,-49.247
26.45,-46.672
26.56,-46.559
26.66,-37.187
26.92,-38.945
27.07,-37.66
27.16,-41.273
27.29,-40.883
27.38,-46.963
27.46,-45.803
27.64,-41.335
27.72,-43.074
27.81,-44.032
28.08,-47.638
28.63,-43.701
29.26,-46.119
29.44,-43.15
29.53,-43.99
29.62,-34.104
29.73,-32.001
29.79,-27.004
30.19,-32.704
30.6,-36.312
30.72,-30.274
31.45,-37.035
31.87,-38.875
32.61,-33.545
32.84,-33.853
33.04,-33.944
33.38,-30.423
33.8,-37.499
33.99,-39.628
34.37,-42.705
34.56,-37.64
34.78,-38.355
35.13,-36.979
35.46,-38.968
35.69,-39.679
35.87,-37.599
36.07,-30.37
36.28,-35.956
36.42,-27.499
36.83,-40.37
37.05,-41.65
37.18,-39.135
37.38,-36.702
37.6,-37.016
37.78,-33.223
38.5,-38.203
38.8,-44.508
38.9,-30.718
