t_onset,int_onset
0.0,-90.309
0.07,-84.288
1.0,-28.406
2.04,-21.772
7.19,-39.378
7.47,-38.246
7.65,-36.523
7.85,-35.423
8.04,-31.68
8.28,-32.716
8.96,-46.012
9.08,-46.447
9.25,-29.379
9.48,-30.902
9.67,-32.67
9.84,-30.986
10.06,-31.69
10.25,-31.589
10.69,-37.64
10.85,-33.333
11.06,-34.364
11.23,-28.462
11.45,-30.828
12.24,-46.172
12.37,-34.378
12.46,-32.107
12.59,-23.339
13.03,-30.137
13.2,-33.583
13.58,-36.666
13.98,-37.66
14.18,-36.452
14.37,-31.109
14.58,-32.215
15.48,-28.968
15.92,-35.161
16.06,-34.877
16.29,-37.342
16.42,-27.028
17.19,-38.075
17.62,-39.256
17.75,-39.378
18.34,-55.04
18.54,-47.767
18.66,-34.461
19.04,-45.013
19.1,-35.116
19.23,-28.329
19.9,-46.559
20.07,-30.248
20.44,-30.574
20.66,-31.559
21.36,-42.597
21.58,-30.423
21.99,-33.321
22.15,-33.284
22.37,-31.119
23.14,-34.503
23.51,-31.629
23.71,-32.139
23.9,-37.539
24.08,-38.532
24.57,-39.553
24.67,-35.207
24.73,-31.071
24.8,-28.26
24.85,-25.199
25.25,-29.902
25.43,-32.693
25.64,-36.886
26.02,-46.729
26.18,-37.44
26.36,-38.736
26.55,-31.215
26.77,-31.147
27.65,-29.34
28.07,-34.378
28.28,-33.762
28.46,-34.489
28.66,-35.345
29.02,-42.925
29.23,-39.28
29.28,-37.44
29.38,-41.459
29.89,-35.176
30.55,-41.397
30.73,-41.212
30.92,-39.834
31.31,-43.5
31.43,-38.69
31.82,-32.647
32.94,-43.461
33.15,-44.464
33.32,-40.972
33.47,-34.226
33.93,-37.44
34.28,-33.174
34.54,-33.775
34.91,-39.654
35.1,-33.557
36.13,-38.011
36.25,-32.681
36.35,-33.247
36.44,-30.248
36.71,-31.273
37.13,-35.823
37.27,-25.189
37.72,-30.636
37.94,-32.636
38.29,-32.226
38.34,-31.99
38.71,-30.939
39.15,-42.144
39.24,-39.939
39.33,-37.865
39.51,-37.42
39.7,-39.329
39.89,-31.39
40.11,-30.691
40.48,-29.148
41.0,-36.867
41.09,-34.688
41.27,-38.246
41.43,-29.442
41.87,-32.762
42.07,-33.958
42.23,-25.458
42.65,-29.364
43.03,-26.695
43.46,-31.38
43.65,-26.369
44.05,-34.674
44.23,-36.452
44.64,-35.693
45.0,-26.044
45.61,-32.291
45.83,-31.005
46.2,-30.086
46.6,-32.624
46.75,-26.986
47.0,-29.91
47.16,-27.325
47.34,-31.4
47.65,-39.939
47.73,-30.828
48.06,-27.645
48.69,-34.199
48.8,-30.538
48.88,-29.481
48.96,-30.12
49.07,-31.619
49.25,-31.341
49.66,-34.503
49.8,-26.007
50.07,-31.033
50.25,-28.247
50.48,-33.259
50.64,-35.629
50.82,-30.986
51.23,-25.603
51.87,-34.254
