t_onset,int_onset
0.0,-inf
0.94,-73.407
1.88,-74.746
4.18,-49.095
4.96,-57.44
5.08,-56.158
5.17,-55.502
5.24,-51.519
5.35,-39.452
6.06,-55.989
6.14,-51.419
6.33,-43.99
7.28,-59.428
7.38,-59.183
7.44,-50.309
8.08,-59.183
8.17,-56.684
8.28,-56.505
8.34,-51.128
8.48,-38.875
9.33,-49.721
9.57,-41.397
10.44,-55.04
10.53,-53.284
10.59,-43.948
11.17,-49.968
11.46,-55.989
11.53,-54.322
11.66,-38.268
12.43,-49.56
12.62,-40.913
12.91,-45.907
13.34,-56.867
13.6,-50.484
14.37,-59.939
14.48,-60.482
14.57,-61.366
14.69,-58.945
14.86,-62.705
15.03,-60.206
15.2,-63.461
15.37,-56.684
15.5,-56.33
15.68,-48.725
16.42,-58.053
16.77,-49.885
17.06,-44.202
17.23,-47.386
17.32,-45.7
17.39,-42.385
17.46,-42.043
17.54,-37.111
17.68,-38.465
17.77,-36.904
17.99,-33.749
18.22,-39.207
18.3,-38.898
18.37,-38.922
18.45,-38.713
18.51,-34.877
18.64,-36.26
19.44,-51.823
19.57,-50.396
19.7,-41.304
20.56,-54.602
20.75,-48.03
21.55,-53.162
21.74,-46.172
21.86,-49.02
22.78,-58.713
22.84,-49.721
23.06,-58.488
23.22,-63.074
23.6,-55.345
23.75,-45.448
24.18,-49.325
24.52,-50.484
24.6,-52.139
24.66,-45.548
24.99,-51.721
25.33,-58.488
25.43,-57.245
25.53,-55.823
25.67,-43.54
26.42,-59.939
26.5,-57.64
26.59,-56.505
26.67,-49.481
26.91,-59.679
27.17,-57.64
27.35,-61.366
27.56,-50.755
28.05,-42.888
28.56,-50.846
28.69,-50.396
28.75,-41.746
28.91,-41.397
29.01,-39.183
29.09,-41.811
29.18,-43.62
29.23,-41.031
29.32,-40.233
29.42,-44.464
29.52,-41.91
29.63,-39.731
29.77,-39.329
30.01,-39.428
30.11,-39.912
30.16,-39.087
30.24,-43.112
30.37,-42.316
30.45,-39.553
30.67,-52.924
30.81,-53.162
30.97,-35.345
31.47,-37.66
31.92,-43.948
32.01,-39.553
32.39,-42.741
32.49,-36.775
32.81,-40.51
32.99,-37.519
33.21,-43.741
33.3,-37.885
33.46,-34.966
33.75,-44.826
33.94,-35.726
34.21,-43.421
34.38,-33.419
34.7,-43.58
34.88,-43.58
35.07,-37.149
35.29,-34.322
35.55,-39.403
35.63,-38.622
35.99,-44.826
36.09,-32.819
36.23,-35.314
36.45,-40.045
36.57,-43.906
36.76,-52.924
37.0,-43.188
37.21,-40.623
37.39,-22.777
37.65,-32.602
38.06,-48.511
38.13,-43.421
38.56,-43.227
38.78,-50.755
38.96,-48.233
40.54,-62.35
40.65,-51.321
40.72,-47.082
41.08,-56.158
41.15,-51.321
41.22,-47.767
41.55,-50.137
41.81,-52.579
42.25,-42.888
42.6,-55.192
43.05,-63.074
43.31,-57.844
43.58,-57.44
43.85,-56.505
44.08,-55.661
44.34,-57.44
44.56,-49.325
45.04,-54.185
45.26,-45.35
45.97,-48.097
46.34,-57.44
46.58,-63.865
46.8,-66.227
47.01,-61.366
47.23,-44.376
47.82,-51.419
48.29,-41.844
48.58,-43.382
48.83,-52.247
49.04,-47.898
49.31,-40.652
49.6,-46.963
50.08,-59.428
50.23,-61.682
50.29,-45.7
50.48,-51.321
50.64,-50.755
50.8,-50.574
50.98,-51.419
51.15,-48.798
51.29,-39.159
52.71,-57.44
52.83,-50.574
52.96,-47.964
53.26,-45.803
53.33,-45.301
53.64,-52.033
53.78,-48.511
54.14,-54.892
54.34,-59.679
54.47,-53.659
55.15,-64.288
55.38,-56.684
55.7,-54.461
55.95,-52.247
56.2,-53.284
56.65,-59.428
56.78,-66.787
56.93,-53.284
57.17,-55.661
57.3,-59.428
57.45,-52.467
57.7,-55.04
57.98,-60.482
58.04,-59.183
58.43,-52.579
58.73,-57.844
58.96,-55.345
59.24,-56.684
59.56,-58.053
59.68,-53.407
59.78,-50.664
59.9,-50.137
59.99,-49.095
60.23,-51.224
60.4,-54.322
60.67,-54.185
60.95,-51.619
61.15,-52.139
61.42,-41.91
62.14,-60.206
62.23,-57.054
62.33,-55.502
62.4,-46.963
62.64,-58.945
62.87,-54.746
63.08,-40.482
63.2,-55.823
63.29,-46.391
63.38,-47.202
64.38,-50.846
64.67,-52.579
64.86,-50.484
65.1,-63.461
65.22,-61.366
65.45,-59.939
65.59,-58.713
65.68,-60.206
65.89,-53.659
66.24,-66.227
66.38,-58.053
66.74,-78.268
66.88,-57.245
67.11,-57.64
67.26,-59.939
67.4,-52.247
67.84,-41.243
68.23,-59.428
68.41,-59.428
68.57,-59.679
68.69,-55.502
68.95,-61.366
69.17,-57.44
69.4,-45.448
69.67,-49.171
70.38,-60.206
70.61,-42.247
70.9,-48.233
71.16,-62.01
71.41,-63.865
71.61,-44.42
72.1,-55.502
72.35,-57.44
72.54,-58.488
72.63,-53.043
72.9,-59.939
73.04,-47.964
73.37,-48.871
73.54,-49.721
73.77,-55.989
73.95,-62.01
74.0,-59.939
74.08,-51.519
74.42,-56.505
74.54,-56.505
74.67,-57.64
74.85,-44.288
75.15,-50.396
75.29,-51.619
75.41,-45.907
75.81,-54.322
75.93,-48.725
76.45,-52.467
76.61,-48.233
77.12,-52.924
77.42,-61.061
77.51,-55.502
77.62,-57.054
77.87,-57.44
78.17,-53.284
78.39,-60.482
78.51,-64.288
78.91,-51.033
79.19,-46.012
79.47,-54.746
79.54,-49.403
79.97,-40.738
80.29,-50.396
80.62,-56.684
80.79,-53.788
80.97,-54.051
81.3,-46.559
81.57,-39.603
81.84,-44.202
82.01,-24.9
82.34,-45.855
82.56,-52.356
82.9,-39.834
83.22,-45.108
83.74,-49.171
84.07,-45.907
84.38,-49.095
84.65,-53.284
84.87,-56.33
85.0,-42.597
85.35,-38.421
85.71,-46.787
86.0,-45.7
86.28,-47.263
86.95,-58.713
87.16,-61.366
87.23,-51.033
87.54,-52.356
87.79,-60.206
87.92,-57.844
88.39,-61.682
