t_onset,int_onset
0.0,-90.309
1.02,-31.559
2.06,-25.902
5.81,-84.288
5.94,-84.288
6.0,-63.074
6.4,-63.461
6.9,-84.288
7.07,-44.464
7.38,-58.945
7.82,-48.871
8.18,-58.053
8.31,-58.488
8.38,-55.345
8.6,-57.64
8.82,-56.684
9.06,-55.345
9.2,-64.288
9.32,-52.693
9.76,-47.767
10.25,-54.185
10.74,-44.032
11.22,-55.661
11.68,-66.787
11.88,-78.268
11.94,-70.309
12.04,-69.481
12.17,-44.116
12.62,-66.227
12.79,-68.725
13.02,-78.268
13.1,-71.224
13.22,-47.386
13.7,-47.022
13.95,-48.165
14.02,-49.095
14.23,-55.192
14.47,-59.183
14.74,-67.386
14.94,-55.661
15.3,-54.185
15.54,-55.345
15.68,-53.532
15.85,-50.939
15.99,-55.04
16.13,-54.185
16.28,-53.284
16.48,-49.171
16.6,-52.579
16.75,-57.64
16.87,-53.284
17.05,-57.245
17.19,-54.892
17.42,-56.684
17.61,-64.288
17.74,-57.054
17.89,-43.112
18.33,-49.885
18.62,-46.559
18.82,-42.633
19.28,-48.582
19.33,-46.502
19.78,-45.803
20.04,-40.26
20.44,-46.672
20.63,-41.746
21.13,-52.247
21.55,-43.906
21.96,-53.284
22.02,-49.721
22.44,-41.877
22.68,-42.144
23.15,-45.448
23.34,-37.803
23.75,-50.396
24.21,-34.588
24.64,-40.071
25.07,-41.061
25.3,-35.502
25.71,-49.02
25.89,-35.011
26.48,-44.332
26.63,-45.498
26.91,-38.828
27.27,-36.175
27.41,-32.727
27.96,-44.159
28.27,-54.602
28.38,-52.356
28.46,-34.703
28.87,-40.098
29.19,-37.46
29.65,-35.439
30.03,-35.518
30.43,-38.465
30.64,-46.012
30.78,-35.146
31.19,-42.633
31.39,-36.107
31.77,-44.919
31.98,-34.405
32.42,-44.245
32.63,-46.012
32.73,-44.553
32.94,-57.844
33.08,-73.407
33.23,-34.131
33.96,-57.44
34.05,-55.823
34.25,-54.892
34.32,-35.742
34.68,-34.617
34.9,-37.803
35.23,-33.432
35.88,-47.022
35.94,-40.68
36.06,-37.499
36.25,-37.803
36.61,-29.616
37.01,-32.258
37.24,-37.885
37.36,-33.775
37.81,-33.223
37.93,-23.32
38.09,-42.561
38.2,-40.566
38.28,-39.679
38.42,-38.968
38.91,-29.968
39.07,-27.645
39.35,-32.75
39.54,-31.4
39.75,-36.056
39.98,-38.181
40.09,-27.964
40.54,-38.377
40.65,-38.311
40.72,-34.378
41.17,-44.032
41.23,-41.943
41.28,-30.154
41.73,-28.879
42.1,-35.742
42.29,-31.71
42.71,-32.118
42.88,-29.271
43.32,-32.878
43.68,-30.529
44.07,-35.33
44.27,-35.774
44.61,-38.51
44.75,-36.452
45.27,-33.697
45.41,-32.001
45.66,-35.101
46.06,-32.534
46.18,-29.787
46.46,-31.639
46.68,-29.209
47.06,-32.523
47.47,-36.33
47.66,-33.826
47.85,-34.226
48.24,-36.886
48.42,-34.717
48.81,-35.807
48.92,-33.199
49.22,-37.42
49.39,-33.905
49.86,-51.128
50.2,-59.679
50.36,-46.729
50.58,-30.591
51.21,-33.788
51.67,-33.333
52.34,-39.603
52.82,-39.063
52.99,-34.405
53.67,-41.779
53.81,-36.073
53.97,-36.295
54.2,-39.705
54.8,-30.163
55.22,-33.054
55.61,-28.696
56.01,-31.109
56.57,-31.772
57.17,-33.174
57.48,-37.519
57.56,-39.28
57.67,-35.597
57.81,-33.519
57.93,-33.031
58.35,-38.713
58.47,-36.124
58.69,-36.849
59.12,-50.939
59.22,-43.5
59.36,-35.47
59.48,-31.721
59.88,-41.554
60.02,-40.942
60.18,-40.652
60.27,-32.693
60.72,-44.376
60.83,-38.138
60.96,-30.846
61.27,-40.37
61.65,-56.684
61.79,-45.108
61.93,-45.155
62.15,-35.597
62.64,-46.729
62.99,-47.449
63.32,-49.56
63.41,-47.702
63.81,-39.477
64.22,-56.684
64.31,-42.077
64.79,-63.461
64.95,-43.782
65.16,-43.865
65.37,-62.35
65.52,-54.746
65.78,-62.35
65.93,-44.332
66.09,-45.301
66.23,-48.653
66.35,-47.449
66.55,-45.301
66.73,-45.855
66.91,-54.185
67.0,-52.924
67.14,-49.171
67.36,-60.206
67.49,-43.074
67.87,-53.162
68.11,-40.68
68.64,-60.767
68.8,-61.061
68.89,-34.645
69.37,-54.892
69.61,-42.077
69.79,-40.913
69.83,-39.965
70.47,-65.7
70.55,-55.823
70.66,-46.447
70.86,-47.832
71.05,-37.969
71.28,-39.477
71.45,-39.502
71.65,-39.329
71.81,-38.399
72.03,-40.206
72.2,-35.629
72.39,-34.24
72.57,-35.192
72.96,-35.502
73.14,-33.749
73.33,-37.721
73.54,-38.828
73.71,-36.739
74.07,-32.773
74.45,-29.087
74.84,-31.98
75.23,-33.997
75.75,-42.526
75.82,-41.746
75.96,-42.178
76.41,-34.892
76.61,-36.96
77.18,-37.245
77.45,-32.924
77.56,-31.834
77.78,-28.322
78.39,-35.677
78.99,-43.343
79.19,-42.11
79.41,-41.877
79.62,-41.273
79.83,-43.227
80.0,-39.28
80.42,-44.688
80.85,-38.51
81.26,-41.779
81.62,-39.502
81.87,-39.111
82.04,-38.032
82.25,-40.738
82.42,-39.808
82.65,-39.378
82.84,-40.738
83.19,-37.46
84.01,-42.741
84.06,-42.316
84.48,-48.097
84.8,-48.653
85.02,-48.725
85.31,-46.119
85.45,-42.705
85.53,-38.713
88.94,-61.366
90.16,-66.787
92.39,-90.309
93.0,-90.309
93.66,-90.309
94.14,-90.309
94.49,-62.705
94.8,-80.767
95.52,-34.531
96.03,-31.489
96.14,-32.313
96.34,-35.645
96.47,-36.849
96.65,-30.893
97.06,-28.805
97.5,-32.96
98.72,-48.371
98.96,-54.602
99.1,-57.64
100.61,-90.309
100.91,-90.309
101.25,-90.309
101.4,-90.309
101.56,-80.767
102.12,-80.767
102.73,-84.288
102.99,-74.746
103.69,-84.288
103.95,-90.309
106.06,-53.659
106.18,-40.709
106.44,-40.825
106.51,-34.517
106.65,-33.826
107.16,-39.135
107.64,-34.631
108.12,-35.161
108.67,-41.522
108.85,-38.096
108.99,-35.84
109.2,-37.168
109.37,-34.877
109.68,-36.904
109.99,-31.529
110.27,-43.823
110.39,-40.26
110.59,-39.705
110.81,-41.428
110.95,-39.183
111.06,-36.175
111.61,-37.782
111.74,-35.693
111.98,-38.713
112.14,-38.488
112.45,-38.268
113.07,-37.245
113.54,-49.247
113.65,-44.78
113.84,-38.224
114.27,-55.823
114.37,-36.541
114.74,-53.407
114.87,-45.907
115.16,-58.268
115.24,-47.449
115.48,-47.638
115.76,-57.054
116.3,-44.159
116.49,-49.968
116.61,-39.111
116.86,-49.885
116.91,-43.948
117.22,-36.775
117.37,-36.867
117.78,-49.721
118.13,-48.871
118.86,-65.204
119.11,-74.746
119.17,-68.03
119.39,-78.268
119.54,-76.33
119.78,-73.407
119.91,-74.746
120.23,-59.939
120.54,-59.679
120.63,-54.461
120.87,-51.823
121.01,-52.579
121.48,-71.224
121.98,-78.268
122.09,-74.746
122.33,-70.309
122.42,-66.787
122.84,-78.268
123.0,-66.227
123.11,-61.061
123.19,-68.725
123.38,-54.602
123.57,-46.904
123.74,-47.449
124.02,-52.247
124.3,-48.302
124.4,-45.751
124.5,-49.325
124.63,-42.999
124.83,-32.866
125.27,-40.538
125.37,-38.16
125.62,-42.777
125.77,-40.595
125.88,-41.811
125.96,-35.518
126.13,-38.668
126.45,-36.793
126.59,-38.377
126.83,-40.26
126.97,-42.741
127.07,-41.714
127.19,-38.443
127.53,-36.347
127.78,-38.736
127.94,-40.454
128.03,-39.628
128.17,-45.751
128.26,-42.11
128.5,-44.966
128.68,-49.481
128.83,-46.281
128.99,-39.159
129.23,-41.554
129.47,-42.851
129.73,-44.074
129.86,-46.065
129.96,-37.99
130.2,-43.227
130.42,-37.303
130.71,-39.992
130.84,-37.969
131.26,-43.15
131.46,-41.031
131.58,-36.666
132.02,-33.826
132.49,-36.941
132.84,-37.13
133.29,-46.963
133.57,-32.624
133.97,-32.693
134.32,-32.467
134.74,-42.814
135.03,-32.59
135.32,-36.96
135.55,-35.408
135.81,-36.209
136.06,-34.833
136.39,-47.449
136.58,-45.448
136.8,-39.834
137.09,-41.746
137.27,-34.378
137.59,-53.659
137.65,-42.455
137.98,-50.755
138.1,-46.904
138.25,-44.688
138.48,-32.624
139.17,-49.721
139.31,-46.065
139.54,-49.403
139.72,-38.622
140.02,-39.087
140.26,-38.713
140.41,-40.315
140.49,-38.875
140.72,-37.7
140.86,-38.421
140.97,-38.852
141.47,-43.865
141.65,-37.054
142.03,-31.292
142.6,-51.224
142.88,-36.684
143.19,-41.335
143.27,-39.965
143.41,-35.742
143.52,-34.996
143.64,-34.746
143.76,-35.581
144.0,-35.116
144.22,-36.158
144.47,-37.016
144.72,-38.668
144.88,-39.527
144.96,-38.945
145.06,-38.268
145.2,-36.775
145.56,-37.322
145.91,-37.803
146.14,-40.51
146.23,-38.782
146.28,-37.225
146.48,-36.702
146.64,-38.555
146.83,-39.502
146.95,-37.264
147.34,-35.207
147.59,-35.237
147.73,-33.407
148.07,-36.867
148.32,-38.399
148.46,-36.576
148.79,-35.823
149.04,-39.354
149.22,-38.736
149.29,-40.426
149.52,-38.399
149.64,-39.231
149.77,-39.912
149.89,-37.68
150.0,-37.969
150.23,-36.576
150.49,-37.381
150.64,-34.921
150.86,-33.066
150.99,-30.664
151.4,-40.796
151.47,-36.434
151.7,-34.104
151.95,-38.181
152.12,-40.288
152.44,-36.347
152.8,-37.741
152.92,-36.056
153.16,-33.8
153.4,-35.176
153.76,-26.587
154.25,-24.734
154.78,-32.086
155.15,-25.578
155.45,-26.799
155.68,-28.66
155.92,-29.885
156.26,-28.711
156.72,-29.689
157.23,-28.165
157.5,-29.624
157.75,-29.156
158.28,-42.35
158.58,-49.803
158.76,-46.845
159.03,-52.693
159.12,-47.767
159.21,-38.6
159.62,-31.803
160.14,-33.223
160.56,-61.366
160.63,-43.948
160.79,-43.304
160.91,-36.666
161.02,-35.518
161.25,-37.245
161.37,-35.486
161.46,-35.33
161.68,-36.594
161.79,-34.66
162.01,-34.281
162.48,-36.72
162.97,-33.697
163.36,-34.064
163.7,-38.6
163.87,-35.823
164.02,-37.035
164.28,-37.66
164.46,-37.206
164.6,-33.382
164.78,-35.408
164.92,-34.405
165.2,-38.465
165.5,-33.345
165.65,-34.588
165.97,-24.571
166.43,-26.108
166.93,-33.905
167.28,-33.71
167.39,-24.402
167.74,-26.419
168.12,-27.957
168.37,-24.027
169.05,-22.295
169.13,-22.497
170.16,-21.5
170.72,-34.717
