t_onset,int_onset
0.0,-inf
0.92,-66.787
1.9,-56.684
3.68,-47.511
3.96,-49.641
4.1,-49.56
4.18,-55.345
4.37,-45.803
4.58,-61.366
4.8,-49.803
5.01,-62.35
5.23,-49.56
5.63,-53.788
5.78,-49.095
5.87,-51.823
6.06,-50.755
6.24,-59.183
6.46,-52.139
6.68,-53.043
6.89,-51.321
7.28,-51.823
7.43,-52.467
7.52,-53.162
7.71,-52.579
7.95,-68.03
8.1,-51.927
8.33,-46.012
8.56,-51.721
9.52,-90.309
9.68,-78.268
10.08,-74.746
10.5,-44.688
10.8,-48.511
10.99,-43.382
11.24,-51.321
11.39,-47.511
11.64,-56.158
11.78,-50.223
11.99,-55.192
12.07,-54.892
12.21,-50.052
12.49,-55.345
12.61,-48.371
12.87,-56.158
13.02,-47.638
13.43,-43.823
13.82,-46.845
14.15,-54.185
14.24,-45.498
14.63,-48.798
14.87,-58.053
14.97,-56.33
15.03,-44.78
15.08,-48.871
15.29,-55.661
15.37,-57.245
15.46,-56.505
15.69,-58.488
15.77,-56.505
15.87,-55.823
16.13,-57.054
16.22,-55.345
16.29,-45.252
16.55,-56.158
16.64,-55.989
16.94,-59.939
17.03,-57.64
17.11,-45.855
17.37,-52.467
17.44,-53.788
17.55,-46.502
17.76,-54.322
17.92,-47.386
18.18,-52.808
18.32,-50.939
18.59,-56.158
18.72,-48.798
18.98,-54.051
19.13,-49.403
19.39,-54.746
19.53,-50.939
19.78,-53.043
19.93,-48.441
20.13,-56.33
20.34,-46.904
20.6,-54.602
20.67,-53.788
20.75,-43.62
21.0,-54.461
21.15,-48.03
21.31,-52.693
21.38,-54.602
21.45,-47.263
21.53,-43.382
21.74,-50.846
21.91,-42.851
22.73,-61.682
23.16,-58.053
23.54,-66.787
23.66,-52.033
23.95,-52.033
24.01,-51.128
24.29,-55.04
24.37,-52.247
24.46,-48.945
24.62,-50.664
24.71,-50.484
24.87,-46.012
25.15,-55.192
25.23,-23.292
25.57,-54.322
25.73,-54.461
25.99,-54.051
26.08,-56.684
26.15,-55.502
26.34,-58.053
26.42,-53.659
26.59,-48.165
26.78,-49.02
26.93,-48.798
27.04,-59.939
27.25,-54.602
27.4,-52.139
27.65,-54.185
27.75,-53.788
27.88,-53.788
28.05,-53.918
28.21,-50.939
28.42,-47.022
28.78,-56.867
28.87,-45.907
29.27,-35.299
29.76,-47.022
29.84,-52.693
29.95,-39.628
30.38,-45.548
30.71,-48.302
30.78,-47.449
31.05,-54.892
31.13,-51.321
31.2,-46.502
31.37,-50.309
31.43,-51.823
31.52,-53.918
31.6,-45.35
31.79,-42.281
31.94,-44.919
32.2,-44.464
32.42,-46.281
32.52,-48.371
32.63,-48.03
32.82,-46.447
33.1,-50.846
33.26,-51.823
33.37,-51.721
33.55,-53.788
33.72,-55.04
33.78,-53.162
33.96,-58.053
34.11,-53.659
34.23,-54.051
34.39,-56.158
34.61,-55.989
34.8,-60.206
34.96,-53.659
35.16,-55.661
35.38,-58.713
35.62,-52.924
35.79,-47.202
35.99,-34.35
36.4,-37.264
36.62,-34.546
37.07,-53.788
37.25,-40.538
37.48,-33.09
38.12,-40.398
38.33,-33.043
38.77,-47.832
39.01,-41.428
39.12,-42.526
39.27,-43.66
39.33,-40.315
39.43,-37.579
39.61,-35.486
40.65,-58.268
40.97,-48.511
41.43,-61.366
41.84,-44.643
42.32,-58.713
42.74,-43.112
43.2,-55.502
43.59,-38.645
44.48,-39.28
44.96,-50.396
45.37,-38.577
46.27,-41.182
47.12,-40.26
47.62,-56.867
47.85,-50.309
48.08,-39.256
48.28,-38.875
48.85,-34.574
49.36,-52.247
49.58,-52.693
49.8,-54.461
49.99,-39.553
50.27,-51.823
50.63,-35.906
51.34,-55.345
51.53,-53.788
51.7,-38.577
52.38,-36.793
52.85,-43.58
53.08,-54.461
53.29,-53.284
53.46,-43.343
54.1,-37.762
54.66,-50.939
54.81,-51.033
55.02,-56.505
55.19,-43.948
55.83,-41.182
56.25,-45.013
56.47,-52.467
56.75,-54.602
56.9,-38.224
57.35,-54.051
57.56,-34.732
58.13,-53.918
58.23,-53.918
58.46,-52.693
58.65,-37.499
59.28,-37.111
59.74,-48.725
59.89,-55.04
60.19,-44.288
60.4,-39.939
60.78,-40.767
61.03,-34.645
61.46,-42.741
61.67,-45.108
61.89,-37.225
62.36,-44.074
62.56,-48.097
62.76,-36.867
63.2,-42.597
63.43,-46.672
63.64,-43.461
63.84,-39.207
63.93,-38.898
64.26,-36.775
64.47,-38.828
64.67,-42.888
64.97,-42.633
65.29,-35.873
65.74,-34.804
66.17,-34.391
66.61,-47.898
66.84,-38.29
66.97,-39.159
67.14,-42.281
67.28,-40.454
67.37,-39.304
67.49,-36.434
67.56,-38.713
68.37,-50.846
68.59,-53.659
68.77,-44.78
68.99,-40.709
69.45,-56.505
69.56,-62.01
69.62,-36.867
70.34,-55.192
70.54,-55.502
70.74,-41.554
71.03,-48.871
71.42,-37.342
71.89,-49.247
72.11,-56.867
72.29,-50.574
72.5,-38.117
73.16,-33.382
73.84,-51.033
74.05,-50.939
74.26,-34.602
74.86,-34.66
75.31,-49.02
75.48,-35.84
75.62,-32.247
75.9,-33.494
76.54,-35.361
76.98,-57.054
77.14,-42.851
77.41,-45.907
77.59,-36.107
78.21,-34.531
78.78,-72.247
78.9,-45.013
79.01,-38.224
79.1,-35.533
79.33,-42.888
79.43,-43.741
79.52,-41.151
79.74,-44.78
79.82,-40.398
79.92,-33.723
80.42,-62.01
80.46,-57.64
80.56,-40.454
80.96,-40.071
81.07,-42.01
81.17,-36.979
81.59,-43.421
82.14,-58.945
82.46,-36.793
82.97,-49.885
83.31,-36.382
83.89,-61.061
84.15,-43.99
84.66,-39.628
85.03,-35.222
85.57,-54.185
85.86,-34.775
86.35,-46.447
86.55,-50.846
86.75,-33.507
87.44,-55.823
87.58,-35.565
88.08,-43.99
88.44,-38.29
88.98,-62.01
89.1,-42.144
89.42,-56.684
89.53,-35.597
90.12,-34.185
90.6,-43.074
90.8,-45.399
91.0,-47.898
91.12,-60.482
91.18,-36.523
91.83,-36.793
91.95,-38.852
92.4,-62.01
92.52,-50.755
92.85,-53.659
92.95,-36.594
93.47,-54.185
93.56,-58.053
94.06,-53.162
94.23,-41.779
94.66,-40.152
94.75,-35.345
95.06,-36.09
95.29,-38.224
95.73,-52.808
95.83,-57.245
95.93,-42.316
96.15,-50.664
96.34,-36.523
96.95,-34.674
97.61,-45.498
97.84,-50.755
98.03,-39.063
98.64,-35.146
99.2,-65.7
99.29,-45.855
99.54,-52.693
99.71,-35.533
100.32,-35.989
100.85,-61.366
100.96,-43.304
101.39,-35.486
101.51,-35.345
101.72,-50.574
101.78,-35.011
102.04,-35.502
102.47,-50.137
102.65,-42.385
102.93,-36.886
103.27,-30.484
103.41,-42.999
104.18,-46.336
104.39,-40.913
104.61,-37.948
105.28,-46.065
105.48,-34.588
105.92,-47.767
106.17,-39.207
106.49,-43.54
106.58,-43.265
106.66,-42.925
106.77,-37.906
107.17,-42.597
107.61,-45.399
107.85,-52.247
108.03,-47.575
