Time, Value
0.957813057220459,1
16.082207925613403,4
23.224992047683717,5
30.68256794468689,6
35.75337916212463,7
41.3483030743866,7
41.86395602288818,7
41.89795618119812,7
41.93395619454956,7
41.96395616593933,7
45.8332809256134,6
51.70152598092651,7
54.4945790038147,7
55.01347010871887,7
62.113179102996824,7
65.6147569256134,6
70.8918000705719,7
76.66787190463256,5
83.5817010705719,6
89.36917106103516,7
94.55853588746643,7
99.19906094850158,7
102.2727640667572,6
108.4589779961853,7
110.08009508773803,5
111.67836014686584,6
115.42099293705749,7
118.11617409727478,4
126.64569591989135,5
131.86603609918214,3
135.19996510490418,5
140.81388383024597,4
147.6325799885559,7
150.27076591607667,7
155.65796385313416,6
158.94629290653992,7
164.60584406103516,5
171.08953778637695,6
175.54126894659424,7
182.0698820705719,6
185.98108204005433,7
190.4207691564026,7
196.7072770076294,6
204.95244412779235,7
