Time, Value
0.06399991035461426,1
13.720936093460082,3
16.742188114440918,4
23.898362207901002,5
28.91396512397766,4
32.573955948501585,3
40.96313708201599,1
46.05154502479553,3
53.90455702098083,2
58.683958032424925,3
62.811825792099,4
75.8394391335144,3
84.64545499046325,2
90.14377517547608,4
96.21228188937378,5
103.93127089509582,4
110.24156903242492,6
114.68298905722045,5
119.41712084741211,3
128.12132492370606,4
134.46343209536744,5
140.3148151850128,3
149.11399110108948,2
154.5313789370575,3
162.47812186839295,4
166.68559894659424,5
173.89256396185303,6
180.46440003814698,4
187.5649410858307,3
194.43995918692016,4
198.17728590463256,5
