Name,Title,Impro,Impro_stnd,Move,Move_stnd,Pleasure,Pleasure_stnd,Meaning,Meaning_stnd,Elevating,Elevating_stnd,Carefree,Carefree_stnd,Expression,Expression_stnd,Technique,Technique_stnd,Harmony,Harmony_stnd
Buleria - IMP2,Day2,4.00,-0.50,5.00,1.41,4.00,0.75,1.00,-1.12,1.75,-0.33,7.00,1.19,3.00,0.82,1.00,-1.03,1.00,-0.50
Seguirya - IMP2,Day2,4.00,-0.50,1.00,-1.41,3.00,-0.50,3.00,1.12,2.38,0.85,5.00,-1.19,1.00,-1.22,3.00,0.69,1.00,-0.50
Solea - IMP1_2,Day2,7.00,2.00,4.00,0.71,4.00,0.75,3.00,1.12,2.62,1.33,6.33,0.40,3.00,0.82,4.00,1.54,4.00,2.00
Solea - IMP2,Day2,4.00,-0.50,3.00,0.00,4.00,0.75,2.00,0.00,1.75,-0.33,6.67,0.79,1.00,-1.22,1.00,-1.03,1.00,-0.50
Guajira - IMP2,Day2,4.00,-0.50,2.00,-0.71,2.00,-1.75,1.00,-1.12,1.12,-1.52,5.00,-1.19,3.00,0.82,2.00,-0.17,1.00,-0.50
mean,Day2,4.60,0.00,3.00,0.00,3.40,0.00,2.00,0.00,1.93,-0.00,6.00,0.00,2.20,-0.00,2.20,-0.00,1.60,-0.00
std,Day2,1.10,0.91,1.29,0.91,0.73,0.91,0.82,0.91,0.48,0.91,0.77,0.91,0.89,0.91,1.06,0.91,1.10,0.91
