,Name,Duration,Participant,Music_Imp,Dance_Imp,Baile_Level,Guitarra_Level,Step,Imp_subj,Imp_avg,Flow_subj,Flow_avg,CTW,LZ,Assigned_Cat,Rounds,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Abs_Av,Perf_Av,SFS,Dance_mode,Music_mode,Palo,MIR_entropy,MIR_entropy_avg,MIR_rms,MIR_rms_avg,MIR_novelty,MIR_novelty_avg,var_entropy,var_entropy_avg,MIR_entropy,MIR_entropy_avg,MIR_rms,MIR_rms_avg,MIR_novelty,MIR_novelty_avg,var_entropy,var_entropy_avg,LZ,CTW,LZ_avg,CTW_avg,p_LZ,p_CTW,p_LZ_avg,p_CTW_avg,p_MIR_entropy,p_MIR_entropy_avg,p_MIR_rms,p_MIR_rms_avg,p_MIR_novelty,p_MIR_novelty_avg,p_var_entropy,p_var_entropy_avg,g_LZ,g_CTW,g_LZ_avg,g_CTW_avg,g_MIR_entropy,g_MIR_entropy_avg,g_MIR_rms,g_MIR_rms_avg,g_MIR_novelty,g_MIR_novelty_avg,g_var_entropy,g_var_entropy_avg,annot_frac,Condition,Pair,Condition_order,p_LZ_Av,p_CTW_Av
10,P3_D5_G1_M5_R1_T1,10.6,P3,MI,DI,Z3,A2,2.27,3.825072854566274,4.805555555555555,3.3482184040237573,5.131578947368421,0.09658932426347117,0.0829743815255892,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7248130362582281,0.7246247009487782,0.006800982061782187,0.008552928712222801,0.19045374759652936,0.3155787177192854,51.9341486985689,51.727404319257666,0.7248130362582281,0.7246247009487782,0.006800982061782187,0.008552928712222801,0.19045374759652936,0.3155787177192854,51.9341486985689,51.727404319257666,0.0829743815255892,0.09658932426347117,0.16838918603722516,0.21780164004117014,0.1066813476757575,0.13522736701080199,0.14099406184047486,0.18267551642255497,0.7644299747854052,0.8014427468260309,0.004269833773634153,0.005508020122987453,0.22116148314625408,0.3975775687881136,19.220712405177064,15.44887722180936,0.3088878236624875,0.36234926422024616,0.1607009361789275,0.2797503466033338,0.7644299747854052,0.6673190320001422,0.004269833773634153,0.0016497109971077431,0.5772275472088433,0.5272054292445313,16.937845174225988,15.052602436922825,,D5_M5,P3_D5,3.0,,
11,P3_D5_G1_M5_R1_T1,10.8,P3,MI,DI,Z3,A2,2.28,3.949403686043067,4.805555555555555,2.4223291434134966,5.131578947368421,0.24393203875136785,0.19244478404254306,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7474240834574309,0.7246247009487782,0.010225266893459463,0.008552928712222801,0.29886352756373563,0.3155787177192854,52.41220417239084,51.727404319257666,0.7474240834574309,0.7246247009487782,0.010225266893459463,0.008552928712222801,0.29886352756373563,0.3155787177192854,52.41220417239084,51.727404319257666,0.19244478404254306,0.24393203875136785,0.16838918603722516,0.21780164004117014,0.05857015166512177,0.06396602402929824,0.14099406184047486,0.18267551642255497,0.7879170482311587,0.8014427468260309,0.0055061030976490885,0.005508020122987453,0.5021496115548576,0.3975775687881136,18.27738862451648,15.44887722180936,0.12271841301263613,0.24236243300027424,0.1607009361789275,0.2797503466033338,0.7879170482311587,0.6673190320001422,0.0055061030976490885,0.0016497109971077431,0.5189055142232636,0.5272054292445313,13.808899121674791,15.052602436922825,,D5_M5,P3_D5,3.0,,
12,P3_D5_G1_M5_R1_T1,11.4,P3,MI,DI,Z3,A2,2.29,2.307560826103032,4.805555555555555,2.987688739343834,5.131578947368421,0.1378851815394957,0.1234156767229352,IMP0,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7445930305143998,0.7246247009487782,0.007506461310022325,0.008552928712222801,0.27748579790428834,0.3155787177192854,51.555802090625434,51.727404319257666,0.7445930305143998,0.7246247009487782,0.007506461310022325,0.008552928712222801,0.27748579790428834,0.3155787177192854,51.555802090625434,51.727404319257666,0.1234156767229352,0.1378851815394957,0.16838918603722516,0.21780164004117014,0.15618707110699145,0.17372813800729273,0.14099406184047486,0.18267551642255497,0.7816169551240341,0.8014427468260309,0.00525219481724479,0.005508020122987453,0.31509257371506083,0.3975775687881136,18.876382243783038,15.44887722180936,0.0041835822617944,0.0004299302129161,0.1607009361789275,0.2797503466033338,0.7816169551240341,0.6673190320001422,0.00525219481724479,0.0016497109971077431,0.4245738715287367,0.5272054292445313,11.229711169145562,15.052602436922825,,D5_M5,P3_D5,3.0,,
13,P3_D5_G1_M5_R1_T1,10.5,P3,MI,DI,Z2,A2,2.3,2.4474322244928786,4.805555555555555,4.3052500649842775,5.131578947368421,0.3530921049869274,0.31097961479338476,IMP0,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7710858326380043,0.7246247009487782,0.014125943197765809,0.008552928712222801,0.19250797355637445,0.3155787177192854,54.30439067657485,51.727404319257666,0.7710858326380043,0.7246247009487782,0.014125943197765809,0.008552928712222801,0.19250797355637445,0.3155787177192854,54.30439067657485,51.727404319257666,0.31097961479338476,0.3530921049869274,0.16838918603722516,0.21780164004117014,0.30330971398009504,0.41813826030828416,0.14099406184047486,0.18267551642255497,0.800690966638101,0.8014427468260309,0.011322263204498655,0.005508020122987453,0.19017330571630295,0.3975775687881136,22.034100623397666,15.44887722180936,0.03207413067375717,0.05181209219354604,0.1607009361789275,0.2797503466033338,0.800690966638101,0.6673190320001422,0.011322263204498655,0.0016497109971077431,0.6153577588857626,0.5272054292445313,12.254108467552333,15.052602436922825,,D5_M5,P3_D5,3.0,,
14,P3_D5_G1_M5_R1_T1,8.8,P3,MI,DI,Z2,A1,2.31,2.7707651106950024,4.805555555555555,4.6721996087493345,5.131578947368421,0.5494251743814372,0.3671093434724598,IMP0,3.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7954028010023654,0.7246247009487782,0.016114981228067825,0.008552928712222801,0.22930283739205062,0.3155787177192854,54.30465652021061,51.727404319257666,0.7954028010023654,0.7246247009487782,0.016114981228067825,0.008552928712222801,0.22930283739205062,0.3155787177192854,54.30465652021061,51.727404319257666,0.3671093434724598,0.5494251743814372,0.16838918603722516,0.21780164004117014,0.2782082204093285,0.3919281894476092,0.14099406184047486,0.18267551642255497,0.8275040255469752,0.8014427468260309,0.010895485171063053,0.005508020122987453,0.31763387040385344,0.3975775687881136,21.51857501738442,15.44887722180936,0.15897612594818775,0.24483655227967113,0.1607009361789275,0.2797503466033338,0.8275040255469752,0.6673190320001422,0.010895485171063053,0.0016497109971077431,0.59274187386257,0.5272054292445313,16.0008545668565,15.052602436922825,,D5_M5,P3_D5,3.0,,
15,P3_D5_G1_M5_R1_T1,15.9,P3,MI,DI,Z3,A1,2.32,4.914616256476347,4.805555555555555,6.080674424579712,5.131578947368421,0.7362045707143033,0.6944746554578728,IMP1,6.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.8057250048993853,0.7246247009487782,0.023479618905078437,0.008552928712222801,0.28539659609106494,0.3155787177192854,54.29136717529154,51.727404319257666,0.8057250048993853,0.7246247009487782,0.023479618905078437,0.008552928712222801,0.28539659609106494,0.3155787177192854,54.29136717529154,51.727404319257666,0.6944746554578728,0.7362045707143033,0.16838918603722516,0.21780164004117014,0.3739076646478758,0.45342239091087,0.14099406184047486,0.18267551642255497,0.8383989157938502,0.8014427468260309,0.01623373118297382,0.005508020122987453,0.3315964659323489,0.3975775687881136,20.83386179530329,15.44887722180936,0.1793710894744355,0.30253794960567004,0.1607009361789275,0.2797503466033338,0.8383989157938502,0.6673190320001422,0.01623373118297382,0.0016497109971077431,0.5060232262592259,0.5272054292445313,15.487285296486787,15.052602436922825,,D5_M5,P3_D5,3.0,,
16,P3_D5_G1_M5_R1_T1,5.4,P3,MI,DI,Z3,A1,2.33,6.330207244256108,4.805555555555555,6.673556937674528,5.131578947368421,0.9401694403019208,0.4915709157608437,IMP2,2.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7808025836912245,0.7246247009487782,0.02513171795942695,0.008552928712222801,1.037400345002471,0.3155787177192854,55.56485193661037,51.727404319257666,0.7808025836912245,0.7246247009487782,0.02513171795942695,0.008552928712222801,1.037400345002471,0.3155787177192854,55.56485193661037,51.727404319257666,0.4915709157608437,0.9401694403019208,0.16838918603722516,0.21780164004117014,0.4999380802844325,1.0633446172183616,0.14099406184047486,0.18267551642255497,0.8178196630074305,0.8014427468260309,0.02080263962087505,0.005508020122987453,0.955896097734392,0.3975775687881136,23.272710814712447,15.44887722180936,0.010458955654486,0.0050842308176446,0.1607009361789275,0.2797503466033338,0.8178196630074305,0.6673190320001422,0.02080263962087505,0.0016497109971077431,0.9129958844040508,0.5272054292445313,14.240644450004783,15.052602436922825,,D5_M5,P3_D5,3.0,,
17,P3_D1_G1_M1_R1_T1,12.8,P3,MI,DI,Z2,A2,2.34,5.0,4.325,2.0577933570156492,4.040816326530612,0.003174102324663075,0.0067983211754159,IMP2,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.673792263582833,0.7552472589148073,0.0029509853077686644,0.01272378986524938,0.1751191499402237,0.28647325390685696,50.05351682232989,52.96057679527599,0.673792263582833,0.7552472589148073,0.0029509853077686644,0.01272378986524938,0.1751191499402237,0.28647325390685696,50.05351682232989,52.96057679527599,0.0067983211754159,0.003174102324663075,0.19618976493818155,0.25113776114861847,0.0041835822617944,0.0004299302129161,0.15893942785817194,0.1908633108249326,0.8717548396270213,0.8262300229524302,0.0003302304259062918,0.006702287027503144,0.21900275528434712,0.34007788782144943,11.85306408604166,18.93391128140073,0.0529920419827292,0.06695232022517987,0.1489942454639063,0.23576870104035705,0.8717548396270213,0.645834609837403,0.0003302304259062918,0.004008178832495525,0.31957117324902695,0.41106267873595115,17.036059386978206,17.707159125305974,,D1_M1,P3_D1,4.0,,
18,P3_D1_G1_M1_R1_T1,12.3,P3,MI,DI,Z2,A2,2.35,5.811428791453458,4.325,4.034339987114386,4.040816326530612,0.0014063531037902999,0.005229477827243,IMP2,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.6800819217846109,0.7552472589148073,0.0037247966093888136,0.01272378986524938,0.3216608073875177,0.28647325390685696,49.95740077789752,52.96057679527599,0.6800819217846109,0.7552472589148073,0.0037247966093888136,0.01272378986524938,0.3216608073875177,0.28647325390685696,49.95740077789752,52.96057679527599,0.005229477827243,0.0014063531037902999,0.19618976493818155,0.25113776114861847,0.0041835822617944,0.0004299302129161,0.15893942785817194,0.1908633108249326,0.8506148409322378,0.8262300229524302,0.0005287892950920996,0.006702287027503144,0.4668041957011959,0.34007788782144943,13.28070970943743,18.93391128140073,0.041138558907645034,0.06919564951441513,0.1489942454639063,0.23576870104035705,0.8506148409322378,0.645834609837403,0.0005287892950920996,0.004008178832495525,0.40623742864778223,0.41106267873595115,16.799861100487252,17.707159125305974,,D1_M1,P3_D1,4.0,,
19,P3_D1_G1_M1_R1_T1,12.0,P3,MI,DI,Z2,A3,2.36,4.41101206651158,4.325,4.390683604753282,4.040816326530612,0.1321776684510087,0.09151586197675277,IMP1,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.7303630093456057,0.7552472589148073,0.007071804068749959,0.01272378986524938,0.2752543691984618,0.28647325390685696,52.630161439272584,52.96057679527599,0.7303630093456057,0.7552472589148073,0.007071804068749959,0.01272378986524938,0.2752543691984618,0.28647325390685696,52.630161439272584,52.96057679527599,0.09151586197675277,0.1321776684510087,0.19618976493818155,0.25113776114861847,0.1708296090232719,0.21423545046539103,0.15893942785817194,0.1908633108249326,0.8092587135579545,0.8262300229524302,0.003948610229061737,0.006702287027503144,0.306810038201927,0.34007788782144943,20.491465638490663,18.93391128140073,0.0822771178152901,0.1396206035217303,0.1489942454639063,0.23576870104035705,0.8092587135579545,0.645834609837403,0.003948610229061737,0.004008178832495525,0.35381084908548477,0.41106267873595115,17.49940518425625,17.707159125305974,,D1_M1,P3_D1,4.0,,
20,P3_D1_G1_M1_R1_T1,11.9,P3,MI,DI,Z3,A3,2.37,4.964017954151569,4.325,4.297359433345633,4.040816326530612,0.26395820182034446,0.22643638991962262,IMP1,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.7663264475428136,0.7552472589148073,0.013775111397867669,0.01272378986524938,0.217479656920106,0.28647325390685696,54.630193029301886,52.96057679527599,0.7663264475428136,0.7552472589148073,0.013775111397867669,0.01272378986524938,0.217479656920106,0.28647325390685696,54.630193029301886,52.96057679527599,0.22643638991962262,0.26395820182034446,0.19618976493818155,0.25113776114861847,0.3153375129827539,0.38214631548622163,0.15893942785817194,0.1908633108249326,0.8062313872964324,0.8262300229524302,0.008722964333594955,0.006702287027503144,0.24509203616988434,0.34007788782144943,22.039254031724802,18.93391128140073,0.1516548569900475,0.19262720909960956,0.1489942454639063,0.23576870104035705,0.8062313872964324,0.645834609837403,0.008722964333594955,0.004008178832495525,0.3337063776210639,0.41106267873595115,17.92627878881862,17.707159125305974,,D1_M1,P3_D1,4.0,,
21,P3_D1_G1_M1_R1_T1,11.5,P3,MI,DI,Z3,A1,2.38,3.845009675275276,4.325,4.515073602594567,4.040816326530612,0.23227525912077204,0.17780224612626255,IMP1,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.7627436013365074,0.7552472589148073,0.013573851456002603,0.01272378986524938,0.4452787644927428,0.28647325390685696,53.117661257968706,52.96057679527599,0.7627436013365074,0.7552472589148073,0.013573851456002603,0.01272378986524938,0.4452787644927428,0.28647325390685696,53.117661257968706,52.96057679527599,0.17780224612626255,0.23227525912077204,0.19618976493818155,0.25113776114861847,0.2196380687442067,0.2592863504299819,0.15893942785817194,0.1908633108249326,0.8236819672666252,0.8262300229524302,0.008408243842687317,0.006702287027503144,0.533200008560313,0.34007788782144943,18.809104309807122,18.93391128140073,0.15758159852758954,0.2066281018434125,0.1489942454639063,0.23576870104035705,0.8236819672666252,0.645834609837403,0.008408243842687317,0.004008178832495525,0.4024861476626011,0.41106267873595115,18.260216181981395,17.707159125305974,,D1_M1,P3_D1,4.0,,
