,Name,Assigned_t,Rater,FLOW,t_var,t_LZ_guitar_zd,t_LZ_drum,t_var_drum,t_var_guitar_zd,t_LZ,IMPRO,Artist,Participant,Dance_mode,Music_mode,Palo,Condition,Pair
72,P10_D6_G5_M6_R1_T1,0.5,P10,5.5,56.801723453166694,0.23323471109503854,0.14956306585915025,24.575096882215764,53.93160360191106,0.18826120178074862,,P,P10,D6,M6,R1,D6_M6,P10_G5
73,P10_D6_G5_M6_R1_T1,0.6,G5,3.0,51.95187380557533,0.03765224035614967,0.0041835822617944,14.599268272960055,52.73693142391551,0.0048808459720934665,,G,P10,D6,M6,R1,D6_M6,P10_G5
74,P10_D6_G5_M6_R1_T1,0.8,G5,3.6666666666666665,55.0702249382052,0.17222413644387,0.06798321175415921,20.765412110117083,52.95657941834545,0.09691965573157059,3.3333333333333335,G,P10,D6,M6,R1,D6_M6,P10_G5
75,P10_D6_G5_M6_R1_T1,0.8,P10,5.0,55.0702249382052,0.17222413644387,0.06798321175415921,20.765412110117083,52.95657941834545,0.09691965573157059,3.0,P,P10,D6,M6,R1,D6_M6,P10_G5
76,P10_D6_G5_M6_R1_T1,0.9,G5,4.0,54.49514792657894,0.17780224612626258,0.06379962949236476,21.06899443229978,52.82599015526554,0.06170783836146755,4.5,G,P10,D6,M6,R1,D6_M6,P10_G5
77,P10_D6_G5_M6_R1_T1,0.9,P10,7.0,54.49514792657894,0.17780224612626258,0.06379962949236476,21.06899443229978,52.82599015526554,0.06170783836146755,1.0,P,P10,D6,M6,R1,D6_M6,P10_G5
78,P10_D6_G5_M6_R1_T1,1.0,G5,4.0,57.15581779019393,0.4119018324004221,0.23645955575517175,24.512631127646518,53.99853899803133,0.3102086020368041,4.5,G,P10,D6,M6,R1,D6_M6,P10_G5
79,P10_D6_G5_M6_R1_T1,1.0,P10,7.0,57.15581779019393,0.4119018324004221,0.23645955575517175,24.512631127646518,53.99853899803133,0.3102086020368041,1.0,P,P10,D6,M6,R1,D6_M6,P10_G5
80,P10_D6_G5_M6_R1_T2,0.1,G5,4.0,53.071682288573015,0.03137686696345807,0.06763457989900966,19.255739524108908,51.69818117534853,0.06135920650631804,,G,P10,D6,M6,R1,D6_M6,P10_G5
81,P10_D6_G5_M6_R1_T2,0.1,P10,7.0,53.071682288573015,0.03137686696345807,0.06763457989900966,19.255739524108908,51.69818117534853,0.06135920650631804,1.0,P,P10,D6,M6,R1,D6_M6,P10_G5
82,P10_D6_G5_M6_R1_T2,0.2,G5,5.0,56.51858955528172,0.08506617265648636,0.19872015743523466,24.32736144859996,53.31113167844472,0.17849950983656163,,G,P10,D6,M6,R1,D6_M6,P10_G5
83,P10_D6_G5_M6_R1_T2,0.4,P10,5.0,56.35466982933906,0.4072020068146563,0.2405559800531788,24.14035829473782,54.095829592908764,0.33468658094355314,,P,P10,D6,M6,R1,D6_M6,P10_G5
84,P10_D6_G5_M6_R1_T2,0.5,P10,6.5,56.46437737628382,0.30749329624188937,0.11191082550300055,24.46042157954595,53.65175437833558,0.22486754657144975,,P,P10,D6,M6,R1,D6_M6,P10_G5
85,P10_D6_G5_M6_R1_T2,0.6,G5,6.0,52.65263020931235,0.041835822617944135,0.01882612017807485,17.428983418778152,52.67214002440554,0.016734329047177633,,G,P10,D6,M6,R1,D6_M6,P10_G5
86,P10_D6_G5_M6_R1_T2,0.8,G5,3.5,55.17860124950971,0.14293906061130912,0.08157985410499105,19.648774382261138,52.68438044583436,0.121323885592038,,G,P10,D6,M6,R1,D6_M6,P10_G5
87,P10_D6_G5_M6_R1_T2,0.8,P10,4.0,55.17860124950971,0.14293906061130912,0.08157985410499105,19.648774382261138,52.68438044583436,0.121323885592038,2.0,P,P10,D6,M6,R1,D6_M6,P10_G5
88,P10_D6_G5_M6_R1_T2,0.9,G5,5.0,54.20011334755543,0.1830317239535056,0.08785522749768265,20.97718424868038,53.7542534608595,0.1024977654139631,3.0,G,P10,D6,M6,R1,D6_M6,P10_G5
89,P10_D6_G5_M6_R1_T2,0.9,P10,6.0,54.20011334755543,0.1830317239535056,0.08785522749768265,20.97718424868038,53.7542534608595,0.1024977654139631,1.0,P,P10,D6,M6,R1,D6_M6,P10_G5
90,P10_D6_G5_M6_R1_T2,1.0,G5,5.0,56.78171759776433,0.41934378161611413,0.2230808083138084,24.097993385016043,53.86772947064893,0.3510387558418169,4.0,G,P10,D6,M6,R1,D6_M6,P10_G5
91,P10_D6_G5_M6_R1_T2,1.0,P10,6.0,56.78171759776433,0.41934378161611413,0.2230808083138084,24.097993385016043,53.86772947064893,0.3510387558418169,1.0,P,P10,D6,M6,R1,D6_M6,P10_G5
92,P10_D6_G5_M6_R2_T1,0.1,P10,7.0,51.348633450421595,0.031028235108308534,0.00502029871415328,2.4039035047644353,49.976440494878794,0.0062753733926916,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
93,P10_D6_G5_M6_R2_T1,0.4,P10,6.0,57.39657559091188,0.42086837553651807,0.2907589671947118,24.35871349702386,53.74825241894373,0.4413679286193107,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
94,P10_D6_G5_M6_R2_T1,0.5,P10,6.0,54.506723100398744,0.2501782192553059,0.32370467750634274,24.869141039437576,52.953727450964166,0.2313520990772311,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
95,P10_D6_G5_M6_R2_T1,0.6,P10,6.0,51.52254221805674,0.015060896142459859,0.0041835822617944,5.714938169588564,50.583797161828514,0.013805821463921541,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
96,P10_D6_G5_M6_R2_T1,0.8,P10,6.0,54.892098670879456,0.1326195576988829,0.10542627299721921,22.071621394796903,52.781801392451506,0.11086492993755193,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
97,P10_D6_G5_M6_R2_T1,0.9,P10,6.0,54.89146820859421,0.2367907560175638,0.1547925436863933,21.560464300252555,53.094934878920526,0.24222941295789657,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
98,P10_D6_G5_M6_R2_T1,1.0,P10,6.0,54.055514280126275,0.24738506286287262,0.23607025018358815,24.35428349843905,51.98048379123939,0.22727378996385436,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
99,P10_D6_G5_M6_R2_T2,0.1,P10,7.0,51.31250383545792,0.019244478404254257,0.0041835822617944,5.346808229771672,50.12442474870248,0.0062753733926916,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
100,P10_D6_G5_M6_R2_T2,0.5,P10,5.0,56.556745764296124,0.5057950954509447,0.40633042717678247,24.483295856770603,53.969428667187,0.5388453953191206,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
101,P10_D6_G5_M6_R2_T2,0.6,P10,7.0,50.125940689500794,0.00753044807122992,0.0041835822617944,2.791715833485045,50.080973241605776,0.0041835822617944,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
102,P10_D6_G5_M6_R2_T2,0.8,P10,3.0,55.421602790304895,0.274861354599893,0.11295672106844915,22.59355619992539,53.39321790091809,0.1991385156614141,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
103,P10_D6_G5_M6_R2_T2,0.9,P10,6.0,54.45178489155213,0.14684373738898387,0.17361866386446817,21.923186342472924,53.223386827444166,0.15688433481729053,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
104,P10_D6_G5_M6_R2_T2,1.0,P10,7.0,56.23484814089636,0.3704352913705864,0.22929365534117427,23.761252158379193,53.86640973210727,0.37036556499955653,1.0,P,P10,D6,M6,R2,D6_M6,P10_G5
105,P11_D0_G6_M6_R1_T1,0.1,G6,4.5,51.31970161236834,0.033468658094355265,0.2579875728106555,16.797019980222032,48.235393295264224,0.045322141169439424,,G,P11,D0,M6,R1,D0_M6,P11_G6
106,P11_D0_G6_M6_R1_T1,0.2,G6,4.5,52.519046637393856,0.1098190343721033,0.0407899270524955,14.266803594293364,51.43988376339317,0.1255074678538324,,G,P11,D0,M6,R1,D0_M6,P11_G6
107,P11_D0_G6_M6_R1_T1,0.4,G6,4.5,53.046446642660655,0.17989403725715974,0.181985828388057,18.528166657204423,52.55988719429547,0.19976605300068326,,G,P11,D0,M6,R1,D0_M6,P11_G6
108,P11_D0_G6_M6_R1_T1,0.5,G6,4.5,52.40774699473047,0.16176518078938398,0.08297438152558921,13.698681767254719,51.937624978890284,0.15827886223788865,,G,P11,D0,M6,R1,D0_M6,P11_G6
109,P11_D0_G6_M6_R1_T1,0.6,G6,4.5,53.08270740484984,0.23114291996414138,0.11191082550300055,15.591429548528629,52.648329102385105,0.30644740067644083,4.0,G,P11,D0,M6,R1,D0_M6,P11_G6
110,P11_D0_G6_M6_R1_T1,0.8,G6,4.5,53.43035127177251,0.34932911885983353,0.42149591287578725,19.637355212070275,54.14146986215894,0.3249248889993661,4.5,G,P11,D0,M6,R1,D0_M6,P11_G6
111,P11_D0_G6_M6_R1_T1,0.9,G6,4.5,52.30429812261758,0.16943508160267373,0.1328287368119726,15.933925962469036,52.44109491290653,0.15060896142459884,4.5,G,P11,D0,M6,R1,D0_M6,P11_G6
112,P11_D0_G6_M6_R1_T1,1.0,G6,4.5,53.221074590955276,0.310819244140016,0.05431835882297202,9.496250395273863,52.674824540710034,0.33232285696563924,4.5,G,P11,D0,M6,R1,D0_M6,P11_G6
113,P11_D0_G6_M6_R2_T1,0.1,G6,5.0,50.60562756652149,0.01715268727335706,0.0967453398039958,14.719442024179678,47.156705198297864,0.034723732772893603,5.0,G,P11,D0,M6,R2,D0_M6,P11_G6
114,P11_D0_G6_M6_R2_T1,0.2,G6,5.0,51.12549341559435,0.037652240356149703,0.04392761374884127,12.58912872516301,50.11107966739519,0.08576343636678545,5.0,G,P11,D0,M6,R2,D0_M6,P11_G6
115,P11_D0_G6_M6_R2_T1,0.4,G6,5.0,51.44083535047116,0.046019404879738504,0.05700130831694887,13.86333367699524,50.935264227390036,0.11170164638991083,5.0,G,P11,D0,M6,R2,D0_M6,P11_G6
116,P11_D0_G6_M6_R2_T1,0.5,G6,5.0,52.32569259124836,0.209702060872445,0.1621138126445335,16.488766264129012,53.034663381077024,0.2138856431342394,5.0,G,P11,D0,M6,R2,D0_M6,P11_G6
117,P11_D0_G6_M6_R2_T1,0.6,G6,5.0,51.250284069322994,0.0998830265003416,0.02614738913621505,9.293479935225468,51.315793885016134,0.08157985410499102,5.0,G,P11,D0,M6,R2,D0_M6,P11_G6
118,P11_D0_G6_M6_R2_T1,0.8,G6,5.0,52.182237722757556,0.3027867661973707,0.22957407661596846,16.5981588264285,53.982550992233115,0.25153788349038914,5.0,G,P11,D0,M6,R2,D0_M6,P11_G6
119,P11_D0_G6_M6_R2_T1,0.9,G6,5.0,52.93653461883416,0.40319274048043663,0.15374664812094468,14.713213602874024,52.8491447663761,0.4387531897056892,5.0,G,P11,D0,M6,R2,D0_M6,P11_G6
