t_onset,int_onset
0.0,-74.746
0.09,-29.232
0.79,-10.228
1.55,-4.3328
8.07,-22.083
8.66,-23.885
9.26,-24.872
10.65,-19.137
11.24,-29.332
11.44,-25.013
22.12,-23.536
23.17,-21.27
23.37,-26.325
23.51,-25.881
23.95,-17.061
24.4,-28.639
25.05,-22.615
25.11,-22.928
30.62,-27.6
31.06,-30.502
31.2,-19.973
31.48,-20.144
31.86,-5.2972
31.91,-7.2896
32.3,-5.5476
32.41,-8.7377
32.5,-5.7154
32.59,-5.4701
32.69,-8.0001
32.79,-5.4572
32.97,-5.8297
33.07,-5.505
33.16,-5.5904
33.24,-18.395
33.34,-6.7128
33.44,-10.18
33.53,-5.3574
33.62,-15.44
33.73,-6.3007
33.84,-11.255
33.94,-5.8859
34.02,-15.134
34.13,-6.5699
34.26,-5.8365
34.37,-5.0799
34.55,-5.7832
34.64,-7.6536
34.76,-6.0567
34.83,-5.9936
34.93,-6.3057
35.04,-5.8713
35.13,-16.715
35.2,-5.3928
35.3,-5.2743
35.4,-5.9973
35.51,-5.7282
35.62,-5.4438
35.73,-6.6801
35.88,-5.9121
35.98,-5.2855
36.07,-8.073
36.17,-6.5029
36.26,-6.3161
36.35,-5.4766
36.45,-5.2209
36.57,-5.4845
36.75,-5.6465
36.87,-5.2398
37.07,-6.2996
37.16,-5.5788
37.34,-7.4082
37.53,-5.9683
37.74,-5.1186
37.86,-4.7862
38.05,-5.5456
38.27,-5.8557
38.45,-8.8647
38.56,-4.8731
38.65,-20.021
38.75,-5.286
39.11,-5.608
39.23,-8.9438
39.37,-5.8417
39.52,-5.9168
39.64,-5.921
39.76,-6.0919
39.9,-6.4415
40.04,-6.2909
40.14,-19.14
40.23,-5.9757
40.35,-5.7858
40.5,-4.8365
40.89,-5.9435
41.28,-5.8875
41.68,-5.9862
41.82,-5.778
41.94,-6.878
42.03,-5.8028
42.19,-8.8839
42.43,-5.7138
42.65,-5.3245
42.86,-5.7138
43.03,-5.6674
43.23,-5.5767
43.41,-5.7205
43.6,-6.9184
43.78,-5.2553
43.99,-5.4324
44.18,-5.2248
44.36,-5.6684
44.57,-5.4264
44.75,-5.9189
44.96,-5.4304
45.35,-5.4835
45.77,-5.6648
45.85,-5.4821
45.93,-4.9971
46.53,-4.9693
46.63,-5.1761
46.72,-5.0249
47.31,-5.3397
47.41,-4.9103
47.51,-5.3016
47.7,-6.1445
47.8,-7.1968
47.9,-7.1357
48.08,-5.8334
48.18,-5.7364
48.28,-4.2797
48.46,-5.1166
48.58,-8.283
48.67,-5.0799
48.86,-5.4831
48.95,-5.1061
49.07,-5.2952
49.24,-5.5893
49.35,-5.415
49.44,-5.1756
49.54,-9.6196
49.61,-5.5496
49.71,-5.3968
49.81,-5.1847
49.98,-5.7072
50.17,-5.5365
50.35,-5.2316
50.56,-5.5934
50.67,-4.9365
50.75,-5.7487
50.84,-5.3128
50.96,-7.3481
51.05,-5.7338
51.13,-5.5626
51.21,-5.5762
51.33,-9.9258
51.41,-5.793
51.5,-4.7029
51.6,-6.0031
51.71,-9.2213
51.79,-5.0956
51.88,-6.0567
51.97,-5.1219
52.08,-6.0812
52.17,-14.787
52.25,-5.4294
52.35,-5.3201
52.45,-9.2405
52.54,-6.0471
52.71,-5.1195
52.83,-5.1809
52.94,-4.9609
53.07,-10.11
53.18,-5.5813
53.32,-5.793
53.47,-5.5813
53.6,-5.4012
53.74,-5.3216
53.86,-5.6141
53.99,-6.13
54.12,-5.2796
54.23,-5.7966
54.35,-5.516
54.53,-5.234
