t_onset,int_onset
0.0,-30.266
0.73,-7.4206
1.5,-6.1364
2.48,-49.641
6.31,-48.871
6.81,-50.484
16.89,-48.725
42.34,-42.888
43.11,-43.865
58.43,-45.204
62.07,-36.226
65.87,-27.202
69.25,-30.171
69.59,-51.033
69.78,-34.322
70.76,-52.247
71.3,-44.553
79.93,-31.803
80.03,-43.58
82.24,-48.371
83.6,-41.491
84.2,-29.473
84.33,-43.906
84.49,-55.192
84.63,-30.755
84.98,-29.952
85.27,-42.42
86.5,-46.559
86.55,-46.447
86.78,-50.574
88.31,-34.405
100.64,-52.467
110.52,-23.956
110.57,-25.027
120.51,-35.486
127.35,-46.845
128.23,-51.619
129.13,-53.043
130.06,-48.871
130.97,-52.579
131.84,-54.185
132.75,-59.428
133.67,-49.641
141.26,-21.634
153.54,-52.808
154.36,-50.484
155.31,-45.959
156.23,-40.426
157.16,-52.139
157.27,-53.918
158.3,-37.519
159.37,-40.854
160.38,-51.619
162.35,-57.64
163.31,-51.128
164.27,-39.159
166.2,-42.705
168.3,-43.62
