t_onset,int_onset
0.0,-74.746
0.07,-33.621
0.88,-16.096
1.7,-18.566
7.57,-34.267
8.23,-38.968
9.5,-35.146
12.85,-38.852
16.56,-9.9466
16.98,-26.519
18.08,-34.732
19.2,-36.399
19.65,-33.826
20.4,-36.775
22.75,-30.188
22.91,-29.56
23.1,-33.984
23.19,-32.423
23.36,-31.917
23.53,-28.497
25.03,-32.512
25.31,-39.087
25.49,-31.69
29.16,-35.823
31.08,-26.071
31.97,-35.192
35.35,-31.302
35.56,-31.186
36.15,-35.906
36.23,-33.102
36.34,-32.022
47.03,-37.283
47.19,-31.98
47.28,-22.364
52.3,-39.628
57.67,-6.7791
58.26,-38.992
58.81,-17.929
59.28,-7.0888
59.82,-5.4726
60.13,-5.8271
60.37,-5.4965
60.64,-5.609
60.9,-5.49
61.13,-6.4015
61.41,-5.1487
61.64,-5.0937
61.88,-6.0063
62.34,-4.8032
66.51,-37.99
67.95,-36.979
68.39,-35.314
69.26,-34.936
70.63,-32.161
71.65,-27.088
71.98,-32.022
72.18,-10.747
72.34,-17.024
72.68,-5.6689
72.95,-6.2006
73.19,-5.7062
73.47,-5.4497
73.71,-5.285
73.96,-6.0802
74.22,-5.8178
74.46,-5.6699
74.7,-5.3441
74.94,-4.8824
75.17,-5.4393
75.65,-5.2539
77.25,-35.502
77.59,-24.057
77.82,-24.288
78.29,-18.314
78.67,-31.609
79.45,-38.875
83.01,-31.128
83.17,-26.752
83.25,-37.322
83.42,-27.575
83.71,-30.163
83.92,-13.553
84.18,-21.824
84.27,-29.057
84.55,-5.6313
85.06,-5.6455
85.31,-7.6548
85.54,-6.2022
85.77,-5.8484
85.99,-11.783
86.22,-7.1442
86.43,-7.5714
86.66,-5.9074
86.89,-5.7164
87.31,-5.4438
87.78,-6.1412
88.02,-5.7282
88.22,-5.0752
88.45,-5.673
88.66,-7.9649
88.88,-6.0716
89.08,-5.2011
89.3,-5.2923
89.54,-5.4264
89.94,-5.2122
90.36,-8.8039
90.58,-6.2223
90.72,-5.9006
90.88,-5.5596
91.11,-5.5798
91.31,-5.49
91.49,-8.1539
91.61,-5.514
91.74,-5.6101
91.96,-8.9127
92.14,-5.9941
92.31,-7.7643
92.43,-6.0264
92.56,-5.9646
92.78,-5.8303
93.01,-5.3973
93.18,-7.6664
93.29,-5.6806
93.44,-5.7734
93.59,-7.6389
93.72,-6.1865
93.88,-5.7508
94.02,-8.3777
94.15,-6.1995
94.29,-5.9593
94.44,-5.9393
94.59,-6.2516
94.75,-5.8349
94.9,-6.0402
95.05,-6.0392
95.2,-5.8339
95.34,-5.932
95.53,-5.6709
95.69,-5.3187
95.89,-5.7652
96.09,-5.6379
96.28,-5.8142
96.47,-6.2266
96.67,-5.5969
96.84,-5.777
97.01,-4.9646
97.2,-5.2607
97.51,-5.1819
97.85,-5.351
98.08,-6.2522
98.21,-5.1578
98.37,-5.497
98.56,-11.144
98.72,-6.0877
98.86,-5.4319
99.02,-5.7621
99.19,-5.8536
99.5,-5.7518
99.82,-5.5959
100.0,-5.9288
100.12,-5.8979
100.26,-6.1026
100.45,-6.9662
100.61,-5.8703
100.73,-5.7482
100.87,-5.9941
101.02,-9.6325
101.16,-5.7261
101.31,-6.0058
101.45,-5.4786
101.62,-10.087
101.75,-5.8132
101.88,-5.5045
102.03,-5.0742
102.18,-7.4318
102.31,-6.878
102.42,-5.6496
102.55,-5.7657
102.7,-10.742
102.83,-6.3216
102.93,-6.0021
103.08,-5.3505
103.24,-9.0913
103.38,-11.324
103.48,-6.2017
103.58,-5.8656
103.74,-13.69
103.86,-7.105
103.95,-6.6174
104.09,-6.7036
104.24,-9.9209
104.35,-6.0509
104.45,-6.1429
104.56,-5.5055
104.7,-10.814
104.81,-7.2761
104.92,-5.7585
105.03,-6.036
105.17,-10.986
105.28,-6.1423
105.38,-6.7071
105.48,-5.7718
105.63,-14.092
105.73,-5.4721
105.83,-5.7502
105.94,-5.8745
106.09,-11.289
106.2,-5.6106
106.29,-5.5195
106.4,-5.4721
106.57,-11.612
106.63,-5.3978
106.72,-5.7384
106.85,-5.7569
106.97,-14.114
107.04,-4.9778
107.15,-5.5667
107.27,-5.286
107.41,-5.2587
107.87,-5.4791
108.29,-5.7513
108.68,-5.6587
108.88,-5.4721
108.98,-5.024
109.12,-5.3731
109.52,-5.2728
109.91,-7.4525
110.21,-28.968
110.31,-6.3161
110.36,-7.3852
110.71,-5.0652
111.43,-15.085
111.72,-21.621
111.82,-29.811
111.93,-5.6735
112.29,-5.5868
121.79,-40.913
122.01,-40.796
122.12,-36.886
122.35,-31.865
122.67,-26.945
122.78,-24.249
123.42,-40.454
123.67,-19.897
124.08,-23.754
135.98,-23.086
136.35,-5.5737
136.83,-5.8828
137.05,-5.8854
137.26,-7.1387
137.39,-24.607
137.5,-6.8185
137.71,-5.9147
137.95,-6.8325
138.11,-5.5476
138.3,-9.5302
138.52,-5.921
138.75,-10.04
138.85,-6.2903
138.94,-7.6606
139.17,-5.6857
139.39,-5.962
139.59,-5.8781
139.78,-5.4017
140.22,-5.5893
140.68,-5.1809
141.13,-5.3192
141.65,-11.624
141.86,-5.509
141.99,-5.7718
142.11,-17.154
142.31,-5.4403
142.53,-5.1915
142.89,-5.5722
143.29,-11.379
143.53,-10.608
143.77,-7.8137
143.92,-22.512
144.19,-6.5462
144.37,-22.361
145.07,-5.7395
145.52,-5.8791
145.89,-10.822
147.34,-37.187
152.11,-39.782
153.48,-28.99
154.13,-38.51
154.83,-38.51
155.09,-25.588
155.59,-36.158
155.83,-21.185
156.18,-12.215
156.34,-15.565
156.53,-24.858
156.64,-24.341
157.17,-24.376
157.56,-4.9286
161.06,-41.304
161.43,-7.181
162.3,-36.904
165.26,-31.813
166.18,-35.906
166.38,-31.052
166.49,-27.537
167.1,-22.792
167.29,-30.396
167.47,-35.758
167.58,-27.728
168.09,-12.458
168.19,-23.441
168.52,-5.2379
168.98,-5.0918
169.44,-5.9053
169.89,-6.4671
170.31,-7.4156
170.78,-8.1974
171.25,-6.1439
171.3,-23.713
171.66,-4.929
172.14,-7.099
172.58,-6.0983
173.04,-7.6025
173.46,-7.8988
173.89,-8.547
174.31,-5.6506
174.74,-5.701
174.93,-6.0978
175.06,-5.6638
175.2,-5.8526
175.34,-6.309
175.46,-6.4137
175.59,-5.9815
175.73,-6.0567
175.86,-5.8266
175.99,-6.401
176.13,-5.8085
176.26,-6.2625
176.4,-5.3348
176.53,-6.2587
176.67,-5.8214
176.79,-6.2228
176.92,-6.1698
177.06,-5.8354
177.2,-7.041
177.33,-6.9567
177.46,-6.7537
177.58,-6.1719
177.74,-5.7698
177.87,-5.5999
178.13,-5.778
178.24,-5.3187
178.34,-6.1407
178.53,-5.5752
178.62,-5.9231
178.71,-6.3452
178.9,-5.9614
179.0,-10.847
179.09,-6.2538
179.25,-5.6633
179.35,-5.723
179.46,-5.8948
179.55,-6.1752
179.66,-6.4951
179.75,-6.0408
179.87,-6.5462
180.24,-5.5954
180.64,-5.9425
181.06,-5.6262
181.42,-5.8844
181.47,-5.9105
181.68,-20.077
181.88,-5.8323
182.27,-5.5275
182.66,-4.4568
183.07,-5.1636
183.47,-6.3722
183.72,-5.7646
183.96,-7.2284
184.01,-5.8489
184.29,-12.697
184.42,-31.854
184.48,-5.7205
184.61,-5.8661
184.72,-4.7706
185.13,-5.899
185.52,-5.7971
185.9,-13.821
186.04,-29.927
186.14,-29.592
186.49,-26.497
