t_onset,int_onset
0.0,-78.268
0.08,-36.175
0.89,-23.889
1.75,-18.106
3.9,-35.07
4.44,-6.466
5.3,-28.704
6.95,-24.464
7.37,-15.393
7.77,-6.2882
8.19,-6.8885
8.63,-20.741
9.02,-19.226
9.41,-19.585
9.82,-11.375
10.06,-27.275
10.26,-17.715
10.62,-6.5327
11.46,-18.81
11.68,-20.031
11.83,-19.522
12.22,-17.854
12.55,-8.842
12.65,-5.1554
12.85,-5.51
13.26,-5.418
13.65,-5.7056
13.87,-6.1725
14.08,-10.056
14.23,-5.7569
14.85,-5.8106
15.06,-5.952
15.22,-5.534
15.44,-9.4135
15.85,-31.639
16.01,-5.3653
16.45,-15.999
16.78,-5.487
17.37,-16.771
17.56,-5.8484
17.68,-8.4273
17.76,-6.3364
17.86,-5.4975
17.94,-5.3201
18.05,-5.6771
18.14,-5.1588
18.53,-5.8797
18.94,-5.3197
19.13,-5.3471
19.35,-20.649
19.51,-5.2782
19.91,-5.526
20.14,-9.1991
20.32,-8.4757
20.5,-5.672
21.05,-5.506
21.25,-5.7062
21.44,-5.9567
21.65,-12.893
22.2,-5.4274
22.94,-5.2719
23.54,-15.883
23.7,-8.3715
23.81,-12.698
23.88,-5.7159
23.97,-5.9372
24.06,-6.2958
24.16,-6.1251
24.27,-5.6628
24.63,-6.3309
25.02,-5.9741
25.51,-15.084
25.76,-5.776
26.16,-15.714
26.51,-5.8661
26.72,-5.489
26.9,-12.014
27.07,-7.9948
27.27,-11.049
27.44,-6.3595
27.64,-5.5929
27.83,-5.6531
28.02,-5.7225
28.22,-17.543
28.4,-6.0514
28.59,-5.2171
28.8,-8.2809
28.98,-7.3086
29.14,-5.9027
29.4,-10.181
29.51,-5.6004
29.63,-11.548
29.75,-6.847
29.88,-5.8059
30.02,-12.747
30.12,-6.0233
30.25,-5.4066
30.66,-5.4671
30.99,-4.8208
31.42,-17.309
31.7,-5.4636
32.43,-5.5858
32.61,-5.9011
32.82,-12.955
32.99,-6.3046
33.18,-8.6103
33.36,-8.4203
33.54,-5.7215
33.72,-5.5345
33.92,-5.604
34.13,-15.776
34.32,-8.2254
34.51,-5.6709
34.88,-9.0882
35.02,-5.6582
35.16,-7.9351
35.26,-8.9631
35.37,-5.5551
35.53,-7.7436
35.63,-7.2645
35.77,-5.5135
35.88,-6.0461
36.0,-6.0514
36.14,-5.2938
36.52,-5.3859
36.87,-5.0895
37.26,-5.6587
37.64,-10.198
38.02,-5.8489
38.37,-5.5265
38.49,-6.0935
38.65,-8.9156
38.75,-5.807
38.9,-8.8706
38.99,-5.7261
39.12,-5.2996
39.48,-7.3295
39.68,-5.2437
39.84,-5.515
40.4,-5.1559
40.62,-5.8927
40.98,-5.3089
41.56,-5.0657
41.68,-11.298
41.76,-5.8365
41.88,-6.0434
41.95,-7.5575
42.03,-6.9875
42.16,-5.7082
42.92,-12.054
43.16,-31.302
43.64,-5.6755
43.96,-20.772
44.45,-14.379
44.8,-5.2908
45.19,-5.3983
46.09,-34.503
47.75,-8.0054
48.66,-34.391
48.83,-33.57
49.64,-31.243
49.72,-10.106
49.9,-22.561
51.68,-25.568
52.05,-23.588
52.33,-25.179
52.81,-9.1961
54.01,-20.913
54.67,-31.7
54.78,-28.711
54.87,-21.326
55.22,-25.902
55.58,-28.849
55.98,-7.953
56.29,-21.576
56.35,-16.834
56.82,-21.956
57.2,-16.48
57.58,-7.6856
58.3,-10.179
58.77,-12.745
59.17,-5.641
59.51,-22.434
59.59,-10.223
59.99,-6.5377
60.38,-4.6123
60.79,-5.2219
61.0,-5.4037
61.11,-5.8391
61.23,-5.876
61.38,-8.0475
61.45,-6.2206
61.55,-5.5355
61.7,-8.1668
61.8,-6.0397
61.91,-6.1488
62.06,-11.36
62.18,-6.2587
62.29,-10.056
62.46,-16.617
62.58,-5.8349
62.68,-9.7751
62.82,-19.381
62.93,-6.0195
63.04,-6.3601
63.43,-5.9677
63.66,-5.7878
63.89,-5.3486
64.3,-6.1925
64.51,-5.7266
64.71,-5.6496
65.08,-5.808
65.52,-11.259
65.91,-5.3476
66.31,-5.1209
66.68,-7.7404
66.81,-6.1305
66.87,-12.301
66.96,-5.421
67.08,-5.8458
67.31,-5.7615
67.7,-5.9089
68.07,-13.022
68.27,-5.6552
68.66,-5.7569
69.01,-20.468
69.06,-18.863
69.43,-14.433
69.61,-17.436
69.71,-13.407
69.8,-5.8323
69.97,-9.489
70.09,-19.273
70.17,-5.5546
70.56,-10.309
70.91,-23.568
71.04,-21.016
71.17,-22.043
71.33,-20.535
72.14,-19.212
72.45,-19.475
74.57,-29.943
74.68,-25.71
75.04,-6.9893
75.3,-23.289
75.4,-23.289
75.48,-17.952
75.59,-24.757
75.79,-22.947
76.22,-13.987
76.66,-13.112
