t_onset,int_onset
0.0,-80.767
0.93,-31.195
2.62,-28.212
3.03,-25.938
3.39,-29.681
4.15,-28.783
5.46,-34.703
6.38,-29.02
7.23,-14.782
7.68,-29.473
8.12,-30.745
8.49,-19.322
8.98,-16.276
9.42,-33.407
9.63,-30.019
10.26,-27.917
10.74,-27.405
11.14,-30.379
11.36,-26.587
11.43,-33.321
11.5,-31.449
11.6,-23.778
11.85,-20.752
12.02,-20.81
12.95,-18.868
13.2,-24.652
13.44,-23.64
13.89,-23.476
14.35,-24.881
15.36,-34.091
15.65,-26.957
15.82,-23.721
16.17,-26.023
16.91,-30.764
17.61,-26.221
17.81,-25.923
17.94,-19.968
18.85,-24.725
19.31,-29.481
19.41,-33.333
19.66,-25.335
19.75,-26.397
19.86,-30.874
20.6,-34.308
21.41,-27.196
21.61,-28.96
21.78,-33.345
21.91,-27.581
22.06,-34.517
22.26,-29.576
22.35,-33.8
22.86,-28.322
23.11,-30.044
23.21,-28.849
23.29,-26.547
23.7,-32.501
23.96,-28.124
24.17,-14.808
24.51,-28.769
24.62,-14.782
24.84,-33.308
25.04,-29.641
25.48,-22.865
25.63,-18.399
25.92,-33.583
26.14,-33.138
26.48,-34.819
26.58,-29.356
26.73,-27.606
26.84,-14.325
27.34,-15.409
27.54,-32.983
27.74,-12.232
28.13,-26.712
28.21,-28.05
28.29,-29.521
28.43,-30.967
28.6,-19.329
29.03,-16.941
29.36,-31.589
29.72,-33.419
30.09,-32.161
30.34,-28.518
30.81,-21.191
31.19,-35.33
31.24,-12.996
31.42,-28.497
31.7,-25.624
31.83,-27.004
32.15,-13.995
32.63,-24.125
32.85,-31.081
33.05,-8.6662
33.5,-13.206
33.73,-28.233
33.8,-28.813
33.95,-7.3474
34.41,-18.668
34.86,-11.926
35.29,-12.443
35.74,-35.791
35.9,-25.767
36.08,-25.834
36.55,-7.7475
36.91,-15.618
37.39,-8.2706
37.53,-36.505
37.71,-28.798
37.82,-17.994
38.19,-19.47
38.58,-19.573
39.04,-7.0619
39.23,-18.773
39.85,-20.282
39.94,-15.173
40.25,-12.584
40.35,-9.4985
40.64,-16.591
40.73,-13.971
41.02,-18.494
41.38,-36.941
41.47,-32.866
41.6,-33.031
41.99,-7.947
42.19,-29.746
42.44,-6.6299
