,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.026923014640489698,0.0,3200.0,5
4.0,4.0,0.005982892142331044,-0.005235030624539664,0.0,0
8.0,8.0,0.03290590678282074,0.006730753660122424,1066.6666666666667,15
12.0,12.0,0.017948676426993132,-0.0037393075889569014,2666.6666666666665,6
16.0,16.0,0.05085458320981387,0.008226476695705184,640.0,25
20.0,20.0,0.0418802449963173,-0.0022435845533741415,842.1052631578947,19
24.0,24.0,0.04786313713864835,0.0014957230355827616,761.9047619047619,21
28.0,28.0,0.04487169106748283,-0.0007478615177913799,761.9047619047619,21
32.0,32.0,0.04487169106748283,0.0,800.0,20
36.0,36.0,0.035897352853986264,-0.0022435845533741415,1000.0,16
40.0,40.0,0.038888798925151784,0.0007478615177913799,888.8888888888889,18
44.0,44.0,0.038888798925151784,0.0,1000.0,16
48.0,48.0,0.0418802449963173,0.0007478615177913799,941.1764705882352,17
52.0,52.0,0.04487169106748283,0.0007478615177913817,842.1052631578947,19
56.0,56.0,0.038888798925151784,-0.0014957230355827616,1000.0,16
60.0,60.0,0.038888798925151784,0.0,888.8888888888889,18
64.0,64.0,0.05085458320981387,0.0029914460711655214,640.0,25
68.0,68.0,0.06282036749447596,0.002991446071165523,640.0,25
72.0,72.0,0.068803259636807,0.0014957230355827598,457.14285714285717,35
76.0,76.0,0.059828921423310436,-0.0022435845533741415,457.14285714285717,35
80.0,80.0,0.068803259636807,0.0022435845533741415,470.5882352941176,34
84.0,84.0,0.053846029280979396,-0.0037393075889569014,615.3846153846154,26
88.0,88.0,0.04487169106748283,-0.0022435845533741415,727.2727272727273,22
92.0,92.0,0.04786313713864835,0.0007478615177913799,800.0,20
96.0,96.0,0.05085458320981387,0.0007478615177913799,516.1290322580645,31
100.0,100.0,0.05085458320981387,0.0,640.0,25
104.0,104.0,0.05085458320981387,0.0,615.3846153846154,26
108.0,108.0,0.05085458320981387,0.0,695.6521739130435,23
112.0,112.0,0.04487169106748283,-0.0014957230355827598,727.2727272727273,22
116.0,116.0,0.04786313713864835,0.0007478615177913799,615.3846153846154,26
120.0,120.0,0.04786313713864835,0.0,800.0,20
124.0,124.0,0.03290590678282074,-0.003739307588956903,1066.6666666666667,15
128.0,128.0,0.0418802449963173,0.0022435845533741415,941.1764705882352,17
132.0,132.0,0.0418802449963173,0.0,888.8888888888889,18
136.0,136.0,0.03290590678282074,-0.0022435845533741415,1230.7692307692307,13
140.0,140.0,0.04786313713864835,0.003739307588956903,941.1764705882352,17
144.0,144.0,0.04487169106748283,-0.0007478615177913799,695.6521739130435,23
148.0,148.0,0.0418802449963173,-0.0007478615177913817,888.8888888888889,18
152.0,152.0,0.038888798925151784,-0.0007478615177913799,842.1052631578947,19
156.0,156.0,0.053846029280979396,0.003739307588956903,516.1290322580645,31
160.0,160.0,0.056837475352144916,0.0007478615177913799,470.5882352941176,34
164.0,164.0,0.056837475352144916,0.0,470.5882352941176,34
168.0,168.0,0.04487169106748283,-0.0029914460711655214,640.0,25
