Name,Title,Impro,Impro_stnd,Move,Move_stnd,Pleasure,Pleasure_stnd,Meaning,Meaning_stnd,Elevating,Elevating_stnd,Carefree,Carefree_stnd,Expression,Expression_stnd,Technique,Technique_stnd,Harmony,Harmony_stnd
Buleria - IMP2,Day2,4.00,-0.71,5.00,1.36,4.00,0.89,1.00,-1.22,1.75,-0.30,7.00,0.97,3.00,1.00,1.00,-0.87,1.00,-0.45
Buleria - BAI1,Day2,7.00,1.41,4.00,0.62,3.00,-0.45,2.00,0.00,1.75,-0.30,7.00,0.97,1.00,-1.00,1.00,-0.87,1.00,-0.45
Seguirya - IMP2,Day2,4.00,-0.71,1.00,-1.61,3.00,-0.45,3.00,1.22,2.38,0.99,5.00,-1.36,1.00,-1.00,3.00,0.87,1.00,-0.45
Solea - IMP1_2,Day2,7.00,1.41,4.00,0.62,4.00,0.89,3.00,1.22,2.62,1.50,6.33,0.19,3.00,1.00,4.00,1.73,4.00,2.24
Solea - IMP2,Day2,4.00,-0.71,3.00,-0.12,4.00,0.89,2.00,0.00,1.75,-0.30,6.67,0.58,1.00,-1.00,1.00,-0.87,1.00,-0.45
Guajira - IMP2,Day2,4.00,-0.71,2.00,-0.87,2.00,-1.79,1.00,-1.22,1.12,-1.58,5.00,-1.36,3.00,1.00,2.00,0.00,1.00,-0.45
mean,Day2,5.00,0.00,3.17,0.00,3.33,-0.00,2.00,0.00,1.90,0.00,6.17,-0.00,2.00,0.00,2.00,0.00,1.50,0.00
std,Day2,1.31,0.93,1.24,0.93,0.69,0.93,0.76,0.93,0.45,0.93,0.79,0.93,0.93,0.93,1.07,0.93,1.04,0.93
