,t0,LZ,CTW
mean,302755.0,0.12626051266095542,0.15349144608477622
0.0,0.0,0.004183582261794414,0.0004299302129161915
4.35374149659864,4.35374149659864,0.004183582261794414,0.0004299302129161915
8.70748299319728,8.70748299319728,0.004183582261794414,0.0004299302129161915
13.061224489795919,13.061224489795919,0.004183582261794414,0.0004299302129161915
17.41496598639456,17.41496598639456,0.010458955654486035,0.004374424746283302
21.768707482993197,21.768707482993197,0.027193284701663694,0.03143818440818345
26.122448979591837,26.122448979591837,0.004183582261794414,0.0004299302129161915
30.476190476190474,30.476190476190474,0.004183582261794414,0.0004299302129161915
34.82993197278912,34.82993197278912,0.012550746785383244,0.003724698138018992
39.183673469387756,39.183673469387756,0.004183582261794414,0.0004299302129161915
43.53741496598639,43.53741496598639,0.004183582261794414,0.0004299302129161915
47.89115646258504,47.89115646258504,0.004183582261794414,0.0004299302129161915
52.244897959183675,52.244897959183675,0.14224179690101008,0.14944442122361798
56.59863945578231,56.59863945578231,0.414174643917647,0.44897385281151436
60.95238095238095,60.95238095238095,0.39953210600136657,0.4298362074303726
65.3061224489796,65.3061224489796,0.5982522634366013,0.6803361775531888
69.65986394557824,69.65986394557824,0.36397165677611404,0.601461156633764
74.01360544217687,74.01360544217687,0.10458955654486037,0.13638784322230718
78.36734693877551,78.36734693877551,0.004183582261794414,0.0004299302129161915
82.72108843537416,82.72108843537416,0.02091791130897207,0.014290242677575787
87.07482993197279,87.07482993197279,0.004183582261794414,0.0004299302129161915
91.42857142857143,91.42857142857143,0.004183582261794414,0.0004299302129161915
95.78231292517007,95.78231292517007,0.1485171702937017,0.193900727200528
100.1360544217687,100.1360544217687,0.004183582261794414,0.0004299302129161915
104.48979591836735,104.48979591836735,0.012550746785383244,0.0056241317754745
108.84353741496598,108.84353741496598,0.03137686696345811,0.028835682875651074
113.19727891156462,113.19727891156462,0.004183582261794414,0.0004299302129161915
117.55102040816327,117.55102040816327,0.008367164523588828,0.004335621776412979
121.9047619047619,121.9047619047619,0.014642537916280451,0.00786851810234395
126.25850340136054,126.25850340136054,0.014642537916280451,0.013919845084555972
130.6122448979592,130.6122448979592,0.012550746785383244,0.005768599394037323
134.96598639455783,134.96598639455783,0.004183582261794414,0.0004299302129161915
139.31972789115648,139.31972789115648,0.004183582261794414,0.0004299302129161915
143.6734693877551,143.6734693877551,0.15270075255549612,0.21269107217088898
148.02721088435374,148.02721088435374,0.2593821002312537,0.2783336257613926
152.38095238095238,152.38095238095238,0.2886671760638146,0.4339628151746717
156.73469387755102,156.73469387755102,0.029285075832560903,0.0273756958887727
161.08843537414967,161.08843537414967,0.10668134767575757,0.1063379124143083
165.4421768707483,165.4421768707483,0.016734329047177657,0.010347073049110983
169.79591836734693,169.79591836734693,0.04811119601063576,0.056273658594394205
174.14965986394557,174.14965986394557,0.0920388097594771,0.1049322040233869
178.50340136054422,178.50340136054422,0.20499553082792632,0.2497891519316383
182.85714285714286,182.85714285714286,0.28239180267112296,0.3535485866722635
187.2108843537415,187.2108843537415,0.37443061243060005,0.4059437587350568
191.56462585034015,191.56462585034015,0.30540150511099223,0.32519378659405
195.91836734693877,195.91836734693877,0.3556044922525252,0.3788998326530014
200.2721088435374,200.2721088435374,0.36397165677611404,0.40497266179474234
204.62585034013605,204.62585034013605,0.5229477827243018,0.8314492538348731
208.9795918367347,208.9795918367347,0.4748365867136661,0.7017429976585223
213.33333333333334,213.33333333333334,0.03137686696345811,0.025378998827247975
