,Name,Assigned,Rater,FLOW,t_var,t_LZ_guitar_zd,t_LZ_drum,t_var_drum,t_var_guitar_zd,t_LZ,IMPRO,Artist,Participant,Dance_mode,Music_mode,Palo,Condition,Pair
30,P3_D1_G1_M1_R2_T1,1.0,G1,7.0,54.85875839371496,0.2009063696935682,0.32242636070412783,16.045974841907892,8.635210456612167,0.5273669788222687,7.0,G,P3,D1,M1,R2,D1_M1,P3_G1
31,P3_D1_G1_M1_R2_T1,1.0,P3,6.8,54.85875839371496,0.2009063696935682,0.32242636070412783,16.045974841907892,8.635210456612167,0.5273669788222687,6.4,P,P3,D1,M1,R2,D1_M1,P3_G1
32,P3_D1_G1_M6_R1_T1,0.1,P3,1.0,49.90320959955464,0.11504851219934635,0.00502029871415328,14.169039791636573,17.29676936569535,0.006693731618871041,1.0,P,P3,D1,M6,R1,D1_M6,P3_G1
33,P3_D1_G1_M6_R1_T1,0.2,G1,7.0,50.26245259114794,0.12132388559203798,0.0041835822617944,13.728084006822646,17.849711869431673,0.00585701516651216,1.0,G,P3,D1,M6,R1,D1_M6,P3_G1
34,P3_D1_G1_M6_R1_T1,0.4,P3,6.0,55.24116741086662,0.13889493109157452,0.20792403841118237,22.21429880155089,17.534051645192932,0.25519851796945925,4.5,P,P3,D1,M6,R1,D1_M6,P3_G1
35,P3_D1_G1_M6_R1_T1,0.5,P3,5.666666666666667,54.643326945407196,0.29128191497743605,0.30069497506647347,23.12111736604361,18.778039014286104,0.30205463930155674,4.75,P,P3,D1,M6,R1,D1_M6,P3_G1
36,P3_D1_G1_M6_R1_T1,0.6,P3,6.0,50.10157566064121,0.037652240356149703,0.0088901123063131,15.117579961112202,16.914668221554052,0.00711208984505048,6.333333333333333,P,P3,D1,M6,R1,D1_M6,P3_G1
37,P3_D1_G1_M6_R1_T1,0.8,P3,4.2727272727272725,55.4424421901489,0.26670336918939386,0.275593481495707,22.86631758552576,19.028695939504185,0.28532031025437904,3.8333333333333335,P,P3,D1,M6,R1,D1_M6,P3_G1
38,P3_D1_G1_M6_R1_T1,0.9,P3,5.166666666666667,54.6047945500797,0.1202779900265894,0.23271176331231425,21.839371734685713,17.929343210379642,0.27988165331404624,5.333333333333333,P,P3,D1,M6,R1,D1_M6,P3_G1
39,P3_D1_G1_M6_R1_T1,1.0,G1,6.0,55.38325278636298,0.3467856910074927,0.21922604927903,21.977323518435206,19.69290492309563,0.3195937268810378,2.0,G,P3,D1,M6,R1,D1_M6,P3_G1
40,P3_D1_G1_M6_R1_T1,1.0,P3,4.166666666666667,55.38325278636298,0.3467856910074927,0.21922604927903,21.977323518435206,19.69290492309563,0.3195937268810378,3.0,P,P3,D1,M6,R1,D1_M6,P3_G1
41,P3_D1_G1_M6_R2_T1,0.1,G1,7.0,48.50560205819195,0.010040597428306559,0.00585701516651216,12.411355976782207,8.562121829134385,0.006693731618871041,1.0,G,P3,D1,M6,R2,D1_M6,P3_G1
42,P3_D1_G1_M6_R2_T1,0.1,P3,1.5,48.50560205819195,0.010040597428306559,0.00585701516651216,12.411355976782207,8.562121829134385,0.006693731618871041,2.0,P,P3,D1,M6,R2,D1_M6,P3_G1
43,P3_D1_G1_M6_R2_T1,0.2,P3,3.5,49.22182764822123,0.020394963526247725,0.0041835822617944,9.086766572676217,13.367576384758133,0.00794880629740936,3.0,P,P3,D1,M6,R2,D1_M6,P3_G1
44,P3_D1_G1_M6_R2_T1,0.4,P3,5.857142857142857,52.639208032265174,0.37809124690967016,0.1856464628671271,21.075308146324573,17.13791929912177,0.17989403725715977,5.2,P,P3,D1,M6,R2,D1_M6,P3_G1
45,P3_D1_G1_M6_R2_T1,0.5,P3,5.5,51.23831344232283,0.13722149818685675,0.04727447955827686,15.286422817525366,15.999555968660491,0.0631720921530956,5.5,P,P3,D1,M6,R2,D1_M6,P3_G1
46,P3_D1_G1_M6_R2_T1,0.6,P3,5.0,51.227824630758704,0.08367164523588824,0.06118489057874327,17.952609372365238,12.723689214525175,0.06955205510233212,3.6666666666666665,P,P3,D1,M6,R2,D1_M6,P3_G1
47,P3_D1_G1_M6_R2_T1,0.8,P3,5.8,53.982829900910794,0.1244615722883838,0.3169063563309269,21.06137920004659,13.573965594283635,0.36292576121066544,5.166666666666667,P,P3,D1,M6,R2,D1_M6,P3_G1
48,P3_D1_G1_M6_R2_T1,0.9,P3,4.333333333333333,54.02947926156124,0.14694832694552878,0.23794124113955728,20.630519104106817,15.740830514069309,0.3886547921207011,5.0,P,P3,D1,M6,R2,D1_M6,P3_G1
49,P3_D1_G1_M6_R2_T1,1.0,G1,6.5,54.38875002075478,0.0991168471907688,0.28523761153525057,21.947916309103825,13.988909679246792,0.3565242869341963,1.5,G,P3,D1,M6,R2,D1_M6,P3_G1
50,P3_D1_G1_M6_R2_T1,1.0,P3,6.2,54.38875002075478,0.0991168471907688,0.28523761153525057,21.947916309103825,13.988909679246792,0.3565242869341963,5.2,P,P3,D1,M6,R2,D1_M6,P3_G1
51,P3_D5_G1_M5_R1_T1,0.1,G1,7.0,49.082655800333725,0.19872015743523463,0.014642537916280432,7.094918400425044,16.038425084150493,0.012550746785383217,7.0,G,P3,D5,M5,R1,D5_M5,P3_G1
52,P3_D5_G1_M5_R1_T1,0.1,P3,5.5,49.082655800333725,0.19872015743523463,0.014642537916280432,7.094918400425044,16.038425084150493,0.012550746785383217,4.5,P,P3,D5,M5,R1,D5_M5,P3_G1
53,P3_D5_G1_M5_R1_T1,0.2,G1,7.0,48.79622848721602,0.09378196903522475,0.0041835822617944,3.0212618315875095,13.697415153827437,0.0041835822617944,7.0,G,P3,D5,M5,R1,D5_M5,P3_G1
54,P3_D5_G1_M5_R1_T1,0.2,P3,5.333333333333333,48.79622848721602,0.09378196903522475,0.0041835822617944,3.0212618315875095,13.697415153827437,0.0041835822617944,5.333333333333333,P,P3,D5,M5,R1,D5_M5,P3_G1
55,P3_D5_G1_M5_R1_T1,0.4,G1,7.0,53.23287285586651,0.24508819417012276,0.1540952799760942,20.467782064150153,16.170917788908664,0.141544533190711,7.0,G,P3,D5,M5,R1,D5_M5,P3_G1
56,P3_D5_G1_M5_R1_T1,0.4,P3,6.2,53.23287285586651,0.24508819417012276,0.1540952799760942,20.467782064150153,16.170917788908664,0.141544533190711,4.833333333333333,P,P3,D5,M5,R1,D5_M5,P3_G1
57,P3_D5_G1_M5_R1_T1,0.5,G1,7.0,54.18180187706424,0.20743595381397303,0.34444827288774005,21.78199508846033,16.524413841181758,0.39430262817412354,7.0,G,P3,D5,M5,R1,D5_M5,P3_G1
58,P3_D5_G1_M5_R1_T1,0.5,P3,4.25,54.18180187706424,0.20743595381397303,0.34444827288774005,21.78199508846033,16.524413841181758,0.39430262817412354,4.75,P,P3,D5,M5,R1,D5_M5,P3_G1
59,P3_D5_G1_M5_R1_T1,0.6,G1,7.0,51.38574971016866,0.07655955539083777,0.04016238971322636,15.819800874664887,15.175483353373503,0.08994701862857989,7.0,G,P3,D5,M5,R1,D5_M5,P3_G1
60,P3_D5_G1_M5_R1_T1,0.6,P3,6.666666666666667,51.38574971016866,0.07655955539083777,0.04016238971322636,15.819800874664887,15.175483353373503,0.08994701862857989,5.5,P,P3,D5,M5,R1,D5_M5,P3_G1
61,P3_D5_G1_M5_R1_T1,0.8,G1,7.0,51.95777662294888,0.25812702555271533,0.09580403379509203,19.157677328479217,16.65300936486967,0.1255074678538324,7.0,G,P3,D5,M5,R1,D5_M5,P3_G1
62,P3_D5_G1_M5_R1_T1,0.8,P3,3.6666666666666665,51.95777662294888,0.25812702555271533,0.09580403379509203,19.157677328479217,16.65300936486967,0.1255074678538324,4.5,P,P3,D5,M5,R1,D5_M5,P3_G1
63,P3_D5_G1_M5_R1_T1,0.9,G1,7.0,52.93009638360014,0.018128856467775782,0.2297483925435432,20.455241433590352,11.741909818348946,0.21719764575816,7.0,G,P3,D5,M5,R1,D5_M5,P3_G1
64,P3_D5_G1_M5_R1_T1,0.9,P3,4.0,52.93009638360014,0.018128856467775782,0.2297483925435432,20.455241433590352,11.741909818348946,0.21719764575816,2.3333333333333335,P,P3,D5,M5,R1,D5_M5,P3_G1
65,P3_D5_G1_M5_R1_T1,1.0,G1,7.0,54.47709052545682,0.16908382845538023,0.35094383482052616,21.509105970935025,15.480159690450284,0.52150967632181,7.0,G,P3,D5,M5,R1,D5_M5,P3_G1
66,P3_D5_G1_M5_R1_T1,1.0,P3,6.0,54.47709052545682,0.16908382845538023,0.35094383482052616,21.509105970935025,15.480159690450284,0.52150967632181,5.5,P,P3,D5,M5,R1,D5_M5,P3_G1
67,P3_D5_G1_M5_R2_T1,0.1,G1,7.0,49.1191259386332,0.00502029871415328,0.00794880629740936,9.528415361962406,9.079895242563543,0.00543865694033272,7.0,G,P3,D5,M5,R2,D5_M5,P3_G1
68,P3_D5_G1_M5_R2_T1,0.1,P3,4.666666666666667,49.1191259386332,0.00502029871415328,0.00794880629740936,9.528415361962406,9.079895242563543,0.00543865694033272,3.3333333333333335,P,P3,D5,M5,R2,D5_M5,P3_G1
69,P3_D5_G1_M5_R2_T1,0.2,G1,7.0,49.2814824202206,0.028239180267112272,0.0041835822617944,9.624952195789913,10.676262123451167,0.00502029871415328,7.0,G,P3,D5,M5,R2,D5_M5,P3_G1
70,P3_D5_G1_M5_R2_T1,0.2,P3,6.666666666666667,49.2814824202206,0.028239180267112272,0.0041835822617944,9.624952195789913,10.676262123451167,0.00502029871415328,6.5,P,P3,D5,M5,R2,D5_M5,P3_G1
71,P3_D5_G1_M5_R2_T1,0.4,G1,7.0,53.9965369940932,0.07635037627774803,0.2457854578804218,20.19009543740314,10.72850427712513,0.2397192636008199,7.0,G,P3,D5,M5,R2,D5_M5,P3_G1
72,P3_D5_G1_M5_R2_T1,0.4,P3,6.222222222222222,53.9965369940932,0.07635037627774803,0.2457854578804218,20.19009543740314,10.72850427712513,0.2397192636008199,5.857142857142857,P,P3,D5,M5,R2,D5_M5,P3_G1
73,P3_D5_G1_M5_R2_T1,0.5,G1,7.0,52.95919213160859,0.0041835822617944,0.20206702324467019,17.99145306583798,0.22054164589304817,0.17027179805503262,7.0,G,P3,D5,M5,R2,D5_M5,P3_G1
74,P3_D5_G1_M5_R2_T1,0.5,P3,6.5,52.95919213160859,0.0041835822617944,0.20206702324467019,17.99145306583798,0.22054164589304817,0.17027179805503262,4.0,P,P3,D5,M5,R2,D5_M5,P3_G1
75,P3_D5_G1_M5_R2_T1,0.6,G1,7.0,47.72035453918624,0.0041835822617944,0.02144085909169635,12.340628128977919,6.263182362843101,0.013596642350831824,7.0,G,P3,D5,M5,R2,D5_M5,P3_G1
76,P3_D5_G1_M5_R2_T1,0.6,P3,6.0,47.72035453918624,0.0041835822617944,0.02144085909169635,12.340628128977919,6.263182362843101,0.013596642350831824,4.333333333333333,P,P3,D5,M5,R2,D5_M5,P3_G1
77,P3_D5_G1_M5_R2_T1,0.8,G1,7.0,52.34392985593246,0.25258377905583773,0.10145186984851452,18.067360296193172,13.293194946419158,0.08053395853954246,7.0,G,P3,D5,M5,R2,D5_M5,P3_G1
78,P3_D5_G1_M5_R2_T1,0.8,P3,6.6,52.34392985593246,0.25258377905583773,0.10145186984851452,18.067360296193172,13.293194946419158,0.08053395853954246,6.0,P,P3,D5,M5,R2,D5_M5,P3_G1
79,P3_D5_G1_M5_R2_T1,0.9,G1,7.0,53.1511588288631,0.4335237118784462,0.2055184786106506,18.476345064828898,14.736143467509969,0.2715144887904575,7.0,G,P3,D5,M5,R2,D5_M5,P3_G1
80,P3_D5_G1_M5_R2_T1,0.9,P3,5.0,53.1511588288631,0.4335237118784462,0.2055184786106506,18.476345064828898,14.736143467509969,0.2715144887904575,2.5,P,P3,D5,M5,R2,D5_M5,P3_G1
81,P3_D5_G1_M5_R2_T1,1.0,G1,7.0,54.39261695519489,0.21106010356401583,0.3292625178948313,20.037133343511204,12.555292818242343,0.5175254447218697,7.0,G,P3,D5,M5,R2,D5_M5,P3_G1
82,P3_D5_G1_M5_R2_T1,1.0,P3,6.4,54.39261695519489,0.21106010356401583,0.3292625178948313,20.037133343511204,12.555292818242343,0.5175254447218697,5.333333333333333,P,P3,D5,M5,R2,D5_M5,P3_G1
83,P3_D5_G1_M6_R1_T1,0.1,G1,7.0,50.8118261012806,0.05354985295096848,0.016734329047177622,16.367687281499183,13.913813297766719,0.00585701516651216,1.0,G,P3,D5,M6,R1,D5_M6,P3_G1
84,P3_D5_G1_M6_R1_T1,0.1,P3,2.0,50.8118261012806,0.05354985295096848,0.016734329047177622,16.367687281499183,13.913813297766719,0.00585701516651216,1.5,P,P3,D5,M6,R1,D5_M6,P3_G1
85,P3_D5_G1_M6_R1_T1,0.2,G1,7.0,54.97378549376545,0.19453657517344025,0.07781463006937606,20.887176243199743,19.493186187748602,0.07990642120027328,,G,P3,D5,M6,R1,D5_M6,P3_G1
86,P3_D5_G1_M6_R1_T1,0.2,P3,4.333333333333333,54.97378549376545,0.19453657517344025,0.07781463006937606,20.887176243199743,19.493186187748602,0.07990642120027328,3.6,P,P3,D5,M6,R1,D5_M6,P3_G1
87,P3_D5_G1_M6_R1_T1,0.4,G1,7.0,54.30037527387098,0.14600702093662501,0.14475194625808668,20.993912819582036,19.240150177710596,0.17152687273357098,,G,P3,D5,M6,R1,D5_M6,P3_G1
88,P3_D5_G1_M6_R1_T1,0.4,P3,2.5,54.30037527387098,0.14600702093662501,0.14475194625808668,20.993912819582036,19.240150177710596,0.17152687273357098,2.0,P,P3,D5,M6,R1,D5_M6,P3_G1
89,P3_D5_G1_M6_R1_T1,0.5,G1,7.0,54.37766791285416,0.1610679170790849,0.13805821463921564,21.33443586992651,19.282555761886623,0.20123030679231127,,G,P3,D5,M6,R1,D5_M6,P3_G1
90,P3_D5_G1_M6_R1_T1,0.5,P3,3.0,54.37766791285416,0.1610679170790849,0.13805821463921564,21.33443586992651,19.282555761886623,0.20123030679231127,1.6666666666666667,P,P3,D5,M6,R1,D5_M6,P3_G1
91,P3_D5_G1_M6_R1_T1,0.6,G1,7.0,55.12697509769153,0.03305029986817583,0.20374045614938793,22.826296346653113,18.1022479241588,0.1581394094958288,,G,P3,D5,M6,R1,D5_M6,P3_G1
92,P3_D5_G1_M6_R1_T1,0.6,P3,4.0,55.12697509769153,0.03305029986817583,0.20374045614938793,22.826296346653113,18.1022479241588,0.1581394094958288,2.6666666666666665,P,P3,D5,M6,R1,D5_M6,P3_G1
93,P3_D5_G1_M6_R1_T1,0.8,G1,7.0,55.325658282852814,0.317533893670196,0.18909791823310748,21.866297829907932,20.19331507031572,0.22340329277982168,,G,P3,D5,M6,R1,D5_M6,P3_G1
94,P3_D5_G1_M6_R1_T1,0.8,P3,3.7142857142857144,55.325658282852814,0.317533893670196,0.18909791823310748,21.866297829907932,20.19331507031572,0.22340329277982168,3.888888888888889,P,P3,D5,M6,R1,D5_M6,P3_G1
95,P3_D5_G1_M6_R1_T1,0.9,G1,7.0,55.78779787474601,0.2567673613176321,0.2839606460192958,22.99288226189671,19.796587946594965,0.36229822387139626,,G,P3,D5,M6,R1,D5_M6,P3_G1
96,P3_D5_G1_M6_R1_T1,0.9,P3,5.0,55.78779787474601,0.2567673613176321,0.2839606460192958,22.99288226189671,19.796587946594965,0.36229822387139626,4.0,P,P3,D5,M6,R1,D5_M6,P3_G1
97,P3_D5_G1_M6_R1_T1,1.0,G1,7.0,56.107709897221675,0.25537283389703397,0.2788372735392723,23.403192383104017,20.405914187036664,0.34704906652715567,7.0,G,P3,D5,M6,R1,D5_M6,P3_G1
98,P3_D5_G1_M6_R1_T1,1.0,P3,4.0,56.107709897221675,0.25537283389703397,0.2788372735392723,23.403192383104017,20.405914187036664,0.34704906652715567,3.125,P,P3,D5,M6,R1,D5_M6,P3_G1
99,P3_D5_G1_M6_R2_T1,0.1,G1,7.0,48.379395645019905,0.0255198517969459,0.00753044807122992,10.03026470327706,8.953518768793325,0.02091791130897202,1.0,G,P3,D5,M6,R2,D5_M6,P3_G1
100,P3_D5_G1_M6_R2_T1,0.1,P3,1.5,48.379395645019905,0.0255198517969459,0.00753044807122992,10.03026470327706,8.953518768793325,0.02091791130897202,1.0,P,P3,D5,M6,R2,D5_M6,P3_G1
101,P3_D5_G1_M6_R2_T1,0.2,G1,7.0,48.91482843498535,0.0177802246126262,0.0041835822617944,9.68373213331382,14.33591455403919,0.0112956721068449,,G,P3,D5,M6,R2,D5_M6,P3_G1
102,P3_D5_G1_M6_R2_T1,0.2,P3,4.0,48.91482843498535,0.0177802246126262,0.0041835822617944,9.68373213331382,14.33591455403919,0.0112956721068449,1.5,P,P3,D5,M6,R2,D5_M6,P3_G1
103,P3_D5_G1_M6_R2_T1,0.4,G1,7.0,52.01519327302784,0.10720429545848184,0.08367164523588827,16.801381794670327,15.255955874250057,0.12969105011562682,,G,P3,D5,M6,R2,D5_M6,P3_G1
104,P3_D5_G1_M6_R2_T1,0.4,P3,4.333333333333333,52.01519327302784,0.10720429545848184,0.08367164523588827,16.801381794670327,15.255955874250057,0.12969105011562682,3.2,P,P3,D5,M6,R2,D5_M6,P3_G1
105,P3_D5_G1_M6_R2_T1,0.5,G1,7.0,51.78747756488667,0.2125259788991562,0.13512970705595956,19.03866920925138,16.414200874739294,0.10720429545848183,,G,P3,D5,M6,R2,D5_M6,P3_G1
106,P3_D5_G1_M6_R2_T1,0.5,P3,5.0,51.78747756488667,0.2125259788991562,0.13512970705595956,19.03866920925138,16.414200874739294,0.10720429545848183,3.0,P,P3,D5,M6,R2,D5_M6,P3_G1
107,P3_D5_G1_M6_R2_T1,0.6,G1,7.0,52.175626422823015,0.1584531781654634,0.18407761951895418,19.153861793810762,16.128224182433275,0.17487373854300647,,G,P3,D5,M6,R2,D5_M6,P3_G1
108,P3_D5_G1_M6_R2_T1,0.8,G1,7.0,52.69640164580001,0.4230647562239601,0.1202779900265894,19.285186019103502,17.482551259139,0.14726209561516335,,G,P3,D5,M6,R2,D5_M6,P3_G1
109,P3_D5_G1_M6_R2_T1,0.8,P3,4.5,52.69640164580001,0.4230647562239601,0.1202779900265894,19.285186019103502,17.482551259139,0.14726209561516335,4.6,P,P3,D5,M6,R2,D5_M6,P3_G1
110,P3_D5_G1_M6_R2_T1,0.9,G1,7.0,54.97980040954524,0.13858116242193994,0.48215785567180625,22.06808836445374,15.949964641589021,0.5768114043449049,,G,P3,D5,M6,R2,D5_M6,P3_G1
111,P3_D5_G1_M6_R2_T1,0.9,P3,6.25,54.97980040954524,0.13858116242193994,0.48215785567180625,22.06808836445374,15.949964641589021,0.5768114043449049,3.0,P,P3,D5,M6,R2,D5_M6,P3_G1
112,P3_D5_G1_M6_R2_T1,1.0,G1,7.0,53.686990361079324,0.16846215549527968,0.1994903906035883,20.731237101626796,16.229502596873296,0.3282141547631683,1.5,G,P3,D5,M6,R2,D5_M6,P3_G1
113,P3_D5_G1_M6_R2_T1,1.0,P3,6.2,53.686990361079324,0.16846215549527968,0.1994903906035883,20.731237101626796,16.229502596873296,0.3282141547631683,3.1666666666666665,P,P3,D5,M6,R2,D5_M6,P3_G1
114,P3_D6_G1_M6_R1_T1,0.1,G1,7.0,50.296726185413426,0.07028418199814615,0.00502029871415328,15.306670105463937,10.029820250924953,0.009064428233887867,1.0,G,P3,D6,M6,R1,D6_M6,P3_G1
115,P3_D6_G1_M6_R1_T1,0.1,P3,1.5,50.296726185413426,0.07028418199814615,0.00502029871415328,15.306670105463937,10.029820250924953,0.009064428233887867,1.5,P,P3,D6,M6,R1,D6_M6,P3_G1
116,P3_D6_G1_M6_R1_T1,0.2,P3,3.0,54.53884801336049,0.1890979182331075,0.12467075140147352,21.091948737570213,19.549747665910125,0.12885433366326793,4.0,P,P3,D6,M6,R1,D6_M6,P3_G1
117,P3_D6_G1_M6_R1_T1,0.4,P3,2.5,53.77451414803956,0.16441478288852046,0.08450836168824712,20.37658446671058,19.26075680428817,0.10960985525901364,3.25,P,P3,D6,M6,R1,D6_M6,P3_G1
118,P3_D6_G1_M6_R1_T1,0.5,P3,2.5,54.47106611673231,0.181985828388057,0.11504851219934634,21.316567122250472,18.885612649139752,0.15646597659111106,3.5,P,P3,D6,M6,R1,D6_M6,P3_G1
119,P3_D6_G1_M6_R1_T1,0.6,G1,6.0,53.29881361915285,0.02876212804983655,0.0674602639714349,20.465283687975944,17.660277536539343,0.0460194048797385,,G,P3,D6,M6,R1,D6_M6,P3_G1
120,P3_D6_G1_M6_R1_T1,0.6,P3,3.0,53.29881361915285,0.02876212804983655,0.0674602639714349,20.465283687975944,17.660277536539343,0.0460194048797385,2.0,P,P3,D6,M6,R1,D6_M6,P3_G1
121,P3_D6_G1_M6_R1_T1,0.8,G1,7.0,56.14430880682879,0.2918048627601604,0.265134525841221,23.40898938945479,19.981938554529037,0.28741210138527623,,G,P3,D6,M6,R1,D6_M6,P3_G1
122,P3_D6_G1_M6_R1_T1,0.8,P3,3.6,56.14430880682879,0.2918048627601604,0.265134525841221,23.40898938945479,19.981938554529037,0.28741210138527623,4.142857142857143,P,P3,D6,M6,R1,D6_M6,P3_G1
123,P3_D6_G1_M6_R1_T1,0.9,G1,7.0,56.51045044570717,0.21587284470859175,0.32590105819378484,23.627574332394467,19.705696249555995,0.42463359957213304,,G,P3,D6,M6,R1,D6_M6,P3_G1
124,P3_D6_G1_M6_R1_T1,0.9,P3,3.0,56.51045044570717,0.21587284470859175,0.32590105819378484,23.627574332394467,19.705696249555995,0.42463359957213304,5.0,P,P3,D6,M6,R1,D6_M6,P3_G1
125,P3_D6_G1_M6_R1_T1,1.0,G1,7.0,56.99714951998116,0.27754804519425813,0.3104529581611376,24.096276664797667,20.372559650174473,0.39268251543548743,2.0,G,P3,D6,M6,R1,D6_M6,P3_G1
126,P3_D6_G1_M6_R1_T1,1.0,P3,2.6666666666666665,56.99714951998116,0.27754804519425813,0.3104529581611376,24.096276664797667,20.372559650174473,0.39268251543548743,4.714285714285714,P,P3,D6,M6,R1,D6_M6,P3_G1
127,P3_D6_G1_M6_R2_T1,0.1,G1,7.0,48.03031618279888,0.025938210023125317,0.00711208984505048,10.00084084962222,11.031660438236589,0.00794880629740936,1.0,G,P3,D6,M6,R2,D6_M6,P3_G1
128,P3_D6_G1_M6_R2_T1,1.0,G1,6.5,53.904355836925824,0.15032519130994226,0.23115102768170295,21.67758651021213,16.5241041490363,0.33882468948511063,1.5,G,P3,D6,M6,R2,D6_M6,P3_G1
129,P4_D1_G2_M1_R1_T1,0.2,P4,4.0,47.402205517473064,0.0041835822617944,0.0041835822617944,4.147797438223423,9.993070029908798,0.007059795066778051,,P,P4,D1,M1,R1,D1_M1,P4_G2
130,P4_D1_G2_M1_R1_T1,0.4,P4,5.5,49.6286615400988,0.03018155774580253,0.04512292296649688,13.896669454695123,11.230832289097721,0.04811119601063572,4.0,P,P4,D1,M1,R1,D1_M1,P4_G2
131,P4_D1_G2_M1_R1_T1,0.5,P4,6.0,51.827238942255015,0.08341017134452611,0.23767976724819515,18.272874626726672,12.886181865532157,0.2117938520033422,5.0,P,P4,D1,M1,R1,D1_M1,P4_G2
132,P4_D1_G2_M1_R1_T1,0.6,P4,5.5,52.076734514131054,0.22352282370158724,0.22949936978986502,17.24221846735316,14.81025746935865,0.24656987955450826,5.0,P,P4,D1,M1,R1,D1_M1,P4_G2
133,P4_D1_G2_M1_R1_T1,0.8,P4,5.5,51.329413326381676,0.07530448071229943,0.14493124264073504,16.89105172507534,11.965863395277081,0.21257827367742865,4.666666666666667,P,P4,D1,M1,R1,D1_M1,P4_G2
134,P4_D1_G2_M1_R1_T1,0.9,P4,6.0,50.19305871028944,0.10727900228458531,0.07321268958140224,14.577604186587516,12.417275175551955,0.10720429545848183,6.0,P,P4,D1,M1,R1,D1_M1,P4_G2
135,P4_D1_G2_M1_R1_T1,1.0,P4,6.0,53.298110968191004,0.34653051246096195,0.24736624067568888,19.186068721761526,14.895984741868276,0.5191099270521974,5.666666666666667,P,P4,D1,M1,R1,D1_M1,P4_G2
136,P4_D1_G2_M1_R2_T1,0.2,P4,4.0,48.554484007718784,0.05612972867907503,0.03346865809435528,13.156075668889812,15.24405851519491,0.01822846556924707,4.0,P,P4,D1,M1,R2,D1_M1,P4_G2
137,P4_D1_G2_M1_R2_T1,0.4,P4,4.0,52.988273185762,0.18477488322925326,0.23009702439869276,20.02001513556587,15.870596286815037,0.2805988388446396,3.5,P,P4,D1,M1,R2,D1_M1,P4_G2
138,P4_D1_G2_M1_R2_T1,0.6,P4,4.5,51.85227323307416,0.1614165489342345,0.22905112883324416,19.31383985148985,15.02424133040965,0.2625197869275995,,P,P4,D1,M1,R2,D1_M1,P4_G2
139,P4_D1_G2_M1_R2_T1,0.8,P4,4.5,51.065725464735344,0.3263194164199643,0.08820385935283219,16.71235918599457,16.192434964626884,0.13955235116128506,5.0,P,P4,D1,M1,R2,D1_M1,P4_G2
140,P4_D1_G2_M1_R2_T1,0.9,P4,3.5,53.10001285895353,0.18128856467775792,0.3852381999402356,21.07085917954734,16.2312753281058,0.427323045311858,,P,P4,D1,M1,R2,D1_M1,P4_G2
141,P4_D1_G2_M1_R2_T1,1.0,P4,2.0,51.9152557216235,0.08299513342172903,0.15480084444484923,18.52835126550949,13.422133275610962,0.29595055025509076,3.0,P,P4,D1,M1,R2,D1_M1,P4_G2
142,P4_D1_G2_M6_R1_T1,0.1,P4,3.0,48.56791817037245,0.015107380389813123,0.03649013417231791,9.047492754861898,13.307519822468532,0.016734329047177622,4.0,P,P4,D1,M6,R1,D1_M6,P4_G2
143,P4_D1_G2_M6_R1_T1,0.2,P4,4.0,51.360494338679125,0.010720429545848162,0.10537397821894678,16.36066430269509,11.049730725868082,0.09436302212714065,4.0,P,P4,D1,M6,R1,D1_M6,P4_G2
144,P4_D1_G2_M6_R1_T1,0.4,P4,5.0,52.87827552377776,0.10482197778162668,0.25519851796945925,19.849813575432908,12.931277303257604,0.2319273416382278,5.25,P,P4,D1,M6,R1,D1_M6,P4_G2
145,P4_D1_G2_M6_R1_T1,0.5,P4,5.0,53.01942761412238,0.2625197869275995,0.1830317239535056,18.762288399128728,14.794738455845675,0.3184170943699082,4.5,P,P4,D1,M6,R1,D1_M6,P4_G2
146,P4_D1_G2_M6_R1_T1,0.6,P4,4.5,51.52049923374501,0.2991261317183006,0.08707080582359622,15.01559930652852,14.657033549881357,0.2031361609337954,4.0,P,P4,D1,M6,R1,D1_M6,P4_G2
147,P4_D1_G2_M6_R1_T1,0.8,P4,4.5,52.84222205868961,0.284222119910658,0.1286451545501782,18.99609138463105,12.454236895146458,0.26007936394155273,3.2,P,P4,D1,M6,R1,D1_M6,P4_G2
148,P4_D1_G2_M6_R1_T1,0.9,P4,5.5,50.62720485748857,0.14224179690101005,0.07164384623322931,16.539701838310588,12.736591880654759,0.06066194279601897,4.0,P,P4,D1,M6,R1,D1_M6,P4_G2
149,P4_D1_G2_M6_R1_T1,1.0,P4,4.25,53.64790417908577,0.30318632986674987,0.24875958889163574,20.30732315155447,14.653258240933809,0.4640591083187934,4.0,P,P4,D1,M6,R1,D1_M6,P4_G2
150,P4_D1_G2_M6_R2_T1,0.2,P4,3.0,51.155785626923134,0.060138995013294644,0.08419459301861254,12.631837039861548,11.738876708393907,0.11191082550300055,3.0,P,P4,D1,M6,R2,D1_M6,P4_G2
151,P4_D1_G2_M6_R2_T1,0.4,P4,3.5,52.06769757939327,0.17623340277808966,0.1788481416917112,16.520171085802016,11.5621214456201,0.2112709042206179,3.5,P,P4,D1,M6,R2,D1_M6,P4_G2
152,P4_D1_G2_M6_R2_T1,0.5,P4,4.0,50.664005937741784,0.1532237003382204,0.042881718183392724,13.28912642255667,12.358515541919747,0.08450836168824714,3.0,P,P4,D1,M6,R2,D1_M6,P4_G2
