,Name,Assigned,Rater,FLOW,t_var,t_LZ_guitar_zd,t_LZ_drum,t_var_drum,t_var_guitar_zd,t_LZ,IMPRO,Artist,Participant,Dance_mode,Music_mode,Palo,Condition,Pair
10,P3_D1_G1_M1_R1_T1,0.8,G1,7.0,52.612644134199456,0.16274134998380269,0.0870185110453238,17.857678055135114,17.75489695900819,0.07390995329170129,6.5,G,P3,D1,M1,R1,D1_M1,P3_G1
11,P3_D1_G1_M1_R1_T1,0.8,P3,3.6,52.612644134199456,0.16274134998380269,0.0870185110453238,17.857678055135114,17.75489695900819,0.07390995329170129,5.0,P,P3,D1,M1,R1,D1_M1,P3_G1
12,P3_D1_G1_M1_R1_T1,0.9,G1,7.0,52.23192363091948,0.11016766622725288,0.10598408396545846,18.933151796692858,17.24473557177634,0.08959838677343034,6.5,G,P3,D1,M1,R1,D1_M1,P3_G1
13,P3_D1_G1_M1_R1_T1,0.9,P3,2.4,52.23192363091948,0.11016766622725288,0.10598408396545846,18.933151796692858,17.24473557177634,0.08959838677343034,1.5,P,P3,D1,M1,R1,D1_M1,P3_G1
14,P3_D1_G1_M1_R1_T1,1.0,G1,7.0,54.71802418360884,0.1796633635484894,0.35978283193003163,21.55848785422945,18.10286165548284,0.4572630108216324,6.5,G,P3,D1,M1,R1,D1_M1,P3_G1
15,P3_D1_G1_M1_R1_T1,1.0,P3,5.125,54.71802418360884,0.1796633635484894,0.35978283193003163,21.55848785422945,18.10286165548284,0.4572630108216324,4.25,P,P3,D1,M1,R1,D1_M1,P3_G1
16,P3_D1_G1_M1_R2_T1,0.1,G1,7.0,48.055922616171564,0.16525149934087932,0.0092038809759477,-inf,12.152118501146193,0.004532214116943933,7.0,G,P3,D1,M1,R2,D1_M1,P3_G1
17,P3_D1_G1_M1_R2_T1,0.1,P3,2.5,48.055922616171564,0.16525149934087932,0.0092038809759477,-inf,12.152118501146193,0.004532214116943933,2.0,P,P3,D1,M1,R2,D1_M1,P3_G1
18,P3_D1_G1_M1_R2_T1,0.2,G1,7.0,46.968478587925546,0.06108030102219841,0.0041835822617944,,4.246288928938574,0.0041835822617944,7.0,G,P3,D1,M1,R2,D1_M1,P3_G1
19,P3_D1_G1_M1_R2_T1,0.2,P3,6.0,46.968478587925546,0.06108030102219841,0.0041835822617944,,4.246288928938574,0.0041835822617944,4.5,P,P3,D1,M1,R2,D1_M1,P3_G1
20,P3_D1_G1_M1_R2_T1,0.4,G1,7.0,50.7260725057812,0.0041835822617944,0.0334686580943553,10.666403034786901,-114.66272060831632,0.03095850873727864,7.0,G,P3,D1,M1,R2,D1_M1,P3_G1
21,P3_D1_G1_M1_R2_T1,0.4,P3,6.6923076923076925,50.7260725057812,0.0041835822617944,0.0334686580943553,10.666403034786901,-114.66272060831632,0.03095850873727864,6.166666666666667,P,P3,D1,M1,R2,D1_M1,P3_G1
22,P3_D1_G1_M1_R2_T1,0.5,G1,7.0,52.75308517086775,0.0627537339269162,0.13722149818685678,14.955428384869496,,0.11295672106844919,7.0,G,P3,D1,M1,R2,D1_M1,P3_G1
23,P3_D1_G1_M1_R2_T1,0.5,P3,6.6,52.75308517086775,0.0627537339269162,0.13722149818685678,14.955428384869496,,0.11295672106844919,6.666666666666667,P,P3,D1,M1,R2,D1_M1,P3_G1
24,P3_D1_G1_M1_R2_T1,0.6,G1,7.0,51.53658311856535,0.1932815004949019,0.10542627299721921,13.85546811014845,8.08617080731357,0.0631720921530956,7.0,G,P3,D1,M1,R2,D1_M1,P3_G1
25,P3_D1_G1_M1_R2_T1,0.6,P3,5.8,51.53658311856535,0.1932815004949019,0.10542627299721921,13.85546811014845,8.08617080731357,0.0631720921530956,6.0,P,P3,D1,M1,R2,D1_M1,P3_G1
26,P3_D1_G1_M1_R2_T1,0.8,G1,7.0,50.24809578338978,0.0882735857238621,0.0497846289153535,9.734738782419942,3.708059723141063,0.043509255522661876,7.0,G,P3,D1,M1,R2,D1_M1,P3_G1
27,P3_D1_G1_M1_R2_T1,0.8,P3,5.5,50.24809578338978,0.0882735857238621,0.0497846289153535,9.734738782419942,3.708059723141063,0.043509255522661876,5.857142857142857,P,P3,D1,M1,R2,D1_M1,P3_G1
28,P3_D1_G1_M1_R2_T1,0.9,G1,7.0,53.633876696721345,0.12425239317529409,0.2819734444449435,17.55083071750897,7.552041828449704,0.21168926244679728,7.0,G,P3,D1,M1,R2,D1_M1,P3_G1
29,P3_D1_G1_M1_R2_T1,0.9,P3,6.0,53.633876696721345,0.12425239317529409,0.2819734444449435,17.55083071750897,7.552041828449704,0.21168926244679728,5.666666666666667,P,P3,D1,M1,R2,D1_M1,P3_G1
