,Name,t_%,LZ,y_var,t_0,Participant,Dance_mode,Music_mode,Palo,Condition,Assigned_%
0,P6_D1_G1_M6_R1_T1.csv,1437.3928819444443,,0.1769057642130209,168967.0,P6,D1,M6,R1,D1_M6,1.0
1,P6_D1_G1_M6_R1_T1.csv,0.0,,0.0041835822617944,0.0,P6,D1,M6,R1,D1_M6,0.1
2,P6_D1_G1_M6_R1_T1.csv,0.037037037037037035,,0.2196380687442067,4.35374149659864,P6,D1,M6,R1,D1_M6,0.1
3,P6_D1_G1_M6_R1_T1.csv,0.07407407407407407,,0.3974403148704694,8.70748299319728,P6,D1,M6,R1,D1_M6,0.1
4,P6_D1_G1_M6_R1_T1.csv,0.11111111111111112,,0.2468313534458704,13.06122448979592,P6,D1,M6,R1,D1_M6,0.2
5,P6_D1_G1_M6_R1_T1.csv,0.14814814814814814,,0.0292850758325609,17.41496598639456,P6,D1,M6,R1,D1_M6,0.2
6,P6_D1_G1_M6_R1_T1.csv,0.18518518518518517,,0.0041835822617944,21.7687074829932,P6,D1,M6,R1,D1_M6,0.2
7,P6_D1_G1_M6_R1_T1.csv,0.22222222222222224,,0.0041835822617944,26.12244897959184,P6,D1,M6,R1,D1_M6,0.3
8,P6_D1_G1_M6_R1_T1.csv,0.2592592592592592,,0.0083671645235888,30.476190476190474,P6,D1,M6,R1,D1_M6,0.3
9,P6_D1_G1_M6_R1_T1.csv,0.2962962962962963,,0.0125507467853832,34.82993197278912,P6,D1,M6,R1,D1_M6,0.3
10,P6_D1_G1_M6_R1_T1.csv,0.33333333333333337,,0.0522947782724301,39.18367346938776,P6,D1,M6,R1,D1_M6,0.4
11,P6_D1_G1_M6_R1_T1.csv,0.3703703703703703,,0.3911649414777777,43.53741496598639,P6,D1,M6,R1,D1_M6,0.4
12,P6_D1_G1_M6_R1_T1.csv,0.4074074074074074,,0.4309089729648246,47.89115646258504,P6,D1,M6,R1,D1_M6,0.5
13,P6_D1_G1_M6_R1_T1.csv,0.4444444444444445,,0.5417739029023767,52.24489795918368,P6,D1,M6,R1,D1_M6,0.5
14,P6_D1_G1_M6_R1_T1.csv,0.4814814814814814,,0.1234156767229352,56.59863945578231,P6,D1,M6,R1,D1_M6,0.5
15,P6_D1_G1_M6_R1_T1.csv,0.5185185185185184,,0.0313768669634581,60.95238095238095,P6,D1,M6,R1,D1_M6,0.6
16,P6_D1_G1_M6_R1_T1.csv,0.5555555555555555,,0.3514209099907308,65.3061224489796,P6,D1,M6,R1,D1_M6,0.6
17,P6_D1_G1_M6_R1_T1.csv,0.5925925925925926,,0.3827977769541889,69.65986394557824,P6,D1,M6,R1,D1_M6,0.6
18,P6_D1_G1_M6_R1_T1.csv,0.6296296296296295,,0.2719328470166369,74.01360544217687,P6,D1,M6,R1,D1_M6,0.7
19,P6_D1_G1_M6_R1_T1.csv,0.6666666666666666,,0.0041835822617944,78.36734693877551,P6,D1,M6,R1,D1_M6,0.7
20,P6_D1_G1_M6_R1_T1.csv,0.7037037037037036,,0.1296910501156268,82.72108843537416,P6,D1,M6,R1,D1_M6,0.8
21,P6_D1_G1_M6_R1_T1.csv,0.7407407407407406,,0.2217298598751039,87.07482993197279,P6,D1,M6,R1,D1_M6,0.8
22,P6_D1_G1_M6_R1_T1.csv,0.7777777777777778,,0.1840776195189542,91.42857142857144,P6,D1,M6,R1,D1_M6,0.8
23,P6_D1_G1_M6_R1_T1.csv,0.8148148148148148,,0.1673432904717765,95.78231292517007,P6,D1,M6,R1,D1_M6,0.9
24,P6_D1_G1_M6_R1_T1.csv,0.8518518518518517,,0.081579854104991,100.1360544217687,P6,D1,M6,R1,D1_M6,0.9
25,P6_D1_G1_M6_R1_T1.csv,0.888888888888889,,0.121323885592038,104.48979591836736,P6,D1,M6,R1,D1_M6,0.9
26,P6_D1_G1_M6_R1_T1.csv,0.9259259259259257,,0.2949425494565062,108.84353741496598,P6,D1,M6,R1,D1_M6,1.0
27,P6_D1_G1_M6_R1_T1.csv,0.9629629629629628,,0.1861694106498514,113.19727891156462,P6,D1,M6,R1,D1_M6,1.0
28,P6_D1_G1_M6_R1_T1.csv,1.0,,0.0585701516651218,117.55102040816328,P6,D1,M6,R1,D1_M6,1.0
29,P9_D6_G4_M6_R1_T1.csv,1566.4285714285713,,0.1911464309268137,175440.0,P9,D6,M6,R1,D6_M6,1.0
30,P9_D6_G4_M6_R1_T1.csv,0.0,,0.0502029871415329,0.0,P9,D6,M6,R1,D6_M6,0.1
31,P9_D6_G4_M6_R1_T1.csv,0.03571428571428571,,0.0167343290471776,4.0,P9,D6,M6,R1,D6_M6,0.1
32,P9_D6_G4_M6_R1_T1.csv,0.07142857142857142,,0.0230097024398692,8.0,P9,D6,M6,R1,D6_M6,0.1
33,P9_D6_G4_M6_R1_T1.csv,0.10714285714285714,,0.0376522403561497,12.0,P9,D6,M6,R1,D6_M6,0.2
34,P9_D6_G4_M6_R1_T1.csv,0.14285714285714285,,0.0125507467853832,16.0,P9,D6,M6,R1,D6_M6,0.2
35,P9_D6_G4_M6_R1_T1.csv,0.17857142857142858,,0.0041835822617944,20.0,P9,D6,M6,R1,D6_M6,0.2
36,P9_D6_G4_M6_R1_T1.csv,0.21428571428571427,,0.0041835822617944,24.0,P9,D6,M6,R1,D6_M6,0.3
37,P9_D6_G4_M6_R1_T1.csv,0.25,,0.0041835822617944,28.0,P9,D6,M6,R1,D6_M6,0.3
38,P9_D6_G4_M6_R1_T1.csv,0.2857142857142857,,0.0669373161887106,32.0,P9,D6,M6,R1,D6_M6,0.3
39,P9_D6_G4_M6_R1_T1.csv,0.32142857142857145,,0.1380582146392156,36.0,P9,D6,M6,R1,D6_M6,0.4
40,P9_D6_G4_M6_R1_T1.csv,0.35714285714285715,,0.1903529929116458,40.0,P9,D6,M6,R1,D6_M6,0.4
41,P9_D6_G4_M6_R1_T1.csv,0.39285714285714285,,0.1171403033302436,44.0,P9,D6,M6,R1,D6_M6,0.4
42,P9_D6_G4_M6_R1_T1.csv,0.42857142857142855,,0.3221358341581699,48.0,P9,D6,M6,R1,D6_M6,0.5
43,P9_D6_G4_M6_R1_T1.csv,0.4642857142857143,,0.3827977769541889,52.0,P9,D6,M6,R1,D6_M6,0.5
44,P9_D6_G4_M6_R1_T1.csv,0.5,,0.060661942796019,56.0,P9,D6,M6,R1,D6_M6,0.5
45,P9_D6_G4_M6_R1_T1.csv,0.5357142857142857,,0.2070873219588235,60.0,P9,D6,M6,R1,D6_M6,0.6
46,P9_D6_G4_M6_R1_T1.csv,0.5714285714285714,,0.313768669634581,64.0,P9,D6,M6,R1,D6_M6,0.6
47,P9_D6_G4_M6_R1_T1.csv,0.6071428571428571,,0.3618798656452168,68.0,P9,D6,M6,R1,D6_M6,0.7
48,P9_D6_G4_M6_R1_T1.csv,0.6428571428571429,,0.1861694106498514,72.0,P9,D6,M6,R1,D6_M6,0.7
49,P9_D6_G4_M6_R1_T1.csv,0.6785714285714286,,0.1694350816026738,76.0,P9,D6,M6,R1,D6_M6,0.7
50,P9_D6_G4_M6_R1_T1.csv,0.7142857142857143,,0.2447395623149732,80.0,P9,D6,M6,R1,D6_M6,0.8
51,P9_D6_G4_M6_R1_T1.csv,0.75,,0.2468313534458704,84.0,P9,D6,M6,R1,D6_M6,0.8
52,P9_D6_G4_M6_R1_T1.csv,0.7857142857142857,,0.2091791130897207,88.0,P9,D6,M6,R1,D6_M6,0.8
53,P9_D6_G4_M6_R1_T1.csv,0.8214285714285714,,0.1589761259481877,92.0,P9,D6,M6,R1,D6_M6,0.9
54,P9_D6_G4_M6_R1_T1.csv,0.8571428571428571,,0.3869813592159833,96.0,P9,D6,M6,R1,D6_M6,0.9
55,P9_D6_G4_M6_R1_T1.csv,0.8928571428571429,,0.5041216625462269,100.0,P9,D6,M6,R1,D6_M6,0.9
56,P9_D6_G4_M6_R1_T1.csv,0.9285714285714286,,0.4371843463575163,104.0,P9,D6,M6,R1,D6_M6,1.0
57,P9_D6_G4_M6_R1_T1.csv,0.9642857142857143,,0.4225418084412358,108.0,P9,D6,M6,R1,D6_M6,1.0
58,P9_D6_G4_M6_R1_T1.csv,1.0,,0.2635656824930481,112.0,P9,D6,M6,R1,D6_M6,1.0
59,P9_D5_G4_M6_R2_T1.csv,1549.1176470588234,,0.1848017010642648,316020.0,P9,D5,M6,R2,D5_M6,1.0
60,P9_D5_G4_M6_R2_T1.csv,0.0,,0.0125507467853832,0.0,P9,D5,M6,R2,D5_M6,0.1
61,P9_D5_G4_M6_R2_T1.csv,0.0196078431372549,,0.0146425379162804,4.0,P9,D5,M6,R2,D5_M6,0.1
62,P9_D5_G4_M6_R2_T1.csv,0.0392156862745098,,0.0041835822617944,8.0,P9,D5,M6,R2,D5_M6,0.1
63,P9_D5_G4_M6_R2_T1.csv,0.058823529411764705,,0.0041835822617944,12.0,P9,D5,M6,R2,D5_M6,0.1
64,P9_D5_G4_M6_R2_T1.csv,0.0784313725490196,,0.0188261201780748,16.0,P9,D5,M6,R2,D5_M6,0.1
65,P9_D5_G4_M6_R2_T1.csv,0.09803921568627451,,0.0460194048797385,20.0,P9,D5,M6,R2,D5_M6,0.1
66,P9_D5_G4_M6_R2_T1.csv,0.11764705882352941,,0.0313768669634581,24.0,P9,D5,M6,R2,D5_M6,0.2
67,P9_D5_G4_M6_R2_T1.csv,0.13725490196078433,,0.0271932847016636,28.0,P9,D5,M6,R2,D5_M6,0.2
68,P9_D5_G4_M6_R2_T1.csv,0.1568627450980392,,0.0334686580943553,32.0,P9,D5,M6,R2,D5_M6,0.2
69,P9_D5_G4_M6_R2_T1.csv,0.17647058823529413,,0.0041835822617944,36.0,P9,D5,M6,R2,D5_M6,0.2
70,P9_D5_G4_M6_R2_T1.csv,0.19607843137254902,,0.0271932847016636,40.0,P9,D5,M6,R2,D5_M6,0.2
71,P9_D5_G4_M6_R2_T1.csv,0.21568627450980393,,0.0251014935707664,44.0,P9,D5,M6,R2,D5_M6,0.3
72,P9_D5_G4_M6_R2_T1.csv,0.23529411764705882,,0.0125507467853832,48.0,P9,D5,M6,R2,D5_M6,0.3
73,P9_D5_G4_M6_R2_T1.csv,0.2549019607843137,,0.0167343290471776,52.0,P9,D5,M6,R2,D5_M6,0.3
74,P9_D5_G4_M6_R2_T1.csv,0.27450980392156865,,0.0439276137488413,56.0,P9,D5,M6,R2,D5_M6,0.3
75,P9_D5_G4_M6_R2_T1.csv,0.29411764705882354,,0.0334686580943553,60.0,P9,D5,M6,R2,D5_M6,0.3
76,P9_D5_G4_M6_R2_T1.csv,0.3137254901960784,,0.0690291073196078,64.0,P9,D5,M6,R2,D5_M6,0.4
77,P9_D5_G4_M6_R2_T1.csv,0.3333333333333333,,0.242647771184076,68.0,P9,D5,M6,R2,D5_M6,0.4
78,P9_D5_G4_M6_R2_T1.csv,0.35294117647058826,,0.3597880745143196,72.0,P9,D5,M6,R2,D5_M6,0.4
79,P9_D5_G4_M6_R2_T1.csv,0.37254901960784315,,0.2740246381475341,76.0,P9,D5,M6,R2,D5_M6,0.4
80,P9_D5_G4_M6_R2_T1.csv,0.39215686274509803,,0.0648455250578134,80.0,P9,D5,M6,R2,D5_M6,0.4
81,P9_D5_G4_M6_R2_T1.csv,0.4117647058823529,,0.0230097024398692,84.0,P9,D5,M6,R2,D5_M6,0.5
82,P9_D5_G4_M6_R2_T1.csv,0.43137254901960786,,0.0627537339269162,88.0,P9,D5,M6,R2,D5_M6,0.5
83,P9_D5_G4_M6_R2_T1.csv,0.45098039215686275,,0.0502029871415329,92.0,P9,D5,M6,R2,D5_M6,0.5
84,P9_D5_G4_M6_R2_T1.csv,0.47058823529411764,,0.0920388097594771,96.0,P9,D5,M6,R2,D5_M6,0.5
85,P9_D5_G4_M6_R2_T1.csv,0.49019607843137253,,0.4497350931428995,100.0,P9,D5,M6,R2,D5_M6,0.5
86,P9_D5_G4_M6_R2_T1.csv,0.5098039215686274,,0.2489231445767676,104.0,P9,D5,M6,R2,D5_M6,0.6
87,P9_D5_G4_M6_R2_T1.csv,0.5294117647058824,,0.2112709042206179,108.0,P9,D5,M6,R2,D5_M6,0.6
88,P9_D5_G4_M6_R2_T1.csv,0.5490196078431373,,0.2280052332677955,112.0,P9,D5,M6,R2,D5_M6,0.6
89,P9_D5_G4_M6_R2_T1.csv,0.5686274509803921,,0.1485171702937017,116.0,P9,D5,M6,R2,D5_M6,0.6
90,P9_D5_G4_M6_R2_T1.csv,0.5882352941176471,,0.0857634363667854,120.0,P9,D5,M6,R2,D5_M6,0.6
91,P9_D5_G4_M6_R2_T1.csv,0.6078431372549019,,0.1589761259481877,124.0,P9,D5,M6,R2,D5_M6,0.7
92,P9_D5_G4_M6_R2_T1.csv,0.6274509803921569,,0.081579854104991,128.0,P9,D5,M6,R2,D5_M6,0.7
93,P9_D5_G4_M6_R2_T1.csv,0.6470588235294118,,0.2175462776133095,132.0,P9,D5,M6,R2,D5_M6,0.7
94,P9_D5_G4_M6_R2_T1.csv,0.6666666666666666,,0.2217298598751039,136.0,P9,D5,M6,R2,D5_M6,0.7
95,P9_D5_G4_M6_R2_T1.csv,0.6862745098039216,,0.2070873219588235,140.0,P9,D5,M6,R2,D5_M6,0.7
96,P9_D5_G4_M6_R2_T1.csv,0.7058823529411765,,0.2217298598751039,144.0,P9,D5,M6,R2,D5_M6,0.8
97,P9_D5_G4_M6_R2_T1.csv,0.7254901960784313,,0.5898850989130124,148.0,P9,D5,M6,R2,D5_M6,0.8
98,P9_D5_G4_M6_R2_T1.csv,0.7450980392156863,,0.7551365982538919,152.0,P9,D5,M6,R2,D5_M6,0.8
99,P9_D5_G4_M6_R2_T1.csv,0.7647058823529411,,0.5083052448080214,156.0,P9,D5,M6,R2,D5_M6,0.8
100,P9_D5_G4_M6_R2_T1.csv,0.7843137254901961,,0.2761164292784313,160.0,P9,D5,M6,R2,D5_M6,0.8
101,P9_D5_G4_M6_R2_T1.csv,0.803921568627451,,0.0899470186285799,164.0,P9,D5,M6,R2,D5_M6,0.9
102,P9_D5_G4_M6_R2_T1.csv,0.8235294117647058,,0.1464253791628045,168.0,P9,D5,M6,R2,D5_M6,0.9
103,P9_D5_G4_M6_R2_T1.csv,0.8431372549019608,,0.2363723977913844,172.0,P9,D5,M6,R2,D5_M6,0.9
104,P9_D5_G4_M6_R2_T1.csv,0.8627450980392157,,0.0899470186285799,176.0,P9,D5,M6,R2,D5_M6,0.9
105,P9_D5_G4_M6_R2_T1.csv,0.8823529411764706,,0.3514209099907308,180.0,P9,D5,M6,R2,D5_M6,0.9
106,P9_D5_G4_M6_R2_T1.csv,0.9019607843137255,,0.4078992705249554,184.0,P9,D5,M6,R2,D5_M6,1.0
107,P9_D5_G4_M6_R2_T1.csv,0.9215686274509803,,0.353512701121628,188.0,P9,D5,M6,R2,D5_M6,1.0
108,P9_D5_G4_M6_R2_T1.csv,0.9411764705882353,,0.4183582261794414,192.0,P9,D5,M6,R2,D5_M6,1.0
109,P9_D5_G4_M6_R2_T1.csv,0.9607843137254902,,0.3869813592159833,196.0,P9,D5,M6,R2,D5_M6,1.0
110,P9_D5_G4_M6_R2_T1.csv,0.9803921568627451,,0.4162664350485442,200.0,P9,D5,M6,R2,D5_M6,1.0
111,P9_D5_G4_M6_R2_T1.csv,1.0,,0.5083052448080214,204.0,P9,D5,M6,R2,D5_M6,1.0
112,P3_D5_G1_M5_R1_T1.csv,1411.7044921875001,,0.1607009361789275,344187.0,P3,D5,M5,R1,D5_M5,1.0
113,P3_D5_G1_M5_R1_T1.csv,0.0,,0.0083671645235888,0.0,P3,D5,M5,R1,D5_M5,0.1
114,P3_D5_G1_M5_R1_T1.csv,0.01785714285714286,,0.6338127126618538,4.35374149659864,P3,D5,M5,R1,D5_M5,0.1
115,P3_D5_G1_M5_R1_T1.csv,0.03571428571428572,,0.131782841246524,8.70748299319728,P3,D5,M5,R1,D5_M5,0.1
116,P3_D5_G1_M5_R1_T1.csv,0.05357142857142858,,0.3116768785036838,13.06122448979592,P3,D5,M5,R1,D5_M5,0.1
117,P3_D5_G1_M5_R1_T1.csv,0.07142857142857144,,0.0669373161887106,17.41496598639456,P3,D5,M5,R1,D5_M5,0.1
118,P3_D5_G1_M5_R1_T1.csv,0.0892857142857143,,0.0397440314870469,21.7687074829932,P3,D5,M5,R1,D5_M5,0.1
119,P3_D5_G1_M5_R1_T1.csv,0.10714285714285716,,0.1296910501156268,26.12244897959184,P3,D5,M5,R1,D5_M5,0.2
120,P3_D5_G1_M5_R1_T1.csv,0.125,,0.2907589671947118,30.476190476190474,P3,D5,M5,R1,D5_M5,0.2
121,P3_D5_G1_M5_R1_T1.csv,0.14285714285714288,,0.0920388097594771,34.82993197278912,P3,D5,M5,R1,D5_M5,0.2
122,P3_D5_G1_M5_R1_T1.csv,0.16071428571428575,,0.0041835822617944,39.18367346938776,P3,D5,M5,R1,D5_M5,0.2
123,P3_D5_G1_M5_R1_T1.csv,0.17857142857142858,,0.0041835822617944,43.53741496598639,P3,D5,M5,R1,D5_M5,0.2
124,P3_D5_G1_M5_R1_T1.csv,0.19642857142857145,,0.0418358226179441,47.89115646258504,P3,D5,M5,R1,D5_M5,0.2
125,P3_D5_G1_M5_R1_T1.csv,0.21428571428571433,,0.3158604607654783,52.24489795918368,P3,D5,M5,R1,D5_M5,0.3
126,P3_D5_G1_M5_R1_T1.csv,0.23214285714285715,,0.3305029986817587,56.59863945578231,P3,D5,M5,R1,D5_M5,0.3
127,P3_D5_G1_M5_R1_T1.csv,0.25,,0.4476433020120023,60.95238095238095,P3,D5,M5,R1,D5_M5,0.3
128,P3_D5_G1_M5_R1_T1.csv,0.2678571428571429,,0.3305029986817587,65.3061224489796,P3,D5,M5,R1,D5_M5,0.3
129,P3_D5_G1_M5_R1_T1.csv,0.28571428571428575,,0.1568843348172905,69.65986394557824,P3,D5,M5,R1,D5_M5,0.3
130,P3_D5_G1_M5_R1_T1.csv,0.3035714285714286,,0.2405559800531788,74.01360544217687,P3,D5,M5,R1,D5_M5,0.4
131,P3_D5_G1_M5_R1_T1.csv,0.32142857142857145,,0.3472373277289364,78.36734693877551,P3,D5,M5,R1,D5_M5,0.4
132,P3_D5_G1_M5_R1_T1.csv,0.33928571428571436,,0.253106726838562,82.72108843537416,P3,D5,M5,R1,D5_M5,0.4
133,P3_D5_G1_M5_R1_T1.csv,0.35714285714285715,,0.0041835822617944,87.07482993197279,P3,D5,M5,R1,D5_M5,0.4
134,P3_D5_G1_M5_R1_T1.csv,0.3750000000000001,,0.2447395623149732,91.42857142857144,P3,D5,M5,R1,D5_M5,0.4
135,P3_D5_G1_M5_R1_T1.csv,0.3928571428571429,,0.3807059858232917,95.78231292517007,P3,D5,M5,R1,D5_M5,0.4
136,P3_D5_G1_M5_R1_T1.csv,0.41071428571428575,,0.2991261317183006,100.1360544217687,P3,D5,M5,R1,D5_M5,0.5
137,P3_D5_G1_M5_R1_T1.csv,0.42857142857142866,,0.0899470186285799,104.48979591836736,P3,D5,M5,R1,D5_M5,0.5
138,P3_D5_G1_M5_R1_T1.csv,0.4464285714285714,,0.0230097024398692,108.84353741496598,P3,D5,M5,R1,D5_M5,0.5
139,P3_D5_G1_M5_R1_T1.csv,0.4642857142857143,,0.1757104549953654,113.19727891156462,P3,D5,M5,R1,D5_M5,0.5
140,P3_D5_G1_M5_R1_T1.csv,0.48214285714285726,,0.242647771184076,117.55102040816328,P3,D5,M5,R1,D5_M5,0.5
141,P3_D5_G1_M5_R1_T1.csv,0.5,,0.414174643917647,121.9047619047619,P3,D5,M5,R1,D5_M5,0.5
142,P3_D5_G1_M5_R1_T1.csv,0.5178571428571429,,0.121323885592038,126.25850340136054,P3,D5,M5,R1,D5_M5,0.6
143,P3_D5_G1_M5_R1_T1.csv,0.5357142857142858,,0.0125507467853832,130.6122448979592,P3,D5,M5,R1,D5_M5,0.6
144,P3_D5_G1_M5_R1_T1.csv,0.5535714285714286,,0.0041835822617944,134.96598639455783,P3,D5,M5,R1,D5_M5,0.6
145,P3_D5_G1_M5_R1_T1.csv,0.5714285714285715,,0.0355604492252525,139.31972789115648,P3,D5,M5,R1,D5_M5,0.6
146,P3_D5_G1_M5_R1_T1.csv,0.5892857142857143,,0.2091791130897207,143.6734693877551,P3,D5,M5,R1,D5_M5,0.6
147,P3_D5_G1_M5_R1_T1.csv,0.6071428571428572,,0.0041835822617944,148.02721088435374,P3,D5,M5,R1,D5_M5,0.7
148,P3_D5_G1_M5_R1_T1.csv,0.625,,0.071120898450505,152.38095238095238,P3,D5,M5,R1,D5_M5,0.7
149,P3_D5_G1_M5_R1_T1.csv,0.6428571428571429,,0.0690291073196078,156.73469387755102,P3,D5,M5,R1,D5_M5,0.7
150,P3_D5_G1_M5_R1_T1.csv,0.6607142857142858,,0.0230097024398692,161.08843537414967,P3,D5,M5,R1,D5_M5,0.7
151,P3_D5_G1_M5_R1_T1.csv,0.6785714285714287,,0.0041835822617944,165.4421768707483,P3,D5,M5,R1,D5_M5,0.7
152,P3_D5_G1_M5_R1_T1.csv,0.6964285714285714,,0.131782841246524,169.79591836734693,P3,D5,M5,R1,D5_M5,0.7
153,P3_D5_G1_M5_R1_T1.csv,0.7142857142857143,,0.3786141946923945,174.14965986394557,P3,D5,M5,R1,D5_M5,0.8
154,P3_D5_G1_M5_R1_T1.csv,0.7321428571428572,,0.3890731503468805,178.50340136054422,P3,D5,M5,R1,D5_M5,0.8
155,P3_D5_G1_M5_R1_T1.csv,0.7500000000000002,,0.1589761259481877,182.8571428571429,P3,D5,M5,R1,D5_M5,0.8
156,P3_D5_G1_M5_R1_T1.csv,0.7678571428571429,,0.2551985179694593,187.2108843537415,P3,D5,M5,R1,D5_M5,0.8
157,P3_D5_G1_M5_R1_T1.csv,0.7857142857142857,,0.1087731388066547,191.56462585034012,P3,D5,M5,R1,D5_M5,0.8
158,P3_D5_G1_M5_R1_T1.csv,0.8035714285714287,,0.0041835822617944,195.9183673469388,P3,D5,M5,R1,D5_M5,0.9
159,P3_D5_G1_M5_R1_T1.csv,0.8214285714285715,,0.0041835822617944,200.2721088435374,P3,D5,M5,R1,D5_M5,0.9
160,P3_D5_G1_M5_R1_T1.csv,0.8392857142857142,,0.0041835822617944,204.62585034013603,P3,D5,M5,R1,D5_M5,0.9
161,P3_D5_G1_M5_R1_T1.csv,0.8571428571428572,,0.0041835822617944,208.9795918367347,P3,D5,M5,R1,D5_M5,0.9
162,P3_D5_G1_M5_R1_T1.csv,0.875,,0.0041835822617944,213.33333333333331,P3,D5,M5,R1,D5_M5,0.9
163,P3_D5_G1_M5_R1_T1.csv,0.892857142857143,,0.0878552274976827,217.687074829932,P3,D5,M5,R1,D5_M5,0.9
164,P3_D5_G1_M5_R1_T1.csv,0.9107142857142857,,0.2949425494565062,222.0408163265306,P3,D5,M5,R1,D5_M5,1.0
165,P3_D5_G1_M5_R1_T1.csv,0.9285714285714286,,0.0941306008903743,226.39455782312925,P3,D5,M5,R1,D5_M5,1.0
166,P3_D5_G1_M5_R1_T1.csv,0.9464285714285715,,0.0041835822617944,230.7482993197279,P3,D5,M5,R1,D5_M5,1.0
167,P3_D5_G1_M5_R1_T1.csv,0.9642857142857142,,0.4120828527867498,235.1020408163265,P3,D5,M5,R1,D5_M5,1.0
168,P3_D5_G1_M5_R1_T1.csv,0.9821428571428573,,0.2070873219588235,239.4557823129252,P3,D5,M5,R1,D5_M5,1.0
169,P3_D5_G1_M5_R1_T1.csv,1.0,,0.010458955654486,243.8095238095238,P3,D5,M5,R1,D5_M5,1.0
170,P8_D0_G4_M6_R2_T1.csv,1560.3061224489795,,0.1839102762284824,305820.0,P8,D0,M6,R2,D0_M6,1.0
171,P8_D0_G4_M6_R2_T1.csv,0.0,,0.0041835822617944,0.0,P8,D0,M6,R2,D0_M6,0.1
172,P8_D0_G4_M6_R2_T1.csv,0.02040816326530612,,0.0146425379162804,4.0,P8,D0,M6,R2,D0_M6,0.1
173,P8_D0_G4_M6_R2_T1.csv,0.04081632653061224,,0.0439276137488413,8.0,P8,D0,M6,R2,D0_M6,0.1
174,P8_D0_G4_M6_R2_T1.csv,0.061224489795918366,,0.0041835822617944,12.0,P8,D0,M6,R2,D0_M6,0.1
175,P8_D0_G4_M6_R2_T1.csv,0.08163265306122448,,0.0188261201780748,16.0,P8,D0,M6,R2,D0_M6,0.1
176,P8_D0_G4_M6_R2_T1.csv,0.10204081632653061,,0.0146425379162804,20.0,P8,D0,M6,R2,D0_M6,0.2
177,P8_D0_G4_M6_R2_T1.csv,0.12244897959183673,,0.0543865694033273,24.0,P8,D0,M6,R2,D0_M6,0.2
178,P8_D0_G4_M6_R2_T1.csv,0.14285714285714285,,0.0522947782724301,28.0,P8,D0,M6,R2,D0_M6,0.2
179,P8_D0_G4_M6_R2_T1.csv,0.16326530612244897,,0.0460194048797385,32.0,P8,D0,M6,R2,D0_M6,0.2
180,P8_D0_G4_M6_R2_T1.csv,0.1836734693877551,,0.0188261201780748,36.0,P8,D0,M6,R2,D0_M6,0.2
181,P8_D0_G4_M6_R2_T1.csv,0.20408163265306123,,0.0481111960106357,40.0,P8,D0,M6,R2,D0_M6,0.3
182,P8_D0_G4_M6_R2_T1.csv,0.22448979591836735,,0.363971656776114,44.0,P8,D0,M6,R2,D0_M6,0.3
183,P8_D0_G4_M6_R2_T1.csv,0.24489795918367346,,0.192444784042543,48.0,P8,D0,M6,R2,D0_M6,0.3
184,P8_D0_G4_M6_R2_T1.csv,0.2653061224489796,,0.2008119485661319,52.0,P8,D0,M6,R2,D0_M6,0.3
185,P8_D0_G4_M6_R2_T1.csv,0.2857142857142857,,0.3095850873727866,56.0,P8,D0,M6,R2,D0_M6,0.3
186,P8_D0_G4_M6_R2_T1.csv,0.30612244897959184,,0.0753044807122994,60.0,P8,D0,M6,R2,D0_M6,0.4
187,P8_D0_G4_M6_R2_T1.csv,0.32653061224489793,,0.0857634363667854,64.0,P8,D0,M6,R2,D0_M6,0.4
188,P8_D0_G4_M6_R2_T1.csv,0.3469387755102041,,0.3158604607654783,68.0,P8,D0,M6,R2,D0_M6,0.4
189,P8_D0_G4_M6_R2_T1.csv,0.3673469387755102,,0.313768669634581,72.0,P8,D0,M6,R2,D0_M6,0.4
190,P8_D0_G4_M6_R2_T1.csv,0.3877551020408163,,0.0313768669634581,76.0,P8,D0,M6,R2,D0_M6,0.4
191,P8_D0_G4_M6_R2_T1.csv,0.40816326530612246,,0.3974403148704694,80.0,P8,D0,M6,R2,D0_M6,0.5
192,P8_D0_G4_M6_R2_T1.csv,0.42857142857142855,,0.5501410674259655,84.0,P8,D0,M6,R2,D0_M6,0.5
193,P8_D0_G4_M6_R2_T1.csv,0.4489795918367347,,0.5020298714153297,88.0,P8,D0,M6,R2,D0_M6,0.5
194,P8_D0_G4_M6_R2_T1.csv,0.46938775510204084,,0.14224179690101,92.0,P8,D0,M6,R2,D0_M6,0.5
195,P8_D0_G4_M6_R2_T1.csv,0.4897959183673469,,0.1024977654139631,96.0,P8,D0,M6,R2,D0_M6,0.5
196,P8_D0_G4_M6_R2_T1.csv,0.5102040816326531,,0.2907589671947118,100.0,P8,D0,M6,R2,D0_M6,0.6
197,P8_D0_G4_M6_R2_T1.csv,0.5306122448979592,,0.2844835938020201,104.0,P8,D0,M6,R2,D0_M6,0.6
198,P8_D0_G4_M6_R2_T1.csv,0.5510204081632653,,0.121323885592038,108.0,P8,D0,M6,R2,D0_M6,0.6
199,P8_D0_G4_M6_R2_T1.csv,0.5714285714285714,,0.0899470186285799,112.0,P8,D0,M6,R2,D0_M6,0.6
200,P8_D0_G4_M6_R2_T1.csv,0.5918367346938775,,0.2844835938020201,116.0,P8,D0,M6,R2,D0_M6,0.6
