,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.023931568569324175,0.0,0.6666666666666666,6
4.0,4.0,0.04487169106748283,0.005235030624539664,0.18181818181818182,22
8.0,8.0,0.038888798925151784,-0.0014957230355827616,0.3076923076923077,13
12.0,12.0,0.023931568569324175,-0.0037393075889569022,0.6666666666666666,6
16.0,16.0,0.035897352853986264,0.0029914460711655223,0.26666666666666666,15
20.0,20.0,0.026923014640489698,-0.0022435845533741415,0.4,10
24.0,24.0,0.023931568569324175,-0.0007478615177913808,0.5,8
28.0,28.0,0.029914460711655218,0.0014957230355827607,0.3333333333333333,12
32.0,32.0,0.04786313713864835,0.004487169106748283,0.12903225806451613,31
36.0,36.0,0.038888798925151784,-0.0022435845533741415,0.23529411764705882,17
40.0,40.0,0.04786313713864835,0.0022435845533741415,0.2,20
44.0,44.0,0.038888798925151784,-0.0022435845533741415,0.16,25
48.0,48.0,0.05085458320981387,0.0029914460711655214,0.23529411764705882,17
52.0,52.0,0.035897352853986264,-0.0037393075889569014,0.2222222222222222,18
56.0,56.0,0.053846029280979396,0.004487169106748283,0.18181818181818182,22
60.0,60.0,0.05085458320981387,-0.0007478615177913817,0.12121212121212122,33
64.0,64.0,0.06581181356564147,0.0037393075889569014,0.12121212121212122,33
68.0,68.0,0.04786313713864835,-0.004487169106748281,0.21052631578947367,19
72.0,72.0,0.029914460711655218,-0.004487169106748283,0.6666666666666666,6
76.0,76.0,0.038888798925151784,0.0022435845533741415,0.2,20
80.0,80.0,0.05085458320981387,0.0029914460711655214,0.17391304347826086,23
84.0,84.0,0.0418802449963173,-0.0022435845533741415,0.18181818181818182,22
88.0,88.0,0.04487169106748283,0.0007478615177913817,0.18181818181818182,22
92.0,92.0,0.04487169106748283,0.0,0.16,25
96.0,96.0,0.04786313713864835,0.0007478615177913799,0.2222222222222222,18
100.0,100.0,0.04786313713864835,0.0,0.21052631578947367,19
104.0,104.0,0.03290590678282074,-0.003739307588956903,0.23529411764705882,17
108.0,108.0,0.038888798925151784,0.0014957230355827616,0.25,16
112.0,112.0,0.04786313713864835,0.0022435845533741415,0.2,20
116.0,116.0,0.0418802449963173,-0.0014957230355827616,0.21052631578947367,19
120.0,120.0,0.0418802449963173,0.0,0.23529411764705882,17
124.0,124.0,0.04786313713864835,0.0014957230355827616,0.14814814814814814,27
128.0,128.0,0.04786313713864835,0.0,0.16666666666666666,24
132.0,132.0,0.0418802449963173,-0.0014957230355827616,0.19047619047619047,21
136.0,136.0,0.053846029280979396,0.002991446071165523,0.15384615384615385,26
140.0,140.0,0.05085458320981387,-0.0007478615177913817,0.12121212121212122,33
144.0,144.0,0.059828921423310436,0.0022435845533741415,0.125,32
148.0,148.0,0.059828921423310436,0.0,0.10526315789473684,38
152.0,152.0,0.04487169106748283,-0.0037393075889569014,0.21052631578947367,19
156.0,156.0,0.026923014640489698,-0.004487169106748283,1.0,4
160.0,160.0,0.017948676426993132,-0.0022435845533741415,0.5,8
164.0,164.0,0.03290590678282074,0.0037393075889569014,0.23529411764705882,17
168.0,168.0,0.029914460711655218,-0.0007478615177913799,0.3076923076923077,13
172.0,172.0,0.029914460711655218,0.0,0.3076923076923077,13
176.0,176.0,0.04786313713864835,0.004487169106748283,0.18181818181818182,22
180.0,180.0,0.0418802449963173,-0.0014957230355827616,0.2,20
184.0,184.0,0.04487169106748283,0.0007478615177913817,0.21052631578947367,19
188.0,188.0,0.0418802449963173,-0.0007478615177913817,0.23529411764705882,17
192.0,192.0,0.04786313713864835,0.0014957230355827616,0.19047619047619047,21
196.0,196.0,0.035897352853986264,-0.0029914460711655214,0.21052631578947367,19
200.0,200.0,0.04487169106748283,0.0022435845533741415,0.18181818181818182,22
204.0,204.0,0.04786313713864835,0.0007478615177913799,0.18181818181818182,22
208.0,208.0,0.035897352853986264,-0.0029914460711655214,0.23529411764705882,17
212.0,212.0,0.03290590678282074,-0.0007478615177913817,0.26666666666666666,15
216.0,216.0,0.04786313713864835,0.003739307588956903,0.19047619047619047,21
220.0,220.0,0.05085458320981387,0.0007478615177913799,0.14814814814814814,27
224.0,224.0,0.038888798925151784,-0.0029914460711655214,0.15384615384615385,26
228.0,228.0,0.04786313713864835,0.0022435845533741415,0.16666666666666666,24
232.0,232.0,0.029914460711655218,-0.004487169106748283,0.2857142857142857,14
236.0,236.0,0.0418802449963173,0.0029914460711655214,0.21052631578947367,19
240.0,240.0,0.04487169106748283,0.0007478615177913817,0.14814814814814814,27
244.0,244.0,0.04487169106748283,0.0,0.15384615384615385,26
248.0,248.0,0.04786313713864835,0.0007478615177913799,0.14814814814814814,27
252.0,252.0,0.04487169106748283,-0.0007478615177913799,0.2,20
256.0,256.0,0.029914460711655218,-0.003739307588956903,0.3076923076923077,13
260.0,260.0,0.035897352853986264,0.0014957230355827616,0.3333333333333333,12
264.0,264.0,0.03290590678282074,-0.0007478615177913817,0.3333333333333333,12
268.0,268.0,0.026923014640489698,-0.0014957230355827598,0.4444444444444444,9
