,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.035897352853986264,0.0,0.2857142857142857,14
4.0,4.0,0.023931568569324175,-0.0029914460711655223,0.36363636363636365,11
8.0,8.0,0.0418802449963173,0.004487169106748282,0.3076923076923077,13
12.0,12.0,0.029914460711655218,-0.0029914460711655214,0.5714285714285714,7
16.0,16.0,0.026923014640489698,-0.0007478615177913799,0.36363636363636365,11
20.0,20.0,0.038888798925151784,0.0029914460711655214,0.21052631578947367,19
24.0,24.0,0.035897352853986264,-0.0007478615177913799,0.21052631578947367,19
28.0,28.0,0.029914460711655218,-0.0014957230355827616,0.3076923076923077,13
32.0,32.0,0.04487169106748283,0.003739307588956903,0.18181818181818182,22
36.0,36.0,0.0418802449963173,-0.0007478615177913817,0.25,16
40.0,40.0,0.04786313713864835,0.0014957230355827616,0.17391304347826086,23
44.0,44.0,0.0418802449963173,-0.0014957230355827616,0.2222222222222222,18
48.0,48.0,0.038888798925151784,-0.0007478615177913799,0.19047619047619047,21
52.0,52.0,0.04487169106748283,0.0014957230355827616,0.17391304347826086,23
56.0,56.0,0.04786313713864835,0.0007478615177913799,0.17391304347826086,23
60.0,60.0,0.04487169106748283,-0.0007478615177913799,0.17391304347826086,23
64.0,64.0,0.04786313713864835,0.0007478615177913799,0.16666666666666666,24
68.0,68.0,0.035897352853986264,-0.0029914460711655214,0.16666666666666666,24
72.0,72.0,0.05085458320981387,0.0037393075889569014,0.18181818181818182,22
76.0,76.0,0.04786313713864835,-0.0007478615177913799,0.2,20
80.0,80.0,0.053846029280979396,0.0014957230355827616,0.13333333333333333,30
84.0,84.0,0.056837475352144916,0.0007478615177913799,0.125,32
88.0,88.0,0.06282036749447596,0.0014957230355827616,0.1111111111111111,36
92.0,92.0,0.05085458320981387,-0.002991446071165523,0.14814814814814814,27
96.0,96.0,0.04786313713864835,-0.0007478615177913799,0.18181818181818182,22
100.0,100.0,0.056837475352144916,0.0022435845533741415,0.16666666666666666,24
104.0,104.0,0.035897352853986264,-0.005235030624539663,0.25,16
108.0,108.0,0.04487169106748283,0.0022435845533741415,0.23529411764705882,17
112.0,112.0,0.04487169106748283,0.0,0.18181818181818182,22
116.0,116.0,0.05085458320981387,0.0014957230355827598,0.12903225806451613,31
120.0,120.0,0.05085458320981387,0.0,0.19047619047619047,21
124.0,124.0,0.04487169106748283,-0.0014957230355827598,0.2222222222222222,18
128.0,128.0,0.035897352853986264,-0.0022435845533741415,0.26666666666666666,15
132.0,132.0,0.04786313713864835,0.0029914460711655214,0.21052631578947367,19
136.0,136.0,0.0418802449963173,-0.0014957230355827616,0.23529411764705882,17
140.0,140.0,0.035897352853986264,-0.0014957230355827598,0.2222222222222222,18
144.0,144.0,0.04786313713864835,0.0029914460711655214,0.17391304347826086,23
148.0,148.0,0.05085458320981387,0.0007478615177913799,0.2,20
152.0,152.0,0.0418802449963173,-0.0022435845533741415,0.2222222222222222,18
156.0,156.0,0.0418802449963173,0.0,0.14814814814814814,27
160.0,160.0,0.05085458320981387,0.0022435845533741415,0.16666666666666666,24
