,Name,t_%,y_var,t0,t_0,Artist,Rater,Participant,Dance_mode,Music_mode,Palo,Condition,Assigned_%
112,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,0.5,5,,56.284298726458346,P,P8,P8,D5,M5,R1,D5_M5,0.5
113,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,0.5,4,,58.55498891433775,P,P8,P8,D5,M5,R1,D5_M5,0.5
114,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,0.5,5,,69.50478431960735,P,P8,P8,D5,M5,R1,D5_M5,0.5
115,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,0.6,6,,70.37607884583208,P,P8,P8,D5,M5,R1,D5_M5,0.6
116,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,0.7000000000000001,7,,87.44719776340682,P,P8,P8,D5,M5,R1,D5_M5,0.8
117,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,0.7000000000000001,6,,93.43364914288928,P,P8,P8,D5,M5,R1,D5_M5,0.8
118,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,0.8,5,,108.63662160381864,P,P8,P8,D5,M5,R1,D5_M5,0.8
119,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,1.0,6,,131.20341302906888,P,P8,P8,D5,M5,R1,D5_M5,1.0
120,P8_P8_D5_G4_M5_R1_T1_FLOW.csv,1.0,5,,142.64084732691424,P,P8,P8,D5,M5,R1,D5_M5,1.0
121,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.1,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.1
122,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.2,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.2
123,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.30000000000000004,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.4
124,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.4,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.4
125,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.5,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.5
126,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.6,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.6
127,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.7000000000000001,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.8
128,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.8,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.8
129,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,0.9,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,0.9
130,G1_P6_D5_G1_M6_R1_T1_FLOW.csv,1.0,7,,6.414045963760376,G,G1,P6,D5,M6,R1,D5_M6,1.0
131,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.1,5,,7.214644998092651,G,G3,P5,D6,M6,R1,D6_M6,0.1
132,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.2,6,,22.830399097274785,G,G3,P5,D6,M6,R1,D6_M6,0.2
133,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.30000000000000004,4,,30.67944504577637,G,G3,P5,D6,M6,R1,D6_M6,0.4
134,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.30000000000000004,5,,34.89634998092652,G,G3,P5,D6,M6,R1,D6_M6,0.4
135,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.4,6,,42.030427144958495,G,G3,P5,D6,M6,R1,D6_M6,0.4
136,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.5,3,,56.04589608773804,G,G3,P5,D6,M6,R1,D6_M6,0.5
137,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.6,5,,66.89523103242493,G,G3,P5,D6,M6,R1,D6_M6,0.6
138,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.7000000000000001,3,,76.71343099046325,G,G3,P5,D6,M6,R1,D6_M6,0.8
139,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.9,2,,100.72999488555908,G,G3,P5,D6,M6,R1,D6_M6,0.9
140,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,0.9,5,,104.6312179408722,G,G3,P5,D6,M6,R1,D6_M6,0.9
141,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,1.0,2,,100.72999488555908,G,G3,P5,D6,M6,R1,D6_M6,1.0
142,G3_P5_D6_G3_M6_R1_T1_FLOW.csv,1.0,5,,104.6312179408722,G,G3,P5,D6,M6,R1,D6_M6,1.0
143,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.1,7,,13.492133496482491,P,P8,P8,D1,M1,R1,D1_M1,0.1
144,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.2,6,,34.53694457382699,P,P8,P8,D1,M1,R1,D1_M1,0.2
145,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.2,5,,38.98581115389488,P,P8,P8,D1,M1,R1,D1_M1,0.2
146,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.30000000000000004,6,,42.63391212106321,P,P8,P8,D1,M1,R1,D1_M1,0.4
147,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.4,5,,68.59707505872417,P,P8,P8,D1,M1,R1,D1_M1,0.4
148,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.4,6,,73.60431196802749,P,P8,P8,D1,M1,R1,D1_M1,0.4
149,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.4,7,,76.84833296049372,P,P8,P8,D1,M1,R1,D1_M1,0.4
150,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.6,6,,109.83664645538563,P,P8,P8,D1,M1,R1,D1_M1,0.6
151,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.8,7,,141.84674380631728,P,P8,P8,D1,M1,R1,D1_M1,0.8
152,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.8,6,,149.80750852301952,P,P8,P8,D1,M1,R1,D1_M1,0.8
153,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.8,5,,156.2229681272324,P,P8,P8,D1,M1,R1,D1_M1,0.8
154,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,0.9,6,,174.32610791001147,P,P8,P8,D1,M1,R1,D1_M1,0.9
155,P8_P8_D1_G4_M1_R1_T1_FLOW.csv,1.0,6,,174.32610791001147,P,P8,P8,D1,M1,R1,D1_M1,1.0
156,P8_P8_D6_G4_M6_R1_T2_FLOW.csv,0.1,1,,10.278994156150636,P,P8,P8,D6,M6,R1,D6_M6,0.1
157,P8_P8_D6_G4_M6_R1_T2_FLOW.csv,0.2,2,,14.156721463562835,P,P8,P8,D6,M6,R1,D6_M6,0.2
158,P8_P8_D6_G4_M6_R1_T2_FLOW.csv,0.4,3,,44.04972479068552,P,P8,P8,D6,M6,R1,D6_M6,0.4
159,P8_P8_D6_G4_M6_R1_T2_FLOW.csv,0.5,4,,50.818820539079496,P,P8,P8,D6,M6,R1,D6_M6,0.5
160,P8_P8_D6_G4_M6_R1_T2_FLOW.csv,0.9,5,,98.28383639264118,P,P8,P8,D6,M6,R1,D6_M6,0.9
161,P8_P8_D6_G4_M6_R1_T2_FLOW.csv,1.0,4,,117.4955350043483,P,P8,P8,D6,M6,R1,D6_M6,1.0
162,P6_P6_D1_G1_M6_R2_T1_FLOW.csv,0.2,6,,36.31427094659424,P,P6,P6,D1,M6,R2,D1_M6,0.2
163,P6_P6_D1_G1_M6_R2_T1_FLOW.csv,0.8,5,,142.2933540228882,P,P6,P6,D1,M6,R2,D1_M6,0.8
164,P6_P6_D1_G1_M6_R2_T1_FLOW.csv,0.9,5,,166.09072204768373,P,P6,P6,D1,M6,R2,D1_M6,0.9
165,P6_P6_D1_G1_M6_R2_T1_FLOW.csv,1.0,4,,174.7030840743866,P,P6,P6,D1,M6,R2,D1_M6,1.0
166,P7_P7_D6_G1_M6_R1_T1_FLOW.csv,0.1,1,,6.788553022888183,P,P7,P7,D6,M6,R1,D6_M6,0.1
167,P7_P7_D6_G1_M6_R1_T1_FLOW.csv,0.30000000000000004,2,,25.15372198283386,P,P7,P7,D6,M6,R1,D6_M6,0.4
168,P7_P7_D6_G1_M6_R1_T1_FLOW.csv,0.4,1,,38.33649901144409,P,P7,P7,D6,M6,R1,D6_M6,0.4
169,P7_P7_D6_G1_M6_R1_T1_FLOW.csv,0.7000000000000001,2,,69.32755383787537,P,P7,P7,D6,M6,R1,D6_M6,0.8
170,P7_P7_D6_G1_M6_R1_T1_FLOW.csv,0.8,4,,82.66158389128113,P,P7,P7,D6,M6,R1,D6_M6,0.8
171,P7_P7_D6_G1_M6_R1_T1_FLOW.csv,1.0,6,,107.97394094659424,P,P7,P7,D6,M6,R1,D6_M6,1.0
172,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.1,1,,0.9577991220703124,P,P3,P3,D1,M6,R1,D1_M6,0.1
173,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.30000000000000004,5,,38.29045692752075,P,P3,P3,D1,M6,R1,D1_M6,0.4
174,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.30000000000000004,6,,46.04962109155274,P,P3,P3,D1,M6,R1,D1_M6,0.4
175,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.30000000000000004,7,,52.932282797821046,P,P3,P3,D1,M6,R1,D1_M6,0.4
176,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.4,7,,58.03998100190735,P,P3,P3,D1,M6,R1,D1_M6,0.4
177,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.4,4,,68.17409111634827,P,P3,P3,D1,M6,R1,D1_M6,0.4
178,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.4,6,,71.34417099427796,P,P3,P3,D1,M6,R1,D1_M6,0.4
179,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.4,7,,74.44303610490418,P,P3,P3,D1,M6,R1,D1_M6,0.4
180,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.5,6,,82.7637439217987,P,P3,P3,D1,M6,R1,D1_M6,0.5
181,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.5,7,,86.15653705722046,P,P3,P3,D1,M6,R1,D1_M6,0.5
182,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.5,4,,90.96162587220763,P,P3,P3,D1,M6,R1,D1_M6,0.5
183,P3_P3_D1_G1_M6_R1_T1_FLOW.csv,0.6,6,,93.65513405340576,P,P3,P3,D1,M6,R1,D1_M6,0.6
