,Name,Assigned_t,t_var,t_LZ_guitar_zd,t_ratings_FLOW,t_LZ_drum,t_var_drum,t_var_guitar_zd,t_ratings_IMPRO,t_LZ
0,P3_D0_G1_M6_R1_T1,0.1,51.24274802239552,0.0974774666998098,,0.14726209561516335,16.89939113166549,19.839256040233074,,0.0882735857238621
1,P3_D0_G1_M6_R1_T1,0.2,51.82191299758106,0.17048097716812233,,0.10981903437210333,13.907693057726199,19.884632443317837,,0.11588522865170522
2,P3_D0_G1_M6_R1_T1,0.3,51.8073735355117,0.1983017992090552,,0.14140508044865116,14.730229176710665,19.668308294189675,,0.1347113488297801
3,P3_D0_G1_M6_R1_T1,0.4,52.44927727419084,0.10929608658937903,,0.1495630658591503,15.1270662578832,18.769834394707082,,0.1840776195189542
4,P3_D0_G1_M6_R1_T1,0.5,51.942145083603144,0.2473543012285947,,0.08942407084585557,13.483731464664608,19.85279896872608,,0.14851717029370165
5,P3_D0_G1_M6_R1_T1,0.6,50.3566730071788,0.03514209099907304,,0.11170164638991083,14.123379103496939,18.405242285293678,,0.0073212689581402
6,P3_D0_G1_M6_R1_T1,0.7,51.79093101116537,0.1903529929116458,,0.06746026397143487,13.308505356900705,19.78442462386529,,0.11965045268732022
7,P3_D0_G1_M6_R1_T1,0.8,52.67625910638061,0.3518392682169102,,0.10668134767575752,14.337847692861795,20.59946902631121,,0.23469896488666664
8,P3_D0_G1_M6_R1_T1,0.9,53.423071154477825,0.2766393770611556,,0.23794124113955728,15.428787783298313,19.99276442816506,,0.4739998702613072
9,P3_D0_G1_M6_R1_T1,1.0,53.60472412250327,0.281113485868908,,0.25892500513227984,16.812112597738267,20.485764976221308,,0.3468460062588705
10,P3_D0_G1_M6_R2_T1,0.1,48.99547071652747,0.010458955654486,,0.11714030333024357,12.666515493822349,12.783877054910073,,0.08283492878352938
11,P3_D0_G1_M6_R2_T1,0.2,49.11180220230248,0.0904699664113042,,0.013073694568107527,3.7239078640105636,15.043589763177934,,0.05522328585568622
12,P3_D0_G1_M6_R2_T1,0.3,50.79969770879119,0.43090897296482467,,0.076350376277748,9.530977054487904,18.262610714295725,,0.35612744003524954
13,P3_D0_G1_M6_R2_T1,0.4,49.63658929994905,0.2933737061083333,,0.04654235266246283,9.399974326861823,17.11431446456264,,0.18282254484041588
14,P3_D0_G1_M6_R2_T1,0.5,49.18113173443766,0.0073212689581402,,0.005229477827243,7.270873881546024,12.812511836357587,,0.0732126895814022
15,P3_D0_G1_M6_R2_T1,0.6,49.880430026346424,0.01830317239535055,,0.05177183048970585,9.621377806690052,13.000353996679221,,0.18491433597131307
16,P3_D0_G1_M6_R2_T1,0.7,50.09980445533446,0.20865616530699638,,0.17675635056081396,13.55516951588501,16.934061228722786,,0.19296773182526733
17,P3_D0_G1_M6_R2_T1,0.8,50.307834810019976,0.34880617107710926,,0.21283974756879082,14.299879908990203,17.62562997649682,,0.2618922495883303
18,P3_D0_G1_M6_R2_T1,0.9,50.822531699434606,0.11138787772027628,,0.3012179228491978,14.783328632742021,16.29389777516855,,0.40580747939405815
19,P3_D0_G1_M6_R2_T1,1.0,50.58257362203296,0.15408697921763828,,0.21766248823169268,14.863371447818114,16.474856376624377,,0.29062254603400106
20,P3_D1_G1_M1_R1_T1,0.1,49.46679943884318,0.031725498818607596,3.25,0.0073212689581402006,14.581493902545441,17.41648794912641,6.0,0.005677718783863829
21,P3_D1_G1_M1_R1_T1,0.2,52.539852548368174,0.06449689320266383,4.875,0.11469988034419683,18.141003808449963,17.45030420649623,5.4,0.08157985410499105
22,P3_D1_G1_M1_R1_T1,0.3,53.6097483182383,0.16441478288852046,,0.2091791130897207,20.034501475644806,18.051423118133506,,0.17222413644387
23,P3_D1_G1_M1_R1_T1,0.4,54.20787662839285,0.181985828388057,4.5,0.23951008448773017,20.726142399443372,17.932621984938304,3.4285714285714284,0.3667607116173102
24,P3_D1_G1_M1_R1_T1,0.5,53.215155725347664,0.313071405924282,6.0,0.11783756704054264,19.376028364196408,18.634072501200773,4.0,0.25554714982460874
25,P3_D1_G1_M1_R1_T1,0.6,55.18772215089353,0.2154544864824123,6.0,0.29159568364707067,21.934759486434963,18.649720756917528,5.5,0.3786141946923945
26,P3_D1_G1_M1_R1_T1,0.7,51.447278334425526,0.07704763998804708,,0.041487190762794564,17.724218458633217,17.137420954960973,,0.025450125425915984
27,P3_D1_G1_M1_R1_T1,0.8,52.612644134199456,0.16274134998380269,4.166666666666667,0.0870185110453238,17.857678055135114,17.75489695900819,5.461538461538462,0.07390995329170129
