,Name,t_%,y_var,t0,t_0,Artist,Rater,Participant,Dance_mode,Music_mode,Palo,Condition,Assigned_%
109,G4_P9_D5_G4_M6_R1_T1_IMPRO.csv,0.6,5,,58.93128507247925,G,G4,P9,D5,M6,R1,D5_M6,0.6
110,G4_P9_D5_G4_M6_R1_T1_IMPRO.csv,0.7000000000000001,4,,72.47338384359742,G,G4,P9,D5,M6,R1,D5_M6,0.8
111,G4_P9_D5_G4_M6_R1_T1_IMPRO.csv,1.0,5,,114.5624941335144,G,G4,P9,D5,M6,R1,D5_M6,1.0
112,G1_P7_D1_G1_M6_R2_T1_IMPRO.csv,0.1,1,,16.772832068664552,G,G1,P7,D1,M6,R2,D1_M6,0.1
113,G1_P7_D1_G1_M6_R2_T1_IMPRO.csv,0.2,2,,26.32946702670288,G,G1,P7,D1,M6,R2,D1_M6,0.2
114,G1_P7_D1_G1_M6_R2_T1_IMPRO.csv,0.2,3,,32.16639381880188,G,G1,P7,D1,M6,R2,D1_M6,0.2
115,G1_P7_D1_G1_M6_R2_T1_IMPRO.csv,0.30000000000000004,2,,40.79416780735779,G,G1,P7,D1,M6,R2,D1_M6,0.4
116,G1_P7_D1_G1_M6_R2_T1_IMPRO.csv,0.6,1,,93.65427104577635,G,G1,P7,D1,M6,R2,D1_M6,0.6
117,G1_P7_D1_G1_M6_R2_T1_IMPRO.csv,0.9,2,,146.74242110490417,G,G1,P7,D1,M6,R2,D1_M6,0.9
118,G1_P7_D1_G1_M6_R2_T1_IMPRO.csv,1.0,2,,146.74242110490417,G,G1,P7,D1,M6,R2,D1_M6,1.0
119,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.1,5,,14.759908979019166,P,P3,P3,D1,M1,R1,D1_M1,0.1
120,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.2,6,,26.42605096376037,P,P3,P3,D1,M1,R1,D1_M1,0.2
121,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.2,7,,29.50239205149841,P,P3,P3,D1,M1,R1,D1_M1,0.2
122,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.2,4,,34.44504399237061,P,P3,P3,D1,M1,R1,D1_M1,0.2
123,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.2,3,,40.5453299256134,P,P3,P3,D1,M1,R1,D1_M1,0.2
124,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.2,7,,45.29047203623962,P,P3,P3,D1,M1,R1,D1_M1,0.2
125,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.30000000000000004,3,,50.57056613923645,P,P3,P3,D1,M1,R1,D1_M1,0.4
126,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.30000000000000004,5,,56.08804408583069,P,P3,P3,D1,M1,R1,D1_M1,0.4
127,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.30000000000000004,4,,63.11436919836426,P,P3,P3,D1,M1,R1,D1_M1,0.4
128,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.30000000000000004,2,,67.04838216021729,P,P3,P3,D1,M1,R1,D1_M1,0.4
129,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.4,3,,74.55948702098084,P,P3,P3,D1,M1,R1,D1_M1,0.4
130,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.4,4,,83.99145303051758,P,P3,P3,D1,M1,R1,D1_M1,0.4
131,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.4,3,,96.97046190844726,P,P3,P3,D1,M1,R1,D1_M1,0.4
132,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.5,4,,105.70911216212464,P,P3,P3,D1,M1,R1,D1_M1,0.5
133,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.5,3,,111.35372597329712,P,P3,P3,D1,M1,R1,D1_M1,0.5
134,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.5,4,,120.90357910681152,P,P3,P3,D1,M1,R1,D1_M1,0.5
135,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.6,5,,124.86364609155274,P,P3,P3,D1,M1,R1,D1_M1,0.6
136,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.6,3,,129.09536608773803,P,P3,P3,D1,M1,R1,D1_M1,0.6
137,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.6,7,,136.98206387792968,P,P3,P3,D1,M1,R1,D1_M1,0.6
138,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.6,5,,140.25619002288818,P,P3,P3,D1,M1,R1,D1_M1,0.6
139,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.7000000000000001,5,,148.48949687220764,P,P3,P3,D1,M1,R1,D1_M1,0.8
140,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.7000000000000001,6,,149.4783579332428,P,P3,P3,D1,M1,R1,D1_M1,0.8
141,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.7000000000000001,5,,159.08833295803834,P,P3,P3,D1,M1,R1,D1_M1,0.8
142,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.7000000000000001,6,,161.58668309155274,P,P3,P3,D1,M1,R1,D1_M1,0.8
143,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.7000000000000001,3,,169.4812199961853,P,P3,P3,D1,M1,R1,D1_M1,0.8
144,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.8,6,,174.63800916212463,P,P3,P3,D1,M1,R1,D1_M1,0.8
145,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.8,7,,184.8586041449585,P,P3,P3,D1,M1,R1,D1_M1,0.8
146,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.8,4,,190.06644997138977,P,P3,P3,D1,M1,R1,D1_M1,0.8
147,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.8,3,,193.43450387602235,P,P3,P3,D1,M1,R1,D1_M1,0.8
148,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.9,2,,196.7286969408722,P,P3,P3,D1,M1,R1,D1_M1,0.9
149,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.9,1,,201.36815801144408,P,P3,P3,D1,M1,R1,D1_M1,0.9
150,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.9,2,,209.09795183978272,P,P3,P3,D1,M1,R1,D1_M1,0.9
151,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,0.9,1,,217.71310286457825,P,P3,P3,D1,M1,R1,D1_M1,0.9
152,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,1.0,3,,219.6001771239777,P,P3,P3,D1,M1,R1,D1_M1,1.0
153,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,1.0,4,,229.900797792099,P,P3,P3,D1,M1,R1,D1_M1,1.0
154,P3_P3_D1_G1_M1_R1_T1_IMPRO.csv,1.0,5,,243.98715104005436,P,P3,P3,D1,M1,R1,D1_M1,1.0
155,G4_P8_D1_G4_M1_R1_T1_IMPRO.csv,0.1,5,,12.838291024795533,G,G4,P8,D1,M1,R1,D1_M1,0.1
156,G4_P8_D1_G4_M1_R1_T1_IMPRO.csv,0.30000000000000004,6,,53.72235407247925,G,G4,P8,D1,M1,R1,D1_M1,0.4
157,G4_P8_D1_G4_M1_R1_T1_IMPRO.csv,0.5,5,,82.96416603433228,G,G4,P8,D1,M1,R1,D1_M1,0.5
158,G4_P8_D1_G4_M1_R1_T1_IMPRO.csv,0.6,6,,98.39564504196169,G,G4,P8,D1,M1,R1,D1_M1,0.6
159,G4_P8_D1_G4_M1_R1_T1_IMPRO.csv,0.6,5,,113.27429099427796,G,G4,P8,D1,M1,R1,D1_M1,0.6
160,G4_P8_D1_G4_M1_R1_T1_IMPRO.csv,0.6,6,,116.9788749217987,G,G4,P8,D1,M1,R1,D1_M1,0.6
161,G4_P8_D1_G4_M1_R1_T1_IMPRO.csv,1.0,5,,189.8156870858307,G,G4,P8,D1,M1,R1,D1_M1,1.0
162,G4_P8_D1_G4_M1_R1_T1_IMPRO.csv,1.0,4,,190.8052500858307,G,G4,P8,D1,M1,R1,D1_M1,1.0
163,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,0.2,1,,17.81633704577637,P,P4,P4,D5,M5,R2,D5_M5,0.2
164,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,0.2,3,,26.52044609155273,P,P4,P4,D5,M5,R2,D5_M5,0.2
165,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,0.4,2,,49.78199889891052,P,P4,P4,D5,M5,R2,D5_M5,0.4
166,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,0.4,4,,62.06527094850159,P,P4,P4,D5,M5,R2,D5_M5,0.4
167,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,0.6,3,,94.96352505340576,P,P4,P4,D5,M5,R2,D5_M5,0.6
168,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,0.7000000000000001,4,,105.59799888555908,P,P4,P4,D5,M5,R2,D5_M5,0.8
169,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,0.8,4,,122.9851288588562,P,P4,P4,D5,M5,R2,D5_M5,0.8
170,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,0.9,3,,139.29799912779237,P,P4,P4,D5,M5,R2,D5_M5,0.9
171,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,1.0,2,,150.79662000953675,P,P4,P4,D5,M5,R2,D5_M5,1.0
172,P4_P4_D5_G2_M5_R2_T1_IMPRO.csv,1.0,4,,161.19992094659423,P,P4,P4,D5,M5,R2,D5_M5,1.0
173,G1_P3_D5_G1_M5_R1_T1_IMPRO.csv,0.1,7,,7.496941693111927,G,G1,P3,D5,M5,R1,D5_M5,0.1
174,G1_P3_D5_G1_M5_R1_T1_IMPRO.csv,0.2,7,,7.496941693111927,G,G1,P3,D5,M5,R1,D5_M5,0.2
175,G1_P3_D5_G1_M5_R1_T1_IMPRO.csv,0.30000000000000004,7,,7.496941693111927,G,G1,P3,D5,M5,R1,D5_M5,0.4
