,Name,Music_Imp,Dance_Imp,Baile_Level,Guitarra_Level,Step,Imp_subj,Imp_avg,Flow_subj,Flow_avg,CTW,LZ,Assigned_Cat,Rounds,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Abs_Av,Perf_Av,SFS,Dance_mode,Music_mode,Palo,LZ_Av,CTW_Av,MIR_entropy,MIR_entropy_avg,MIR_rms,MIR_rms_avg,MIR_novelty,MIR_novelty_avg,Participant
11,P3_D5_G1_M5_R1_T1,MI,DI,Z1,A3,2.17,5.005005442650644,4.805555555555555,5.388311915108567,5.131578947368421,0.1553666015942377,0.11781380074795716,IMP2,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.6466966525565548,0.7246247009487782,0.0022167321994120176,0.008552928712222801,0.3662654794988703,0.3155787177192854,P3
12,P3_D5_G1_M5_R1_T1,MI,DI,Z1,A3,2.18,3.4578951375060822,4.805555555555555,6.4936953507963455,5.131578947368421,0.20822782379330204,0.16527739543189504,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.6599615338511596,0.7246247009487782,0.002741778903938272,0.008552928712222801,0.42432259260218985,0.3155787177192854,P3
13,P3_D5_G1_M5_R1_T1,MI,DI,Z2,A2,2.19,6.335568782091483,4.805555555555555,6.9152012198894575,5.131578947368421,0.4493287099430683,0.39586803008423743,IMP2,6.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.742963469425356,0.7246247009487782,0.008034536101280564,0.008552928712222801,0.25462336041128364,0.3155787177192854,P3
14,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A2,2.2,4.204323475259198,4.805555555555555,4.4539666941209255,5.131578947368421,0.5889948992507714,0.5887709767339412,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7468730353702484,0.7246247009487782,0.006907594519308186,0.008552928712222801,0.2312717476512367,0.3155787177192854,P3
15,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A2,2.21,4.722042103057261,4.805555555555555,4.772322113275259,5.131578947368421,0.7670082275785433,0.7488133415412968,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7704539990303775,0.7246247009487782,0.014552690265468059,0.008552928712222801,0.23856984516485386,0.3155787177192854,P3
16,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A1,2.22,6.655200147492627,4.805555555555555,4.819693808263596,5.131578947368421,0.7199325339564476,0.6495711468816561,IMP2,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7874985079664211,0.7246247009487782,0.019564828222114135,0.008552928712222801,0.24239129514618685,0.3155787177192854,P3
17,P3_D5_G1_M5_R1_T1,MI,DI,Z2,A2,2.23,4.764413727293376,4.805555555555555,6.381728492856677,5.131578947368421,0.45193366004609775,0.2852751753320575,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7039042713253335,0.7246247009487782,0.005999480101263435,0.008552928712222801,0.4447179885126994,0.3155787177192854,P3
18,P3_D5_G1_M5_R1_T1,MI,DI,Z1,A3,2.24,5.300996138884696,4.805555555555555,6.598649234576275,5.131578947368421,0.17228936019387536,0.1338278505521417,IMP2,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7067443220935201,0.7246247009487782,0.0028207050084762667,0.008552928712222801,0.2627932169945081,0.3155787177192854,P3
19,P3_D5_G1_M5_R1_T1,MI,DI,Z1,A3,2.25,6.7483600552789085,4.805555555555555,5.298929320347447,5.131578947368421,0.12196076002446296,0.11082595444603693,IMP2,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7401599550727909,0.7246247009487782,0.0028809021727205066,0.008552928712222801,0.4215705065792824,0.3155787177192854,P3
20,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A3,2.26,4.483701040541217,4.805555555555555,3.322834157225403,5.131578947368421,0.369329270338148,0.3025847700983925,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7264628951909435,0.7246247009487782,0.007601452944078613,0.008552928712222801,0.22568049537401116,0.3155787177192854,P3
21,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A2,2.27,3.9823055589687897,4.805555555555555,3.3005286004576324,5.131578947368421,0.5652347700642103,0.5516856333349466,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7248130362582281,0.7246247009487782,0.006800982061782187,0.008552928712222801,0.19045374759652936,0.3155787177192854,P3
22,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A2,2.28,3.640761710734426,4.805555555555555,2.113687168104856,5.131578947368421,0.728628716585188,0.7244022828122404,IMP1,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7474240834574309,0.7246247009487782,0.010225266893459463,0.008552928712222801,0.29886352756373563,0.3155787177192854,P3
23,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A2,2.29,2.196994817191678,4.805555555555555,3.2800864001625483,5.131578947368421,0.47174439274205887,0.43618132713851554,IMP0,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7445930305143998,0.7246247009487782,0.007506461310022325,0.008552928712222801,0.27748579790428834,0.3155787177192854,P3
24,P3_D5_G1_M5_R1_T1,MI,DI,Z2,A2,2.3,2.447432224492878,4.805555555555555,4.3344903719995935,5.131578947368421,0.7534889460758429,0.6771689237938373,IMP0,4.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7710858326380043,0.7246247009487782,0.014125943197765809,0.008552928712222801,0.19250797355637445,0.3155787177192854,P3
25,P3_D5_G1_M5_R1_T1,MI,DI,Z2,A1,2.31,3.1495529894828813,4.805555555555555,4.861593548143274,5.131578947368421,0.8602029836520382,0.8250782195033405,IMP1,3.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7954028010023654,0.7246247009487782,0.016114981228067825,0.008552928712222801,0.22930283739205062,0.3155787177192854,P3
26,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A1,2.32,5.124259862346369,4.805555555555555,6.197794390833954,5.131578947368421,0.8322197295038155,0.827805335210459,IMP2,6.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.8057250048993853,0.7246247009487782,0.023479618905078437,0.008552928712222801,0.28539659609106494,0.3155787177192854,P3
27,P3_D5_G1_M5_R1_T1,MI,DI,Z3,A1,2.33,6.638849219564751,4.805555555555555,6.673556937674528,5.131578947368421,0.7313752369821696,0.6514704777204915,IMP2,2.0,6,5,6,4,7,7,6,7,6,3,3,7,5,6,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.3455060303396354,0.3705729818447658,0.7808025836912245,0.7246247009487782,0.02513171795942695,0.008552928712222801,1.037400345002471,0.3155787177192854,P3
28,P7_D5_G1_M5_R2_T1,MI,DC,Z2,A1,9.1,1.0,4.571428571428571,4.0,5.8,0.2230761506504473,0.16127796209761944,IMP0,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.7762513005459795,0.7731761453669075,0.007322820214148175,0.02166808589382759,0.5785673588833745,0.5198353022834425,P7
29,P7_D5_G1_M5_R2_T1,MC,DC,Z3,A1,9.2,1.0,4.571428571428571,4.0,5.8,0.7271277816083845,0.6273878260162598,IMP0,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.7870782311366724,0.7731761453669075,0.022375960407760492,0.02166808589382759,0.25089672827577153,0.5198353022834425,P7
30,P7_D5_G1_M5_R2_T1,MC,DC,Z3,A1,9.3,1.0,4.571428571428571,4.0,5.8,0.8861311345533015,0.8813132508550423,IMP0,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.8012850746537521,0.7731761453669075,0.035562442966010646,0.02166808589382759,0.24315869252475006,0.5198353022834425,P7
31,P7_D5_G1_M5_R2_T1,MC,DC,Z3,A1,9.4,1.0,4.571428571428571,4.0,5.8,0.8714962330288916,0.7822631476097839,IMP0,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.8024597037011991,0.7731761453669075,0.03175896947129195,0.02166808589382759,0.5397767802884668,0.5198353022834425,P7
32,P7_D5_G1_M5_R2_T1,MC,DC,Z1,A2,9.5,1.0,4.571428571428571,4.0,5.8,0.45562183172118753,0.4083323887140937,IMP0,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.7276126628294024,0.7731761453669075,0.014287407596937324,0.02166808589382759,0.6124393333969861,0.5198353022834425,P7
33,P7_D5_G1_M5_R2_T1,MC,DI,Z3,A2,9.6,3.4701257553213902,4.571428571428571,4.0,5.8,0.9608782229786903,0.7151218024569578,IMP1,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.7831324385539072,0.7731761453669075,0.027432508665304313,0.02166808589382759,0.4799379618870429,0.5198353022834425,P7
34,P7_D5_G1_M5_R2_T1,MC,DI,Z2,A3,9.7,4.25985481620988,4.571428571428571,4.0,5.8,0.5507697560648309,0.2996431814617464,IMP1,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.7566560105181053,0.7731761453669075,0.01432931420907304,0.02166808589382759,0.7854884380216526,0.5198353022834425,P7
35,P7_D5_G1_M5_R2_T1,MI,DI,Z1,A3,9.8,5.0,4.571428571428571,4.0,5.8,0.3160077579881324,0.281195930689559,IMP2,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.7691562228829674,0.7731761453669075,0.013568566755763303,0.02166808589382759,0.3992931014712948,0.5198353022834425,P7
36,P7_D5_G1_M5_R2_T1,MC,DI,Z1,A3,9.9,5.0,4.571428571428571,4.0,5.8,0.10717617471925113,0.07550409883621773,IMP2,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.704532380232026,0.7731761453669075,0.006461289771534712,0.02166808589382759,0.9259331441234852,0.5198353022834425,P7
37,P7_D5_G1_M5_R2_T1,MC,DC,Z3,A2,9.1,5.0,4.571428571428571,4.0,5.8,0.7248309916652969,0.6506395204785009,IMP2,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.7667591517408584,0.7731761453669075,0.025794475629714243,0.02166808589382759,0.1686474231295382,0.5198353022834425,P7
38,P7_D5_G1_M5_R2_T1,MC,DC,Z3,A2,9.11,6.32557822726113,4.571428571428571,4.367932170104984,5.8,0.8937232325016385,0.8639296253526026,IMP2,2.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.7940884638828435,0.7731761453669075,0.03315298132758974,0.02166808589382759,0.2209050455973067,0.5198353022834425,P7
39,P7_D5_G1_M5_R2_T1,MI,DI,Z3,A1,9.12,7.0,4.571428571428571,7.0,5.8,0.9099075238258113,0.9034167134919876,IMP2,1.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.8177156574792279,0.7731761453669075,0.03589790506620884,0.02166808589382759,0.1365411970833219,0.5198353022834425,P7
40,P7_D5_G1_M5_R2_T1,MI,DI,Z3,A1,9.13,7.0,4.571428571428571,7.0,5.8,0.9293926758557763,0.8491627597467584,IMP2,4.0,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.8205247013773406,0.7731761453669075,0.03855340381384802,0.02166808589382759,0.43540459531279013,0.5198353022834425,P7
41,P4_D1_G2_M6_R1_T1,MC,DI,Z1,A3,4.1,4.0,4.086956521739131,3.0,4.5,0.03888696748057272,0.03485684987271125,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.672801743450708,0.728084541290902,0.0019971045463515126,0.007299636822649236,0.28364733690786487,0.38898903954009634,P4
42,P4_D1_G2_M6_R1_T1,MC,DI,Z1,A3,4.2,4.0,4.086956521739131,3.0,4.5,0.054280528743761394,0.053995601584537624,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.6401272760071691,0.728084541290902,0.0024254727254403702,0.007299636822649236,0.3114448257346683,0.38898903954009634,P4
43,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A3,4.3,4.0,4.086956521739131,3.0,4.5,0.35401260866861184,0.3006403301521349,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.6661630815387243,0.728084541290902,0.005692497167613978,0.007299636822649236,0.8254772495978479,0.38898903954009634,P4
44,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A3,4.4,4.0,4.086956521739131,3.3094829408057382,4.5,0.37478114457017797,0.3069223669015825,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7020742855367089,0.728084541290902,0.0059035315572074,0.007299636822649236,0.47243840037691737,0.38898903954009634,P4
45,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A3,4.5,4.0,4.086956521739131,4.0,4.5,0.3246354587933296,0.28040870803925233,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7209642684833232,0.728084541290902,0.005271919508553336,0.007299636822649236,0.5880563268259508,0.38898903954009634,P4
46,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A2,4.6,4.0,4.086956521739131,4.0,4.5,0.2808324966785711,0.25317080433864,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7148550118744436,0.728084541290902,0.0053682357275088586,0.007299636822649236,0.6309859521261614,0.38898903954009634,P4
47,P4_D1_G2_M6_R1_T1,MC,DI,Z3,A3,4.7.1,4.0,4.086956521739131,4.0,4.5,0.2632021133960768,0.2073072127317706,IMP1,2.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7119018053279663,0.728084541290902,0.003358981813058943,0.007299636822649236,0.38204683036354087,0.38898903954009634,P4
48,P4_D1_G2_M6_R1_T1,MC,DI,Z3,A3,4.7.2,4.0,4.086956521739131,4.0,4.5,0.7331673220032319,0.5407869730873671,IMP1,2.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.743524877889488,0.728084541290902,0.009028944216777525,0.007299636822649236,0.34560513894556694,0.38898903954009634,P4
49,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A3,4.8,4.0,4.086956521739131,3.576748502221551,4.5,0.310246565166472,0.23542680580072656,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7119527855684448,0.728084541290902,0.005026118585921051,0.007299636822649236,0.3557104842368368,0.38898903954009634,P4
50,P4_D1_G2_M6_R1_T1,MC,DI,Z1,A3,4.9.1,4.0,4.086956521739131,3.0,4.5,0.2641310000732779,0.20555508003294512,IMP1,2.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7293864046098607,0.728084541290902,0.0031668423781434653,0.007299636822649236,0.5102651164205095,0.38898903954009634,P4
51,P4_D1_G2_M6_R1_T1,MC,DI,Z3,A3,4.9.2,4.0,4.086956521739131,3.0,4.5,0.5077859906766862,0.4277767881766696,IMP1,2.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7671423883429797,0.728084541290902,0.005587322258627538,0.007299636822649236,0.9525835702707046,0.38898903954009634,P4
52,P4_D1_G2_M6_R1_T1,MC,DI,Z3,A2,4.10,4.0,4.086956521739131,3.756944462988112,4.5,0.745695761916407,0.6919444873842094,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7759660580852441,0.728084541290902,0.009352438856657364,0.007299636822649236,0.2606514081210231,0.38898903954009634,P4
53,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A1,4.11.1,4.144213944279063,4.086956521739131,6.0,4.5,0.49603957771967316,0.4512097824007996,IMP1,2.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.775387810516945,0.728084541290902,0.008145403311558903,0.007299636822649236,0.23725665318191289,0.38898903954009634,P4
54,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A1,4.11.2,4.997877909367881,4.086956521739131,6.0,4.5,0.6356059953455245,0.5389588671549882,IMP1,2.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7684299719709248,0.728084541290902,0.006590032832809211,0.007299636822649236,0.21077196497285292,0.38898903954009634,P4
55,P4_D1_G2_M6_R1_T1,MC,DI,Z3,A1,4.12,5.036014188429597,4.086956521739131,6.0,4.5,0.7536978927750425,0.6961522357040908,IMP2,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7697919284776378,0.728084541290902,0.010419658433555723,0.007299636822649236,0.33676292539848035,0.38898903954009634,P4
56,P4_D1_G2_M6_R1_T1,MC,DI,Z3,A1,4.13,5.868085677898832,4.086956521739131,6.0,4.5,0.7365749267409748,0.6822798154619824,IMP2,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7758501206605877,0.728084541290902,0.011545105478452073,0.007299636822649236,0.389213950561187,0.38898903954009634,P4
57,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A1,4.14,6.0,4.086956521739131,5.861630664011284,4.5,0.6449450632782509,0.6040419951391919,IMP2,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7213830706103975,0.728084541290902,0.009936820860911305,0.007299636822649236,0.36377714801379196,0.38898903954009634,P4
58,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A2,4.15,6.0,4.086956521739131,5.028297330677951,4.5,0.44362572320969496,0.4001634398274494,IMP2,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7378459713617018,0.728084541290902,0.005305860932086642,0.007299636822649236,0.40176815929450344,0.38898903954009634,P4
59,P4_D1_G2_M6_R1_T1,MC,DI,Z2,A1,4.16,4.988308711380258,4.086956521739131,5.0,4.5,0.7553711550629431,0.7236579995792229,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.7600876123288488,0.728084541290902,0.010630349588583993,0.007299636822649236,0.5378678153509899,0.38898903954009634,P4
60,P4_D1_G2_M6_R1_T1,MC,DI,Z1,A1,4.17,4.0,4.086956521739131,5.0,4.5,0.639305050160399,0.5955697178047721,IMP1,4.0,7,2,6,4,6,4,4,4,4,3,2,4,2,2,,,5.0,3.5,4.25,D1,M6,R1,0.4418005973899906,0.4675723330252747,0.743334467450187,0.728084541290902,0.008361686454850508,0.007299636822649236,0.4585469688498279,0.38898903954009634,P4
