,Name,Music_Imp,Dance_Imp,Baile_Level,Guitarra_Level,Step,Imp_Av,CTW_Av,LZ_Av,Assigned_Cat,Rounds,Dance_mode,Music_mode,Palo,Participant
164,P4_D6_G2_M6_R1_T1,MC,DC,Z3,A3,4.36,2.0,0.07045852907598706,0.057381374637811317,IMP0,4.0,D6,M6,R1,P4
165,P4_D6_G2_M6_R1_T1,MC,DC,Z1,A3,4.37,2.0,0.03872711878376584,0.032307617568587584,IMP0,8.0,D6,M6,R1,P4
166,P4_D6_G2_M6_R1_T1,MC,DC,Z3,A3,4.38,2.0,0.1955968204155408,0.17170900448490092,IMP0,8.0,D6,M6,R1,P4
167,P4_D6_G2_M6_R1_T1,MC,DC,Z2,A1,4.39,2.0,0.4593550077204968,0.3445601974697014,IMP0,4.0,D6,M6,R1,P4
168,P4_D6_G2_M6_R1_T1,MC,DC,Z2,A1,4.40,2.0,0.21876697127668257,0.21103292283858585,IMP0,4.0,D6,M6,R1,P4
169,P4_D6_G2_M6_R1_T1,MC,DC,Z3,A1,4.41,2.0,0.29861946513013043,0.30023240568788506,IMP0,4.0,D6,M6,R1,P4
170,P4_D6_G2_M6_R1_T1,MC,DC,Z3,A1,4.42,2.0,0.46098160702002,0.44004171706844825,IMP0,4.0,D6,M6,R1,P4
171,P4_D6_G2_M6_R1_T1,MC,DC,Z2,A1,4.43,2.0,0.3686026736441396,0.3181810821148782,IMP0,4.0,D6,M6,R1,P4
172,P4_D6_G2_M6_R1_T1,MC,DC,Z2,A1,4.44,2.0,0.3947433406981866,0.31470012668661285,IMP0,4.0,D6,M6,R1,P4
173,P7_D1_G1_M1_R2_T1,MI,DI,Z2,A3,9.1,6.0,0.028874110369379997,0.02663811501466437,IMP2,2.0,D1,M1,R2,P7
174,P7_D1_G1_M1_R2_T1,MI,DC,Z2,A3,9.2,-108.70874587458744,0.03248105126762913,0.029582077814859005,IMP0,2.0,D1,M1,R2,P7
175,P7_D1_G1_M1_R2_T1,MI,DI,Z1,A3,9.3,-98.37462462462466,0.02149397990376209,0.02303413474797447,IMP0,2.0,D1,M1,R2,P7
176,P7_D1_G1_M1_R2_T1,MI,DI,Z2,A2,9.4,-100.28975535168186,0.13515165646688762,0.12516840139876784,IMP0,2.0,D1,M1,R2,P7
177,P7_D1_G1_M1_R2_T1,MC,DC,Z3,A1,9.5,-110.09352731629907,0.5451368435593107,0.4965800478134766,IMP0,2.0,D1,M1,R2,P7
178,P7_D1_G1_M1_R2_T1,MC,DC,Z3,A1,9.6,1.0,0.6648405229603933,0.6241564243778884,IMP0,2.0,D1,M1,R2,P7
179,P7_D1_G1_M1_R2_T1,MC,DC,Z3,A1,9.7,1.6835031490442849,0.7101917827531358,0.5494912501972169,IMP0,2.0,D1,M1,R2,P7
180,P7_D1_G1_M1_R2_T1,MI,DI,Z1,A3,9.8,3.236330758838163,0.13210137121740595,0.037891650234763236,IMP1,2.0,D1,M1,R2,P7
181,P7_D1_G1_M1_R2_T1,MI,DI,Z2,A3,9.9,6.0,0.04028233601236627,0.03260676217570414,IMP2,2.0,D1,M1,R2,P7
182,P7_D1_G1_M1_R2_T1,MC,DI,Z1,A3,9.1,6.0,0.05148190430213498,0.04886028582903682,IMP2,2.0,D1,M1,R2,P7
183,P7_D1_G1_M1_R2_T1,MC,DI,Z3,A3,9.11,6.393204426310014,0.3360173271791639,0.2928097801423193,IMP2,2.0,D1,M1,R2,P7
184,P7_D1_G1_M1_R2_T1,MI,DI,Z3,A1,9.12,7.0,0.6021274645216531,0.440241146806526,IMP2,2.0,D1,M1,R2,P7
185,P7_D1_G1_M1_R2_T1,MI,DI,Z1,A2,9.13,7.0,0.09614864741744025,0.057152364412267564,IMP2,2.0,D1,M1,R2,P7
186,P7_D1_G1_M1_R2_T1,MC,DC,Z3,A3,9.14,7.0,0.1900757273035282,0.14471120369263207,IMP2,2.0,D1,M1,R2,P7
187,P7_D1_G1_M1_R2_T1,MC,DI,Z3,A3,9.15,7.0,0.19343992568521867,0.17450102081798874,IMP2,2.0,D1,M1,R2,P7
188,P7_D1_G1_M1_R2_T1,MI,DI,Z3,A3,9.16,7.0,0.08773662730991444,0.07553401329692938,IMP2,2.0,D1,M1,R2,P7
189,P7_D1_G1_M1_R2_T1,MI,DI,Z3,A3,9.17,7.0,0.0330659831239388,0.03159714912668578,IMP2,2.0,D1,M1,R2,P7
190,P7_D1_G1_M1_R2_T1,MI,DI,Z3,A2,9.18,7.0,0.01633631177447015,0.020740692760080906,IMP2,2.0,D1,M1,R2,P7
191,P7_D1_G1_M1_R2_T1,MI,DI,Z1,A2,9.19,7.0,0.03326082060177552,0.02678056482757701,IMP2,2.0,D1,M1,R2,P7
192,P5_D5_G3_M5_R2_T1,MI,DI,Z3,A1,6.1,4.0,0.207759236519611,0.16833682891376886,IMP1,1.0,D5,M5,R2,P5
193,P5_D5_G3_M5_R2_T1,MI,DI,Z3,A1,6.1,4.25043097848561,0.3306277119544967,0.26058819108819653,IMP1,1.0,D5,M5,R2,P5
194,P5_D5_G3_M5_R2_T1,MI,DI,Z3,A1,6.2,4.055745019440018,0.3546681781465887,0.28387248770060186,IMP1,2.0,D5,M5,R2,P5
195,P5_D5_G3_M5_R2_T1,MI,DI,Z1,A2,6.3,3.0,0.02239482470377447,0.019893116373250676,IMP1,2.0,D5,M5,R2,P5
196,P5_D5_G3_M5_R2_T1,MI,DI,Z1,A3,6.4,2.2980131978400764,0.0006453183779761999,0.005982892142331,IMP0,2.0,D5,M5,R2,P5
197,P5_D5_G3_M5_R2_T1,MI,DI,Z1,A3,6.5,2.60561185535074,0.016450385961773277,0.01951562436903217,IMP0,2.0,D5,M5,R2,P5
198,P5_D5_G3_M5_R2_T1,MI,DI,Z3,A1,6.6,2.5377091914894523,0.1513861879712785,0.11517067373987258,IMP0,2.0,D5,M5,R2,P5
199,P5_D5_G3_M5_R2_T1,MI,DI,Z3,A1,6.7,3.6035730458798434,0.25867981907322307,0.21189409670755777,IMP1,2.0,D5,M5,R2,P5
200,P5_D5_G3_M5_R2_T1,MI,DC,Z3,A1,6.8,1.221427919284553,0.3061342616703496,0.2133898197431405,IMP0,2.0,D5,M5,R2,P5
201,P5_D5_G3_M5_R2_T1,MI,DC,Z3,A1,6.9,3.4613264348584822,0.4383359443025922,0.2926178156885547,IMP1,2.0,D5,M5,R2,P5
202,P5_D5_G3_M5_R2_T1,MC,DC,Z3,A1,6.1,0.0,0.3521330213361446,0.22794819062281277,IMP0,2.0,D5,M5,R2,P5
203,P6_D5_G1_M6_R2_T1,MC,DC,Z1,A1,8.1,4.0,0.21767571997564128,0.20624358746202287,IMP1,2.0,D5,M6,R2,P6
204,P6_D5_G1_M6_R2_T1,MC,DC,Z1,A1,8.2,-84.47508591065292,0.08819783869795098,0.08851161022330922,IMP0,2.0,D5,M6,R2,P6
205,P6_D5_G1_M6_R2_T1,MC,DC,Z1,A3,8.3,-80.97112211221122,0.005089245337533863,0.010548783514109948,IMP0,2.0,D5,M6,R2,P6
206,P6_D5_G1_M6_R2_T1,MC,DC,Z2,A3,8.4,4.050995736946054,0.04110921040794177,0.039592668588955396,IMP1,2.0,D5,M6,R2,P6
207,P6_D5_G1_M6_R2_T1,MC,DI,Z1,A3,8.5,5.739458727061941,0.03617351063424013,0.030544238831900553,IMP2,2.0,D5,M6,R2,P6
208,P6_D5_G1_M6_R2_T1,MC,DI,Z1,A3,8.6,6.0,0.01688527193053467,0.017948676426993087,IMP2,2.0,D5,M6,R2,P6
209,P6_D5_G1_M6_R2_T1,MC,DI,Z1,A2,8.7,6.0,0.026206402331793846,0.025339307896931427,IMP2,2.0,D5,M6,R2,P6
210,P6_D5_G1_M6_R2_T1,MI,DI,Z1,A2,8.8,6.0,0.016210368912702958,0.017616293530196923,IMP2,2.0,D5,M6,R2,P6
211,P6_D5_G1_M6_R2_T1,MC,DC,Z3,A1,8.9,3.8028294311477637,0.3956412812558713,0.33055479086379014,IMP1,2.0,D5,M6,R2,P6
212,P6_D5_G1_M6_R2_T1,MC,DI,Z3,A1,8.1,3.0,0.5104291483652297,0.42573000928587207,IMP1,2.0,D5,M6,R2,P6
213,P6_D5_G1_M6_R2_T1,MC,DC,Z3,A1,8.11,3.0,0.5855146709813465,0.5705115007151388,IMP1,2.0,D5,M6,R2,P6
214,P6_D5_G1_M6_R2_T1,MC,DC,Z3,A1,8.12,3.0,0.6704501436621148,0.49638061807539896,IMP1,2.0,D5,M6,R2,P6
215,P6_D5_G1_M6_R2_T1,MC,DI,Z2,A3,8.13,3.386877752623322,0.051464294685831594,0.038008961845397184,IMP1,2.0,D5,M6,R2,P6
216,P6_D5_G1_M6_R2_T1,MC,DI,Z2,A3,8.14,4.0,0.012790103115589632,0.016689120186502343,IMP1,2.0,D5,M6,R2,P6
217,P6_D5_G1_M6_R2_T1,MC,DI,Z2,A3,8.15,4.271510414156994,0.07914665051745497,0.055456807934683855,IMP1,2.0,D5,M6,R2,P6
218,P6_D5_G1_M6_R2_T1,MC,DI,Z2,A1,8.16,5.0,0.16878121347292002,0.11709374621419323,IMP2,1.0,D5,M6,R2,P6
219,P6_D5_G1_M6_R2_T1,MC,DC,Z3,A1,8.17,5.0,0.3850809805213347,0.3599083554371018,IMP2,2.0,D5,M6,R2,P6
220,P6_D5_G1_M6_R2_T1,MC,DI,Z2,A2,8.18,4.443675946889606,0.10389845284361027,0.06498085632365101,IMP1,2.0,D5,M6,R2,P6
221,P6_D5_G1_M6_R2_T1,MC,DI,Z2,A2,8.19,3.0,0.12798919876657028,0.10241303608343134,IMP1,2.0,D5,M6,R2,P6
222,P6_D5_G1_M6_R2_T1,MC,DI,Z1,A2,8.2,3.0,0.024728762563049386,0.02617515312269826,IMP1,1.0,D5,M6,R2,P6
223,P6_D5_G1_M6_R2_T1,MC,DC,Z3,A2,8.2,3.0,0.14473048248737144,0.1398501038269881,IMP1,1.0,D5,M6,R2,P6
224,P6_D5_G1_M6_R2_T1,MC,DI,Z3,A2,8.21,3.834316249178009,0.40726202439708015,0.3554211863303535,IMP1,2.0,D5,M6,R2,P6
225,P6_D6_G1_M6_R1_T1,MC,DC,Z2,A3,7.1,1.0,0.07139282433561074,0.049299031252807754,IMP0,2.0,D6,M6,R1,P6
226,P6_D6_G1_M6_R1_T1,MC,DC,Z2,A3,7.2,3.639755572963897,0.010970707450388379,0.014381952265218812,IMP1,2.0,D6,M6,R1,P6
227,P6_D6_G1_M6_R1_T1,MC,DC,Z3,A3,7.3,5.0,0.12136682602704642,0.11900752848332398,IMP2,2.0,D6,M6,R1,P6
228,P6_D6_G1_M6_R1_T1,MC,DC,Z3,A3,7.4,5.0,0.2742695044535006,0.23564436551499313,IMP2,2.0,D6,M6,R1,P6
229,P6_D6_G1_M6_R1_T1,MC,DC,Z2,A2,7.5,5.0,0.23500994218934596,0.15142415112614044,IMP2,2.0,D6,M6,R1,P6
230,P6_D6_G1_M6_R1_T1,MC,DC,Z3,A1,7.6,5.0,0.5355376212587754,0.44771976198443975,IMP2,2.0,D6,M6,R1,P6
231,P6_D6_G1_M6_R1_T1,MC,DC,Z3,A1,7.7,5.0,0.3708977806797757,0.33150661461370645,IMP2,1.0,D6,M6,R1,P6
232,P6_D6_G1_M6_R1_T1,MC,DC,Z1,A1,7.8,1.6044606309139318,0.00653614717304883,0.011217922766870655,IMP0,2.0,D6,M6,R1,P6
233,P6_D6_G1_M6_R1_T1,MC,DC,Z2,A1,7.9,1.0,0.17256229754333136,0.15218981887054586,IMP0,0.5,D6,M6,R1,P6
234,P6_D6_G1_M6_R1_T1,MC,DC,Z1,A1,7.1,1.0,0.10373614740383416,0.09467926815238872,IMP0,2.0,D6,M6,R1,P6
235,P6_D6_G1_M6_R1_T1,MC,DC,Z3,A1,7.11,1.0,0.4688408776553648,0.38304754692209936,IMP0,2.0,D6,M6,R1,P6
236,P6_D6_G1_M6_R1_T1,MC,DC,Z1,A1,7.12,1.0,0.06095469608689657,0.041880244996317255,IMP0,1.0,D6,M6,R1,P6
237,P7_D1_G1_M6_R2_T1,MC,DC,Z2,A1,9.1,4.0,0.023278850130142786,0.026495665201751707,IMP1,2.0,D1,M6,R2,P7
238,P7_D1_G1_M6_R2_T1,MC,DI,Z3,A1,9.2,-94.11202874940237,0.26020559309607444,0.22151658156980686,IMP0,2.0,D1,M6,R2,P7
239,P7_D1_G1_M6_R2_T1,MC,DI,Z2,A1,9.3,7.0,0.24734780940708723,0.16752097998526919,IMP2,2.0,D1,M6,R2,P7
240,P7_D1_G1_M6_R2_T1,MC,DI,Z1,A2,9.4,7.0,0.01865986406742227,0.016452953391410324,IMP2,2.0,D1,M6,R2,P7
241,P7_D1_G1_M6_R2_T1,MC,DI,Z2,A2,9.5,7.0,0.062190228863542016,0.05337369569079531,IMP2,2.0,D1,M6,R2,P7
242,P7_D1_G1_M6_R2_T1,MC,DI,Z1,A2,9.6,7.0,0.034038325354565115,0.031338958840781604,IMP2,2.0,D1,M6,R2,P7
243,P7_D1_G1_M6_R2_T1,MI,DI,Z3,A1,9.7,7.0,0.25177748365492963,0.22404356627729138,IMP2,2.0,D1,M6,R2,P7
244,P7_D1_G1_M6_R2_T1,MI,DI,Z3,A1,9.8,7.0,0.4545052807187011,0.4104928775432688,IMP2,2.0,D1,M6,R2,P7
245,P7_D1_G1_M6_R2_T1,MC,DI,Z2,A3,9.9,7.0,0.08094002151122488,0.05933034707811616,IMP2,2.0,D1,M6,R2,P7
246,P7_D1_G1_M6_R2_T1,MC,DC,Z2,A3,9.1,7.0,0.15056711000507916,0.1228067334478477,IMP2,2.0,D1,M6,R2,P7
247,P7_D1_G1_M6_R2_T1,MC,DI,Z1,A3,9.11,7.0,0.0029769445912894155,0.008136733313570177,IMP2,2.0,D1,M6,R2,P7
248,P7_D1_G1_M6_R2_T1,MC,DC,Z3,A2,9.12,6.47156917834132,0.19015183554255724,0.14862763637790802,IMP2,2.0,D1,M6,R2,P7
249,P7_D1_G1_M6_R2_T1,MC,DC,Z3,A2,9.13,6.0,0.3384765935371565,0.26191772267538127,IMP2,2.0,D1,M6,R2,P7
250,P7_D1_G1_M6_R2_T1,MC,DC,Z3,A1,9.14,6.0,0.3073084979003402,0.2669865618515228,IMP2,2.0,D1,M6,R2,P7
251,P7_D1_G1_M6_R2_T1,MC,DI,Z3,A1,9.15,6.0,0.2511383042121529,0.20454012511594255,IMP2,2.0,D1,M6,R2,P7
252,P7_D1_G1_M6_R2_T1,MC,DC,Z3,A1,9.16,6.0,0.3146449272731461,0.23262892388710704,IMP2,2.0,D1,M6,R2,P7
253,P7_D1_G1_M6_R2_T1,MC,DI,Z3,A1,9.17,6.503522974906096,0.5682903330823303,0.4546998028171594,IMP2,2.0,D1,M6,R2,P7
254,P7_D1_G1_M6_R2_T1,MI,DI,Z3,A1,9.18,7.0,0.5980253357544913,0.4866085609095914,IMP2,2.0,D1,M6,R2,P7
255,P3_D1_G1_M6_R1_T1,MC,DI,Z1,A3,2.1,1.0,0.002242169589000945,0.007070690713663918,IMP0,4.0,D1,M6,R1,P3
256,P3_D1_G1_M6_R1_T1,MC,DI,Z1,A3,2.2,1.0,0.0013525781380378458,0.0069347158922473005,IMP0,4.0,D1,M6,R1,P3
257,P3_D1_G1_M6_R1_T1,MC,DI,Z1,A3,2.3,3.082311957025403,0.026779598342817602,0.02542729160490689,IMP1,4.0,D1,M6,R1,P3
258,P3_D1_G1_M6_R1_T1,MC,DI,Z2,A3,2.4,5.120821278235583,0.07543981370374164,0.06132464445889314,IMP2,4.0,D1,M6,R1,P3
259,P3_D1_G1_M6_R1_T1,MC,DI,Z3,A3,2.5,3.7534814121583255,0.19965017129415338,0.15963444034310553,IMP1,4.0,D1,M6,R1,P3
260,P3_D1_G1_M6_R1_T1,MC,DI,Z3,A3,2.6,5.636924441378724,0.3109167793992714,0.24026750944315803,IMP2,4.0,D1,M6,R1,P3
261,P3_D1_G1_M6_R1_T1,MC,DI,Z3,A2,2.7,4.731425343328333,0.35150838941730556,0.3018511535618924,IMP1,4.0,D1,M6,R1,P3
262,P3_D1_G1_M6_R1_T1,MC,DI,Z1,A2,2.8,6.160702487874031,0.04469631839183608,0.03819846521642124,IMP2,5.0,D1,M6,R1,P3
263,P3_D1_G1_M6_R1_T1,MC,DI,Z1,A2,2.9,5.043024939054602,0.00749546989993297,0.012108234097574682,IMP2,4.5,D1,M6,R1,P3
264,P3_D1_G1_M6_R1_T1,MC,DI,Z3,A3,2.1,3.027133489020151,0.17450012467835438,0.14222966320177888,IMP1,4.5,D1,M6,R1,P3
265,P3_D1_G1_M6_R1_T1,MC,DI,Z3,A3,2.11,4.214669206006224,0.2940543663639381,0.21973531140924918,IMP1,4.5,D1,M6,R1,P3
266,P3_D1_G1_M6_R1_T1,MC,DI,Z3,A3,2.12,4.262071356989542,0.33046842445258434,0.26474297729814866,IMP1,4.0,D1,M6,R1,P3
267,P3_D1_G1_M6_R1_T1,MC,DI,Z2,A2,2.13,5.067381392157669,0.3521807328267353,0.29061898581373047,IMP2,4.0,D1,M6,R1,P3
268,P3_D1_G1_M6_R1_T1,MC,DI,Z3,A1,2.14,6.2327359352460885,0.1195287511217683,0.11099839369324693,IMP2,4.0,D1,M6,R1,P3
269,P3_D1_G1_M6_R1_T1,MC,DI,Z3,A1,2.15,2.6968140566333045,0.2521978868833167,0.19997816985741507,IMP0,4.0,D1,M6,R1,P3
270,P3_D1_G1_M6_R1_T1,MC,DI,Z2,A1,2.16,1.5541943940877905,0.5041789357371451,0.38614583035294947,IMP0,2.0,D1,M6,R1,P3
271,P5_D5_G3_M6_R1_T1,MC,DC,Z1,A1,5.1,7.000000000000001,0.0072074831457249995,0.010220774076482149,IMP2,1.0,D5,M6,R1,P5
272,P5_D5_G3_M6_R1_T1,MC,DI,Z1,A3,5.2,7.0,0.010588971143410179,0.01326641301125575,IMP2,2.0,D5,M6,R1,P5
273,P5_D5_G3_M6_R1_T1,MC,DI,Z2,A3,5.3,7.0,0.04041908587603484,0.03789165023476323,IMP2,1.0,D5,M6,R1,P5
274,P5_D5_G3_M6_R1_T1,MC,DI,Z1,A3,5.3,7.0,0.07098426234695804,0.05085458320981382,IMP2,1.0,D5,M6,R1,P5
275,P5_D5_G3_M6_R1_T1,MC,DI,Z2,A1,5.4,7.0,0.2468967381107848,0.1662389316690554,IMP2,0.5,D5,M6,R1,P5
276,P5_D5_G3_M6_R1_T1,MC,DI,Z2,A1,5.5,6.399333578152126,0.03625911895838832,0.03440162981840345,IMP2,1.0,D5,M6,R1,P5
277,P5_D5_G3_M6_R1_T1,MC,DC,Z2,A1,5.6,6.977929416790195,0.15612377729560287,0.09117927624912506,IMP2,2.0,D5,M6,R1,P5
278,P5_D5_G3_M6_R1_T1,MC,DC,Z3,A1,5.7,4.472567880041808,0.19582820885645,0.16495688335284162,IMP1,1.0,D5,M6,R1,P5
279,P5_D5_G3_M6_R1_T1,MC,DI,Z1,A1,5.8,6.92478688120987,0.027269518705359166,0.029415886366460905,IMP2,1.0,D5,M6,R1,P5
280,P5_D5_G3_M6_R1_T1,MC,DI,Z1,A1,5.9,7.0,0.0792422867322889,0.06855397246420984,IMP2,1.0,D5,M6,R1,P5
281,P5_D5_G3_M6_R1_T1,MC,DI,Z2,A1,5.1,7.0,0.24498227529636096,0.17250672343721168,IMP2,1.0,D5,M6,R1,P5
282,P5_D5_G3_M6_R1_T1,MC,DI,Z2,A1,5.11,7.0,0.35696313990834544,0.2520293314956952,IMP2,1.0,D5,M6,R1,P5
283,P5_D5_G3_M6_R1_T1,MC,DI,Z2,A1,5.12,7.0,0.34874868703735773,0.2059112045652267,IMP2,1.0,D5,M6,R1,P5
284,P5_D5_G3_M6_R1_T1,MC,DI,Z2,A1,5.13,4.732889321275026,0.051457164206071125,0.039138086097748874,IMP1,1.0,D5,M6,R1,P5
285,P5_D5_G3_M6_R1_T1,MC,DI,Z3,A1,5.14,2.0,0.24105178197310043,0.16980855639263104,IMP0,1.0,D5,M6,R1,P5
286,P5_D6_G3_M6_R2_T1,MC,DC,Z1,A2,6.1,2.0,0.007366748145937837,0.012438117874846074,IMP0,2.0,D6,M6,R2,P5
287,P5_D6_G3_M6_R2_T1,MC,DC,Z1,A2,6.2,3.261151849897568,0.060145828763240934,0.06139586936534947,IMP1,2.0,D6,M6,R2,P5
288,P5_D6_G3_M6_R2_T1,MC,DC,Z3,A1,6.3,2.7983071121384615,0.38886785083217384,0.29974289633078527,IMP0,2.0,D6,M6,R2,P5
289,P5_D6_G3_M6_R2_T1,MC,DC,Z1,A3,6.4,1.0,0.0006453183779761999,0.005982892142331,IMP0,2.0,D6,M6,R2,P5
290,P5_D6_G3_M6_R2_T1,MC,DC,Z1,A3,6.5,1.593087512362444,0.0006453183779761999,0.005982892142331,IMP0,2.0,D6,M6,R2,P5
291,P5_D6_G3_M6_R2_T1,MC,DC,Z1,A3,6.6,2.3000261383784806,0.0010499921214027434,0.006695141206894219,IMP0,2.0,D6,M6,R2,P5
292,P5_D6_G3_M6_R2_T1,MC,DC,Z1,A3,6.7,2.306554159201034,0.001028578428755654,0.0064814664875252545,IMP0,2.0,D6,M6,R2,P5
293,P5_D6_G3_M6_R2_T1,MC,DC,Z1,A1,6.8,4.0,0.032535686079051,0.03066232222944655,IMP1,0.25,D6,M6,R2,P5
294,P5_D6_G3_M6_R2_T1,MC,DC,Z3,A1,6.9,4.0,0.2910106920765757,0.23589689018333826,IMP1,2.0,D6,M6,R2,P5
295,P5_D6_G3_M6_R2_T1,MC,DC,Z3,A1,6.1,3.8313825919618867,0.4966198144875511,0.38390224579957527,IMP1,2.0,D6,M6,R2,P5
296,P5_D6_G3_M6_R2_T1,MC,DC,Z3,A1,6.11,2.7666486950857503,0.39543617018262517,0.35085388920384186,IMP0,1.0,D6,M6,R2,P5
297,P6_D5_G1_M5_R1_T1,MI,DI,Z2,A3,7.1,2.6750008262156313,0.0752470786430621,0.05637725287965786,IMP0,2.0,D5,M5,R1,P6
298,P6_D5_G1_M5_R1_T1,MI,DI,Z2,A2,7.2,6.0,0.19693242601415595,0.14545906521042345,IMP2,2.0,D5,M5,R1,P6
299,P6_D5_G1_M5_R1_T1,MI,DI,Z2,A1,7.3,6.0,0.13341218357791645,0.11068350463312429,IMP2,1.0,D5,M5,R1,P6
300,P6_D5_G1_M5_R1_T1,MI,DI,Z1,A3,7.4,6.0,0.0008797215045416822,0.00630340422138445,IMP2,2.5,D5,M5,R1,P6
301,P6_D5_G1_M5_R1_T1,MI,DI,Z1,A3,7.5,6.0,0.04485910149156797,0.027296945399385337,IMP2,2.0,D5,M5,R1,P6
302,P6_D5_G1_M5_R1_T1,MI,DI,Z1,A1,7.6,5.642366444878104,0.0011248370879902998,0.0069800408327195,IMP2,0.5,D5,M5,R1,P6
303,P6_D5_G1_M5_R1_T1,MI,DI,Z2,A3,7.7,5.0,0.09214791169277999,0.07686715774168792,IMP2,2.0,D5,M5,R1,P6
304,P6_D5_G1_M5_R1_T1,MI,DI,Z1,A1,7.8,5.0,0.10967305671884482,0.09024195648015985,IMP2,1.0,D5,M5,R1,P6
305,P6_D5_G1_M5_R1_T1,MI,DI,Z2,A2,7.8,5.0,0.43237993024258664,0.27657278676139413,IMP2,1.0,D5,M5,R1,P6
306,P6_D5_G1_M5_R1_T1,MI,DC,Z3,A1,7.9,2.890651613697964,0.7428778788384321,0.5720784486571777,IMP0,2.0,D5,M5,R1,P6
307,P6_D5_G1_M5_R1_T1,MC,DC,Z3,A1,7.1,2.0,0.5207554665863731,0.4865179110286471,IMP0,1.0,D5,M5,R1,P6
308,P6_D5_G1_M5_R1_T1,MI,DC,Z1,A1,7.11,2.0,0.0006453183779762,0.005982892142331,IMP0,1.0,D5,M5,R1,P6
309,P6_D1_G1_M1_R1_T1,MI,DI,Z1,A3,7.1,1.0,0.002070753724617342,0.007708726414157261,IMP0,2.0,D1,M1,R1,P6
310,P6_D1_G1_M1_R1_T1,MI,DI,Z1,A3,7.2,1.0,0.0011670980021606292,0.006730753660122379,IMP0,2.0,D1,M1,R1,P6
311,P6_D1_G1_M1_R1_T1,MC,DI,Z2,A3,7.3,2.706675935785929,0.1331446024018501,0.10444048674547447,IMP0,2.0,D1,M1,R1,P6
312,P6_D1_G1_M1_R1_T1,MI,DI,Z2,A2,7.4,6.0,0.2248154200128579,0.17744714194868202,IMP2,2.0,D1,M1,R1,P6
313,P6_D1_G1_M1_R1_T1,MI,DI,Z3,A1,7.5,6.0,0.41083761794324236,0.33765947528280826,IMP2,1.5,D1,M1,R1,P6
314,P6_D1_G1_M1_R1_T1,MI,DI,Z1,A1,7.6,6.0,0.03444169110264719,0.03562540321115298,IMP2,1.0,D1,M1,R1,P6
315,P6_D1_G1_M1_R1_T1,MI,DI,Z3,A3,7.7,6.0,0.01143371470655799,0.014102531478351695,IMP2,2.0,D1,M1,R1,P6
316,P6_D1_G1_M1_R1_T1,MI,DI,Z3,A2,7.8,4.602634698713703,0.11379025992170662,0.10242141548419091,IMP1,2.0,D1,M1,R1,P6
317,P6_D1_G1_M1_R1_T1,MI,DI,Z3,A1,7.9,3.0,0.4971379981481842,0.47952880520783314,IMP1,2.0,D1,M1,R1,P6
318,P6_D1_G1_M1_R1_T1,MI,DI,Z3,A1,7.1,1.7549005431327283,0.6397983887312316,0.4908108303905145,IMP0,1.5,D1,M1,R1,P6
319,P4_D1_G2_M1_R1_T1,MI,DI,Z1,A3,4.1,3.0,0.0006453183779762002,0.0059828921423309995,IMP1,8.0,D1,M1,R1,P4
320,P4_D1_G2_M1_R1_T1,MI,DI,Z1,A3,4.2,-103.37581699346406,0.007907105536899618,0.010525458398545311,IMP0,8.0,D1,M1,R1,P4
321,P4_D1_G2_M1_R1_T1,MI,DI,Z1,A3,4.3,-107.71768707482994,0.00854716967131053,0.010930283721566285,IMP0,8.0,D1,M1,R1,P4
322,P4_D1_G2_M1_R1_T1,MI,DI,Z1,A3,4.4,-104.78476821192055,0.0006453183779762001,0.0059828921423309995,IMP0,8.0,D1,M1,R1,P4
323,P4_D1_G2_M1_R1_T1,MI,DI,Z1,A3,4.5,3.0,0.004127326156899769,0.008714212468177778,IMP1,8.0,D1,M1,R1,P4
324,P4_D1_G2_M1_R1_T1,MI,DI,Z2,A3,4.6,3.0,0.014528464855779648,0.017574745668097396,IMP1,8.0,D1,M1,R1,P4
325,P4_D1_G2_M1_R1_T1,MI,DI,Z2,A3,4.7,3.0,0.014318928865940626,0.017948676426993083,IMP1,4.0,D1,M1,R1,P4
326,P4_D1_G2_M1_R1_T1,MI,DI,Z1,A2,4.8,3.0,0.018363120556477857,0.0197895663169411,IMP1,4.0,D1,M1,R1,P4
327,P4_D1_G2_M1_R1_T1,MI,DI,Z2,A2,4.9,3.7004295083707497,0.11586084571279723,0.0824784416764208,IMP1,2.0,D1,M1,R1,P4
328,P4_D1_G2_M1_R1_T1,MI,DI,Z3,A2,4.10,4.400308969984106,0.0017387530875679453,0.008158489284996828,IMP1,4.0,D1,M1,R1,P4
329,P4_D1_G2_M1_R1_T1,MI,DI,Z2,A2,4.11.1,5.0,0.09423428659191942,0.07054826984498686,IMP2,4.0,D1,M1,R1,P4
330,P4_D1_G2_M1_R1_T1,MI,DI,Z3,A2,4.11.2,5.0,0.38605609754394826,0.31185825291900565,IMP2,4.0,D1,M1,R1,P4
331,P4_D1_G2_M1_R1_T1,MI,DI,Z2,A2,4.12,5.0,0.07650442553804084,0.07070690713663957,IMP2,4.0,D1,M1,R1,P4
332,P4_D1_G2_M1_R1_T1,MI,DI,Z2,A2,4.13.1,5.0,0.12137033554134245,0.11748224570395503,IMP2,4.0,D1,M1,R1,P4
