rms_t0,rms_t1,rms,rms_avg,entropy,entropy_t0,entropy_t1
0.0,0.049977324263038546,0.00011685761437118497,0.0029950346846113795,,0.0,0.049977324263038546
0.024988662131519273,0.07496598639455783,0.00015629493084669206,0.0029950346846113795,,0.024988662131519273,0.07496598639455783
0.05,0.09997732426303856,0.0001634896091479076,0.0029950346846113795,,0.05,0.09997732426303856
0.07498866213151928,0.12496598639455782,0.00015692332247361915,0.0029950346846113795,,0.07498866213151928,0.12496598639455782
0.1,0.14997732426303856,0.00015000842426500963,0.0029950346846113795,,0.1,0.14997732426303856
0.12498866213151927,0.17496598639455782,0.0001449769788286757,0.0029950346846113795,,0.12498866213151927,0.17496598639455782
0.15,0.19997732426303855,0.00013677090020016073,0.0029950346846113795,,0.15,0.19997732426303855
0.17498866213151928,0.2249659863945578,0.00013234939155094187,0.0029950346846113795,,0.17498866213151928,0.2249659863945578
0.2,0.24997732426303854,0.00012355729183992988,0.0029950346846113795,,0.2,0.24997732426303854
0.22498866213151927,0.2749659863945578,0.00010846839055498898,0.0029950346846113795,,0.22498866213151927,0.2749659863945578
0.25,0.2999773242630385,0.0001062281488289658,0.0029950346846113795,,0.25,0.2999773242630385
0.2749886621315193,0.3249659863945578,9.745503584029764e-05,0.0029950346846113795,,0.2749886621315193,0.3249659863945578
0.3,0.34997732426303857,7.965040033183275e-05,0.0029950346846113795,,0.3,0.34997732426303857
0.3249886621315193,0.3749659863945578,7.683112884474784e-05,0.0029950346846113795,,0.3249886621315193,0.3749659863945578
0.35,0.39997732426303856,7.850673191936363e-05,0.0029950346846113795,,0.35,0.39997732426303856
0.37498866213151927,0.42496598639455785,7.030857346254638e-05,0.0029950346846113795,,0.37498866213151927,0.42496598639455785
0.4,0.44997732426303855,6.333930324525334e-05,0.0029950346846113795,,0.4,0.44997732426303855
0.42498866213151926,0.47496598639455784,6.050607153104072e-05,0.0029950346846113795,,0.42498866213151926,0.47496598639455784
0.45,0.49997732426303854,5.592057662175396e-05,0.0029950346846113795,,0.45,0.49997732426303854
0.4749886621315193,0.5249659863945578,5.370717063942163e-05,0.0029950346846113795,,0.4749886621315193,0.5249659863945578
0.5,0.5499773242630386,5.2144005528067906e-05,0.0029950346846113795,,0.5,0.5499773242630386
0.5249886621315193,0.5749659863945579,5.1993938853219006e-05,0.0029950346846113795,,0.5249886621315193,0.5749659863945579
0.55,0.5999773242630385,4.991650488111772e-05,0.0029950346846113795,,0.55,0.5999773242630385
0.5749886621315192,0.6249659863945578,4.569325070098055e-05,0.0029950346846113795,,0.5749886621315192,0.6249659863945578
0.6,0.6499773242630386,4.742258065310771e-05,0.0029950346846113795,,0.6,0.6499773242630386
0.6249886621315193,0.6749659863945578,5.3052409831519165e-05,0.0029950346846113795,,0.6249886621315193,0.6749659863945578
0.65,0.6999773242630386,5.2570550529040574e-05,0.0029950346846113795,,0.65,0.6999773242630386
0.6749886621315193,0.7249659863945578,4.629816639367673e-05,0.0029950346846113795,,0.6749886621315193,0.7249659863945578
0.7,0.7499773242630385,4.146003210503182e-05,0.0029950346846113795,,0.7,0.7499773242630385
0.7249886621315192,0.7749659863945578,4.1391210265026606e-05,0.0029950346846113795,,0.7249886621315192,0.7749659863945578
0.75,0.7999773242630386,4.8356361409432074e-05,0.0029950346846113795,,0.75,0.7999773242630386
0.7749886621315193,0.8249659863945579,5.323520583788001e-05,0.0029950346846113795,,0.7749886621315193,0.8249659863945579
0.8,0.8499773242630385,5.5913023104464005e-05,0.0029950346846113795,,0.8,0.8499773242630385
0.8249886621315192,0.8749659863945578,5.7271356645202047e-05,0.0029950346846113795,,0.8249886621315192,0.8749659863945578
0.85,0.8999773242630386,5.354077986312478e-05,0.0029950346846113795,,0.85,0.8999773242630386
0.8749886621315193,0.9249659863945578,4.4702696054431805e-05,0.0029950346846113795,,0.8749886621315193,0.9249659863945578
0.9,0.9499773242630386,4.966732637575698e-05,0.0029950346846113795,,0.9,0.9499773242630386
0.9249886621315193,0.9749659863945578,4.9031842560759286e-05,0.0029950346846113795,,0.9249886621315193,0.9749659863945578
0.95,0.9999773242630385,4.027013672278397e-05,0.0029950346846113795,,0.95,0.9999773242630385
0.9749886621315192,1.0249659863945577,4.15300111873996e-05,0.0029950346846113795,,0.9749886621315192,1.0249659863945577
1.0,1.0499773242630386,0.029367467515701597,0.0029950346846113795,0.8344168647968332,1.0,1.0499773242630386
1.0249886621315192,1.0749659863945578,0.1278236459876398,0.0029950346846113795,0.8199115988687726,1.0249886621315192,1.0749659863945578
1.05,1.0999773242630386,0.12448869046512653,0.0029950346846113795,0.838524197419028,1.05,1.0999773242630386
1.0749886621315192,1.1249659863945578,0.005053547573197777,0.0029950346846113795,0.9185085819192755,1.0749886621315192,1.1249659863945578
1.1,1.1499773242630384,0.002561891640651165,0.0029950346846113795,0.9053411295714724,1.1,1.1499773242630384
1.1249886621315193,1.1749659863945578,0.0017666655107481566,0.0029950346846113795,0.9015674831180247,1.1249886621315193,1.1749659863945578
1.15,1.1999773242630385,0.001315150011221529,0.0029950346846113795,0.8947310835125705,1.15,1.1999773242630385
1.1749886621315193,1.224965986394558,0.0010178969541802649,0.0029950346846113795,0.886086692553385,1.1749886621315193,1.224965986394558
1.2,1.2499773242630385,0.0008112720163623556,0.0029950346846113795,,1.2,1.2499773242630385
1.2249886621315194,1.2749659863945577,0.0006784866952785524,0.0029950346846113795,,1.2249886621315194,1.2749659863945577
1.25,1.2999773242630386,0.0005654838008476058,0.0029950346846113795,,1.25,1.2999773242630386
