,Name,Participant,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Abs_Av,Perf_Av,SFS,Dance_mode,Music_mode,Palo,LZ,CTW,LZ_avg,var_entropy_avg,MIR_entropy_avg,MIR_novelty_avg,Condition,Pair,Condition_order
85,P6_D1_G1_M1_R2_T1,G1,7,7,2,6,5,7,7,7,7,3,6,1,7,7,7.0,7.0,3.75,6.0,4.875,D1,M1,R2,0.4458327276101986,0.4661779226526266,0.18831222107662415,54.37262995279242,0.7194445798022662,0.43626232105633,D1_M1,P6_D1,4.0
86,P7_D0_G1_M6_R1_T1,G1,2,2,1,7,4,7,7,7,7,7,7,1,6,6,,,3.25,7.0,5.125,D0,M6,R1,0.4804694888518984,0.5108563966850909,0.20724226945000104,52.24278397082749,0.7220703236977795,0.2913979550128832,D0_M6,P7_D0,
87,P7_D6_G1_M6_R1_T1,G1,2,2,2,6,4,6,6,7,6,7,5,1,4,4,5.0,5.0,3.5,6.0,4.75,D6,M6,R1,0.4699427330786599,0.5115695533090171,0.1837890966043477,53.82159209486468,0.7729682687209256,0.4943156708413878,D6_M6,P7_D6,0.0
88,P7_D5_G1_M6_R1_T1,G1,2,2,2,6,5,7,7,7,7,7,7,1,7,7,7.0,7.0,3.75,6.833333333333333,5.291666666666666,D5,M6,R1,0.4670114190175631,0.5068135747275513,0.168837426993846,53.80630081371653,0.7753650143017123,0.5037188562993489,D5_M6,P7_D5,1.0
89,P7_D1_G1_M6_R1_T1,G1,2,2,3,6,5,6,6,7,6,5,5,1,5,6,6.0,6.0,4.0,5.666666666666667,4.833333333333334,D1,M6,R1,0.4692587637256424,0.5120755328332165,0.19319185230357772,54.0891782058698,0.7712316452213571,0.507588896685804,D1_M6,P7_D1,2.0
90,P7_D5_G1_M5_R1_T1,G1,5,4,5,3,1,1,1,3,2,2,2,2,1,1,4.0,4.0,2.75,1.8333333333333333,2.2916666666666665,D5,M5,R1,0.4414720022212243,0.4843734411462473,0.17943645794727603,54.237313613187624,0.7732195292619773,0.5197213491781963,D5_M5,P7_D5,3.0
91,P7_D1_G1_M1_R1_T1,G1,6,6,2,6,6,6,6,7,6,2,6,1,6,6,7.0,6.0,4.0,5.333333333333333,4.666666666666666,D1,M1,R1,,,0.17623340277808963,54.61527964359652,0.7911907519858211,0.4464055304805293,D1_M1,P7_D1,4.0
92,P7_D0_G1_M6_R2_T1,G1,3,3,2,2,1,3,3,1,7,4,4,3,1,1,,,1.75,3.8333333333333335,2.791666666666667,D0,M6,R2,0.480788115867601,0.5011345532759733,0.21183743098523589,52.599239100190566,0.7072046692979982,0.25186214065056084,D0_M6,P7_D0,
93,P7_D6_G1_M6_R2_T1,G1,4,2,1,2,1,6,2,2,6,6,6,4,3,3,6.0,7.0,2.0,4.666666666666667,3.333333333333333,D6,M6,R2,0.518780265745722,0.5545650958315153,0.2005504746747697,54.76473877680446,0.7695333851191947,0.4447089148913941,D6_M6,P7_D6,0.0
94,P7_D5_G1_M6_R2_T1,G1,2,2,1,6,5,7,6,7,7,7,7,1,6,6,7.0,7.0,3.5,6.666666666666667,5.083333333333334,D5,M6,R2,0.5191092094011314,0.5461172376145711,0.20617784755408552,54.69312291569384,0.7720652475477373,0.415952761844041,D5_M6,P7_D5,1.0
95,P7_D1_G1_M6_R2_T1,G1,3,3,2,4,4,6,6,7,7,6,7,1,6,6,7.0,7.0,3.5,6.0,4.75,D1,M6,R2,0.4787628057481339,0.5091790046108774,0.19520416808755636,54.48309341505493,0.7653505530864595,0.4978701358572324,D1_M6,P7_D1,2.0
96,P7_D5_G1_M5_R2_T1,G1,4,4,1,7,5,7,6,7,7,7,7,1,6,6,7.0,7.0,3.5,6.833333333333333,5.166666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.20841846176939444,54.48017175627281,0.7731761453669075,0.5198353022834425,D5_M5,P7_D5,3.0
97,P7_D1_G1_M1_R2_T1,G1,7,6,1,6,7,2,5,7,7,7,7,1,7,7,7.0,7.0,4.0,5.666666666666667,4.833333333333334,D1,M1,R2,0.4716307707869518,0.5045960384967937,0.18041698503988407,53.70883553414126,0.7646695303405108,0.5366153889740843,D1_M1,P7_D1,4.0
98,P7_D6_G1_M6_R1_T1,P7,3,4,6,4,7,4,3,6,4,3,5,2,5,5,6.0,5.0,5.25,3.8333333333333335,4.541666666666667,D6,M6,R1,0.4699427330786599,0.5115695533090171,0.1837890966043477,53.82159209486468,0.7729682687209256,0.4943156708413878,D6_M6,P7_D6,0.0
99,P7_D5_G1_M6_R1_T1,P7,6,5,2,4,7,6,5,5,4,4,3,1,5,6,6.0,6.0,3.75,4.333333333333333,4.041666666666666,D5,M6,R1,0.4670114190175631,0.5068135747275513,0.168837426993846,53.80630081371653,0.7753650143017123,0.5037188562993489,D5_M6,P7_D5,1.0
100,P7_D1_G1_M6_R1_T1,P7,7,5,4,6,7,7,4,6,7,4,6,1,6,7,6.0,6.0,4.5,5.666666666666667,5.083333333333334,D1,M6,R1,0.4692587637256424,0.5120755328332165,0.19319185230357772,54.0891782058698,0.7712316452213571,0.507588896685804,D1_M6,P7_D1,2.0
101,P7_D5_G1_M5_R1_T1,P7,6,6,1,4,7,7,4,5,5,1,2,1,6,6,6.0,6.0,3.5,3.8333333333333335,3.666666666666667,D5,M5,R1,0.4414720022212243,0.4843734411462473,0.17943645794727603,54.237313613187624,0.7732195292619773,0.5197213491781963,D5_M5,P7_D5,3.0
102,P7_D1_G1_M1_R1_T1,P7,7,7,1,6,7,7,6,6,6,1,4,1,6,6,7.0,7.0,3.75,5.0,4.375,D1,M1,R1,,,0.17623340277808963,54.61527964359652,0.7911907519858211,0.4464055304805293,D1_M1,P7_D1,4.0
103,P7_D6_G1_M6_R2_T1,P7,3,4,3,5,4,7,7,7,7,4,5,1,5,6,7.0,7.0,3.75,5.833333333333333,4.791666666666666,D6,M6,R2,0.518780265745722,0.5545650958315153,0.2005504746747697,54.76473877680446,0.7695333851191947,0.4447089148913941,D6_M6,P7_D6,0.0
104,P7_D5_G1_M6_R2_T1,P7,6,6,1,6,7,7,1,7,7,7,7,1,7,7,6.0,6.0,4.0,5.833333333333333,4.916666666666666,D5,M6,R2,0.5191092094011314,0.5461172376145711,0.20617784755408552,54.69312291569384,0.7720652475477373,0.415952761844041,D5_M6,P7_D5,1.0
105,P7_D1_G1_M6_R2_T1,P7,7,7,2,7,7,7,7,7,7,7,7,1,7,7,7.0,7.0,4.25,7.0,5.625,D1,M6,R2,0.4787628057481339,0.5091790046108774,0.19520416808755636,54.48309341505493,0.7653505530864595,0.4978701358572324,D1_M6,P7_D1,2.0
106,P7_D5_G1_M5_R2_T1,P7,7,7,1,7,7,7,7,7,7,7,6,1,6,6,7.0,7.0,4.0,6.833333333333333,5.416666666666666,D5,M5,R2,0.4884099425889617,0.5225144355057914,0.20841846176939444,54.48017175627281,0.7731761453669075,0.5198353022834425,D5_M5,P7_D5,3.0
107,P7_D1_G1_M1_R2_T1,P7,7,7,1,7,7,2,7,7,7,7,7,1,7,7,7.0,7.0,4.0,6.166666666666667,5.083333333333334,D1,M1,R2,0.4716307707869518,0.5045960384967937,0.18041698503988407,53.70883553414126,0.7646695303405108,0.5366153889740843,D1_M1,P7_D1,4.0
