,t0,var
0.0,0.0,45.034728819533
4.0,4.0,51.54963767679374
8.0,8.0,52.15379190476439
12.0,12.0,53.10994214242954
16.0,16.0,53.35622828821862
20.0,20.0,54.495236091776306
24.0,24.0,53.97676621164687
28.0,28.0,53.95455442163747
32.0,32.0,54.98195343649342
36.0,36.0,54.70679538173766
40.0,40.0,54.8626219225577
44.0,44.0,55.23656884198034
48.0,48.0,54.97118659613998
52.0,52.0,55.06899106175537
56.0,56.0,53.2050207071841
60.0,60.0,53.731363772685064
64.0,64.0,53.62799060508132
68.0,68.0,54.16919785404995
72.0,72.0,55.137423310443864
76.0,76.0,53.24774840396824
80.0,80.0,53.68041194057398
84.0,84.0,54.30471577194746
88.0,88.0,54.20154716911624
92.0,92.0,55.08379516375255
96.0,96.0,55.005071156994816
