,t0,var
0.0,0.0,45.13634169178145
4.0,4.0,50.80323975418806
8.0,8.0,50.085093245757726
12.0,12.0,50.45632187553164
16.0,16.0,53.244338030569764
20.0,20.0,51.47332667605161
24.0,24.0,51.21046010423445
28.0,28.0,53.92641761503459
32.0,32.0,51.253395874635636
36.0,36.0,50.48080028728111
40.0,40.0,51.476486949110416
44.0,44.0,51.58570692154345
48.0,48.0,53.88142340413677
52.0,52.0,53.08204878039511
56.0,56.0,52.97299638958892
60.0,60.0,55.00200326297023
64.0,64.0,54.128801574374194
68.0,68.0,55.01600022262866
72.0,72.0,54.703999229774645
76.0,76.0,54.639360729290054
80.0,80.0,54.590490867871985
84.0,84.0,54.37826536931318
88.0,88.0,53.91972570547917
92.0,92.0,50.00016524429934
96.0,96.0,51.073920387523636
100.0,100.0,50.41529774027687
104.0,104.0,51.09574152476482
108.0,108.0,52.010888224115305
112.0,112.0,50.29324097204866
116.0,116.0,52.22122571280436
120.0,120.0,51.13165447419458
124.0,124.0,51.42354966526032
128.0,128.0,53.27748767931776
132.0,132.0,53.05349218559178
136.0,136.0,53.50735881247019
140.0,140.0,53.09030686595159
144.0,144.0,54.04901265775347
148.0,148.0,54.020715268438735
152.0,152.0,51.539249406375404
156.0,156.0,54.11278853815975
160.0,160.0,53.57654314586867
164.0,164.0,54.62874596851402
168.0,168.0,54.59516987273454
172.0,172.0,52.34917484851156
176.0,176.0,53.39412892650282
180.0,180.0,54.0449134709277
184.0,184.0,54.01005962502859
188.0,188.0,54.25615093163352
192.0,192.0,53.93101042684062
