Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
9.0;22.2;13.2;Salida;1;13.38;MI;DI;Z1;A3;13.61
22.3;34.1;11.8;Letra Pitos;1;13.39;MI;DI;Z2;A2;13.62
34.1;46.4;12.3;Movimientos Pitos;1;13.40;MI;DI;Z2;A3;13.63
46.4;58.6;12.2;Movimientos;1;13.41;MI;DI;Z1;A3;13.64
58.7;70.7;12.0;Marcajes;1;13.42;MI;DI;Z2;A3;13.65
70.7;81.8;11.1;Respiro;1;13.43;MI;DI;Z1;A3;13.66
81.9;92.4;10.5;Escobilla;1;13.44;MI;DI;Z3;A3;13.67
92.4;102.1;9.7;Llamada Cierre;1;13.45;MI;DI;Z3;A2;13.68
102.2;114.7;12.5;Respiro Pitos;1;13.46;MI;DI;Z2;A2;13.69
114.8;126.5;11.7;Marcajes Movimientos;1;13.47;MI;DI;Z1;A2;13.70
126.6;137.2;10.6;Baile Impro;1;13.48;MI;DI;Z3;A2;13.71
137.3;148.8;11.5;Marcaje;1;13.49;MI;DI;Z1;A2;13.72
148.9;154.7;5.8;Cierre;0.5;13.50;MI;DI;Z2;A1;13.73
154.8;165.9;11.1;Pies;1;13.51;MI;DI;Z3;A1;13.74
166.0;177.6;11.6;Respiro;1;13.52;MI;DI;Z2;A2;13.75
177.7;188.6;10.9;Escobilla;1;13.53;MI;DI;Z3;A3;13.76
188.6;199.5;10.9;Escobilla;1;13.54;MI;DI;Z3;A3;13.77
199.6;207.4;7.8;Subida;1;13.55;MI;DI;Z3;A1;13.78
207.4;214.6;7.2;Subida Impro;1;13.56;MI;DI;Z3;A1;13.79
214.7;221.7;7.0;Escobilla Impro;1;13.57;MI;DI;Z3;A1;13.80
221.8;228.4;6.6;Escobilla Impro;1;13.58;MI;DI;Z3;A1;13.81
228.5;236.7;8.2;Llamada Cierre;1;13.59;MI;DI;Z3;A1;13.82
236.7;246.5;9.8;Final;1;13.60;MI;DI;Z1;A2;13.83

