Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
2.5;8.2;5.7;Intro;0.5;15.49;MI;DC;Z1;A1;15.1
8.2;16.9;8.7;Introduction sin baile;1;15.50;MI;DI;Z1;A3;15.81
16.9;26.7;9.8;Intro sin baile;1;15.51;MI;DI;Z1;A3;15.82
26.7;36.2;9.5;Intro;1;15.52;MI;DI;Z1;A3;15.83
36.2;46.5;10.3;Entrada;1;15.53;MI;DI;Z3;A2;15.84
46.5;55.9;9.4;Remate;1;15.54;MI;DI;Z3;A1;15.85
55.9;66.3;10.4;Cierre;1;15.55;MI;DI;Z3;A1;15.86
66.3;76.9;10.6;Letra;1;15.56;MI;DI;Z1;A2;15.87
77.0;82.9;5.9;Cierre;1;15.57;MI;DI;Z1;A2;15.88
82.9;92.8;9.9;Letra;1;15.58;MI;DI;Z2;A2;15.89
92.9;98.7;5.8;Marcaje;0.5;15.59;MI;DI;Z2;A2;15.90
98.7;103.7;5.0;Cierre;0.5;15.60;MI;DI;Z3;A1;15.91
103.7;113.9;10.2;Marcaje;1;15.61;MI;DI;Z2;A2;15.92
113.9;124.0;10.1;Falseta;1;15.62;MI;DI;Z1;A3;15.93
124.1;134.2;10.1;Falseta;1;15.63;MI;DI;Z1;A3;15.94
134.2;143.8;9.6;Marcaje;1;15.64;MI;DI;Z2;A2;15.95
143.8;154.6;10.8;Respiro;1;15.65;MI;DI;Z1;A1;15.96
154.6;160.9;6.3;Escobilla;1;15.66;MI;DC;Z3;A1;15.12
160.9;167.6;6.7;Escobilla;1;15.13;MC;DC;Z3;A2;15.13
167.6;174.0;6.4;Escobilla;1;15.67;MI;DI;Z3;A1;15.97
174.1;181.1;7.0;Escobilla;1;15.68;MI;DI;Z3;A1;15.98
181.1;187.4;6.3;Escobilla;1;15.69;MI;DI;Z3;A1;15.99
187.5;194.0;6.5;Escobilla;1;15.70;MI;DI;Z3;A1;15.100
194.0;200.6;6.6;Escobilla;1;15.71;MI;DI;Z3;A1;15.101
200.6;207.1;6.5;Escobilla;1;15.72;MI;DI;Z3;A1;15.102
207.1;213.6;6.5;Llamada Cierre;1;15.73;MI;DI;Z3;A1;15.103
213.7;220.6;6.9;Marcaje;1;15.74;MI;DI;Z2;A2;15.104
220.7;227.1;6.4;Marcaje;1;15.75;MI;DI;Z2;A2;15.105
227.2;233.6;6.4;Marcaje;1;15.76;MI;DI;Z2;A2;15.106
233.7;241.2;7.5;Llamada Cierre;1;15.77;MI;DI;Z2;A1;15.107
241.2;248.7;7.5;Falseta;1;15.78;MI;DI;Z1;A3;15.108
248.8;255.8;7.0;Falseta;1;15.79;MI;DI;Z1;A3;15.109
255.8;262.3;6.5;Falseta;1;15.80;MI;DI;Z2;A3;15.110
262.4;268.7;6.3;Falseta;1;15.81;MI;DI;Z2;A3;15.111
268.8;275.9;7.1;Interludio;1;15.82;MI;DI;Z2;A2;15.112
276.0;282.3;6.3;Subida;1;15.83;MI;DI;Z3;A2;15.113
282.3;287.3;5.0;Subida;1;15.84;MI;DI;Z3;A1;15.114
287.4;292.3;4.9;Pies;1;15.85;MI;DI;Z3;A1;15.115
292.4;297.7;5.3;Pies;1;15.86;MI;DI;Z3;A1;15.116
297.7;304.3;6.6;Llamada Cierre;1;15.87;MI;DI;Z3;A1;15.117

