Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
3.4;14.4;11.0;Salida;1;15.1;MC;DC;Z1;A3;15.1
14.5;24.4;9.9;Salida;1;15.2;MC;DC;Z1;A3;15.2
24.4;34.7;10.3;Baile;1;15.3;MC;DC;Z1;A3;15.3
34.8;44.9;10.1;Llamada;1;15.4;MC;DC;Z3;A1;15.4
44.9;55.2;10.3;Letra1;1;15.5;MC;DC;Z1;A2;15.5
55.3;65.8;10.5;Letra;1;15.6;MC;DC;Z1;A2;15.6
65.8;76.8;11.0;Marcajes;1;15.7;MC;DC;Z2;A2;15.7
76.8;87.5;10.7;Marcajes;1;15.8;MC;DC;Z2;A2;15.8
87.5;97.8;10.3;Marcajes;1;15.9;MC;DC;Z1;A3;15.9
97.8;108.1;10.3;Baile;1;15.10;MC;DC;Z1;A3;15.10
108.2;115.9;7.7;"Cierre; Respiro";1;15.11;MC;DC;Z1;A1;15.11
116.0;124.0;8.0;Escobilla;1;15.12;MC;DC;Z3;A1;15.12
124.1;132.0;7.9;Escobilla;1;15.13;MC;DC;Z3;A1;15.13
132.0;140.6;8.6;Escobilla;1;15.14;MC;DC;Z3;A1;15.14
140.7;148.8;8.1;Escobilla;1;15.15;MC;DC;Z3;A1;15.15
148.9;155.5;6.6;Subida;1;15.16;MC;DC;Z3;A1;15.16
155.5;162.2;6.7;Subida;1;15.17;MC;DC;Z3;A1;15.17
162.2;168.4;6.2;Subida;1;15.18;MC;DC;Z3;A1;15.18
168.5;177.65;9.15;"Llamada; Cierre";2;15.19;MC;DC;Z3;A1;15.19
177.7;184.5;6.8;Letra;1;15.20;MC;DC;Z1;A3;15.20
184.5;190.8;6.3;Letra;1;15.21;MC;DC;Z1;A3;15.21
190.9;196.0;5.1;Llamada;0.5;15.22;MC;DC;Z1;A3;15.22
196.1;200.3;4.2;Cierre;0.5;15.23;MC;DC;Z2;A1;15.23

