Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
2.5;8.7;6.2;Tapado;1;20.1;MC;DI;Z1;A1;20.23
8.7;20.8;12.1;Palmas ;2;20.2;MC;DI;Z3;A1;20.24
20.8;32.7;11.9;Palmas;2;20.3;MC;DI;Z3;A2;20.25
32.7;38.9;6.2;Palmas;1;20.4;MC;DI;Z3;A1;20.26
38.9;44.8;5.9;Llamada;1;20.5;MC;DI;Z3;A1;20.27
44.8;51.2;6.4;Cierre;1;20.6;MC;DI;Z2;A1;20.28
51.2;62.4;11.2;Pitos Falseta;2;20.7;MC;DI;Z2;A3;20.29
62.4;67.9;5.5;Falseta;1;20.8;MC;DI;Z2;A3;20.30
68.0;72.7;4.7;Falseta;0.75;20.9;MC;DI;Z1;A3;20.31
72.7;80.6;7.9;Falseta;1.5;20.10;MC;DI;Z1;A3;20.32
80.7;86.9;6.2;Respiro;1;20.17;MC;DI;Z2;A2;20.33
87.0;97.4;10.4;Escobilla;2;20.11;MC;DI;Z3;A2;20.34
97.4;106.8;9.4;Escobilla;2;20.12;MC;DI;Z3;A1;20.35
106.8;112.7;5.9;Cierre;2;20.18;MC;DI;Z2;A1;20.36

