Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
4.8;10.5;5.7;Salida;1;22.1;MC;DC;Z3;A1;22.1
10.5;23.3;12.8;Letra;2;22.2;MC;DC;Z2;A3;22.2
23.3;36.1;12.8;Letra;2;22.3;MC;DC;Z3;A3;22.3
36.1;48.3;12.2;Escobilla;2;22.4;MC;DC;Z3;A2;22.4
48.3;54.6;6.3;Llamada;1;22.5;MC;DC;Z2;A1;22.5
54.6;57.9;3.3;Respiro;0.5;22.6;MC;DC;Z1;A2;22.6
57.9;67.0;9.1;Letra;1.5;22.7;MC;DC;Z1;A3;22.7
67.0;76.4;9.4;Pies;1.5;22.8;MC;DC;Z3;A3;22.8
76.4;86.7;10.3;Escobilla;2;22.9;MC;DC;Z3;A2;22.9
86.7;95.0;8.3;Escobilla;2;22.10;MC;DC;Z3;A2;22.10
95.0;99.0;4.0;Subida;1;22.11;MC;DC;Z3;A1;22.11
99.0;103.0;4.0;llamada Cierre;1;22.12;MC;DC;Z3;A1;22.12

