Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
5.2;12.3;7.1;Salida;1;14.1;MC;DC;Z2;A1;14.18
12.4;19.3;6.9;Letra Pitos;1;14.2;MC;DC;Z2;A3;14.19
19.3;26.2;6.9;Letra Pitos;1;14.3;MC;DC;Z2;A3;14.20
26.2;35.4;9.2;Letra Pitos;1.5;14.4;MC;DC;Z2;A3;14.21
35.4;42.6;7.2;Marcaje;1;14.5;MC;DC;Z1;A2;14.5
42.6;48.8;6.2;Marcaje;1;14.6;MC;DC;Z1;A2;14.6
48.9;55.7;6.8;Llamada Cierre;1;14.7;MC;DC;Z1;A1;14.7
55.7;62.5;6.8;Respiro Pies;1;14.8;MC;DC;Z3;A2;14.8
62.6;68.8;6.2;Marcajes;1;14.9;MC;DC;Z2;A2;14.9
68.9;71.8;2.9;CIerre;0.25;14.10;MC;DC;Z3;A1;14.10
71.9;78.7;6.8;Marcajes;1;14.11;MC;DC;Z2;A2;14.11
78.7;85.4;6.7;Marcajes;1;14.12;MC;DC;Z2;A2;14.12
85.5;91.7;6.2;Escobilla;1;14.13;MC;DC;Z3;A1;14.13
91.8;97.8;6.0;Escobilla;1;14.14;MC;DC;Z3;A1;14.14
97.9;104.1;6.2;Escobilla;1;14.15;MC;DC;Z3;A1;14.15
104.2;110.7;6.5;Escobilla;1;14.16;MC;DC;Z3;A1;14.16
110.8;114.1;3.3;Cierre;0.25;14.17;MC;DC;Z3;A1;14.22

