Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
3.9;9.6;5.7;Salida;1;21.21;MC;DC;Z1;A1;21.21
9.6;19.4;9.8;Salida;2;21.1;MC;DC;Z2;A3;21.1
19.4;29.3;9.9;Salida;2;21.2;MC;DC;Z2;A3;21.3
29.3;38.7;9.4;Escobilla;2;21.3;MC;DC;Z3;A1;21.3
38.8;48.0;9.2;Escobilla;2;21.4;MC;DC;Z3;A1;21.4
48.0;53.6;5.6;Cierre;1;21.5;MC;DC;Z3;A1;21.5
53.6;63.0;9.4;Falseta;2;21.6;MC;DC;Z1;A3;21.6
63.1;72.5;9.4;Marcaje;2;21.7;MC;DC;Z2;A3;21.7
72.5;77.6;5.1;Interludio;1;21.22;MC;DC;Z3;A2;21.22
77.6;84.9;7.3;Escobilla;2;21.8;MC;DC;Z3;A2;21.8
84.9;90.8;5.9;Escobilla;2;21.9;MC;DC;Z3;A2;21.9
90.8;96.9;6.1;Escobilla;2;21.10;MC;DC;Z3;A2;21.10
96.9;102.6;5.7;Escobilla;2;21.11;MC;DC;Z3;A1;21.11
102.6;109.3;6.7;Llamada;2;21.12;MC;DC;Z3;A1;21.12
109.3;112.3;3.0;Cierre;1;21.13;MC;DC;Z3;A1;21.13
112.3;125.1;12.8;Falseta;4;21.14;MC;DC;Z3;A3;21.14
125.1;137.9;12.8;Falseta;4;21.15;MC;DC;Z3;A3;21.15
137.9;150.4;12.5;Falseta;4;21.16;MC;DC;Z3;A3;21.16
150.4;150.5;0.1;Subida;3;21.17;MC;DC;Z3;A1;
150.5;162.7;12.2;Escobilla;4;21.23;MI;DI;Z3;A2;21.23
162.7;169.3;6.6;Cierre;2;21.24;MI;DI;Z3;A1;21.24

