Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
3.1;14.4;11.3;Salida;1;15.1;MC;DC;Z1;A3;15.1
14.4;24.9;10.5;Salida;1;15.2;MC;DI;Z1;A3;15.24
24.9;35.3;10.4;Salida;1;15.3;MC;DI;Z1;A3;15.25
35.5;44.3;8.8;Llamada;1;15.4;MC;DI;Z3;A1;15.26
44.3;49.8;5.5;Cierre;1;15.24;MI;DI;Z3;A1;15.27
49.9;59.9;10.0;Letra;1;15.5;MC;DC;Z1;A2;15.5
59.9;70.1;10.2;Marcaje;1;15.6;MC;DC;Z1;A2;15.6
70.2;80.6;10.4;Marcaje;1;15.7;MC;DC;Z1;A2;15.7
80.6;91.4;10.8;Llamada;1;15.8;MC;DI;Z3;A2;15.28
91.5;101.3;9.8;Marcaje;1;15.9;MC;DC;Z1;A3;15.9
101.3;111.6;10.3;Marcaje;1;15.10;MC;DI;Z2;A3;15.29
111.7;125.9;14.2;"Cierre; Respiro";1;15.11;MC;DC;Z1;A1;15.11
125.9;133.8;7.9;Escobilla;1;15.12;MC;DC;Z3;A1;15.12
133.9;141.9;8.0;Escobilla;1;15.13;MC;DC;Z3;A1;15.13
142.0;149.7;7.7;Escobilla;1;15.14;MC;DC;Z3;A1;15.14
149.7;156.8;7.1;Escobilla;1;15.15;MC;DC;Z3;A1;15.15
156.8;163.2;6.4;Subida;1;15.16;MC;DC;Z3;A1;15.16
163.2;170.3;7.1;Subida;1;15.17;MC;DC;Z3;A1;15.17
170.3;176.8;6.5;Subida;1;15.18;MC;DC;Z3;A1;15.18
176.9;187.3;10.4;"Remate; Cierre";1;15.19;MC;DC;Z3;A1;15.19
187.3;197.2;9.9;Letra;1;15.20;MC;DC;Z1;A3;15.20
197.2;204.0;6.8;Letra;1;15.21;MC;DI;Z1;A3;15.30
204.1;212.8;8.7;"Llamda; cierre";1;15.25;MC;DI;Z2;A2;15.31

