Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
3.3;10.9;7.6;Salida Palmas;1;16.1;MC;DC;Z2;A1;16.1
10.9;18.7;7.8;Salida;1;16.2;MC;DC;Z2;A1;16.2
18.7;26.3;7.6;Escobilla;1;16.3;MC;DC;Z3;A1;16.3
26.3;33.8;7.5;Escobilla;1;16.4;MC;DC;Z3;A1;16.4
33.8;41.4;7.6;Escobilla;1;16.5;MC;DC;Z3;A1;16.5
41.4;48.2;6.8;Escobilla;1;16.6;MC;DC;Z3;A1;16.6
48.2;54.6;6.4;Escobilla;1;16.7;MC;DC;Z3;A1;16.7
54.6;61.3;6.7;Escobilla;1;16.8;MC;DC;Z3;A1;16.8
61.3;68.1;6.8;Llamada Cierre;1;16.9;MC;DC;Z3;A1;16.9
68.1;75.0;6.9;Letra Pitos;1;16.10;MC;DC;Z2;A2;16.10
75.0;82.3;7.3;Letra ;1;16.11;MC;DC;Z1;A2;16.11
82.3;87.0;4.7;Marcajes;1;16.12;MC;DI;Z2;A2;16.43
87.1;95.1;8.0;Llamada Cierre;1;16.15;MC;DC;Z3;A1;16.15
95.1;99.1;4.0;Interludio;1;16.35;MI;DC;Z1;A2;16.44
99.1;105.4;6.3;Falseta;1;16.16;MC;DI;Z1;A3;16.45
105.4;112.1;6.7;Falseta;1;16.17;MC;DI;Z3;A3;16.46
112.1;118.8;6.7;Marcajes;1;16.19;MC;DI;Z2;A3;16.47
118.8;123.3;4.5;Cierre;1;16.20;MC;DI;Z1;A3;16.48
123.3;130.2;6.9;Llamada;1;16.21;MC;DI;Z3;A1;16.49
130.3;137.1;6.8;Marcajes;1;16.36;MI;DI;Z2;A2;16.50
137.1;143.7;6.6;Escobilla;1;16.27;MC;DI;Z3;A2;16.51
143.7;147.1;3.4;Respiro;1;16.37;MC;DI;Z3;A2;16.52
147.1;153.6;6.5;Falseta;1;16.28;MC;DI;Z1;A3;16.53
153.6;160.2;6.6;Falseta;1;16.29;MC;DI;Z1;A3;16.54
160.2;166.9;6.7;Falseta;1;16.30;MC;DI;Z1;A3;16.55
167.0;173.6;6.6;Falseta;1;16.32;MC;DI;Z1;A3;16.56
173.6;179.5;5.9;Final;1;16.31;MC;DC;Z1;A3;16.31

