Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
3.8;24.6;20.8;Salida;1;17.1;MC;DC;Z1;A3;17.1
24.6;47.1;22.5;Entrada;1;17.2;MC;DI;Z1;A3;17.44
47.1;63.5;16.4;Letra;1;17.3;MC;DI;Z1;A3;17.45
63.5;78.8;15.3;Letra;1;17.4;MC;DI;Z1;A3;17.46
78.8;91.6;12.8;Falseta;1;17.5;MC;DI;Z1;A3;17.47
91.6;103.8;12.2;Cierre;1;17.34;MI;DI;Z3;A3;17.48
103.8;116.2;12.4;Falseta;1;17.6;MC;DI;Z2;A3;17.49
116.2;127.3;11.1;Marcaje;1;17.7;MC;DI;Z2;A3;17.50
127.3;137.5;10.2;Escobilla;1;17.8;MC;DI;Z3;A3;17.51
137.5;145.3;7.8;Escobilla;1;17.9;MC;DC;Z3;A2;17.9
145.3;150.6;5.3;Escobilla;1;17.10;MC;DC;Z3;A1;17.10
150.6;154.8;4.2;Escobilla;1;17.11;MC;DC;Z3;A1;17.11
154.8;158.4;3.6;Subida;1;17.12;MC;DC;Z3;A1;17.12
158.4;162.5;4.1;Cierre;1;17.13;MC;DC;Z3;A1;17.13
162.5;171.4;8.9;Respiro;1;17.14;MC;DC;Z1;A1;17.14
171.4;180.5;9.1;Escobilla;1;17.15;MC;DI;Z3;A1;17.52
180.5;188.7;8.2;Escobilla;1;17.16;MC;DI;Z3;A1;17.53
188.8;196.8;8.0;Escobilla;1;17.17;MC;DI;Z3;A1;17.54
196.8;204.1;7.3;Escobilla;1;17.18;MC;DI;Z3;A1;17.55
204.1;211.2;7.1;Escobilla;1;17.19;MC;DI;Z3;A1;17.56
211.2;218.4;7.2;Escobilla;1;17.35;MI;DI;Z3;A1;17.57
218.4;225.8;7.4;Falseta;1;17.23;MC;DI;Z2;A3;15.58
225.8;232.6;6.8;Falseta;1;17.24;MC;DI;Z1;A3;17.59
232.7;239.1;6.4;Falseta;1;17.25;MC;DI;Z1;A3;17.60
239.1;245.7;6.6;Falseta;1;17.26;MC;DI;Z1;A3;17.61
245.7;253.0;7.3;Falseta;1;17.36;MI;DI;Z1;A3;17.62
253.1;261.0;7.9;Falseta;1;17.37;MI;DI;Z1;A3;17.63
261.0;269.1;8.1;Falseta;1;17.27;MI;DI;Z1;A3;17.64
269.1;282.2;13.1;Final;1;17.28;MI;DI;Z1;A3;17.65

