Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra;Dance_Step
8.4;15.2;6.8;Salida;0.75;18.25;MI;DI;Z2;A2;18.40
15.2;27.7;12.5;Falseta Palmas;2;18.26;MI;DI;Z2;A3;18.41
27.7;39.6;11.9;Marcaje;2;18.3;MC;DI;Z1;A2;18.42
39.7;51.2;11.5;Marcaje;2;18.4;MC;DI;Z1;A2;18.43
51.2;62.8;11.6;Marcaje;2;18.27;MI;DI;Z2;A2;18.44
62.8;71.2;8.4;Llamada Cierre;1.5;18.28;MI;DI;Z3;A1;18.45
71.2;82.9;11.7;Falseta;2;18.9;MC;DI;Z2;A3;18.46
82.9;94.3;11.4;Pies;2;18.10;MC;DI;Z3;A3;18.47
94.3;102.9;8.6;Escobilla;2;18.6;MC;DC;Z3;A1;18.6
102.9;111.5;8.6;Escobilla;2;18.29;MI;DI;Z3;A1;18.48
111.5;122.2;10.7;Llamada Cierre;2.5;18.12;MC;DC;Z3;A1;18.12
122.2;132.0;9.8;Falseta;2;18.14;MC;DI;Z2;A3;18.49
132.0;142.1;10.1;Marcaje;2;18.15;MC;DI;Z2;A3;18.50
142.1;152.9;10.8;Marcaje;2;18.16;MC;DI;Z2;A3;18.51
152.9;167.8;14.9;Subida;4;18.30;MI;DI;Z3;A1;18.52
167.8;171.7;3.9;Cierre;1;18.31;MI;DI;Z3;A1;18.53

