Begin Time - ss.msec;End Time - ss.msec;Duration - ss.msec;Sequence;Bloques;Step;Music_Mode;Category;Baile;Guitarra
9.7;21.6;11.9;Introduction;4;2.1;MC;DI;Z1;A3
21.7;34.1;12.4;Introduction;4;2.2;MC;DI;Z2;A3
34.2;46.8;12.6;Letra 1;4;2.3;MC;DI;Z2;A3
46.9;59.7;12.8;Letra 1;4;2.4;MC;DI;Z2;A3
59.8;71.5;11.7;Zapateado 1;4;2.5;MC;DC;Z3;A3
71.5;82.9;11.4;Zapateado 1;4;2.6;MC;DC;Z3;A2
83.0;94.1;11.1;Zapateado 1;4;2.7;MC;DC;Z3;A2
94.2;108.4;14.2;Zpateado + Cierre (Impro);6;2.8;MC;DC;Z3;A2
108.5;121.3;12.8;Marcajes;4.5;2.9;MC;DI;Z2;A2
121.4;134.5;13.1;Marcajes 2;4.5;2.10;MC;DI;Z2;A2
134.6;147.6;13.0;Falseta;4.5;2.11;MC;DC;Z2;A3
147.7;159.6;11.9;Falseta;4;2.12;MC;DI;Z2;A3
159.6;170.0;10.4;Subida;4;2.13;MC;DC;Z3;A1
170.1;180.9;10.8;Pasear;4;2.14;MC;DC;Z2;A1
181.0;192.0;11.0;Remate;4;2.15;MC;DI;Z3;A1
192.1;198.8;6.7;Cierre;2;2.16;MC;DC;Z3;A1
